Quarter,Time,Down,ToGo,Location,GNB,SFO,Detail,EPB,EPA
1,6:49,3,2,SFO 21,7,7,Colin Kaepernick right end for 13 yards (tackle by Tramon Williams),-0.470,1.200
1,6:07,1,10,SFO 34,7,7,Frank Gore right end for -1 yards (tackle by Ryan Pickett and Erik Walden),1.200,0.520
1,5:33,2,11,SFO 33,7,7,Colin Kaepernick pass complete short right to Randy Moss for 12 yards (tackle by Charles Woodson),0.520,1.930
1,4:52,1,10,SFO 45,7,7,Colin Kaepernick pass complete short right to Randy Moss for 13 yards (tackle by Sam Shields),1.930,2.790
1,4:10,1,10,GNB 42,7,7,Frank Gore up the middle for 2 yards (tackle by Ryan Pickett),2.790,2.510
1,3:33,2,8,GNB 40,7,7,Colin Kaepernick pass incomplete deep middle intended for Randy Moss,2.510,1.820
1,3:27,3,8,GNB 40,7,7,Colin Kaepernick pass incomplete short left intended for Delanie Walker (defended by Sam Shields),1.820,0.590
1,3:21,4,8,GNB 40,7,7,"Andy Lee punts 40 yards, touchback",0.590,-0.280
1,3:13,1,10,GNB 20,7,7,DuJuan Harris for 2 yards (tackle by Patrick Willis),0.280,0.000
1,2:49,2,8,GNB 22,7,7,DuJuan Harris up the middle for 7 yards (tackle by Navorro Bowman),0.000,0.230
1,2:09,3,1,GNB 29,7,7,DuJuan Harris up the middle for 4 yards (tackle by Dashon Goldson),0.230,1.140
1,1:41,1,10,GNB 33,7,7,Aaron Rodgers pass incomplete short left intended for James Jones,1.140,0.590
1,1:38,2,10,GNB 33,7,7,DuJuan Harris right end for 5 yards (tackle by Patrick Willis and Ray McDonald),0.590,0.560
1,1:08,3,5,GNB 38,7,7,Aaron Rodgers pass complete deep right to James Jones for 44 yards (tackle by Chris Culliver),0.560,4.370
1,0:29,1,10,SFO 18,13,7,"DuJuan Harris up the middle for 18 yards, touchdown",4.370,7.000
1,0:29,,,SFO 2,14,7,Mason Crosby kicks extra point good,0.000,0.000
1,0:29,,,GNB 35,14,7,"Mason Crosby kicks off 65 yards, touchback",0.000,0.280
1,0:29,1,10,SFO 20,14,7,Colin Kaepernick pass complete short right to Michael Crabtree for 15 yards (tackle by Tramon Williams),0.280,1.270
Quarter,Time,Down,ToGo,Location,GNB,SFO,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,SFO 35,14,7,Frank Gore right tackle for 5 yards (tackle by Tramon Williams),1.270,1.400
2,14:26,2,5,SFO 40,14,7,Colin Kaepernick pass complete short left to Michael Crabtree for 9 yards (tackle by Morgan Burnett and Charles Woodson),1.400,2.190
2,13:40,1,10,SFO 49,14,7,Colin Kaepernick pass incomplete short right intended for Delanie Walker,2.190,1.650
2,13:34,2,10,SFO 49,14,7,Colin Kaepernick right end for 3 yards (tackle by Dezman Moses),1.650,1.360
2,13:04,3,7,GNB 48,14,7,"Penalty on Vernon Davis: False Start, 5 yards (no play)",1.360,0.700
2,12:33,3,12,SFO 47,14,7,Colin Kaepernick pass complete short right to Frank Gore for 3 yards (tackle by Brad Jones),0.700,-0.060
2,11:52,4,9,,14,7,"Andy Lee punts 40 yards, muffed catch by Jeremy Ross, recovered by C.J. Spillman and returned for no gain",-0.060,5.140
2,11:43,1,9,GNB 9,14,7,Colin Kaepernick pass incomplete short left intended for Bruce Miller (defended by Clay Matthews),5.140,4.380
2,11:37,2,9,GNB 9,14,7,"Colin Kaepernick for no gain. Colin Kaepernick fumbles, recovered by Colin Kaepernick at GNB-9",4.380,3.100
2,11:04,3,12,GNB 12,14,13,"Colin Kaepernick pass complete short middle to Michael Crabtree for 12 yards, touchdown",3.100,7.000
2,11:04,,,GNB 2,14,14,David Akers kicks extra point good,0.000,0.000
2,10:59,,,SFO 35,14,14,"David Akers kicks off 68 yards, returned by Randall Cobb for 16 yards (tackle by Perrish Cox). Penalty on John Kuhn: Offensive Holding, 6 yards",0.000,-0.380
2,10:54,1,10,GNB 7,14,14,DuJuan Harris left guard for 2 yards (tackle by Justin Smith),-0.380,-0.630
2,10:14,2,8,GNB 9,14,14,"Aaron Rodgers pass incomplete short right intended for Jordy Nelson. Penalty on Chris Culliver: Defensive Pass Interference, 14 yards (no play)",-0.630,0.480
2,10:06,1,10,GNB 23,14,14,DuJuan Harris right guard for 3 yards (tackle by Ray McDonald and Justin Smith),0.480,0.340
2,9:46,2,7,GNB 26,14,14,Aaron Rodgers pass incomplete short right intended for DuJuan Harris,0.340,-0.360
2,9:37,3,7,GNB 26,14,14,Aaron Rodgers pass incomplete deep middle intended for Jordy Nelson is intercepted by Tarell Brown at SFO-13 and returned for 39 yards (tackle by Evan Dietrich-Smith),-0.360,-2.390
2,9:19,1,10,GNB 48,14,14,Frank Gore left end for 6 yards (tackle by C.J. Wilson and Clay Matthews),2.390,2.660
2,8:40,2,4,GNB 42,14,14,Colin Kaepernick pass complete short left to Ted Ginn Jr. for 3 yards (tackle by Brad Jones),2.660,2.340
2,7:58,3,1,GNB 39,14,14,LaMichael James up the middle for 14 yards (tackle by Morgan Burnett and M.D. Jennings),2.340,3.910
2,7:16,1,10,GNB 25,14,14,Colin Kaepernick pass incomplete short middle intended for Michael Crabtree (defended by Tramon Williams),3.910,3.360
2,7:02,2,10,GNB 25,14,14,LaMichael James up the middle for 1 yard (tackle by A.J. Hawk),3.360,2.810
2,6:25,3,9,GNB 24,14,14,"Colin Kaepernick up the middle for 15 yards (tackle by M.D. Jennings and Erik Walden). Penalty on Colin Kaepernick: Taunting, 15 yards",2.810,3.970
2,6:13,1,10,GNB 24,14,14,Frank Gore up the middle for 4 yards (tackle by Erik Walden),3.970,3.970
2,5:33,2,6,GNB 20,14,20,"Colin Kaepernick pass complete deep left to Michael Crabtree for 20 yards, touchdown",3.970,7.000
2,5:33,,,GNB 2,14,21,David Akers kicks extra point good,0.000,0.000
2,5:26,,,SFO 35,14,21,"David Akers kicks off 65 yards, touchback",0.000,0.280
2,5:26,1,10,GNB 20,14,21,"Aaron Rodgers up the middle for 9 yards (tackle by Aldon Smith). Aaron Rodgers fumbles (forced by Aldon Smith), recovered by Aaron Rodgers at GNB-29",0.280,0.950
2,4:39,2,1,GNB 29,14,21,DuJuan Harris up the middle for 3 yards (tackle by Ahmad Brooks),0.950,1.070
2,4:20,1,10,GNB 32,14,21,Aaron Rodgers pass complete deep right to Jermichael Finley for 19 yards (tackle by Donte Whitner),1.070,2.320
2,3:57,1,10,SFO 49,14,21,"DuJuan Harris right tackle for 3 yards (tackle by Justin Smith). Penalty on Dashon Goldson: Unnecessary Roughness, 15 yards",2.320,3.510
2,3:28,1,10,SFO 31,14,21,Aaron Rodgers pass complete short left to DuJuan Harris for 6 yards (tackle by Donte Whitner),3.510,3.780
2,2:51,2,4,SFO 25,14,21,"Penalty on Justin Smith: Defensive Offside, 5 yards (no play)",3.780,4.240
2,2:39,1,10,SFO 20,20,21,"Aaron Rodgers pass complete deep middle to James Jones for 20 yards, touchdown",4.240,7.000
2,2:39,,,SFO 2,21,21,Mason Crosby kicks extra point good,0.000,0.000
2,2:33,,,GNB 35,21,21,"Mason Crosby kicks off 65 yards, touchback",0.000,0.280
2,2:33,1,10,SFO 20,21,21,Colin Kaepernick right end for 3 yards (tackle by Brad Jones),0.280,0.140
2,2:11,2,7,SFO 23,21,21,Colin Kaepernick left end for 19 yards (tackle by Charles Woodson),0.140,1.730
2,2:00,1,10,SFO 42,21,21,Colin Kaepernick pass incomplete deep left intended for Vernon Davis (defended by Morgan Burnett),1.730,1.190
2,1:54,2,10,SFO 42,21,21,Colin Kaepernick pass incomplete deep right intended for Delanie Walker,1.190,0.500
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the original play was overturned.",,
2,1:48,3,10,SFO 42,21,21,Colin Kaepernick for 18 yards,0.500,2.920
2,1:41,1,10,GNB 40,21,21,Colin Kaepernick pass complete short left to LaMichael James for 7 yards (tackle by Brad Jones),2.920,3.320
2,1:10,2,3,GNB 33,21,21,LaMichael James up the middle for 6 yards (tackle by Brad Jones and Erik Walden),3.320,3.780
2,0:46,1,10,GNB 27,21,21,Colin Kaepernick pass incomplete deep left intended for Ted Ginn Jr.,3.780,0.000
2,0:40,,,,21,21,Timeout #2 by San Francisco 49ers,0.000,3.230
2,0:40,2,10,GNB 27,21,21,Colin Kaepernick pass incomplete short left intended for Delanie Walker,3.230,2.540
2,0:35,3,10,GNB 27,21,21,Colin Kaepernick up the middle for 9 yards (tackle by Mike Daniels),2.540,0.000
2,0:03,,,,21,21,Timeout #3 by San Francisco 49ers,0.000,0.000
2,0:03,,,,21,21,Timeout #1 by Green Bay Packers,0.000,2.400
2,0:03,4,1,GNB 18,21,24,David Akers 36 yard field goal good,2.400,3.000
Quarter,Time,Down,ToGo,Location,GNB,SFO,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SFO 35,21,24,"David Akers kicks off 66 yards, returned by Randall Cobb for 27 yards (tackle by Delanie Walker)",0.000,0.670
3,14:54,1,10,GNB 26,21,24,DuJuan Harris right tackle for 3 yards (tackle by Justin Smith and Dashon Goldson),0.670,0.540
3,14:11,2,7,GNB 29,21,24,DuJuan Harris right end for 3 yards (tackle by Navorro Bowman and Dashon Goldson),0.540,0.230
3,13:28,3,4,GNB 32,21,24,Aaron Rodgers sacked by Patrick Willis for -9 yards,0.230,-1.830
3,13:05,4,13,GNB 23,21,24,"Tim Masthay punts 42 yards, fair catch by Ted Ginn Jr.",-1.830,-1.270
3,12:58,1,10,SFO 35,21,24,Frank Gore right guard for 2 yards (tackle by Brad Jones),1.270,0.990
3,12:16,2,8,SFO 37,21,24,Colin Kaepernick pass incomplete deep left intended for Randy Moss,0.990,0.300
3,12:07,3,8,SFO 37,21,24,Colin Kaepernick pass incomplete short left intended for Vernon Davis (defended by Charles Woodson),0.300,-0.910
3,12:04,4,8,SFO 37,21,24,"Andy Lee punts 52 yards, returned by Randall Cobb for no gain",-0.910,0.370
3,11:56,1,10,GNB 11,21,24,Aaron Rodgers pass complete short right to Greg Jennings for 2 yards (tackle by Ahmad Brooks),-0.370,-0.630
3,11:23,2,8,GNB 13,21,24,Aaron Rodgers pass complete deep right to Greg Jennings for 30 yards (tackle by Dashon Goldson),-0.630,1.800
3,10:51,1,10,GNB 43,21,24,Aaron Rodgers pass complete short right to Jordy Nelson for 8 yards (tackle by Tramaine Brock),1.800,2.330
3,10:18,2,2,SFO 49,21,24,Aaron Rodgers pass complete short right to Jordy Nelson for 8 yards (tackle by Tramaine Brock),2.330,2.850
3,10:01,1,10,SFO 41,21,24,Randall Cobb right guard for 19 yards (tackle by Patrick Willis and Donte Whitner),2.850,4.110
3,9:22,1,10,SFO 22,21,24,Randall Cobb up the middle for 4 yards (tackle by Aldon Smith),4.110,4.130
3,8:51,2,6,SFO 18,21,24,Aaron Rodgers pass incomplete short right intended for Jordy Nelson,4.130,0.000
3,8:46,,,,21,24,Timeout #1 by Green Bay Packers,0.000,3.400
3,8:46,3,6,SFO 18,21,24,"Penalty on Marshall Newhouse: False Start, 5 yards (no play)",3.400,2.740
3,8:46,3,11,SFO 23,21,24,"Aaron Rodgers pass complete short right to Randall Cobb for 8 yards (tackle by Dashon Goldson). Randall Cobb fumbles (forced by Dashon Goldson), recovered by T.J. Lang at SFO-15 and returned for 2 yards",2.740,2.720
3,8:38,4,1,SFO 13,24,24,Mason Crosby 31 yard field goal good,2.720,3.000
3,8:25,,,GNB 35,24,24,"Mason Crosby kicks off 74 yards, touchback",0.000,0.280
3,8:24,1,10,SFO 20,24,24,Colin Kaepernick pass complete deep left to Michael Crabtree for 18 yards (tackle by Tramon Williams),0.280,1.470
3,7:56,1,10,SFO 38,24,24,Colin Kaepernick pass complete short left to Michael Crabtree for 6 yards (tackle by Sam Shields),1.470,1.730
3,7:16,2,4,SFO 44,24,30,"Colin Kaepernick right end for 56 yards, touchdown",1.730,7.000
3,7:16,,,GNB 2,24,31,David Akers kicks extra point good,0.000,0.000
3,7:07,,,SFO 35,24,31,"David Akers kicks off 67 yards, touchback",0.000,0.280
3,7:07,1,10,GNB 20,24,31,Aaron Rodgers pass incomplete short right intended for Greg Jennings,0.280,-0.270
3,7:01,2,10,GNB 20,24,31,Aaron Rodgers pass incomplete short left intended for Tom Crabtree (defended by Navorro Bowman),-0.270,-0.960
3,6:57,3,10,GNB 20,24,31,Aaron Rodgers for 17 yards,-0.960,1.400
3,6:27,1,10,GNB 37,24,31,Aaron Rodgers pass complete short left to Randall Cobb for 3 yards (tackle by Dashon Goldson and Perrish Cox),1.400,1.260
3,5:52,2,7,GNB 40,24,31,Aaron Rodgers pass complete short middle to Randall Cobb for 1 yard (tackle by Justin Smith),1.260,0.700
3,5:12,3,6,GNB 41,24,31,Aaron Rodgers pass incomplete short middle intended for Jermichael Finley (defended by Navorro Bowman),0.700,-0.650
3,5:07,4,6,GNB 41,24,31,"Tim Masthay punts 52 yards, fair catch by Ted Ginn Jr.",-0.650,0.380
3,5:00,1,10,SFO 7,24,31,Frank Gore left guard for 3 yards (tackle by Ryan Pickett and A.J. Hawk),-0.380,-0.560
3,4:20,2,7,SFO 10,24,31,Frank Gore up the middle for 5 yards (tackle by Brad Jones and A.J. Hawk),-0.560,-0.480
3,3:36,3,2,SFO 15,24,31,Colin Kaepernick pass complete deep right to Michael Crabtree for 16 yards (tackle by Tramon Williams),-0.480,1.000
3,2:57,1,10,SFO 31,24,31,Frank Gore right guard for 3 yards (tackle by A.J. Hawk),1.000,0.870
3,2:18,2,7,SFO 34,24,31,"Colin Kaepernick pass incomplete deep right intended for Vernon Davis. Penalty on Tramon Williams: Defensive Holding, 5 yards (no play)",0.870,1.530
3,2:11,1,10,SFO 39,24,31,Frank Gore up the middle for 2 yards (tackle by C.J. Wilson),1.530,1.260
3,1:32,2,8,SFO 41,24,31,Colin Kaepernick pass complete deep right to Vernon Davis for 44 yards (tackle by A.J. Hawk),1.260,4.580
3,0:45,1,10,GNB 15,24,31,Frank Gore up the middle for 13 yards (tackle by A.J. Hawk and Morgan Burnett),4.580,6.740
Quarter,Time,Down,ToGo,Location,GNB,SFO,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,2,GNB 2,24,37,"Frank Gore right tackle for 2 yards, touchdown",6.740,7.000
4,15:00,,,GNB 2,24,38,David Akers kicks extra point good,0.000,0.000
4,14:57,,,SFO 35,24,38,"David Akers kicks off 60 yards, muffed catch by Randall Cobb, recovered by Randall Cobb at GB-8, and returned for 3 yards",0.000,-0.370
4,14:51,1,10,GNB 11,24,38,Aaron Rodgers pass complete short left to Greg Jennings for 7 yards (tackle by Navorro Bowman),-0.370,0.000
4,14:26,2,3,GNB 18,24,38,Aaron Rodgers pass complete short middle to Jermichael Finley for 9 yards (tackle by Patrick Willis),0.000,0.740
4,13:58,1,10,GNB 27,24,38,Aaron Rodgers pass complete short left to Greg Jennings for 5 yards (tackle by Carlos Rogers and Dashon Goldson),0.740,0.870
4,13:25,2,5,GNB 32,24,38,Aaron Rodgers pass complete short right to Jermichael Finley for 2 yards (tackle by Navorro Bowman and Donte Whitner),0.870,0.430
4,12:53,3,3,GNB 34,24,38,Aaron Rodgers pass complete short right to Jordy Nelson for 10 yards (tackle by Chris Culliver),0.430,1.860
4,12:17,1,10,GNB 44,24,38,Aaron Rodgers pass incomplete short right intended for Tom Crabtree,1.860,1.320
4,12:10,2,10,GNB 44,24,38,Aaron Rodgers pass complete short middle to DuJuan Harris for 5 yards (tackle by Patrick Willis),1.320,1.290
4,11:43,3,5,GNB 49,24,38,Aaron Rodgers pass incomplete deep left intended for Greg Jennings,1.290,-0.130
4,11:37,4,5,GNB 49,24,38,Tim Masthay punts 44 yards,-0.130,0.380
4,11:28,1,10,SFO 7,24,38,Frank Gore right guard for 5 yards (tackle by Brad Jones),-0.380,-0.420
4,10:49,2,5,SFO 12,24,38,Colin Kaepernick left end for 16 yards (tackle by Clay Matthews),-0.420,0.810
4,10:17,1,10,SFO 28,24,38,Frank Gore up the middle for 2 yards (tackle by A.J. Hawk),0.810,0.530
4,9:35,2,8,SFO 30,24,38,Colin Kaepernick pass complete deep right to Delanie Walker for 17 yards (tackle by Tramon Williams),0.530,2.060
4,8:52,1,10,SFO 47,24,38,Frank Gore right guard for 26 yards (tackle by Charles Woodson and Dezman Moses),2.060,3.780
4,8:04,1,10,GNB 27,24,38,Frank Gore right guard for 1 yard (tackle by Ryan Pickett),3.780,3.370
4,7:23,2,9,GNB 26,24,38,"LaMichael James left end for 11 yards (tackle by Tramon Williams). Penalty on Bruce Miller: Offensive Holding, 10 yards (no play)",3.370,2.020
4,6:59,2,19,GNB 36,24,38,Colin Kaepernick right end for 4 yards (tackle by Tramon Williams),2.020,1.880
4,6:15,3,15,GNB 32,24,38,Colin Kaepernick pass complete short right to Michael Crabtree for 14 yards (tackle by Sam Shields),1.880,2.400
4,5:25,4,1,GNB 18,24,38,"Penalty on B.J. Raji: Encroachment, 5 yards (no play)",2.400,4.710
4,5:03,1,10,GNB 13,24,38,Frank Gore up the middle for 11 yards (tackle by Morgan Burnett),4.710,6.740
4,4:22,1,2,GNB 2,24,38,Frank Gore up the middle for no gain (tackle by Clay Matthews and Brad Jones),6.740,5.720
4,3:42,2,2,GNB 2,24,44,"Anthony Dixon right tackle for 2 yards, touchdown",5.720,7.000
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",,
4,3:42,,,GNB 2,24,45,David Akers kicks extra point good,0.000,0.000
4,3:34,,,SFO 35,24,45,"David Akers kicks off 67 yards, returned by Randall Cobb for 25 yards (tackle by Larry Grant)",0.000,0.480
4,3:29,1,10,GNB 23,24,45,Aaron Rodgers pass complete short left to Jermichael Finley for 5 yards (tackle by Navorro Bowman),0.480,0.610
4,3:23,2,5,GNB 28,24,45,Aaron Rodgers pass complete short right to Randall Cobb for 4 yards (tackle by Carlos Rogers),0.610,0.430
4,2:57,3,1,GNB 32,24,45,Aaron Rodgers pass complete short left to Jordy Nelson for 8 yards (tackle by Tarell Brown),0.430,1.600
4,2:50,1,10,GNB 40,24,45,Aaron Rodgers pass complete short right to James Jones for 16 yards (tackle by Chris Culliver and Ray McDonald),1.600,2.650
4,2:14,1,10,SFO 44,24,45,Aaron Rodgers pass incomplete short right intended for James Jones,2.650,2.110
4,2:13,2,10,SFO 44,24,45,Aaron Rodgers pass complete to James Jones for 7 yards (tackle by Chris Culliver and Navorro Bowman),2.110,2.350
4,2:00,3,3,SFO 37,24,45,Aaron Rodgers left guard for 2 yards (tackle by Ray McDonald),2.350,1.000
4,1:35,4,1,SFO 35,24,45,Aaron Rodgers pass complete short middle to Jordy Nelson for 12 yards (tackle by Patrick Willis),1.000,4.040
4,1:17,1,10,SFO 23,24,45,Aaron Rodgers pass complete short left to Randall Cobb for 8 yards,4.040,4.750
4,1:17,2,2,SFO 15,24,45,"Penalty on Tarell Brown: Defensive Pass Interference, 12 yards (no play)",4.750,6.510
4,1:12,1,3,SFO 3,24,45,Aaron Rodgers pass incomplete intended for Randall Cobb,6.510,5.530
4,1:07,2,3,SFO 3,30,45,"Aaron Rodgers pass complete short right to Greg Jennings for 3 yards, touchdown",5.530,7.000
4,1:07,,,SFO 2,31,45,Mason Crosby kicks extra point good,0.000,0.000
4,0:57,,,GNB 35,31,45,"Mason Crosby kicks onside 11 yards, recovered by Delanie Walker",0.000,2.520
4,0:56,1,10,GNB 46,31,45,Colin Kaepernick kneels for -1 yards,2.520,1.840
4,0:24,2,11,GNB 47,31,45,Colin Kaepernick kneels for -1 yards,1.840,1.030
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
