Quarter,Time,Down,ToGo,Location,MIN,CHI,Detail,EPB,EPA
2,8:54,2,1,MIN 48,0,10,Onterrio Smith left end for 2 yards (tackle by Alex Brown and Keith Traylor),2.200,2.260
2,8:12,1,10,CHI 50,0,10,Daunte Culpepper pass incomplete intended for Onterrio Smith,2.260,1.710
2,8:08,2,10,CHI 50,0,10,Onterrio Smith left end for 5 yards (tackle by Brian Urlacher),1.710,1.690
2,7:29,3,5,CHI 45,0,10,Daunte Culpepper left guard for 6 yards (tackle by Phillip Daniels),1.690,2.980
2,6:46,1,10,CHI 39,0,10,Daunte Culpepper pass complete to Kelly Campbell for 4 yards (tackle by Warrick Holdman),2.980,2.980
2,6:06,2,6,CHI 35,0,10,Onterrio Smith left tackle for 2 yards (tackle by Michael Haynes and Brian Urlacher),2.980,2.540
2,5:28,3,4,CHI 33,0,10,Daunte Culpepper pass incomplete intended for Kelly Campbell (defended by Charles Tillman),2.540,1.180
2,5:24,,,,0,10,Timeout #2 by Minnesota Vikings,0.000,1.180
2,5:24,4,4,CHI 33,0,10,Daunte Culpepper pass complete to Randy Moss for 14 yards (tackle by R.W. McQuarters),1.180,4.310
2,4:51,1,10,CHI 19,0,10,Onterrio Smith right guard for 5 yards (tackle by Mike Brown),4.310,4.530
2,4:18,2,5,CHI 14,0,10,Onterrio Smith right guard for 4 yards (tackle by Brian Urlacher),4.530,4.690
2,3:42,3,1,CHI 10,0,10,Moe Williams right guard for 2 yards (tackle by Jerry Azumah),4.690,5.370
2,3:07,1,8,CHI 8,0,10,Onterrio Smith right tackle for 1 yard (tackle by Lance Briggs),5.370,4.760
2,2:32,2,7,CHI 7,0,10,Onterrio Smith right guard for 1 yard (tackle by Bobby Gray),4.760,4.040
2,2:00,3,6,CHI 6,0,10,Daunte Culpepper pass complete to Jim Kleinsasser for 3 yards (tackle by Jerry Azumah),4.040,3.040
2,1:13,4,3,CHI 3,3,10,Aaron Elling 22 yard field goal good,3.040,3.000
2,,,,MIN 30,3,10,"Aaron Elling kicks off 52 yards, returned by Jerry Azumah for 19 yards (tackle by Brian Williams)",0.000,1.400
2,1:03,1,10,CHI 37,3,10,Rex Grossman pass complete to Marty Booker for 5 yards (tackle by Denard Walker),1.400,1.530
2,0:59,2,5,CHI 42,3,10,Rex Grossman pass incomplete intended for Desmond Clark,1.530,0.830
2,0:55,3,5,CHI 42,3,10,Rex Grossman pass incomplete intended for Marty Booker,0.830,-0.590
2,0:47,4,5,CHI 42,3,10,"Brad Maynard punts 43 yards, returned by Keenan Howry for -1 yards (tackle by Warrick Holdman)",-0.590,0.280
2,0:38,1,10,MIN 14,3,10,Daunte Culpepper pass complete to Moe Williams for 8 yards (tackle by Lance Briggs),-0.280,0.420
2,0:28,,,,3,10,Timeout #3 by Minnesota Vikings,0.000,0.420
2,0:28,2,2,MIN 22,3,10,Daunte Culpepper pass complete to Jim Kleinsasser for 9 yards (tackle by Charles Tillman),0.420,1.000
2,0:09,1,10,MIN 31,3,10,Daunte Culpepper spiked the ball,1.000,0.460
2,0:08,2,10,MIN 31,3,10,Onterrio Smith right guard for 27 yards (tackle by Mike Brown and Bobby Gray),0.460,2.790
Quarter,Time,Down,ToGo,Location,MIN,CHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CHI 30,3,10,"Paul Edinger kicks off 61 yards, returned by Onterrio Smith for 8 yards (tackle by Bryan Knight)",0.000,-0.060
3,14:56,1,10,MIN 17,3,10,Onterrio Smith right guard for 13 yards (tackle by Bobby Gray),-0.060,0.940
3,14:16,1,10,MIN 30,3,10,Daunte Culpepper pass complete to Randy Moss for 5 yards (tackle by Brian Urlacher),0.940,1.070
3,13:48,2,5,MIN 35,3,10,"Daunte Culpepper pass complete to Randy Moss for 4 yards (tackle by Charles Tillman). Penalty on D'Wayne Bates: Offensive Holding, 10 yards",1.070,0.260
3,13:26,2,11,MIN 29,3,10,Daunte Culpepper pass complete to Jim Kleinsasser for 6 yards (tackle by Jerry Azumah),0.260,0.370
3,12:43,3,5,MIN 35,3,10,"Penalty on Everett Lindsay: False Start, 5 yards (no play)",0.370,-0.300
3,12:25,3,10,MIN 30,3,10,Daunte Culpepper pass complete to Moe Williams for 6 yards (tackle by Jerry Azumah),-0.300,-0.980
3,11:48,4,4,MIN 36,3,10,"Eddie Johnson punts 32 yards, returned by R.W. McQuarters for 14 yards (tackle by Rushen Jones)",-0.980,-1.990
3,11:39,1,10,CHI 46,3,10,Rex Grossman pass incomplete intended for Marty Booker,1.990,1.450
3,11:34,2,10,CHI 46,3,10,Rex Grossman pass incomplete intended for David Terrell,1.450,0.760
3,11:29,3,10,CHI 46,3,10,Rex Grossman pass incomplete intended for Justin Gage. Penalty on Olin Kreutz: Offensive Holding (Declined),0.760,-0.320
3,11:22,4,10,CHI 46,3,10,"Brad Maynard punts 46 yards, fair catch by Keenan Howry",-0.320,0.380
3,11:13,1,10,MIN 8,3,10,Onterrio Smith right tackle for 8 yards (tackle by Mike Brown),-0.380,-0.090
3,10:38,2,2,MIN 16,3,10,Onterrio Smith left guard for no gain (tackle by Alfonso Boone),-0.090,-0.480
3,9:58,3,2,MIN 16,3,10,Daunte Culpepper pass complete to Randy Moss for 14 yards (tackle by Mike Brown),-0.480,0.940
3,9:22,1,10,MIN 30,3,10,Onterrio Smith right tackle for 2 yards (tackle by Warrick Holdman and Bryan Robinson),0.940,0.660
3,8:41,2,8,MIN 32,3,10,Daunte Culpepper right end for 3 yards (tackle by Charles Tillman),0.660,0.370
3,8:08,3,5,MIN 35,3,10,"Daunte Culpepper pass complete to D'Wayne Bates for 20 yards (tackle by Mike Brown). Penalty on Moe Williams: Offensive Holding, 10 yards (no play)",0.370,-0.960
3,7:49,3,15,MIN 25,3,10,Daunte Culpepper pass incomplete intended for Rushen Jones (defended by Michael Haynes),-0.960,-1.700
3,7:44,4,15,MIN 25,3,10,"Eddie Johnson for no gain. Eddie Johnson fumbles, recovered by Eddie Johnson at MIN-20",-1.700,-4.240
3,7:38,1,10,MIN 20,3,10,Anthony Thomas left tackle for no gain (tackle by Chris Hovan),4.240,3.690
3,7:05,2,10,MIN 20,3,10,Rex Grossman pass complete to Marty Booker for 4 yards (tackle by Ken Irvin),3.690,3.520
3,6:36,3,6,MIN 16,3,10,Rex Grossman pass complete to David Terrell for 7 yards (tackle by Corey Chavous),3.520,5.140
3,5:49,1,9,MIN 9,3,10,"Rex Grossman pass incomplete intended for Marty Booker. Penalty on Steve Edwards: Offensive Holding, 10 yards (no play)",5.140,4.230
3,5:44,1,19,MIN 19,3,10,Anthony Thomas right end for 10 yards (tackle by Denard Walker),4.230,4.380
3,5:19,2,9,MIN 9,3,10,Rex Grossman sacked by Kevin Williams for -12 yards,4.380,2.210
3,4:51,,,,3,10,Timeout #1 by Chicago Bears,0.000,2.210
3,4:51,3,21,MIN 21,3,10,Rex Grossman pass complete to Justin Gage for 16 yards (tackle by E.J. Henderson),2.210,3.010
3,4:13,4,5,MIN 5,3,13,Paul Edinger 22 yard field goal good,3.010,3.000
3,,,,CHI 30,3,13,"Paul Edinger kicks off 57 yards, returned by Keenan Howry for 16 yards (tackle by Rabih Abdullah)",0.000,0.870
3,4:03,1,10,MIN 29,3,13,Daunte Culpepper pass complete to Onterrio Smith for 4 yards (tackle by Jerry Azumah),0.870,0.870
3,3:26,2,6,MIN 33,3,13,Daunte Culpepper pass incomplete intended for D'Wayne Bates,0.870,0.170
3,3:21,3,6,MIN 33,3,13,Daunte Culpepper right guard for 3 yards (tackle by Warrick Holdman),0.170,-0.980
3,2:42,4,3,MIN 36,3,13,"Eddie Johnson punts 40 yards, fair catch by R.W. McQuarters",-0.980,-0.540
3,2:33,1,10,CHI 24,3,13,Anthony Thomas left end for 2 yards (tackle by Greg Biekert),0.540,0.270
3,1:58,2,8,CHI 26,3,13,Rex Grossman pass complete to Dez White for 11 yards (tackle by Ken Irvin),0.270,1.400
3,1:31,1,10,CHI 37,3,13,Rex Grossman pass incomplete intended for Dez White (defended by Ken Irvin),1.400,0.860
3,1:21,2,10,CHI 37,3,13,Anthony Thomas right tackle for 7 yards (tackle by E.J. Henderson),0.860,1.090
3,0:41,3,3,CHI 44,3,13,Bobby Wade left end for 6 yards (tackle by E.J. Henderson),1.090,2.260
Quarter,Time,Down,ToGo,Location,MIN,CHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CHI 50,3,13,Rex Grossman pass complete to David Terrell for 22 yards (tackle by Corey Chavous),2.260,3.710
4,14:21,1,10,MIN 28,3,13,Anthony Thomas right end for no gain (tackle by Greg Biekert and Kenny Mixon),3.710,3.170
4,13:41,2,10,MIN 28,3,13,Rex Grossman pass incomplete intended for Desmond Clark,3.170,2.480
4,13:37,3,10,MIN 28,3,13,Rex Grossman pass incomplete intended for Justin Gage,2.480,1.590
4,13:32,4,10,MIN 28,3,13,Paul Edinger 46 yard field goal no good,1.590,-1.330
4,13:27,1,10,MIN 36,3,13,Daunte Culpepper pass complete to Randy Moss for 5 yards (tackle by Charles Tillman),1.330,1.470
4,12:56,2,5,MIN 41,3,13,"Daunte Culpepper pass complete to Onterrio Smith for 6 yards (tackle by Mike Brown). Penalty on Keith Traylor: Face Mask (15 Yards), 15 yards",1.470,3.050
4,12:41,1,10,CHI 38,3,13,Randy Moss for 6 yards (tackle by Jerry Azumah),3.050,3.320
4,12:07,2,4,CHI 32,3,13,"Penalty on Everett Lindsay: False Start, 5 yards (no play)",3.320,2.640
4,11:51,2,9,CHI 37,3,13,Daunte Culpepper pass complete to Kelly Campbell for 14 yards (tackle by Jerry Azumah),2.640,4.040
4,11:12,1,10,CHI 23,3,13,Daunte Culpepper pass complete to Nate Burleson for 7 yards (tackle by Charles Tillman),4.040,4.560
4,10:38,2,3,CHI 16,3,13,Daunte Culpepper pass incomplete intended for Onterrio Smith,4.560,3.850
4,10:30,3,3,CHI 16,9,13,"Daunte Culpepper pass complete to Randy Moss for 16 yards, touchdown",3.850,7.000
4,,,,CHI 2,10,13,Aaron Elling kicks extra point good,0.000,0.000
4,,,,MIN 30,10,13,"Aaron Elling kicks off 51 yards, returned by Jerry Azumah for 10 yards (tackle by Charles Stackhouse)",0.000,0.870
4,10:19,1,10,CHI 29,10,13,Rex Grossman pass incomplete intended for Anthony Thomas,0.870,0.330
4,10:13,2,10,CHI 29,10,13,Anthony Thomas right end for -1 yards (tackle by Kevin Williams and Corey Chavous),0.330,-0.490
4,9:34,3,11,CHI 28,10,13,Rex Grossman pass incomplete intended for Marty Booker,-0.490,-1.500
4,9:27,4,11,CHI 28,10,13,"Brad Maynard punts 43 yards, fair catch by Keenan Howry",-1.500,-0.870
4,9:19,1,10,MIN 29,10,13,Onterrio Smith left guard for 4 yards (tackle by Brian Urlacher),0.870,0.870
4,8:46,2,6,MIN 33,10,13,Daunte Culpepper pass incomplete intended for Randy Moss (defended by Charles Tillman),0.870,0.170
4,8:38,3,6,MIN 33,10,13,Daunte Culpepper pass complete to Moe Williams for 4 yards (tackle by Brian Urlacher),0.170,-0.910
4,7:59,4,2,MIN 37,10,13,"Eddie Johnson punts 42 yards, returned by R.W. McQuarters for 6 yards (tackle by Rushen Jones)",-0.910,-0.740
4,7:46,1,10,CHI 27,10,13,Anthony Thomas right guard for 4 yards (tackle by Kenny Mixon),0.740,0.740
4,7:09,2,6,CHI 31,10,13,Anthony Thomas right tackle for 2 yards (tackle by Kenny Mixon),0.740,0.300
4,6:26,3,4,CHI 33,10,13,Rex Grossman pass complete to Desmond Clark for 8 yards (tackle by Greg Biekert),0.300,1.660
4,5:58,1,10,CHI 41,10,13,Rex Grossman pass incomplete intended for Anthony Thomas,1.660,1.120
4,5:50,2,10,CHI 41,10,13,Rex Grossman pass complete to Anthony Thomas for 1 yard (tackle by Mike Nattiel),1.120,0.560
4,5:10,3,9,CHI 42,10,13,Rex Grossman pass incomplete intended for Justin Gage (defended by Brian Williams),0.560,-0.590
4,5:03,4,9,CHI 42,10,13,"Brad Maynard punts 47 yards, returned by Keenan Howry for no gain",-0.590,0.370
4,4:53,1,10,MIN 11,10,13,Onterrio Smith left end for -3 yards (tackle by Phillip Daniels),-0.370,-1.000
4,4:11,2,13,MIN 8,10,13,Daunte Culpepper pass complete to Randy Moss for 19 yards (tackle by R.W. McQuarters),-1.000,0.740
4,3:38,1,10,MIN 27,10,13,Daunte Culpepper pass complete to Nate Burleson for 9 yards (tackle by Jerry Azumah),0.740,1.410
4,3:01,2,1,MIN 36,10,13,Daunte Culpepper pass incomplete intended for Nate Burleson,1.410,0.700
4,2:56,3,1,MIN 36,10,13,Moe Williams left guard for 1 yard (tackle by Alex Brown),0.700,1.400
4,2:30,1,10,MIN 37,10,13,Daunte Culpepper right end for 4 yards (tackle by Charles Tillman),1.400,1.400
4,2:23,2,6,MIN 41,10,13,Daunte Culpepper pass complete to Randy Moss for 14 yards (tackle by Charles Tillman),1.400,2.590
4,2:00,1,10,CHI 45,10,13,Daunte Culpepper pass complete to Moe Williams for 37 yards (tackle by Mike Brown),2.590,5.370
4,1:48,1,8,CHI 8,10,13,Moe Williams right guard for -2 yards (tackle by Mike Brown),5.370,4.190
4,1:11,2,10,CHI 10,10,13,Daunte Culpepper pass incomplete intended for Randy Moss is intercepted by Charles Tillman,4.190,-0.280
4,1:02,1,10,CHI 20,10,13,Anthony Thomas left end for 9 yards (tackle by Chuck Wiley),0.280,0.950
4,0:51,,,,10,13,Timeout #1 by Minnesota Vikings,0.000,0.950
4,0:51,2,1,CHI 29,10,13,Anthony Thomas right tackle for no gain (tackle by Chris Hovan),0.950,0.230
4,0:44,,,,10,13,Timeout #2 by Minnesota Vikings,0.000,0.230
4,0:44,3,1,CHI 29,10,13,Anthony Thomas right end for 23 yards (tackle by Brian Russell),0.230,2.390
4,0:31,,,,10,13,Timeout #3 by Minnesota Vikings,0.000,2.390
4,0:30,1,10,MIN 48,10,13,Rex Grossman kneels for -1 yards,2.390,1.710
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
