#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,13:24,NWE 27,2,0:38,2,Fumble
2,1,10:51,NWE 24,3,1:04,0,Interception
3,1,6:04,NWE 34,1,0:09,66,Touchdown
4,1,2:34,NWE 35,3,1:30,7,Punt
5,2,14:46,NWE 5,3,1:39,6,Punt
6,2,11:29,NWE 20,7,3:32,58,Field Goal
7,2,0:24,DEN 36,2,0:23,8,Field Goal
8,3,15:00,NWE 13,6,3:27,47,Punt
9,3,9:43,NWE 44,8,3:46,56,Touchdown
10,3,4:53,NWE 21,3,1:40,-1,Punt
11,3,3:13,NWE 31,11,7:05,59,Field Goal
12,4,7:47,NWE 20,4,1:34,12,Punt
13,4,3:06,NWE 1,4,0:17,-1,"Fumble, Safety"
14,4,2:15,NWE 42,6,1:45,58,Touchdown
15,4,0:07,NWE 34,1,0:07,-1,End of Game
