Quarter,Time,Down,ToGo,Location,SEA,LAR,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Seahawks won the coin toss and deferred, Rams to receive the opening kickoff.",,
1,15:00,,,SEA 35,0,0,"Jason Myers kicks off 59 yards, returned by Brandon Powell for 17 yards (tackle by Tanner Muse and Josh Jones)",0.000,0.480
1,14:55,1,10,LAR 23,0,0,Cam Akers right tackle for 8 yards (tackle by Bruce Irvin),0.480,1.010
1,14:18,2,2,LAR 31,0,0,Cam Akers left tackle for 7 yards (tackle by Tariq Woolen),1.010,1.470
1,13:42,1,10,LAR 38,0,0,Tutu Atwell left end for 7 yards (tackle by Ryan Neal),1.470,1.870
1,13:06,2,3,LAR 45,0,0,Cam Akers right tackle for 1 yard (tackle by Cody Barton and Jordyn Brooks),1.870,1.290
1,12:23,3,2,LAR 46,0,0,John Wolford pass complete deep right to Ben Skowronek for 22 yards (tackle by Michael Jackson),1.290,3.450
1,11:39,1,10,SEA 32,0,0,John Wolford pass incomplete short left intended for Tyler Higbee (defended by Bryan Mone),3.450,2.900
1,11:31,2,10,SEA 32,0,0,John Wolford pass complete short left to Austin Trammell for 8 yards (tackle by Coby Bryant),2.900,3.270
1,10:54,3,2,SEA 24,0,0,Brandon Powell left end for 9 yards (tackle by Tariq Woolen),3.270,4.580
1,10:18,1,10,SEA 15,0,0,John Wolford pass complete short left to Brandon Powell for 14 yards (tackle by Jordyn Brooks),4.580,6.970
1,9:33,1,1,SEA 1,0,6,"Cam Akers up the middle for 1 yard, touchdown",6.970,7.000
1,9:30,,,SEA 15,0,7,Matt Gay kicks extra point good,0.000,0.000
1,9:30,,,LAR 35,0,7,"Matt Gay kicks off 65 yards, touchback.",0.000,0.610
1,9:30,1,10,SEA 25,0,7,"Penalty on Charles Cross: False Start, 5 yards (accepted) (no play)",0.610,0.280
1,9:30,1,15,SEA 20,0,7,Kenneth Walker up the middle for 30 yards (tackle by Nick Scott),0.280,2.260
1,8:50,1,10,SEA 50,0,7,DeeJay Dallas right tackle for 1 yard (tackle by Ernest Jones and Jonah Williams),2.260,1.850
1,8:12,2,9,LAR 49,0,7,Geno Smith pass complete short right to Tyler Lockett for 10 yards (tackle by Russ Yeast),1.850,2.980
1,7:39,1,10,LAR 39,0,7,Geno Smith scrambles right end for 4 yards (tackle by Derion Kendrick),2.980,2.980
1,6:58,2,6,LAR 35,0,7,Geno Smith sacked by Bobby Wagner for -1 yards,2.980,2.150
1,6:14,,,,,,Timeout #1 by Seattle Seahawks,,
1,6:14,3,7,LAR 36,6,7,"Geno Smith pass complete deep left to Tyler Lockett for 36 yards, touchdown",2.150,7.000
1,6:05,,,LAR 15,7,7,Jason Myers kicks extra point good,0.000,0.000
1,6:05,,,SEA 35,7,7,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
1,6:05,1,10,LAR 25,7,7,John Wolford pass complete short right to Ben Skowronek for 8 yards (tackle by Michael Jackson),0.610,1.140
1,5:26,2,2,LAR 33,7,7,John Wolford pass complete deep left to Tutu Atwell for 30 yards (tackle by Tariq Woolen),1.140,3.120
1,4:45,1,10,SEA 37,7,7,John Wolford pass complete short right to Brandon Powell for 13 yards (tackle by Ryan Neal),3.120,3.970
1,4:05,1,10,SEA 24,7,7,John Wolford pass complete short right to Brandon Powell for 3 yards (tackle by Jordyn Brooks),3.970,3.840
1,3:24,2,7,SEA 21,7,7,Cam Akers right guard for -1 yards (tackle by Ryan Neal),3.840,3.010
1,2:45,3,8,SEA 22,7,7,John Wolford pass incomplete deep left intended for Tutu Atwell,3.010,1.990
1,2:37,4,8,SEA 22,7,10,Matt Gay 40 yard field goal good,1.990,3.000
1,2:34,,,LAR 35,7,10,"Matt Gay kicks off 65 yards, touchback.",0.000,0.610
1,2:34,1,10,SEA 25,7,10,Geno Smith pass incomplete short right,0.610,0.060
1,2:28,2,10,SEA 25,7,10,Geno Smith pass incomplete short right intended for Kenneth Walker (defended by Taylor Rapp),0.060,-0.620
1,2:25,3,10,SEA 25,7,10,"Penalty on Abraham Lucas: False Start, 5 yards (accepted) (no play)",-0.620,-1.290
1,2:25,3,15,SEA 20,7,10,Geno Smith pass incomplete short left intended for DeeJay Dallas,-1.290,-2.030
1,2:20,4,15,SEA 20,7,10,"Michael Dickson punts 52 yards, returned by Brandon Powell for no gain (tackle by Dareke Young). Penalty on Keir Thomas: Unnecessary Roughness / Defense, 14 yards (accepted)",-2.030,0.280
1,2:10,1,10,LAR 14,7,10,Cam Akers left tackle for 1 yard (tackle by Ryan Neal and Bryan Mone),-0.280,-0.640
1,1:35,2,9,LAR 15,7,10,Cam Akers right tackle for 13 yards (tackle by Michael Jackson and Cody Barton),-0.640,0.810
1,0:57,1,10,LAR 28,7,10,Cam Akers right tackle for 6 yards (tackle by Cody Barton),0.810,1.070
1,0:21,2,4,LAR 34,7,10,John Wolford pass incomplete short right,1.070,0.370
1,0:11,3,4,LAR 34,7,10,John Wolford pass incomplete short middle intended for Austin Trammell (defended by Shelby Harris),0.370,-1.110
1,0:07,4,4,LAR 34,7,10,"Riley Dixon punts 57 yards, fair catch by DeeJay Dallas at SEA-9",-1.110,0.380
Quarter,Time,Down,ToGo,Location,SEA,LAR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,SEA 9,7,10,Geno Smith pass complete short middle to Colby Parkinson for 12 yards (tackle by Taylor Rapp),-0.380,0.340
2,14:24,1,10,SEA 21,7,10,Kenneth Walker up the middle for 6 yards (tackle by Derion Kendrick),0.340,0.610
2,13:43,2,4,SEA 27,7,10,Geno Smith pass complete short right to Noah Fant for 17 yards (tackle by Jalen Ramsey),0.610,1.860
2,13:07,1,10,SEA 44,7,10,Geno Smith pass complete short right to D.K. Metcalf for 8 yards (tackle by David Long),1.860,2.400
2,12:32,2,2,LAR 48,7,10,Geno Smith pass complete deep middle to D.K. Metcalf for 25 yards (tackle by Taylor Rapp and Nick Scott),2.400,4.040
2,11:49,1,10,LAR 23,7,10,Geno Smith pass incomplete deep middle intended for Marquise Goodwin (defended by Nick Scott),4.040,3.500
2,11:44,2,10,LAR 23,7,10,DeeJay Dallas left tackle for 7 yards (tackle by Marquise Copeland and Jalen Ramsey),3.500,3.850
2,11:02,3,3,LAR 16,7,10,Geno Smith pass complete short middle to Tyler Lockett for 12 yards (tackle by Taylor Rapp),3.850,6.280
2,10:38,1,4,LAR 4,7,10,Kenneth Walker left end for no gain (tackle by Nick Scott),6.280,5.340
2,9:59,2,4,LAR 4,7,10,Geno Smith pass incomplete short right,5.340,4.490
2,9:54,3,4,LAR 4,13,10,"Geno Smith pass complete short right to Noah Fant for 4 yards, touchdown",4.490,7.000
2,9:48,,,LAR 15,14,10,Jason Myers kicks extra point good,0.000,0.000
2,9:48,,,SEA 35,14,10,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
2,9:48,1,10,LAR 25,14,10,Tutu Atwell right end for 5 yards (tackle by Tre Brown),0.610,0.740
2,9:11,2,5,LAR 30,14,10,John Wolford pass incomplete deep right intended for Van Jefferson (defended by Coby Bryant),0.740,0.040
2,9:05,3,5,LAR 30,14,10,"John Wolford pass incomplete short middle intended for Van Jefferson. Penalty on Tre Brown: Defensive Pass Interference, 6 yards (accepted) (no play)",0.040,1.330
2,9:00,,,,,,Timeout #1 by Los Angeles Rams,,
2,9:00,1,10,LAR 36,14,10,Cam Akers up the middle for 1 yard (tackle by Jordyn Brooks),1.330,0.930
2,8:23,2,9,LAR 37,14,10,John Wolford scrambles right end for 6 yards (tackle by Cody Barton and Jordyn Brooks),0.930,1.030
2,7:41,3,3,LAR 43,14,10,Kyren Williams up the middle for 3 yards (tackle by Jordyn Brooks),1.030,1.990
2,6:57,1,10,LAR 46,14,10,Kyren Williams up the middle for 4 yards (tackle by Coby Bryant and Cody Barton),1.990,1.990
2,6:19,2,6,LAR 50,14,10,John Wolford pass incomplete short right intended for Tyler Higbee (defended by Quinton Jefferson),1.990,1.290
2,6:13,3,6,LAR 50,14,10,"John Wolford pass complete deep right to Van Jefferson for 16 yards (tackle by Tre Brown). Penalty on Uchenna Nwosu: Defensive Offside, 5 yards (declined)",1.290,3.310
2,5:47,1,10,SEA 34,14,10,John Wolford pass deep left intended for Kyren Williams is intercepted by Tariq Woolen at SEA-16 and returned for no gain (tackle by Kyren Williams),3.310,0.140
2,5:41,1,10,SEA 16,14,10,DeeJay Dallas right guard for no gain (tackle by Jonah Williams and Leonard Floyd),-0.140,-0.660
2,5:12,2,10,SEA 16,14,10,"Penalty on Austin Blythe: False Start, 5 yards (accepted) (no play)",-0.660,-1.150
2,4:45,,,,,,Timeout #2 by Seattle Seahawks,,
2,4:45,2,15,SEA 11,14,10,Geno Smith pass complete short left to Tyler Lockett for 5 yards (tackle by Derion Kendrick),-1.150,-1.320
2,4:02,3,10,SEA 16,14,10,Geno Smith sacked by Bobby Wagner for -7 yards,-1.320,-2.490
2,3:17,4,17,SEA 9,14,10,"Michael Dickson punts 62 yards, returned by Brandon Powell for 8 yards (tackle by Joey Blount)",-2.490,-1.400
2,3:04,1,10,LAR 37,14,10,Cam Akers up the middle for 2 yards (tackle by Shelby Harris),1.400,1.130
2,2:34,2,8,LAR 39,14,10,Brandon Powell left tackle for 16 yards (tackle by Tariq Woolen and Ryan Neal),1.130,2.590
2,2:04,1,10,SEA 45,14,10,John Wolford pass complete short right to Brandon Powell for 9 yards (tackle by Cody Barton),2.590,3.260
2,1:57,2,1,SEA 36,14,10,"Penalty on Bruce Irvin: Neutral Zone Infraction, 6 yards (accepted) (no play)",3.260,3.580
2,1:57,1,10,SEA 30,14,10,John Wolford scrambles left end for 3 yards (tackle by Bruce Irvin),3.580,3.510
