Quarter,Time,Down,ToGo,Location,SEA,LAR,Detail,EPB,EPA
2,1:51,2,6,SEA 27,14,10,"John Wolford sacked by Uchenna Nwosu for -10 yards. John Wolford fumbles (forced by Uchenna Nwosu), recovered by Tyler Higbee at SEA-37 (tackle by Poona Ford)",3.510,1.490
2,1:05,3,16,SEA 37,14,10,Kyren Williams left tackle for 2 yards (tackle by Darrell Taylor),1.490,0.970
2,1:00,,,,,,Timeout #3 by Seattle Seahawks,,
2,1:00,4,14,SEA 35,14,13,Matt Gay 54 yard field goal good,0.970,3.000
2,0:55,,,LAR 35,14,13,"Matt Gay kicks off 65 yards, touchback.",0.000,0.610
2,0:55,1,10,SEA 25,14,13,Geno Smith sacked by Michael Hoecht for -11 yards,0.610,-1.540
2,0:48,,,,,,Timeout #2 by Los Angeles Rams,,
2,0:48,2,21,SEA 14,14,13,DeeJay Dallas up the middle for 4 yards (tackle by Greg Gaines and Jonah Williams),-1.540,-1.720
2,0:44,,,,,,Timeout #3 by Los Angeles Rams,,
2,0:44,3,17,SEA 18,14,13,DeeJay Dallas up the middle for 5 yards (tackle by Jonah Williams),-1.720,-1.830
Quarter,Time,Down,ToGo,Location,SEA,LAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,LAR 35,14,13,"Matt Gay kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,SEA 25,14,13,Geno Smith pass complete short right to D.K. Metcalf for 12 yards (tackle by Derion Kendrick),0.610,1.400
3,14:25,1,10,SEA 37,14,13,Geno Smith pass complete deep left to D.K. Metcalf for 19 yards (tackle by David Long),1.400,2.650
3,13:55,1,10,LAR 44,14,13,Tony Jones left tackle for 4 yards (tackle by Bobby Wagner and Jonah Williams),2.650,2.650
3,13:27,2,6,LAR 40,14,13,"Geno Smith sacked by Michael Hoecht for no gain. Geno Smith fumbles (forced by Michael Hoecht), recovered by Taylor Rapp at LA-29 (tackle by Damien Lewis)",2.650,-0.870
3,13:13,1,10,LAR 29,14,13,Cam Akers left tackle for no gain (tackle by Al Woods),0.870,0.330
3,12:35,2,10,LAR 29,14,13,John Wolford scrambles right end for 4 yards (tackle by Jordyn Brooks),0.330,0.170
3,11:55,3,6,LAR 33,14,13,John Wolford sacked by Jordyn Brooks for -10 yards,0.170,-1.830
3,11:36,4,16,LAR 23,14,13,Riley Dixon punts 60 yards downed by Jacob Harris,-1.830,0.060
3,11:22,1,10,SEA 17,14,13,Tony Jones right tackle for -2 yards (tackle by Bobby Brown),-0.060,-0.850
3,10:52,2,12,SEA 15,14,13,"Geno Smith pass incomplete short right intended for Tony Jones. Penalty on Russ Yeast: Unnecessary Roughness / Defense, 15 yards (accepted) (no play)",-0.850,0.940
3,10:48,1,10,SEA 30,14,13,Geno Smith pass complete deep right to D.K. Metcalf for 40 yards (tackle by Derion Kendrick),0.940,3.580
3,10:20,1,10,LAR 30,14,13,DeeJay Dallas up the middle for 4 yards (tackle by Michael Hoecht),3.580,3.570
3,9:44,2,6,LAR 26,14,13,Geno Smith pass complete short right to Tyler Lockett for 11 yards (tackle by Ernest Jones),3.570,4.580
3,9:05,1,10,LAR 15,14,13,Geno Smith pass complete short right to Laquon Treadwell for 1 yard (tackle by Ernest Jones),4.580,4.110
3,8:23,2,9,LAR 14,14,13,Geno Smith pass complete short left to D.K. Metcalf for 6 yards (tackle by Derion Kendrick),4.110,4.450
3,7:43,3,3,LAR 8,14,13,Geno Smith pass incomplete short left intended for Tyler Lockett,4.450,2.980
3,7:37,4,3,LAR 8,14,13,"Penalty on D.K. Metcalf: Personal Foul / Offense, 15 yards (accepted) (no play)",2.980,1.930
3,7:38,4,18,LAR 23,17,13,Jason Myers 41 yard field goal good,1.930,3.000
3,7:33,,,SEA 35,17,13,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
3,7:33,1,10,LAR 25,17,13,John Wolford pass incomplete deep left intended for Tutu Atwell (defended by Tariq Woolen),0.610,0.060
3,7:27,2,10,LAR 25,17,13,Cam Akers left tackle for 4 yards (tackle by Uchenna Nwosu),0.060,-0.100
3,7:04,3,6,LAR 29,17,13,John Wolford scrambles left end for 2 yards (tackle by Uchenna Nwosu),-0.100,-1.310
3,6:00,4,4,LAR 31,17,13,Riley Dixon punts 47 yards downed by Christian Rozeboom,-1.310,-0.410
3,5:49,1,10,SEA 22,17,13,Tony Jones left tackle for no gain (tackle by Bobby Wagner and Greg Gaines),0.410,-0.130
3,5:11,2,10,SEA 22,17,13,Geno Smith pass complete short left to Tony Jones for 9 yards (tackle by Derion Kendrick),-0.130,0.370
3,4:29,3,1,SEA 31,17,13,Geno Smith pass complete short left to Will Dissly for 19 yards (tackle by Nick Scott),0.370,2.260
3,3:51,1,10,SEA 50,17,13,Geno Smith pass complete short right to Tyler Lockett for 9 yards (tackle by Nick Scott),2.260,2.930
3,3:16,2,1,LAR 41,17,13,Tony Jones up the middle for 5 yards (tackle by Ernest Jones),2.930,3.180
3,2:37,1,10,LAR 36,17,13,Tony Jones up the middle for -2 yards (tackle by Bobby Wagner),3.180,2.370
3,1:54,2,12,LAR 38,17,13,"Geno Smith pass short right intended for Tony Jones is intercepted by Bobby Wagner at LA-45 and returned for no gain (tackle by Tony Jones) Replay Assistant challenged the pass interception ruling, and the play was upheld.",2.370,-1.930
3,1:46,1,10,LAR 45,17,13,Cam Akers right end for 5 yards (tackle by Quandre Diggs),1.930,2.060
3,1:30,2,5,SEA 50,17,13,Bryce Perkins scrambles left end for 5 yards (tackle by Tariq Woolen),2.060,2.590
3,0:53,1,10,SEA 45,17,13,John Wolford pass complete deep middle to Van Jefferson for 23 yards (tackle by Coby Bryant),2.590,4.110
3,0:12,1,10,SEA 22,17,13,Tutu Atwell right end for 6 yards (tackle by Michael Jackson),4.110,4.460
Quarter,Time,Down,ToGo,Location,SEA,LAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,4,SEA 16,17,13,Tutu Atwell left end for 5 yards (tackle by Tariq Woolen),4.460,4.840
4,14:25,1,10,SEA 11,17,13,Cam Akers up the middle for 3 yards (tackle by Jordyn Brooks and Teez Tabor),4.840,4.700
4,13:48,2,7,SEA 8,17,13,John Wolford pass incomplete short left intended for Tyler Higbee,4.700,3.760
4,13:43,3,7,SEA 8,17,13,John Wolford sacked by Uchenna Nwosu for -5 yards,3.760,2.570
4,13:03,4,12,SEA 13,17,16,Matt Gay 32 yard field goal good,2.570,3.000
4,12:57,,,LAR 35,17,16,"Matt Gay kicks off 65 yards, touchback.",0.000,0.610
4,12:57,1,10,SEA 25,17,16,Geno Smith pass complete short right to Tyler Lockett for 8 yards (tackle by Ernest Jones),0.610,1.140
4,12:22,2,2,SEA 33,17,16,Tony Jones right guard for 7 yards (tackle by Nick Scott and Derion Kendrick),1.140,1.600
4,11:53,1,10,SEA 40,17,16,Geno Smith pass complete short left to Tony Jones for 9 yards (tackle by Jalen Ramsey),1.600,2.270
4,11:13,2,1,SEA 49,17,16,Tony Jones left tackle for 2 yards (tackle by Ernest Jones),2.270,2.320
4,10:34,1,10,LAR 49,17,16,Geno Smith pass complete deep left to Tyler Lockett for 27 yards (tackle by Nick Scott),2.320,4.110
4,9:48,1,10,LAR 22,17,16,DeeJay Dallas left end for 7 yards (tackle by Taylor Rapp and Jalen Ramsey),4.110,4.650
4,9:10,2,3,LAR 15,17,16,DeeJay Dallas left tackle for 4 yards (tackle by Bobby Wagner),4.650,4.840
4,8:30,1,10,LAR 11,17,16,DeeJay Dallas left end for no gain (tackle by Marquise Copeland and Jalen Ramsey),4.840,4.140
4,7:44,2,10,LAR 11,17,16,Geno Smith pass complete short left to Will Dissly for 3 yards (tackle by Jalen Ramsey),4.140,3.580
4,6:58,3,8,LAR 8,17,16,Geno Smith pass incomplete short left intended for Noah Fant (defended by Taylor Rapp),3.580,2.960
4,6:49,4,7,LAR 8,20,16,Jason Myers 26 yard field goal good,2.960,3.000
4,6:46,,,SEA 35,20,16,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
4,6:46,1,10,LAR 25,20,16,John Wolford pass complete deep right to Tutu Atwell for 18 yards,0.610,1.800
4,6:21,1,10,LAR 43,20,16,John Wolford pass complete short right to Tyler Higbee for 5 yards (tackle by Tre Brown),1.800,1.930
4,5:54,2,5,LAR 48,20,16,Cam Akers left end for 4 yards (tackle by Coby Bryant and Poona Ford),1.930,1.750
4,5:20,3,1,SEA 48,20,16,Cam Akers right tackle for -1 yards (tackle by Al Woods),1.750,0.000
4,4:37,4,2,SEA 49,20,16,John Wolford scrambles left end for 14 yards (tackle by Tariq Woolen),0.000,3.250
4,4:26,1,10,SEA 35,20,16,John Wolford pass complete short left to Cam Akers for no gain (tackle by Cody Barton),3.250,2.700
4,3:49,2,10,SEA 35,20,16,Brandon Powell up the middle for 20 yards (tackle by Coby Bryant),2.700,4.580
4,3:10,1,10,SEA 15,20,16,John Wolford pass complete short right to Tyler Higbee for 9 yards,4.580,5.600
4,3:01,2,1,SEA 6,20,22,"Cam Akers up the middle for 6 yards, touchdown",5.600,7.000
4,2:56,,,SEA 15,20,23,Matt Gay kicks extra point good,0.000,0.000
4,2:56,,,LAR 35,20,23,"Matt Gay kicks off 65 yards, touchback.",0.000,0.610
4,2:56,1,10,SEA 25,20,23,Geno Smith pass complete short middle to D.K. Metcalf for 9 yards (tackle by Ernest Jones),0.610,1.280
4,2:32,2,1,SEA 34,20,23,Geno Smith pass complete short right to Noah Fant for 7 yards (tackle by Ernest Jones),1.280,1.660
4,2:09,1,10,SEA 41,20,23,"Geno Smith pass incomplete short middle intended for Tony Jones. Penalty on Jalen Ramsey: Illegal Contact, 5 yards (accepted) (no play)",1.660,1.990
4,2:02,1,10,SEA 46,20,23,Geno Smith pass incomplete short right intended for Tony Jones,1.990,1.450
4,1:56,2,10,SEA 46,20,23,Geno Smith pass complete short left to Noah Fant for 14 yards (tackle by Derion Kendrick),1.450,2.920
4,1:50,1,10,LAR 40,20,23,Geno Smith pass incomplete deep middle intended for Tyler Lockett,2.920,2.370
4,1:46,2,10,LAR 40,20,23,Geno Smith pass incomplete short right intended for Tyler Lockett (defended by Cobie Durant),2.370,1.680
4,1:41,3,10,LAR 40,20,23,Geno Smith pass complete short right to Tyler Lockett for 10 yards (tackle by Cobie Durant),1.680,3.580
4,1:17,1,10,LAR 30,20,23,DeeJay Dallas left guard for 5 yards (tackle by Bobby Wagner and Jonah Williams),3.580,3.710
4,0:49,,,,,,Timeout #1 by Los Angeles Rams,,
4,0:49,2,5,LAR 25,20,23,Geno Smith pass complete short middle to Marquise Goodwin for 17 yards (tackle by Derion Kendrick and Nick Scott),3.710,5.370
4,0:41,,,,,,Timeout #1 by Seattle Seahawks,,
4,0:41,1,8,LAR 8,26,23,"Geno Smith pass complete short middle to D.K. Metcalf for 8 yards, touchdown",5.370,7.000
4,0:36,,,LAR 15,27,23,Jason Myers kicks extra point good,0.000,0.000
4,0:36,,,SEA 35,27,23,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
4,0:36,1,10,LAR 25,27,23,John Wolford sacked by Darrell Taylor for -5 yards,0.610,-0.610
4,0:31,,,,,,Timeout #2 by Los Angeles Rams,,
4,0:31,2,15,LAR 20,27,23,John Wolford pass incomplete deep middle intended for Van Jefferson,-0.610,-1.290
4,0:26,3,15,LAR 20,27,23,"Penalty on Ty Nsekhe: False Start, 5 yards (accepted) (no play)",-1.290,-2.350
4,0:26,3,20,LAR 15,27,23,John Wolford pass incomplete short left intended for Ben Skowronek (defended by Tariq Woolen),-2.350,-2.440
4,0:20,4,20,LAR 15,27,23,John Wolford pass deep middle intended for Tutu Atwell is intercepted by Cody Barton at LA-41 and returned for 10 yards (tackle by Ben Skowronek),-2.440,-3.510
4,0:10,1,10,LAR 31,27,23,Geno Smith kneels for -1 yards,3.510,2.830
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
