Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Jay Ajayi,PHI,7,23,1,2,21,3.0,2,0.3,1,7.0
Wendell Smallwood,PHI,7,28,0,1,20,2.9,8,1.1,0,
Corey Clement,PHI,6,30,1,2,12,2.0,18,3.0,0,
Nick Foles,PHI,3,8,0,3,6,2.0,2,0.7,0,
Nelson Agholor,PHI,1,2,0,0,2,2.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Peyton Barber,TAM,16,22,0,0,6,0.4,16,1.0,0,
Jacquizz Rodgers,TAM,5,13,0,1,3,0.6,10,2.0,0,
Ryan Fitzpatrick,TAM,1,-1,0,0,-1,-1.0,0,0.0,0,
Shaun Wilson,TAM,1,9,0,,6,6.0,3,3.0,0,
