Player,Pos
Nick Foles,QB
Jay Ajayi,RB
Kamar Aiken,WR
Nelson Agholor,WR
Mike Wallace,WR
Zach Ertz,TE
Jason Peters,LT
Stefen Wisniewski,LG
Jason Kelce,C
Brandon Brooks,RG
Lane Johnson,RT
Brandon Graham,DE
Derek Barnett,DE
Fletcher Cox,DT
Haloti Ngata,DT
Kamu Grugier-Hill,OLB
Nigel Bradham,OLB
Jordan Hicks,MLB
Ronald Darby,CB
Jalen Mills,CB
Malcolm Jenkins,S
Rodney McLeod,S
