Player,Pos
Shane Matthews,QB
Stephen Davis,RB
Bryan Johnson,FB
Derrius Thompson,WR
Rod Gardner,WR
Zeron Flemister,TE
Chris Samuels,LT
David Loverne,LG
Larry Moore,C
Brendan Stai,RG
Jon Jansen,RT
Renaldo Wynn,LDE
Dan Wilkinson,LDT
Daryl Gardener,RDT
Bruce Smith,RDE
LaVar Arrington,SLB
Jeremiah Trotter,MLB
Jessie Armstead,WLB
Champ Bailey,LCB
Fred Smoot,RCB
Sam Shade,SS
David Terrell,FS
