Quarter,Time,Down,ToGo,Location,ARI,WAS,Detail,EPB,EPA
1,3:03,4,3,WAS 18,3,3,Bill Gramatica 36 yard field goal good,2.350,3.000
1,3:03,,,ARI 30,3,3,"Bill Gramatica kicks off 67 yards, muffed catch by Kenny Watson, recovered by Rock Cartwright and returned for no gain",0.000,0.280
1,2:54,1,10,WAS 20,3,3,"Shane Matthews pass complete to Bryan Johnson for 4 yards (tackle by Kwamie Lassiter and Ronald McKinnon). Penalty on Rod Gardner: Offensive Holding, 10 yards",0.280,-0.410
1,2:34,1,16,WAS 14,3,3,Stephen Davis left end for 2 yards (tackle by Rob Fredrickson),-0.410,-0.940
1,2:34,2,14,WAS 16,3,3,Shane Matthews pass incomplete intended for Kevin Lockett,-0.940,-1.690
1,1:51,3,14,WAS 16,3,3,Shane Matthews pass complete to Rod Gardner for 15 yards (tackle by Kwamie Lassiter and Don Morgan),-1.690,1.000
1,1:10,1,10,WAS 31,3,3,Shane Matthews pass incomplete is intercepted by Barron Tanner at WAS-25 and returned for 17 yards. Penalty on Brendan Stai: Illegal Touch Pass (Declined),1.000,-5.370
1,0:55,1,8,WAS 8,3,3,Thomas Jones right end for 1 yard (tackle by LaVar Arrington and Dan Wilkinson),5.370,4.760
1,0:22,2,7,WAS 7,9,3,"Jake Plummer right end for 7 yards, touchdown",4.760,7.000
1,0:22,,,WAS 7,10,3,Bill Gramatica kicks extra point good,0.000,0.000
1,0:22,,,ARI 30,10,3,"Bill Gramatica kicks off 67 yards, returned by Kenny Watson for 28 yards (tackle by Kwamie Lassiter)",0.000,1.000
1,0:04,1,10,WAS 31,10,3,Shane Matthews pass incomplete intended for Jacquez Green (defended by Kwamie Lassiter),1.000,0.460
Quarter,Time,Down,ToGo,Location,ARI,WAS,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,10,WAS 31,10,3,Shane Matthews pass complete to Kevin Lockett for 6 yards (tackle by Raynoch Thompson),0.460,0.560
2,14:24,3,4,WAS 37,10,3,Derrius Thompson right end for 13 yards (tackle by Kwamie Lassiter and Raynoch Thompson),0.560,2.260
2,13:45,1,10,,10,3,Shane Matthews pass incomplete intended for Bryan Johnson,2.260,1.710
2,13:37,2,10,,10,3,Shane Matthews pass complete to Stephen Davis for 8 yards (tackle by Rob Fredrickson and Ronald McKinnon),1.710,2.080
2,13:13,3,2,ARI 42,10,3,Stephen Davis right end for 1 yard,2.080,0.530
2,12:37,4,1,ARI 41,10,3,Stephen Davis right end for 2 yards (tackle by Ronald McKinnon),0.530,2.980
2,12:03,1,10,ARI 39,10,3,Shane Matthews pass incomplete intended for Rod Gardner,2.980,2.440
2,11:48,2,10,ARI 39,10,3,Shane Matthews pass incomplete intended for Jacquez Green,2.440,1.750
2,11:43,3,10,ARI 39,10,3,Shane Matthews pass complete to Rod Gardner for 10 yards (tackle by David Barrett),1.750,3.640
2,11:05,1,10,ARI 29,10,3,"Shane Matthews pass incomplete intended for Derrius Thompson. Penalty on Leonard Stephens: False Start, 6 yards (no play)",3.640,3.250
2,11:00,1,16,ARI 35,10,3,Stephen Davis right end for 9 yards (tackle by Kyle Vanden Bosch),3.250,3.510
2,10:27,2,7,ARI 26,10,3,Shane Matthews pass incomplete intended for Stephen Davis,3.510,2.810
2,10:16,3,7,ARI 26,10,9,"Shane Matthews pass complete to Kevin Lockett for 26 yards, touchdown",2.810,7.000
2,10:16,,,ARI 26,10,10,Brett Conway kicks extra point good,0.000,0.000
2,10:16,,,WAS 30,10,10,"Brett Conway kicks off 61 yards, returned by MarTay Jenkins for 22 yards (tackle by Rashad Bauman)",0.000,1.000
2,10:05,1,10,ARI 31,10,10,Jake Plummer pass incomplete intended for David Boston,1.000,0.460
2,10:00,2,10,ARI 31,10,10,Thomas Jones right tackle for 3 yards (tackle by Sam Shade),0.460,0.170
2,9:19,3,7,ARI 34,10,10,Jake Plummer pass incomplete intended for MarTay Jenkins,0.170,-1.110
2,9:09,4,7,ARI 34,10,10,"Scott Player punts 48 yards, fair catch by Jacquez Green",-1.110,-0.040
2,9:00,1,10,WAS 18,10,10,Shane Matthews pass incomplete intended for Stephen Davis,0.040,-0.490
2,8:57,2,10,WAS 18,10,10,Shane Matthews pass complete to Stephen Davis for 4 yards (tackle by Raynoch Thompson),-0.490,-0.660
2,8:18,3,6,WAS 22,10,10,Shane Matthews pass complete to Stephen Davis for 4 yards (tackle by Russell Davis and David Barrett),-0.660,-1.630
2,7:36,4,2,WAS 26,10,10,"Bryan Barker punts 33 yards, out of bounds. Penalty on Zeron Flemister: Offensive Holding, 10 yards (no play)",-1.630,-2.390
2,7:27,4,12,WAS 16,10,10,"Bryan Barker punts 41 yards, returned by Arnold Jackson for 8 yards (tackle by Bryan Johnson). Arnold Jackson fumbles (forced by Bryan Johnson), recovered by Dennis McKinley at WAS-49",-2.390,-2.320
2,7:15,1,10,WAS 49,10,10,Jake Plummer pass incomplete intended for David Boston,2.320,1.780
2,7:11,2,10,WAS 49,10,10,Jake Plummer pass complete to David Boston for 13 yards (tackle by Champ Bailey),1.780,3.180
2,6:34,1,10,WAS 36,10,10,Thomas Jones right tackle for 1 yard (tackle by Renaldo Wynn and Jessie Armstead),3.180,2.770
2,5:54,2,9,WAS 35,10,10,Jake Plummer pass incomplete intended for Freddie Jones,2.770,2.080
2,5:48,3,9,WAS 35,10,10,Jake Plummer pass complete to Thomas Jones for 10 yards (tackle by Fred Smoot),2.080,3.910
2,5:05,1,10,WAS 25,10,10,Jake Plummer pass complete to David Boston for 22 yards (tackle by Zeron Flemister),3.910,6.510
2,4:47,1,3,WAS 3,10,10,Thomas Jones middle for -1 yards (tackle by Jeremiah Trotter),6.510,5.340
2,4:06,2,4,WAS 4,10,10,Jake Plummer pass incomplete intended for Joel Makovicka,5.340,4.490
2,3:57,3,4,WAS 4,10,10,Jake Plummer pass complete to Thomas Jones for 2 yards (tackle by Champ Bailey and Ifeanyi Ohalete),4.490,3.250
2,3:49,4,2,WAS 2,13,10,Bill Gramatica 20 yard field goal good,3.250,3.000
2,3:49,,,ARI 30,13,10,"Bill Gramatica kicks off 66 yards, returned by Jacquez Green for 22 yards (tackle by Kwamie Lassiter)",0.000,0.670
2,3:05,1,10,WAS 26,13,10,"Penalty on Bryan Johnson: False Start, 5 yards (no play)",0.670,0.340
2,3:05,1,15,WAS 21,13,10,Shane Matthews pass complete to Stephen Davis for 9 yards (tackle by Raynoch Thompson and Ronald McKinnon),0.340,0.670
2,2:35,2,6,WAS 30,13,10,Shane Matthews pass complete to Rod Gardner for 14 yards (tackle by Kwamie Lassiter),0.670,1.860
2,2:14,1,10,WAS 44,13,10,Shane Matthews pass complete to Chris Doering for 13 yards (tackle by David Barrett),1.860,2.720
2,2:00,1,10,ARI 43,13,10,Stephen Davis left end for 7 yards (tackle by Renaldo Hill),2.720,3.120
2,1:25,2,3,ARI 36,13,10,Shane Matthews sacked by Fred Wakefield for -7 yards,3.120,1.490
2,0:58,3,10,ARI 43,13,10,Shane Matthews pass complete to Stephen Davis for 8 yards (tackle by David Barrett),1.490,0.990
2,0:44,3,10,ARI 43,,,Timeout #1 by Washington Redskins,1.490,0.990
2,0:44,4,2,ARI 35,13,10,Shane Matthews pass incomplete intended for Zeron Flemister,0.990,-1.270
2,0:39,1,10,ARI 35,13,10,Jake Plummer pass incomplete intended for MarTay Jenkins,1.270,0.720
2,0:29,2,10,ARI 35,13,10,Jake Plummer pass incomplete intended for David Boston,0.720,0.040
2,0:22,3,10,ARI 35,13,10,Jake Plummer pass incomplete intended for Bryan Gilmore,0.040,-1.040
2,0:14,4,10,ARI 35,13,10,"Scott Player punts 40 yards, returned by Jacquez Green for 3 yards (tackle by Michael Stone)",-1.040,-0.810
2,0:06,1,10,WAS 28,13,10,"Shane Matthews kneels for -1 yards. Penalty on Chris Samuels: Illegal Formation, 5 yards (no play)",0.810,0.480
2,0:03,1,15,WAS 23,13,10,Shane Matthews kneels for -1 yards,0.480,-0.550
Quarter,Time,Down,ToGo,Location,ARI,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,WAS 30,13,10,"Brett Conway kicks off 54 yards, returned by Marcel Shipp for 20 yards (tackle by Ifeanyi Ohalete)",0.000,1.330
3,14:55,1,10,ARI 36,13,10,Thomas Jones right tackle for 4 yards (tackle by Jessie Armstead and Sam Shade),1.330,1.330
3,14:25,2,6,ARI 40,13,10,Thomas Jones left end for 4 yards (tackle by Jeremiah Trotter),1.330,1.160
3,13:46,3,2,ARI 44,13,10,Jake Plummer pass incomplete intended for Freddie Jones,1.160,-0.460
3,13:38,4,2,ARI 44,13,10,"Scott Player punts 42 yards, returned by Jacquez Green for 15 yards (tackle by Coby Rhinehart)",-0.460,-0.870
3,13:26,1,10,WAS 29,13,10,Stephen Davis left end for 8 yards (tackle by Kwamie Lassiter),0.870,1.410
3,12:56,2,2,WAS 37,13,10,Stephen Davis right guard for 8 yards (tackle by Kyle Vanden Bosch),1.410,1.930
3,12:12,1,10,WAS 45,13,10,Stephen Davis left end for 3 yards (tackle by Ronald McKinnon and Don Morgan),1.930,1.790
3,11:35,2,7,WAS 48,13,10,Shane Matthews pass complete to Bryan Johnson for 13 yards (tackle by Don Morgan),1.790,2.980
3,11:05,1,10,ARI 39,13,10,Shane Matthews pass complete to Rod Gardner for 29 yards,2.980,4.910
3,10:38,1,10,ARI 10,13,10,Stephen Davis left guard for 7 yards (tackle by Ronald McKinnon and Barron Tanner),4.910,5.530
3,9:55,2,3,ARI 3,13,16,"Stephen Davis left end for 3 yards, touchdown",5.530,7.000
3,9:55,,,ARI 3,13,17,Brett Conway kicks extra point good,0.000,0.000
3,9:55,,,WAS 30,13,17,"Brett Conway kicks off 45 yards, returned by Tom Burke for 15 yards (tackle by Kevin Mitchell)",0.000,1.600
3,9:44,1,10,ARI 40,13,17,Jake Plummer pass complete to David Boston for 34 yards (tackle by Jeremiah Trotter),1.600,3.840
3,9:01,1,10,WAS 26,13,17,Jake Plummer pass incomplete intended for David Boston (defended by Fred Smoot),3.840,3.300
3,8:55,2,10,WAS 26,13,17,Frank Sanders left end for 5 yards (tackle by Jessie Armstead),3.300,3.270
3,8:26,3,5,WAS 21,13,17,Jake Plummer pass incomplete intended for David Boston (defended by Darrell Green),3.270,2.110
3,8:26,4,5,WAS 21,16,17,Bill Gramatica 39 yard field goal good,2.110,3.000
3,8:26,,,ARI 30,16,17,"Bill Gramatica kicks off 58 yards, returned by Derrius Thompson for 18 yards (tackle by Michael Stone)",0.000,0.940
3,8:07,1,10,WAS 30,16,17,Stephen Davis middle for 1 yard (tackle by Tom Burke),0.940,0.530
3,7:31,2,9,WAS 31,16,17,Shane Matthews pass complete to Rod Gardner for 14 yards (tackle by Duane Starks),0.530,1.930
3,6:53,1,10,WAS 45,16,17,Stephen Davis left end for 12 yards (tackle by Kyle Vanden Bosch),1.930,2.720
3,6:35,1,10,ARI 43,16,23,"Shane Matthews pass complete to Rod Gardner for 43 yards, touchdown",2.720,7.000
3,6:35,,,ARI 43,16,24,Brett Conway kicks extra point good,0.000,0.000
3,6:35,,,WAS 30,16,24,"Brett Conway kicks off 39 yards, returned by Michael Young for 12 yards (tackle by Lemar Marshall)",0.000,1.800
3,6:23,1,10,ARI 43,16,24,Thomas Jones left tackle for 2 yards (tackle by Jeremiah Trotter),1.800,1.520
3,5:48,2,8,ARI 45,16,24,Jake Plummer pass complete to Joel Makovicka for 5 yards (tackle by Jessie Armstead),1.520,1.490
3,5:14,3,3,,16,24,Thomas Jones right guard for 6 yards (tackle by David Terrell),1.490,2.650
3,4:33,1,10,WAS 44,16,24,Thomas Jones middle for 2 yards (tackle by Renaldo Wynn),2.650,2.380
3,3:56,2,8,WAS 42,16,24,Thomas Jones left tackle for 11 yards (tackle by Champ Bailey and David Terrell),2.380,3.510
3,3:12,1,10,WAS 31,16,24,Jake Plummer middle for 4 yards (tackle by Jessie Armstead),3.510,3.510
3,2:49,2,6,WAS 27,16,24,Thomas Jones left end for 3 yards (tackle by Fred Smoot and Jeremiah Trotter),3.510,3.200
3,2:03,3,3,WAS 24,16,24,"Penalty on David Boston: False Start, 5 yards (no play)",3.200,2.540
3,1:36,3,8,WAS 29,16,24,Jake Plummer pass complete to Thomas Jones for -5 yards (tackle by Bruce Smith),2.540,1.060
3,0:59,4,13,WAS 34,16,24,Bill Gramatica 52 yard field goal no good,1.060,-1.730
3,0:50,1,10,WAS 42,16,24,Stephen Davis left end for 4 yards (tackle by Justin Lucas),1.730,1.730
3,0:23,2,6,WAS 46,16,24,Shane Matthews pass incomplete intended for Stephen Davis (defended by Marcus Bell),1.730,1.030
3,0:15,3,6,WAS 46,16,24,Shane Matthews pass complete to Derrius Thompson for 14 yards,1.030,2.920
Quarter,Time,Down,ToGo,Location,ARI,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,ARI 40,16,24,Stephen Davis right end for 3 yards (tackle by Kyle Vanden Bosch),2.920,2.780
4,14:26,2,7,ARI 37,16,24,Shane Matthews pass complete to Derrius Thompson for no gain,2.780,2.080
4,13:50,3,7,ARI 37,16,24,Shane Matthews pass complete to Zeron Flemister for 19 yards (tackle by David Barrett),2.080,4.370
4,13:04,1,10,ARI 18,16,24,Stephen Davis left end for 1 yard (tackle by Marcus Bell),4.370,3.940
4,12:21,2,9,ARI 17,16,30,"Shane Matthews pass complete to Derrius Thompson for 17 yards, touchdown",3.940,7.000
4,12:21,,,ARI 17,16,31,Brett Conway kicks extra point good,0.000,0.000
4,12:21,,,WAS 30,16,31,"Danny Wuerffel kicks off 41 yards, returned by Marcel Shipp for 29 yards (tackle by Danny Wuerffel)",0.000,2.790
4,12:01,1,10,WAS 42,16,31,Jake Plummer pass complete to David Boston for 8 yards (tackle by Fred Smoot),2.790,3.320
4,11:28,2,2,WAS 34,16,31,Thomas Jones middle for 5 yards (tackle by Jeremiah Trotter),3.320,3.640
4,10:52,1,10,WAS 29,22,31,"Jake Plummer pass complete to David Boston for 29 yards, touchdown",3.640,7.000
4,10:52,,,WAS 29,23,31,Bill Gramatica kicks extra point good,0.000,0.000
4,10:52,,,ARI 30,23,31,"Bill Gramatica kicks off 51 yards, returned by Rock Cartwright for 1 yard (tackle by Renaldo Hill)",0.000,0.280
4,10:37,1,10,WAS 20,23,31,Stephen Davis middle for 5 yards (tackle by Chris Dishman and Raynoch Thompson),0.280,0.410
4,10:03,2,5,WAS 25,23,31,Stephen Davis left guard for 4 yards (tackle by Russell Davis),0.410,0.230
4,9:20,3,1,WAS 29,23,31,"Stephen Davis right end for 1 yard (tackle by Kwamie Lassiter and Raynoch Thompson). Penalty on Jon Jansen: Offensive Holding, 10 yards (no play)",0.230,-1.140
4,8:57,3,11,WAS 19,23,31,Shane Matthews pass complete to Kenny Watson for 7 yards (tackle by LeVar Woods),-1.140,-1.630
4,8:17,4,4,WAS 26,23,31,"Bryan Barker punts 57 yards, returned by Arnold Jackson for 5 yards (tackle by Bryan Johnson)",-1.630,-0.410
4,7:59,1,10,ARI 22,23,31,Jake Plummer sacked by Delbert Cowsette for 0 yards,0.410,-0.130
4,7:28,2,10,ARI 22,23,31,Jake Plummer pass complete to David Boston for 19 yards (tackle by David Terrell),-0.130,1.660
4,6:57,1,10,ARI 41,23,31,Jake Plummer pass incomplete intended for MarTay Jenkins,1.660,1.120
4,6:51,2,10,ARI 41,23,31,Jake Plummer pass complete to David Boston for 13 yards (tackle by Fred Smoot),1.120,2.520
4,6:13,1,10,WAS 46,23,31,Jake Plummer pass incomplete intended for David Boston,2.520,1.980
4,6:04,2,10,WAS 46,23,31,Jake Plummer pass incomplete intended for Bryan Gilmore (defended by Fred Smoot),1.980,1.290
4,5:59,3,10,WAS 46,23,31,Jake Plummer pass incomplete intended for Thomas Jones,1.290,0.200
4,5:51,4,10,WAS 46,23,31,"Scott Player punts 46 yards, touchback",0.200,-0.280
4,5:39,1,10,WAS 20,23,31,Stephen Davis left guard for 9 yards (tackle by Raynoch Thompson),0.280,0.950
4,5:07,2,1,WAS 29,23,31,Stephen Davis right tackle for no gain (tackle by Russell Davis),0.950,0.230
4,4:23,3,1,WAS 29,23,31,Shane Matthews middle for 2 yards (tackle by Marcus Bell),0.230,1.000
4,3:46,1,10,WAS 31,23,31,"Stephen Davis left end for -2 yards (tackle by Raynoch Thompson). Penalty on Chris Samuels: Offensive Holding, 10 yards (no play)",1.000,0.340
4,3:33,1,20,WAS 21,23,31,Kenny Watson left tackle for 5 yards (tackle by Rob Fredrickson),0.340,-0.220
4,3:26,1,20,WAS 21,,,Timeout #1 by Arizona Cardinals,0.340,-0.220
4,3:26,2,15,WAS 26,23,31,Shane Matthews pass incomplete intended for Kenny Watson,-0.220,-0.890
4,3:21,3,15,WAS 26,23,31,Shane Matthews pass complete to Kenny Watson for 11 yards (tackle by Rob Fredrickson),-0.890,-0.910
4,3:12,3,15,WAS 26,,,Timeout #2 by Arizona Cardinals,-0.890,-0.910
4,3:12,4,4,WAS 37,23,31,"Bryan Barker punts 63 yards, touchback",-0.910,-0.280
4,2:53,1,10,ARI 20,23,31,Jake Plummer pass incomplete intended for Freddie Jones,0.280,-0.270
4,2:48,2,10,ARI 20,23,31,Jake Plummer pass incomplete intended for David Boston (defended by Jeremiah Trotter),-0.270,-0.960
4,2:38,3,10,ARI 20,23,31,Jake Plummer pass incomplete,-0.960,-2.030
4,2:26,4,10,ARI 20,23,31,"Scott Player punts 51 yards, returned by Jacquez Green for 8 yards (tackle by Nathan Hodel)",-2.030,-1.400
4,2:15,1,10,WAS 37,23,31,Stephen Davis right guard for 1 yard (tackle by Russell Davis),1.400,0.990
4,2:09,1,10,WAS 37,,,Timeout #3 by Arizona Cardinals,1.400,0.990
4,2:09,2,9,WAS 38,23,31,Stephen Davis middle for no gain (tackle by David Barrett),0.990,0.300
4,2:00,3,9,WAS 38,23,31,Shane Matthews pass complete to Kenny Watson for 4 yards (tackle by Justin Lucas and Rob Fredrickson),0.300,-0.590
4,1:18,4,5,WAS 42,23,31,"Bryan Barker punts 50 yards, returned by Arnold Jackson for 11 yards (tackle by Zeron Flemister)",-0.590,-0.150
4,1:04,1,10,ARI 19,23,31,Jake Plummer pass incomplete intended for Frank Sanders is intercepted by Champ Bailey at ARI-27 and returned for 2 yards,0.150,-3.910
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
4,0:56,1,10,ARI 25,23,31,Shane Matthews kneels for no gain,3.910,3.360
4,0:32,2,10,ARI 25,23,31,Shane Matthews kneels for -1 yards,3.360,2.540
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
