Quarter,Time,Down,ToGo,Location,WAS,TAM,Detail,EPB,EPA
1,6:35,1,10,WAS 45,7,0,Chris Simms pass complete to Alex Smith for no gain,2.590,2.040
1,5:47,2,10,WAS 45,7,0,Chris Simms pass complete to Mike Alstott for 7 yards (tackle by LaVar Arrington),2.040,2.280
1,5:14,3,3,WAS 38,7,0,Chris Simms pass complete to Ike Hilliard for 4 yards (tackle by Ryan Clark),2.280,3.310
1,4:33,1,10,WAS 34,13,0,"Cadillac Williams up the middle for 1 yard (tackle by Marcus Washington). Marcus Washington fumbles (forced by Dan Buenning), recovered by Sean Taylor at WAS-49 and returned for 51 yards (tackle by Dan Buenning), touchdown",3.310,-7.000
,,,,,,,"TAM challenged the ruling, and the play was upheld.",,
1,,,,TAM 2,14,0,John Hall kicks extra point good,0.000,0.000
1,,,,WAS 30,14,0,"John Hall kicks off 65 yards, returned by Michael Pittman for 24 yards (tackle by Pierson Prioleau)",0.000,0.870
1,4:09,1,10,TAM 29,14,0,Cadillac Williams left tackle for -1 yards (tackle by Cornelius Griffin and Marcus Washington),0.870,0.190
1,3:32,2,11,TAM 28,14,0,Chris Simms pass complete to Alex Smith for 3 yards (tackle by Walt Harris),0.190,-0.100
1,2:57,3,8,TAM 31,14,0,Chris Simms pass complete to Edell Shepherd for 4 yards (tackle by Pierson Prioleau),-0.100,-1.040
1,2:22,4,4,TAM 35,14,0,"Josh Bidwell punts 42 yards, muffed catch by Antonio Brown, recovered by Antonio Brown and returned for no gain",-1.040,0.140
1,2:07,1,10,WAS 16,14,0,Ladell Betts up the middle for 2 yards (tackle by Shelton Quarles),-0.140,-0.350
1,1:25,2,8,WAS 18,14,0,Ladell Betts up the middle for 2 yards (tackle by Simeon Rice),-0.350,-0.820
1,0:45,3,6,WAS 20,14,0,Mark Brunell pass incomplete intended for James Thrash (defended by Simeon Rice),-0.820,-2.030
1,0:33,4,6,WAS 20,14,0,"Derrick Frost punts 51 yards, returned by Mark Jones for 9 yards (tackle by Carlos Rogers)",-2.030,-1.470
1,0:30,1,10,TAM 38,14,0,"Chris Simms pass complete to Michael Pittman for 5 yards (tackle by LaVar Arrington). Michael Pittman fumbles (forced by LaVar Arrington), ball out of bounds at TAM-43",1.470,1.600
1,0:10,2,5,TAM 43,14,0,Chris Simms pass incomplete intended for Mike Alstott (defended by Cornelius Griffin),1.600,0.890
1,0:10,3,5,TAM 43,14,0,"Penalty on LaVar Arrington: Defensive Offside, 5 yards (no play)",0.890,2.130
1,0:04,1,10,TAM 48,14,0,Chris Simms pass complete to Joey Galloway for 6 yards (tackle by Carlos Rogers),2.130,2.390
Quarter,Time,Down,ToGo,Location,WAS,TAM,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,4,WAS 46,14,0,Cadillac Williams up the middle for 5 yards (tackle by Joe Salave'a and Lemar Marshall),2.390,2.850
2,14:24,1,10,WAS 41,14,0,Chris Simms pass complete to Anthony Becht for 10 yards (tackle by Ryan Clark),2.850,3.510
2,13:32,1,10,WAS 31,14,0,Cadillac Williams up the middle for -2 yards (tackle by Cornelius Griffin),3.510,2.700
2,12:57,2,12,WAS 33,14,0,Chris Simms pass complete to Joey Galloway for 14 yards (tackle by Marcus Washington and LaVar Arrington),2.700,4.310
2,12:12,1,10,WAS 19,14,0,Cadillac Williams up the middle for 2 yards (tackle by Marcus Washington and Sean Taylor),4.310,4.030
2,11:33,2,8,WAS 17,14,0,Chris Simms sacked by Phillip Daniels for -13 yards,4.030,1.620
2,10:55,3,21,WAS 30,14,0,Chris Simms pass complete to Ike Hilliard for 6 yards (tackle by Sean Taylor and Walt Harris),1.620,1.870
2,10:05,4,15,WAS 24,14,3,Matt Bryant 43 yard field goal good,1.870,3.000
2,,,,TAM 30,14,3,"Matt Bryant kicks off 59 yards, returned by Ladell Betts for 20 yards (tackle by Marquis Cooper)",0.000,1.000
2,9:56,1,10,WAS 31,14,3,Mark Brunell pass complete to Santana Moss for 7 yards (tackle by Ronde Barber),1.000,1.410
2,9:36,2,3,WAS 38,14,3,Clinton Portis up the middle for 7 yards (tackle by Jermaine Phillips and Derrick Brooks),1.410,1.930
2,8:55,1,10,WAS 45,14,3,Santana Moss right end for 11 yards (tackle by Dexter Jackson),1.930,2.650
2,8:33,1,10,TAM 44,14,3,Mark Brunell pass incomplete intended for Santana Moss,2.650,2.110
2,8:28,2,10,TAM 44,14,3,Ladell Betts left end for 3 yards (tackle by Ronde Barber and Chris Hovan),2.110,1.820
2,7:42,3,7,TAM 41,14,3,Mark Brunell left end for 9 yards (tackle by Ronde Barber),1.820,3.450
2,7:08,1,10,TAM 32,14,3,Clinton Portis up the middle for no gain (tackle by Anthony McFarland),3.450,2.900
2,6:30,2,10,TAM 32,14,3,Mark Brunell pass incomplete intended for Santana Moss (defended by Juran Bolden),2.900,2.210
2,6:22,3,10,TAM 32,14,3,Ladell Betts up the middle for 3 yards (tackle by Derrick Brooks and Shelton Quarles),2.210,1.500
2,5:39,4,7,TAM 29,17,3,John Hall 47 yard field goal good,1.500,3.000
2,,,,WAS 30,17,3,"John Hall kicks off 69 yards, returned by Michael Pittman for 20 yards (tackle by Pierson Prioleau). Penalty on Marquis Cooper: Offensive Holding, 10 yards",0.000,-0.370
2,5:28,1,10,TAM 11,17,3,Cadillac Williams right tackle for 5 yards (tackle by LaVar Arrington),-0.370,-0.300
2,4:50,2,5,TAM 16,17,3,Chris Simms pass complete to Joey Galloway for 7 yards (tackle by Lemar Marshall),-0.300,0.480
2,4:15,1,10,TAM 23,17,3,Chris Simms pass complete to Michael Pittman for 3 yards (tackle by Carlos Rogers and LaVar Arrington),0.480,0.340
2,3:36,2,7,TAM 26,17,3,Cadillac Williams right tackle for 4 yards (tackle by LaVar Arrington),0.340,0.170
2,2:55,3,3,TAM 30,17,3,Chris Simms pass complete to Ike Hilliard for 9 yards (tackle by Carlos Rogers),0.170,1.530
2,2:18,1,10,TAM 39,17,3,Chris Simms pass complete to Alex Smith for 11 yards (tackle by Marcus Washington and Sean Taylor),1.530,2.260
2,2:00,1,10,TAM 50,17,3,Chris Simms pass complete to Joey Galloway for 8 yards (tackle by Pierson Prioleau and Walt Harris),2.260,2.790
2,1:29,2,2,WAS 42,17,3,Chris Simms pass incomplete intended for Michael Pittman,2.790,2.080
2,1:23,3,2,WAS 42,17,3,Chris Simms sacked by Omar Stoutmire and Phillip Daniels for -9 yards,2.080,-0.130
2,0:37,4,11,TAM 49,17,3,"Josh Bidwell punts 36 yards, fair catch by Antonio Brown",-0.130,0.220
2,0:30,1,10,WAS 15,17,3,Mark Brunell kneels for -1 yards,-0.220,-0.820
Quarter,Time,Down,ToGo,Location,WAS,TAM,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TAM 30,17,3,"Matt Bryant kicks off 50 yards, returned by Mike Sellers for 12 yards (tackle by Wesly Mallard)",0.000,1.070
3,14:55,1,10,WAS 32,17,3,Ladell Betts up the middle for 6 yards (tackle by Shelton Quarles and Ryan Nece),1.070,1.340
3,14:20,2,4,WAS 38,17,3,Ladell Betts up the middle for 1 yard (tackle by Jermaine Phillips and Shelton Quarles),1.340,0.760
3,13:42,3,3,WAS 39,17,3,Mark Brunell sacked by Ellis Wyms for -5 yards,0.760,-1.110
3,13:19,4,8,WAS 34,17,3,Derrick Frost punts 41 yards (tackle by Derrick Frost),-1.110,-2.190
3,13:03,1,10,TAM 49,17,3,Cadillac Williams right end for 5 yards (tackle by LaVar Arrington and Sean Taylor),2.190,2.320
3,12:29,2,5,WAS 46,17,3,Chris Simms pass incomplete intended for Michael Pittman (defended by Joe Salave'a),2.320,1.620
3,12:24,3,5,WAS 46,17,3,Chris Simms pass complete to Michael Pittman for 22 yards (tackle by Sean Taylor and Omar Stoutmire),1.620,3.970
3,11:37,1,10,WAS 24,17,3,Chris Simms pass complete to Anthony Becht for 14 yards (tackle by Ryan Clark),3.970,4.910
3,10:55,1,10,WAS 10,17,3,Mike Alstott up the middle for 8 yards (tackle by Ryan Clark and Carlos Rogers),4.910,5.720
3,10:31,2,2,WAS 2,17,3,Mike Alstott up the middle for no gain (tackle by Phillip Daniels and Joe Salave'a),5.720,4.950
3,9:47,3,2,WAS 2,17,9,"Chris Simms left end for 2 yards, touchdown",4.950,7.000
3,,,,WAS 2,17,10,Matt Bryant kicks extra point good,0.000,0.000
3,,,,TAM 30,17,10,"Matt Bryant kicks off 58 yards, returned by Ladell Betts for 23 yards (tackle by Marquis Cooper)",0.000,1.270
3,9:34,1,10,WAS 35,17,10,Mark Brunell pass complete to Santana Moss for 11 yards (tackle by Derrick Brooks),1.270,1.990
3,9:12,1,10,WAS 46,17,10,Clinton Portis right tackle for 5 yards (tackle by Simeon Rice and Ronde Barber),1.990,2.130
3,8:30,2,5,TAM 49,17,10,Clinton Portis left tackle for 5 yards (tackle by Derrick Brooks),2.130,2.650
3,7:45,1,10,TAM 44,17,10,Mark Brunell pass complete to Clinton Portis for -5 yards (tackle by Ryan Nece and Ronde Barber),2.650,1.440
3,6:56,2,15,TAM 49,17,10,"Mark Brunell pass complete to Chris Cooley for -3 yards (tackle by Derrick Brooks). Chris Cooley fumbles (forced by Derrick Brooks), recovered by Mark Brunell at WAS-44",1.440,-0.160
3,6:04,3,22,WAS 44,17,10,Mark Brunell pass incomplete intended for Santana Moss,-0.160,-0.460
3,5:54,4,22,WAS 44,17,10,"Derrick Frost punts 48 yards, fair catch by Mark Jones",-0.460,0.380
3,5:47,1,10,TAM 8,17,10,Cadillac Williams for 7 yards (tackle by Demetric Evans and Marcus Washington),-0.380,-0.210
3,5:19,2,3,TAM 15,17,10,Cadillac Williams right tackle for 3 yards (tackle by Pierson Prioleau and Lemar Marshall),-0.210,0.040
3,4:30,1,10,TAM 18,17,10,Chris Simms pass complete to Anthony Becht for 2 yards (tackle by Carlos Rogers),0.040,-0.130
3,4:10,2,8,TAM 20,17,10,Chris Simms pass complete to Cadillac Williams for -1 yards (tackle by Sean Taylor and Lemar Marshall),-0.130,-1.040
3,2:59,3,9,TAM 19,17,10,"Chris Simms up the middle for 3 yards (tackle by Marcus Washington and Cornelius Griffin). Penalty on Sean Taylor: Disqualification, 15 yards",-1.040,1.400
3,2:28,1,10,TAM 37,17,10,Cadillac Williams up the middle for 3 yards (tackle by Lemar Marshall and Cedric Killings),1.400,1.260
3,1:51,2,7,TAM 40,17,10,Chris Simms pass incomplete intended for Michael Pittman (defended by Demetric Evans),1.260,0.560
3,1:44,,,,17,10,Timeout #1 by Tampa Bay Buccaneers,0.000,0.560
3,1:44,3,7,TAM 40,17,10,Chris Simms pass incomplete intended for Michael Pittman,0.560,-0.720
3,1:37,4,7,TAM 40,17,10,"Josh Bidwell punts 32 yards (tackle by Jameel Cook). Penalty on Jameel Cook: Unnecessary Roughness, 15 yards",-0.720,-2.190
3,1:30,1,10,WAS 49,17,10,Clinton Portis up the middle for 6 yards (tackle by Ryan Nece and Shelton Quarles),2.190,2.460
3,0:50,2,4,TAM 45,17,10,Clinton Portis left end for 2 yards (tackle by Shelton Quarles),2.460,2.010
3,0:04,3,2,TAM 43,17,10,Mark Brunell pass complete to James Thrash for 5 yards (tackle by Ronde Barber),2.010,3.050
Quarter,Time,Down,ToGo,Location,WAS,TAM,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,TAM 38,17,10,Clinton Portis left end for no gain (tackle by Dexter Jackson),3.050,2.510
4,14:36,2,10,TAM 38,17,10,Mark Brunell sacked by Simeon Rice for -11 yards,2.510,0.370
4,14:00,3,21,TAM 49,17,10,Ladell Betts up the middle for 4 yards (tackle by Simeon Rice and Ellis Wyms),0.370,0.270
4,13:28,4,17,TAM 45,17,10,"Derrick Frost punts 31 yards, muffed catch by Mark Jones, recovered by Mark Jones and returned for no gain",0.270,0.280
4,13:18,1,10,TAM 14,17,10,Cadillac Williams right end for 3 yards (tackle by LaVar Arrington and Lemar Marshall),-0.280,-0.370
4,12:41,2,7,TAM 17,17,10,Chris Simms pass complete to Joey Galloway for 8 yards (tackle by Pierson Prioleau),-0.370,0.610
4,12:01,1,10,TAM 25,17,10,Chris Simms pass complete to Joey Galloway for 2 yards (tackle by Lemar Marshall),0.610,0.330
4,11:19,2,8,TAM 27,17,10,Chris Simms pass complete to Ike Hilliard for 19 yards (tackle by Omar Stoutmire),0.330,1.990
4,10:29,1,10,TAM 46,17,10,Cadillac Williams left tackle for 2 yards (tackle by Cedric Killings),1.990,1.720
4,9:56,2,8,TAM 48,17,10,Chris Simms pass complete to Joey Galloway for 24 yards (tackle by Walt Harris),1.720,3.710
4,9:14,1,10,WAS 28,17,10,Cadillac Williams up the middle for 3 yards (tackle by LaVar Arrington and Walt Harris),3.710,3.570
4,8:35,2,7,WAS 25,17,10,Chris Simms pass complete to Cadillac Williams for 6 yards (tackle by Ryan Clark and Lemar Marshall),3.570,3.720
4,7:56,3,1,WAS 19,17,10,Mike Alstott up the middle for no gain (tackle by Lemar Marshall),3.720,2.340
4,7:41,,,,17,10,Timeout #2 by Tampa Bay Buccaneers,0.000,2.340
4,7:41,4,1,WAS 19,17,10,Chris Simms pass incomplete intended for Jameel Cook,2.340,-0.150
4,7:35,1,10,WAS 19,17,10,Ladell Betts up the middle for 2 yards (tackle by Shelton Quarles),0.150,-0.060
4,6:57,2,8,WAS 21,17,10,Ladell Betts right tackle for -1 yards (tackle by Derrick Brooks and Shelton Quarles),-0.060,-0.940
4,6:14,3,9,WAS 20,17,10,Mark Brunell pass incomplete intended for Santana Moss,-0.940,-2.030
4,6:09,4,9,WAS 20,17,10,"Derrick Frost punts 49 yards, returned by Mark Jones for 4 yards (tackle by Mike Sellers)",-2.030,-1.270
4,5:58,1,10,TAM 35,17,10,Chris Simms for 6 yards (tackle by Marcus Washington),1.270,1.530
4,5:32,2,4,TAM 41,17,10,Chris Simms pass incomplete intended for Joey Galloway,1.530,0.830
4,5:27,3,4,TAM 41,17,10,Chris Simms pass incomplete intended for Alex Smith (defended by Omar Stoutmire),0.830,-0.650
4,5:20,4,4,TAM 41,17,10,Josh Bidwell punts 42 yards,-0.650,0.060
4,5:09,1,10,WAS 17,17,10,"Clinton Portis right tackle for 6 yards (tackle by Simeon Rice). Penalty on WAS: Illegal Formation, 5 yards (no play)",-0.060,-0.510
4,4:42,1,15,WAS 12,17,10,Clinton Portis for 9 yards (tackle by Ryan Nece),-0.510,0.080
4,4:36,2,6,WAS 21,17,10,Ladell Betts up the middle for 3 yards (tackle by Derrick Brooks and Shelton Quarles),0.080,-0.370
4,3:54,3,3,WAS 24,17,10,Mark Brunell pass incomplete intended for Taylor Jacobs is intercepted by Brian Kelly at WAS-38 and returned for 3 yards,-0.370,-3.250
4,3:43,1,10,WAS 35,17,10,Cadillac Williams up the middle for 5 yards (tackle by Ryan Clark and Pierson Prioleau),3.250,3.380
4,3:07,2,5,WAS 30,17,10,Chris Simms pass incomplete intended for Joey Galloway,3.380,2.680
4,3:02,3,5,WAS 30,17,10,"Penalty on Chris Simms: Delay of Game, 5 yards (no play)",2.680,2.010
4,3:03,3,10,WAS 35,17,10,Chris Simms pass incomplete intended for Edell Shepherd,2.010,0.970
,,,,,,,"TAM challenged the ruling, and the play was upheld.",,
4,2:55,4,10,WAS 35,17,10,Chris Simms pass incomplete intended for Edell Shepherd,0.970,-1.270
4,2:48,1,10,WAS 35,17,10,"Penalty on Chris Samuels: False Start, 5 yards (no play)",1.270,0.940
4,2:48,1,15,WAS 30,17,10,Clinton Portis up the middle for 2 yards (tackle by Dexter Jackson),0.940,0.320
4,2:05,2,13,WAS 32,17,10,Clinton Portis up the middle for 2 yards (tackle by Simeon Rice and Derrick Brooks),0.320,-0.100
4,1:59,3,11,WAS 34,17,10,Clinton Portis up the middle for 6 yards (tackle by Shelton Quarles and Ronde Barber),-0.100,-0.720
4,1:12,,,,17,10,Timeout #1 by Washington Redskins,0.000,-0.720
4,1:12,4,5,WAS 40,17,10,Derrick Frost punts 14 yards,-0.720,-1.990
4,1:05,1,10,TAM 46,17,10,Chris Simms pass incomplete intended for Joey Galloway is intercepted by Marcus Washington at WAS-43 and returned for 13 yards,1.990,-2.650
4,0:57,1,10,TAM 44,17,10,Mark Brunell kneels for -1 yards,2.650,1.980
4,0:21,2,11,TAM 45,17,10,Mark Brunell kneels for -1 yards,1.980,1.160
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
