Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Brandon Brooks,G,76,100%,0,0%,7,25%
Ben Jones,C,76,100%,0,0%,7,25%
Xavier Su'a-Filo,G,76,100%,0,0%,7,25%
Brian Hoyer,QB,76,100%,0,0%,0,0%
DeAndre Hopkins,WR,76,100%,0,0%,0,0%
Derek Newton,T,74,97%,0,0%,6,21%
Chris Clark,T,64,84%,0,0%,7,25%
Jaelen Strong,WR,60,79%,0,0%,5,18%
Ryan Griffin,TE,42,55%,0,0%,6,21%
Alfred Blue,RB,39,51%,0,0%,9,32%
C.J. Fiedorowicz,TE,36,47%,0,0%,10,36%
Keith Mumphery,WR,32,42%,0,0%,10,36%
Nate Washington,WR,28,37%,0,0%,0,0%
Jonathan Grimes,RB,22,29%,0,0%,15,54%
Jay Prosch,FB,20,26%,0,0%,8,29%
Duane Brown,T,12,16%,0,0%,1,4%
Kendall Lamm,T,9,12%,0,0%,7,25%
Chris Polk,RB,8,11%,0,0%,7,25%
Akeem Hunt,RB,7,9%,0,0%,10,36%
B.J. Daniels,WR,3,4%,0,0%,5,18%
J.J. Watt,DE,0,0%,57,100%,1,4%
Andre Hal,SS,0,0%,56,98%,2,7%
Kareem Jackson,CB,0,0%,48,84%,0,0%
Quintin Demps,FS,0,0%,47,82%,2,7%
John Simon,LB,0,0%,46,81%,6,21%
Kevin Johnson,CB,0,0%,46,81%,2,7%
Johnathan Joseph,CB,0,0%,44,77%,0,0%
Whitney Mercilus,LB,0,0%,43,75%,2,7%
Jared Crick,DE,0,0%,41,72%,3,11%
Brian Cushing,LB,0,0%,41,72%,2,7%
Benardrick McKinney,LB,0,0%,27,47%,4,14%
Vince Wilfork,NT,0,0%,27,47%,2,7%
Eddie Pleasant,FS,0,0%,26,46%,7,25%
Max Bullough,LB,0,0%,20,35%,19,68%
Christian Covington,NT,0,0%,16,28%,2,7%
Darryl Morris,CB,0,0%,12,21%,13,46%
A.J. Bouye,CB,0,0%,12,21%,2,7%
Kurtis Drummond,S,0,0%,10,18%,19,68%
Brandon Dunn,DT,0,0%,8,14%,1,4%
Brian Peters,LB,0,0%,0,0%,19,68%
Akeem Dent,LB,0,0%,0,0%,19,68%
Corey Moore,S,0,0%,0,0%,18,64%
Nick Novak,K,0,0%,0,0%,14,50%
Shane Lechler,P,0,0%,0,0%,11,39%
Jon Weeks,LS,0,0%,0,0%,11,39%
