Quarter,Time,Down,ToGo,Location,DAL,NYJ,Detail,EPB,EPA
2,8:02,2,3,DAL 45,3,7,Ezekiel Elliott left guard for 1 yard (tackle by Folorunso Fatukasi and Leonard Williams),1.870,1.290
2,7:24,3,2,DAL 46,3,7,Dak Prescott pass complete short left to Cedrick Wilson for 14 yards (tackle by Marcus Maye),1.290,2.920
2,7:04,1,10,NYJ 40,3,7,Tony Pollard right end for 2 yards (tackle by Jamal Adams),2.920,2.640
2,6:27,2,8,NYJ 38,3,7,Dak Prescott pass incomplete deep left intended for Michael Gallup,2.640,1.950
2,6:21,3,8,NYJ 38,3,7,Dak Prescott pass complete short middle to Tavon Austin for 23 yards (tackle by Jamal Adams),1.950,4.580
2,5:50,1,10,NYJ 15,3,7,Ezekiel Elliott left end for 4 yards (tackle by Albert McClellan and Brian Poole),4.580,4.640
2,5:06,2,6,NYJ 11,3,7,Ezekiel Elliott left tackle for 5 yards (tackle by Darryl Roberts and Albert McClellan),4.640,4.900
2,4:29,3,1,NYJ 6,3,7,Ezekiel Elliott up the middle for -1 yards (tackle by Quinnen Williams and Folorunso Fatukasi),4.900,3.000
2,3:51,4,2,NYJ 7,3,7,Dak Prescott left end for -1 yards (tackle by Jamal Adams and Quinnen Williams),3.000,0.380
2,3:46,1,10,NYJ 8,3,13,"Sam Darnold pass complete deep right to Robby Anderson for 92 yards, touchdown",-0.380,7.000
2,3:34,,,DAL 15,3,14,Sam Ficken kicks extra point good,0.000,0.000
2,3:34,,,NYJ 35,3,14,"Sam Ficken kicks off 65 yards, touchback.",0.000,0.610
2,3:34,1,10,DAL 25,3,14,Dak Prescott pass complete short right to Blake Jarwin for 1 yard (tackle by Trumaine Johnson),0.610,0.200
2,2:59,2,9,DAL 26,3,14,Dak Prescott pass complete short right to Tavon Austin for 7 yards (tackle by Trumaine Johnson),0.200,0.430
2,2:19,3,2,DAL 33,3,14,Dak Prescott pass incomplete short left intended for Blake Jarwin (defended by Jamal Adams),0.430,-1.180
2,2:14,4,2,DAL 33,3,14,"Chris Jones punts 44 yards, returned by Braxton Berrios for 12 yards (tackle by Justin March-Lillard)",-1.180,-1.270
2,2:00,1,10,NYJ 35,3,14,Le'Veon Bell left tackle for 4 yards (tackle by Leighton Vander Esch and Xavier Woods),1.270,1.260
2,1:38,2,6,NYJ 39,3,14,Sam Darnold pass complete short middle to Ryan Griffin for 11 yards (tackle by Leighton Vander Esch and Jaylon Smith),1.260,2.260
2,1:17,1,10,NYJ 50,3,14,Sam Darnold pass incomplete short left intended for Robby Anderson (defended by Byron Jones),2.260,1.710
2,1:11,2,10,NYJ 50,3,14,Sam Darnold pass complete deep left to Demaryius Thomas for 33 yards (tackle by Byron Jones and Xavier Woods),1.710,4.440
2,0:38,1,10,DAL 17,3,14,Sam Darnold pass complete short middle to Ryan Griffin for 12 yards (tackle by Xavier Woods and Jeff Heath),4.440,6.060
2,0:31,,,,,,Timeout #2 by New York Jets,,
2,0:31,1,5,DAL 5,3,20,"Sam Darnold pass complete short middle to Ryan Griffin for 5 yards, touchdown",6.060,7.000
2,0:27,,,DAL 15,3,21,Sam Ficken kicks extra point good,0.000,0.000
2,0:27,,,NYJ 35,3,21,"Sam Ficken kicks off 65 yards, touchback.",0.000,0.610
2,0:27,1,10,DAL 25,3,21,Dak Prescott pass complete short right to Jason Witten for 9 yards (tackle by Blake Cashman),0.610,1.280
2,0:21,,,,,,Timeout #1 by Dallas Cowboys,,
2,0:21,2,1,DAL 34,3,21,Dak Prescott pass incomplete deep left intended for Cedrick Wilson,1.280,0.560
2,0:16,3,1,DAL 34,3,21,Dak Prescott pass complete short middle to Michael Gallup for 17 yards (tackle by Trumaine Johnson),0.560,2.320
2,0:09,,,,,,Timeout #2 by Dallas Cowboys,,
2,0:09,1,10,NYJ 49,3,21,Dak Prescott pass complete short right to Jason Witten for 5 yards (tackle by Blake Cashman),2.320,2.460
2,0:05,,,,,,Timeout #3 by Dallas Cowboys,,
2,0:05,2,5,NYJ 44,6,21,Brett Maher 62 yard field goal good,2.460,3.000
Quarter,Time,Down,ToGo,Location,DAL,NYJ,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYJ 35,6,21,"Sam Ficken kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,DAL 25,6,21,Ezekiel Elliott right guard for -1 yards (tackle by Jamal Adams and Kyle Phillips),0.610,-0.070
3,14:27,2,11,DAL 24,6,21,Dak Prescott pass complete deep left to Jason Witten for 20 yards (tackle by Jamal Adams),-0.070,1.860
3,13:54,1,10,DAL 44,6,21,Ezekiel Elliott left end for 6 yards (tackle by Albert McClellan),1.860,2.130
3,13:24,2,4,DAL 50,6,21,Ezekiel Elliott left guard for 3 yards (tackle by Jamal Adams),2.130,1.820
3,12:48,3,1,NYJ 47,6,21,Ezekiel Elliott left guard for 13 yards (tackle by Brian Poole),1.820,3.310
3,12:11,1,10,NYJ 34,6,21,Ezekiel Elliott right end for -4 yards (tackle by Kyle Phillips),3.310,2.230
3,11:33,2,14,NYJ 38,6,21,Dak Prescott pass complete short right to Tavon Austin for 5 yards (tackle by Trumaine Johnson),2.230,2.210
3,11:00,3,9,NYJ 33,6,21,Dak Prescott pass complete short right to Michael Gallup for 13 yards (tackle by Trumaine Johnson),2.210,4.240
3,10:26,1,10,NYJ 20,6,21,Ezekiel Elliott right end for 7 yards (tackle by Marcus Maye),4.240,4.830
3,9:53,2,3,NYJ 13,6,21,Ezekiel Elliott up the middle for 5 yards (tackle by Kyle Phillips),4.830,5.370
3,9:12,1,8,NYJ 8,6,21,Ezekiel Elliott left guard for 3 yards (tackle by Jordan Jenkins and Albert McClellan),5.370,5.150
3,8:37,2,5,NYJ 5,6,21,Ezekiel Elliott right guard for 1 yard (tackle by Brian Poole),5.150,4.490
3,8:02,3,4,NYJ 4,6,21,"Dak Prescott pass complete short right to Jason Witten for 4 yards. Penalty on Cedrick Wilson: Offensive Pass Interference, 10 yards (no play)",4.490,3.000
3,7:58,3,14,NYJ 14,6,21,Dak Prescott pass incomplete short right intended for Ezekiel Elliott,3.000,2.510
3,7:54,4,14,NYJ 14,9,21,Brett Maher 32 yard field goal good,2.510,3.000
3,7:50,,,DAL 35,9,21,"Brett Maher kicks off 65 yards, touchback.",0.000,0.610
3,7:50,1,10,NYJ 25,9,21,"Robby Anderson left end for 1 yard (tackle by Jeff Heath). Penalty on Ryan Griffin: Offensive Holding, 10 yards (no play)",0.610,-0.410
3,7:27,1,20,NYJ 15,9,21,Sam Darnold pass complete short middle to Ty Montgomery for 10 yards (tackle by Xavier Woods),-0.410,0.060
3,6:57,2,10,NYJ 25,9,21,Sam Darnold pass complete deep left to Jamison Crowder for 25 yards (tackle by Xavier Woods),0.060,2.260
3,6:39,1,10,NYJ 50,9,21,Sam Darnold pass complete short middle to Jamison Crowder for 10 yards (tackle by Joe Thomas),2.260,2.920
3,5:57,1,10,DAL 40,9,21,Le'Veon Bell right guard for 13 yards (tackle by Xavier Woods),2.920,3.780
3,5:16,1,10,DAL 27,9,21,Sam Darnold pass complete short left to Robby Anderson for 6 yards (tackle by Kerry Hyder),3.780,4.040
3,4:32,2,4,DAL 21,9,21,Sam Darnold pass complete short right to Robby Anderson for 5 yards (tackle by Chidobe Awuzie),4.040,4.510
3,4:00,1,10,DAL 16,9,21,Le'Veon Bell right guard for 4 yards (tackle by Xavier Woods and Jaylon Smith),4.510,4.570
3,3:23,2,6,DAL 12,9,21,Sam Darnold pass complete short left to Demaryius Thomas for 1 yard (tackle by Sean Lee),4.570,3.940
3,2:40,3,5,DAL 11,9,21,Sam Darnold pass short right intended for Jamison Crowder is intercepted by Jourdan Lewis at DAL-6 and returned for 20 yards,3.940,-0.670
3,2:31,1,10,DAL 26,9,21,Ezekiel Elliott right tackle for 3 yards (tackle by Quinnen Williams and Neville Hewitt),0.670,0.540
3,2:07,2,7,DAL 29,9,21,Dak Prescott pass complete short middle to Ezekiel Elliott for 13 yards (tackle by Brian Poole),0.540,1.730
3,1:42,1,10,DAL 42,9,21,Dak Prescott pass complete short left to Cedrick Wilson for 7 yards (tackle by Darryl Roberts),1.730,2.130
3,1:11,2,3,DAL 49,9,21,Ezekiel Elliott left guard for 10 yards (tackle by Brian Poole),2.130,2.850
3,0:40,1,10,NYJ 41,9,21,Ezekiel Elliott left guard for 8 yards (tackle by Neville Hewitt),2.850,3.390
3,0:02,2,2,NYJ 33,9,21,Tony Pollard left guard for 10 yards (tackle by Marcus Maye),3.390,4.040
Quarter,Time,Down,ToGo,Location,DAL,NYJ,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NYJ 23,9,21,Dak Prescott pass incomplete deep right intended for Jason Witten,4.040,3.500
4,14:56,2,10,NYJ 23,9,21,Ezekiel Elliott left tackle for 1 yard (tackle by Quinnen Williams),3.500,2.940
4,14:17,3,9,NYJ 22,9,21,Dak Prescott pass incomplete deep left,2.940,1.990
4,14:13,4,9,NYJ 22,9,21,Brett Maher 40 yard field goal no good,1.990,-0.940
4,14:09,1,10,NYJ 30,9,21,Sam Darnold pass incomplete deep right intended for Jamison Crowder (defended by Chidobe Awuzie),0.940,0.390
4,14:03,2,10,NYJ 30,9,21,"Penalty on DeMarcus Lawrence: Neutral Zone Infraction, 5 yards (no play)",0.390,1.070
4,14:03,2,5,NYJ 35,9,21,Sam Darnold pass complete short left to Demaryius Thomas for 10 yards (tackle by Leighton Vander Esch),1.070,1.990
4,13:25,1,10,NYJ 46,9,21,Sam Darnold up the middle for 24 yards (tackle by Chidobe Awuzie). Penalty on Brandon Shell: Offensive Holding (Offsetting) (no play),1.990,1.990
4,12:54,1,10,NYJ 46,9,21,Sam Darnold pass complete short right to Jamison Crowder for 4 yards (tackle by Chidobe Awuzie),1.990,1.990
4,12:20,2,6,NYJ 50,9,21,Sam Darnold sacked by Robert Quinn for -7 yards,1.990,0.370
4,11:35,3,13,NYJ 43,9,21,Sam Darnold pass incomplete deep right intended for Robby Anderson,0.370,-0.520
4,11:29,4,13,NYJ 43,9,21,Lac Edwards punts 41 yards downed by Arthur Maulet,-0.520,0.140
4,11:21,1,10,DAL 16,9,21,"Dak Prescott pass complete deep left to Tavon Austin for 16 yards (tackle by Brian Poole). Penalty on Kyle Phillips: Roughing the Passer, 15 yards",-0.140,2.060
4,10:58,1,10,DAL 47,9,21,Ezekiel Elliott left guard for 1 yard (tackle by Kyle Phillips and Quinnen Williams),2.060,1.650
4,10:26,2,9,DAL 48,9,21,Dak Prescott pass complete short left to Dalton Schultz for 6 yards (tackle by Darryl Roberts),1.650,1.750
4,9:45,3,3,NYJ 46,9,21,Dak Prescott pass complete short right to Cedrick Wilson for 5 yards (tackle by Harvey Langi),1.750,2.850
4,9:17,1,10,NYJ 41,9,21,Ezekiel Elliott right tackle for 1 yard (tackle by Folorunso Fatukasi and Blake Cashman),2.850,2.440
4,8:48,2,9,NYJ 40,9,21,Dak Prescott pass incomplete deep right intended for Blake Jarwin,2.440,1.750
4,8:44,3,9,NYJ 40,9,21,Dak Prescott pass complete short left to Jason Witten for 16 yards (tackle by Blake Cashman),1.750,3.970
4,8:14,1,10,NYJ 24,9,21,Dak Prescott pass complete short left to Michael Gallup for 11 yards (tackle by Darryl Roberts),3.970,4.710
4,7:43,1,10,NYJ 13,9,21,Ezekiel Elliott left guard for 5 yards (tackle by Neville Hewitt and Jamal Adams),4.710,4.960
4,7:09,2,5,NYJ 8,9,21,Ezekiel Elliott right guard for 3 yards (tackle by Kyle Phillips),4.960,4.780
4,6:36,3,2,NYJ 5,15,21,"Ezekiel Elliott left tackle for 5 yards, touchdown",4.780,7.000
4,6:30,,,NYJ 15,16,21,Brett Maher kicks extra point good,0.000,0.000
4,6:30,,,DAL 35,16,21,"Brett Maher kicks off 65 yards, returned by Vyncint Smith for 23 yards (tackle by Xavier Woods)",0.000,0.480
4,6:21,1,10,NYJ 23,16,21,Sam Darnold pass complete deep middle to Jamison Crowder for 30 yards (tackle by Jeff Heath and Jourdan Lewis),0.480,2.460
4,5:42,1,10,DAL 47,16,21,Le'Veon Bell left guard for 3 yards (tackle by Leighton Vander Esch and DeMarcus Lawrence),2.460,2.320
4,5:01,2,7,DAL 44,16,21,Sam Darnold pass complete deep left to Robby Anderson for 18 yards (tackle by Jourdan Lewis),2.320,3.840
4,4:56,1,10,DAL 26,16,21,Le'Veon Bell right tackle for 3 yards (tackle by Jourdan Lewis),3.840,3.700
4,4:16,2,7,DAL 23,16,21,Le'Veon Bell left tackle for 3 yards (tackle by Jeff Heath and Sean Lee),3.700,3.400
4,3:32,3,4,DAL 20,16,21,Sam Darnold pass incomplete short left intended for Jamison Crowder,3.400,2.200
4,3:27,4,4,DAL 20,16,24,Sam Ficken 38 yard field goal good,2.200,3.000
4,3:24,,,NYJ 35,16,24,"Sam Ficken kicks off 65 yards, touchback.",0.000,0.610
4,3:23,1,10,DAL 25,16,24,Dak Prescott pass complete short left to Michael Gallup for 7 yards (tackle by Darryl Roberts),0.610,1.010
4,2:57,2,3,DAL 32,16,24,Dak Prescott pass complete short right to Blake Jarwin for 5 yards (tackle by Neville Hewitt),1.010,1.400
4,2:32,1,10,DAL 37,16,24,Dak Prescott sacked by Jordan Jenkins for -8 yards,1.400,-0.220
4,2:01,2,18,DAL 29,16,24,Dak Prescott pass complete short left to Cedrick Wilson for 10 yards (tackle by Brian Poole),-0.220,0.430
4,1:56,3,8,DAL 39,16,24,"Dak Prescott pass incomplete short left intended for Michael Gallup (defended by Darryl Roberts). Penalty on Darryl Roberts: Defensive Pass Interference, 13 yards (no play)",0.430,2.390
4,1:52,1,10,NYJ 48,16,24,Dak Prescott pass complete short left to Ezekiel Elliott for 12 yards (tackle by Neville Hewitt). Penalty on Brian Poole: Illegal Contact (Declined),2.390,3.180
4,1:46,1,10,NYJ 36,16,24,"Dak Prescott pass incomplete deep left intended for Ezekiel Elliott (defended by Blake Cashman). Penalty on Blake Cashman: Defensive Pass Interference, 24 yards (no play)",3.180,4.780
4,1:40,1,10,NYJ 12,16,24,"Dak Prescott pass complete short middle to Jason Witten for 6 yards (tackle by Brian Poole). Penalty on Connor Williams: Offensive Holding, 10 yards (no play)",4.780,4.110
4,1:34,1,20,NYJ 22,16,24,"Dak Prescott pass complete short left to Ezekiel Elliott for 3 yards (tackle by Jamal Adams). Penalty on Michael Gallup: Illegal Block Above the Waist, 10 yards",4.110,3.640
4,1:28,1,27,NYJ 29,16,24,"Dak Prescott pass incomplete short middle intended for Jason Witten. Penalty on Jamal Adams: Defensive Pass Interference, 13 yards (no play)",3.640,4.510
4,1:24,1,10,NYJ 16,16,24,Dak Prescott left end for 8 yards (tackle by Darryl Roberts),4.510,5.350
4,0:58,2,2,NYJ 8,16,24,Dak Prescott pass incomplete short right intended for Tavon Austin (defended by Marcus Maye),5.350,4.620
4,0:54,3,2,NYJ 8,16,24,Dak Prescott pass complete short middle to Ezekiel Elliott for 4 yards (tackle by Blake Cashman),4.620,6.280
4,0:47,,,,,,Timeout #1 by Dallas Cowboys,,
4,0:47,1,4,NYJ 4,22,24,"Dak Prescott left tackle for 4 yards, touchdown",6.280,7.000
4,0:43,,,NYJ 2,22,24,"Two Point Attempt: Dak Prescott pass incomplete intended for Jason Witten, conversion fails",1.000,-1.000
4,0:43,,,DAL 35,22,24,"Brett Maher kicks onside 13 yards, returned by Demaryius Thomas for no gain",0.000,2.390
4,0:41,1,10,DAL 48,22,24,Sam Darnold kneels for -1 yards,2.390,1.710
4,0:39,,,,,,Timeout #1 by Dallas Cowboys,,
4,0:39,2,11,DAL 49,22,24,Sam Darnold kneels for -2 yards,1.710,0.760
4,0:37,,,,,,Timeout #2 by Dallas Cowboys,,
4,0:37,3,13,NYJ 49,22,24,Sam Darnold kneels for -1 yards,0.760,-0.190
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
