Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Tavon Austin,DAL,6,5,64,0,3,41,8.2,23,4.6,7.8,0,,0,0.0,0,111.1
Ezekiel Elliott,DAL,6,5,48,0,4,5,1.0,43,8.6,1.2,1,5.0,1,16.7,0,100.0
Cedrick Wilson Jr.,DAL,6,5,46,0,2,35,7.0,11,2.2,10.5,0,,0,0.0,0,98.6
Jason Witten,DAL,7,5,57,0,2,46,9.2,11,2.2,10.9,0,,1,14.3,0,95.5
Michael Gallup,DAL,7,4,48,0,3,39,9.8,9,2.3,10.7,0,,3,42.9,0,78.3
Blake Jarwin,DAL,4,2,6,0,1,1,0.5,5,2.5,6.0,0,,0,0.0,0,56.2
Amari Cooper,DAL,2,1,3,0,,3,3.0,0,0.0,11.0,0,,0,0.0,0,56.2
Dalton Schultz,DAL,1,1,6,0,,5,5.0,1,1.0,5.0,0,,0,0.0,0,91.7
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Jamison Crowder,NYJ,9,6,98,0,4,58,9.7,40,6.7,10.1,0,,1,11.1,1,63.4
Robbie Chosen,NYJ,8,5,125,1,3,61,12.2,64,12.8,11.5,0,,0,0.0,0,145.8
Demaryius Thomas,NYJ,4,4,62,0,3,32,8.0,30,7.5,8.0,0,,0,0.0,0,118.7
Ryan Griffin,NYJ,3,3,28,1,3,11,3.7,17,5.7,3.7,1,3.0,0,0.0,0,145.1
Ty Montgomery,NYJ,3,3,17,0,,-10,-3.3,27,9.0,-3.3,0,,0,0.0,0,90.3
Le'Veon Bell,NYJ,1,1,3,0,0,-6,-6.0,9,9.0,-6.0,0,,0,0.0,0,79.2
Vyncint Smith,NYJ,1,1,5,0,,4,4.0,1,1.0,4.0,0,,0,0.0,0,87.5
Bilal Powell,NYJ,1,0,0,0,,0,,0,,19.0,0,,0,0.0,0,39.6
