Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Brandin Cooks,HOU,10,7,102,2,4,27,3.9,75,10.7,9.1,1,7.0,1,10.0,0,142.5
Jordan Akins,HOU,3,2,24,0,1,24,12.0,0,0.0,10.7,0,,0,0.0,1,51.4
Pharaoh Brown,HOU,2,2,5,0,,1,0.5,4,2.0,0.5,1,2.0,0,0.0,0,79.2
Nico Collins,HOU,4,2,14,0,,14,7.0,0,0.0,8.3,0,,0,0.0,0,58.3
Chris Conley,HOU,4,2,12,0,1,1,0.5,11,5.5,1.8,0,,0,0.0,0,56.2
Phillip Dorsett,HOU,3,2,43,0,1,29,14.5,14,7.0,12.3,0,,0,0.0,0,109.7
Rex Burkhead,HOU,3,1,6,0,0,2,2.0,4,4.0,2.3,0,,0,0.0,0,42.4
David Johnson,HOU,1,1,3,0,1,3,3.0,0,0.0,3.0,0,,0,0.0,0,79.2
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Laquon Treadwell,JAX,9,6,57,0,4,42,7.0,15,2.5,8.3,0,,1,11.1,0,84.0
James O'Shaughnessy,JAX,4,4,60,0,3,29,7.3,31,7.8,7.3,1,4.0,0,0.0,0,118.7
Laviska Shenault Jr.,JAX,7,4,39,0,3,8,2.0,31,7.8,2.4,3,1.3,2,28.6,0,72.9
James Robinson,JAX,6,3,13,0,0,3,1.0,10,3.3,2.7,0,,1,16.7,0,56.2
Marvin Jones,JAX,4,2,14,0,,12,6.0,2,1.0,14.0,0,,0,0.0,0,58.3
Tavon Austin,JAX,3,1,11,0,1,11,11.0,0,0.0,11.3,0,,1,33.3,0,45.1
Chris Manhertz,JAX,1,1,11,0,1,3,3.0,8,8.0,3.0,0,,0,0.0,0,112.5
Dare Ogunbowale,JAX,2,1,5,0,,4,4.0,1,1.0,3.5,0,,0,0.0,0,56.2
