Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Quenton Nelson,G,58,100%,0,0%,4,15%
Matt Pryor,T,58,100%,0,0%,4,15%
Dennis Kelly,T,58,100%,0,0%,4,15%
Braden Smith,T,58,100%,0,0%,0,0%
Sam Ehlinger,QB,58,100%,0,0%,0,0%
Ryan Kelly,C,58,100%,0,0%,0,0%
Michael Pittman Jr.,WR,55,95%,0,0%,1,4%
Parris Campbell,WR,46,79%,0,0%,0,0%
Jonathan Taylor,RB,40,69%,0,0%,0,0%
Alec Pierce,WR,33,57%,0,0%,1,4%
Kylen Granson,TE,32,55%,0,0%,14,54%
Mo Alie-Cox,TE,29,50%,0,0%,9,35%
Nyheim Hines,RB,21,36%,0,0%,1,4%
Mike Strachan,WR,17,29%,0,0%,0,0%
Jelani Woods,TE,15,26%,0,0%,3,12%
Deon Jackson,RB,2,3%,0,0%,12,46%
Rodney McLeod,FS,0,0%,61,100%,11,42%
Zaire Franklin,LB,0,0%,61,100%,9,35%
Kenny Moore,CB,0,0%,61,100%,8,31%
Stephon Gilmore,CB,0,0%,61,100%,0,0%
DeForest Buckner,DT,0,0%,49,80%,0,0%
Yannick Ngakoue,DE,0,0%,43,70%,0,0%
Isaiah Rodgers,CB,0,0%,39,64%,9,35%
Grover Stewart,DT,0,0%,39,64%,9,35%
Bobby Okereke,LB,0,0%,37,61%,10,38%
Rodney Thomas II,FS,0,0%,37,61%,3,12%
Tyquan Lewis,DE,0,0%,37,61%,0,0%
Ifeadi Odenigbo,DE,0,0%,25,41%,5,19%
Julian Blackmon,FS,0,0%,24,39%,15,58%
Dayo Odeyingbo,DE,0,0%,24,39%,5,19%
Shaquille Leonard,LB,0,0%,24,39%,0,0%
Brandon Facyson,CB,0,0%,14,23%,2,8%
Ben Banogu,DE,0,0%,9,15%,17,65%
Byron Cowart,DT,0,0%,9,15%,5,19%
Eric Johnson,DT,0,0%,9,15%,0,0%
E.J. Speed,LB,0,0%,8,13%,22,85%
JoJo Domann,LB,0,0%,0,0%,17,65%
Nick Cross,SS,0,0%,0,0%,16,62%
Dallis Flowers,CB,0,0%,0,0%,13,50%
Tony Brown,CB,0,0%,0,0%,13,50%
Chase McLaughlin,K,0,0%,0,0%,9,35%
Luke Rhodes,LS,0,0%,0,0%,9,35%
Matt Haack,P,0,0%,0,0%,8,31%
Keke Coutee,WR,0,0%,0,0%,6,23%
Danny Pinter,G,0,0%,0,0%,4,15%
Will Fries,G,0,0%,0,0%,4,15%
Bernhard Raimann,T,0,0%,0,0%,4,15%
