Quarter,Time,Down,ToGo,Location,HOU,IND,Detail,EPB,EPA
2,8:31,1,10,HOU 48,17,7,Zack Moss right tackle for no gain (tackle by Rasheem Green and Jerry Hughes),2.390,1.850
2,7:49,2,10,HOU 48,17,7,Sam Ehlinger pass complete short left to Michael Pittman for 6 yards (tackle by Tavierre Thomas),1.850,1.950
2,7:11,3,4,HOU 42,17,7,Sam Ehlinger pass complete short left to Zack Moss for 1 yard (tackle by M.J. Stewart),1.950,0.530
2,6:25,4,3,HOU 41,17,7,Sam Ehlinger pass complete short left to Deon Jackson for 27 yards (tackle by Jalen Pitre),0.530,4.650
2,5:38,1,10,HOU 14,17,7,Deon Jackson right guard for 1 yard (tackle by Tremon Smith and Jerry Hughes),4.650,4.160
2,5:02,2,9,HOU 13,17,7,Sam Ehlinger pass incomplete short right intended for Jelani Woods,4.160,3.260
2,4:56,3,9,HOU 13,17,7,Sam Ehlinger pass short middle (defended by Ogbonnia Okoronkwo) intended for Parris Campbell is intercepted by Christian Kirksey at HOU-2 and returned for 18 yards (tackle by Zack Moss and Quenton Nelson),3.260,-0.280
2,4:46,1,10,HOU 20,17,7,Chris Moore left end for -2 yards (tackle by Julian Blackmon),0.280,-0.460
2,4:03,2,11,HOU 19,17,7,Dare Ogunbowale left guard for 11 yards (tackle by Rodney McLeod),-0.460,0.230
2,3:28,3,1,HOU 29,17,7,Dare Ogunbowale up the middle for 1 yard (tackle by Dayo Odeyingbo),0.230,0.940
2,2:45,1,10,HOU 30,17,7,Davis Mills pass complete short right to Teagan Quitoriano for 22 yards (tackle by Rodney McLeod),0.940,2.390
2,2:00,1,10,IND 48,17,7,"Davis Mills pass incomplete short right intended for Chris Moore Replay Assistant challenged the pass completion ruling, and the original play was overturned. Jeff Driskel pass complete short right to Chris Moore for 10 yards (tackle by Rodney Thomas)",2.390,3.050
2,1:55,1,10,IND 38,17,7,Davis Mills pass complete short right to Dare Ogunbowale for -5 yards (tackle by DeForest Buckner),3.050,1.830
2,1:48,,,,,,Timeout #1 by Indianapolis Colts,,
2,1:48,2,15,IND 43,17,7,Davis Mills pass complete short middle to Dare Ogunbowale for no gain (tackle by E.J. Speed),1.830,1.160
2,1:42,,,,,,Timeout #2 by Indianapolis Colts,,
2,1:42,3,15,IND 43,17,7,Davis Mills pass incomplete short right intended for Jordan Akins (defended by E.J. Speed),1.160,0.400
2,1:37,4,15,IND 43,17,7,"Cameron Johnston punts 36 yards, fair catch by Keke Coutee at IND-7",0.400,0.380
2,1:32,1,10,IND 7,17,7,Deon Jackson left tackle for 13 yards (tackle by Jonathan Owens),-0.380,0.280
2,1:12,1,10,IND 20,17,7,Sam Ehlinger pass complete short left to Deon Jackson for 5 yards (tackle by Jonathan Owens),0.280,0.410
2,0:50,2,5,IND 25,17,7,Sam Ehlinger pass complete short left to Deon Jackson for 4 yards (tackle by Christian Harris),0.410,0.230
2,0:44,3,1,IND 29,17,7,Sam Ehlinger pass complete short left to Zack Moss for 4 yards (tackle by Desmond King),0.230,1.140
2,0:38,1,10,IND 33,17,7,Sam Ehlinger pass complete short right to Parris Campbell for 5 yards (tackle by Tavierre Thomas),1.140,1.270
2,0:20,2,5,IND 38,17,7,Sam Ehlinger pass complete short left to Zack Moss for 2 yards (tackle by Desmond King and Blake Cashman),1.270,0.830
2,0:13,,,,,,Timeout #3 by Indianapolis Colts,,
2,0:13,3,3,IND 40,17,7,Sam Ehlinger sacked by Maliek Collins for no gain,0.830,-0.720
Quarter,Time,Down,ToGo,Location,HOU,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,HOU 35,17,7,"Ka'imi Fairbairn kicks off 69 yards, returned by Dallis Flowers for 21 yards (tackle by Tavierre Thomas)",0.000,-0.060
3,14:53,1,10,IND 17,17,7,Parris Campbell right end for 26 yards (tackle by Jalen Pitre),-0.060,1.800
3,14:19,1,10,IND 43,17,7,Zack Moss left end for 15 yards (tackle by Jonathan Owens),1.800,2.790
3,13:37,1,10,HOU 42,17,7,"Penalty on Braden Smith: False Start, 5 yards (accepted) (no play)",2.790,2.460
3,13:20,1,15,HOU 47,17,7,Sam Ehlinger pass complete deep left to Parris Campbell for 39 yards (tackle by Jalen Pitre and Desmond King),2.460,5.370
3,12:39,1,8,HOU 8,17,7,Zack Moss up the middle for 2 yards (tackle by Jonathan Greenard and Jonathan Owens),5.370,4.950
3,12:05,2,6,HOU 6,17,7,Sam Ehlinger pass incomplete short middle intended for Michael Pittman,4.950,4.040
3,12:01,3,6,HOU 6,17,7,Sam Ehlinger pass incomplete short middle intended for Alec Pierce (defended by Christian Harris),4.040,2.990
3,11:55,4,6,HOU 6,17,7,"Penalty on Austin Deculus: Encroachment, 3 yards (accepted) (no play)",2.990,3.040
3,11:55,,,,,,Timeout #1 by Indianapolis Colts,,
3,11:55,4,3,HOU 3,17,7,Sam Ehlinger pass incomplete short left intended for Jelani Woods,3.040,0.380
3,11:51,1,10,HOU 3,17,7,Dare Ogunbowale right tackle for 6 yards (tackle by DeForest Buckner),-0.380,-0.340
3,11:26,2,4,HOU 9,17,7,Davis Mills pass incomplete deep right intended for Brandin Cooks,-0.340,-0.720
3,11:22,3,4,HOU 9,17,7,Davis Mills pass complete short right to Dare Ogunbowale for 6 yards (tackle by Brandon Facyson),-0.720,-0.220
3,10:42,1,10,HOU 15,17,7,Dare Ogunbowale right tackle for -1 yards (tackle by Zaire Franklin and E.J. Speed),-0.220,-0.820
3,10:05,2,11,HOU 14,17,7,Dare Ogunbowale right tackle for 1 yard (tackle by Rodney McLeod),-0.820,-1.370
3,9:42,3,10,HOU 15,17,7,Davis Mills pass incomplete short right intended for Chris Moore (defended by Brandon Facyson),-1.370,-2.440
3,9:38,4,10,HOU 15,17,7,"Cameron Johnston punts 47 yards, returned by Keke Coutee for 13 yards (tackle by M.J. Stewart and Jake Hansen)",-2.440,-2.320
3,9:28,1,10,HOU 49,17,7,Zack Moss left tackle for 4 yards (tackle by Christian Kirksey and Jonathan Owens),2.320,2.320
3,8:48,2,6,HOU 45,17,7,"Zack Moss up the middle for no gain (tackle by Jonathan Greenard and Jalen Pitre). Penalty on Jonathan Greenard: Face Mask (15 Yards), 15 yards (accepted) (no play)",2.320,3.580
3,8:29,1,10,HOU 30,17,7,Michael Pittman right end for no gain (tackle by Jalen Pitre and Kurt Hinish),3.580,3.030
3,7:44,2,10,HOU 30,17,7,"Sam Ehlinger scrambles right end for 8 yards (tackle by Christian Kirksey). Penalty on Christian Harris: Defensive Holding, 5 yards (accepted)",3.030,4.440
3,7:26,1,10,HOU 17,17,7,Zack Moss right tackle for 2 yards (tackle by Christian Harris),4.440,4.150
3,6:48,2,8,HOU 15,17,13,"Zack Moss left guard for 15 yards, touchdown",4.150,7.000
3,6:40,,,HOU 15,17,14,Chase McLaughlin kicks extra point good,0.000,0.000
3,6:40,,,IND 35,17,14,"Chase McLaughlin kicks off 65 yards, touchback.",0.000,0.610
3,6:40,1,10,HOU 25,17,14,Davis Mills pass complete short right to Royce Freeman for 2 yards (tackle by Brandon Facyson),0.610,0.330
3,6:01,2,8,HOU 27,17,14,Davis Mills pass complete deep right to Teagan Quitoriano for 52 yards (tackle by Bobby Okereke),0.330,4.170
3,5:11,1,10,IND 21,17,14,Royce Freeman up the middle for 3 yards (tackle by DeForest Buckner),4.170,4.040
3,4:35,2,7,IND 18,17,14,Jeff Driskel right end for -1 yards (tackle by DeForest Buckner),4.040,3.180
3,3:57,3,8,IND 19,23,14,"Davis Mills pass complete deep right to Jordan Akins for 19 yards, touchdown",3.180,7.000
3,3:51,,,IND 15,24,14,Ka'imi Fairbairn kicks extra point good,0.000,0.000
3,3:51,,,HOU 35,24,14,"Ka'imi Fairbairn kicks off 68 yards, returned by Dallis Flowers for 19 yards (tackle by Neville Hewitt)",0.000,-0.140
3,3:47,1,10,IND 16,24,14,Deon Jackson left tackle for 6 yards (tackle by M.J. Stewart),-0.140,0.280
3,3:09,2,4,IND 22,24,14,Deon Jackson right end for 3 yards (tackle by Roy Lopez and Christian Harris),0.280,-0.200
3,2:31,3,1,IND 25,24,14,Sam Ehlinger pass complete short right to Parris Campbell for -1 yards (tackle by Tavierre Thomas),-0.200,-1.770
3,1:53,4,2,IND 24,24,14,"Matt Haack punts 57 yards, fair catch by Tremon Smith at HOU-19",-1.770,-0.150
3,1:46,1,10,HOU 19,24,14,Davis Mills pass incomplete short left intended for Troy Hairston,0.150,-0.390
3,1:39,2,10,HOU 19,24,14,Dare Ogunbowale up the middle for 2 yards (tackle by Kwity Paye and Khalid Kareem),-0.390,-0.810
3,1:00,3,8,HOU 21,24,20,"Davis Mills pass short middle intended for Jordan Akins is intercepted by Rodney McLeod at HOU-27 and returned for 27 yards, touchdown",-0.810,-7.000
3,0:52,,,HOU 15,24,21,Chase McLaughlin kicks extra point good,0.000,0.000
3,0:52,,,IND 35,24,21,"Chase McLaughlin kicks off 65 yards, touchback.",0.000,0.610
3,0:52,1,10,HOU 25,24,21,Dare Ogunbowale left tackle for 2 yards (tackle by Julian Blackmon),0.610,0.330
3,0:12,2,8,HOU 27,24,21,Davis Mills pass incomplete short right intended for Teagan Quitoriano,0.330,-0.360
3,0:07,3,8,HOU 27,24,21,Davis Mills pass deep left intended for Chris Moore is intercepted by Rodney Thomas at IND-31 and returned for 11 yards (tackle by Rex Burkhead),-0.360,-1.730
Quarter,Time,Down,ToGo,Location,HOU,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,IND 42,24,21,Zack Moss up the middle for 10 yards (tackle by Jalen Pitre),1.730,2.390
4,14:28,1,10,HOU 48,24,21,"Sam Ehlinger pass complete short middle to Parris Campbell for -6 yards. Parris Campbell fumbles, recovered by Michael Pittman at IND-41 and returned for 5 yards (tackle by Ogbonnia Okoronkwo and Roy Lopez)",2.390,1.040
4,13:45,2,16,IND 46,24,21,"Penalty on Jerry Hughes: Defensive Offside, 5 yards (accepted) (no play)",1.040,1.710
4,13:24,2,11,HOU 49,24,21,Sam Ehlinger pass complete deep right to Alec Pierce for 18 yards (tackle by Eric Murray),1.710,3.510
4,12:42,1,10,HOU 31,24,21,Sam Ehlinger pass complete short left to Michael Pittman for 23 yards (tackle by M.J. Stewart),3.510,5.370
4,11:58,1,8,HOU 8,24,21,Zack Moss left end for no gain (tackle by Desmond King and Jake Hansen),5.370,4.570
4,11:18,2,8,HOU 8,24,21,Zack Moss right tackle for 4 yards (tackle by Eric Murray and Tremon Smith),4.570,4.490
4,10:34,3,4,HOU 4,24,27,"Sam Ehlinger pass complete short left to Mo Alie-Cox for 4 yards, touchdown",4.490,7.000
4,10:30,,,HOU 15,24,28,Chase McLaughlin kicks extra point good,0.000,0.000
4,10:30,,,IND 35,24,28,"Chase McLaughlin kicks off 65 yards, touchback.",0.000,0.610
4,10:30,1,10,HOU 25,24,28,Royce Freeman up the middle for 3 yards (tackle by Rodney McLeod and E.J. Speed),0.610,0.470
4,9:51,2,7,HOU 28,24,28,Davis Mills pass incomplete short middle intended for Amari Rodgers,0.470,-0.230
4,9:48,3,7,HOU 28,24,28,Davis Mills pass complete short left to Amari Rodgers for 5 yards (tackle by Julian Blackmon),-0.230,-1.180
4,9:07,4,2,HOU 33,24,28,"Cameron Johnston punts 51 yards, recovered by Darrell Baker at IND-17 and returned for 7 yards (tackle by Blake Cashman)",-1.180,-0.540
4,8:57,1,10,IND 24,24,28,Zack Moss up the middle for 3 yards (tackle by Tavierre Thomas),0.540,0.400
4,8:23,2,7,IND 27,24,28,Sam Ehlinger pass complete short middle to Alec Pierce for 11 yards (tackle by Desmond King),0.400,1.470
4,7:44,1,10,IND 38,24,28,Zack Moss up the middle for 4 yards (tackle by Eric Murray and Tavierre Thomas),1.470,1.460
4,7:02,2,6,IND 42,24,28,Zack Moss right tackle for 5 yards (tackle by Christian Kirksey),1.460,1.420
4,6:22,3,1,IND 47,24,28,Zack Moss up the middle for 3 yards (tackle by Roy Lopez),1.420,2.260
4,5:38,1,10,IND 50,24,28,Sam Ehlinger pass complete short left to Deon Jackson for 11 yards (tackle by Christian Kirksey),2.260,2.980
4,5:02,1,10,HOU 39,24,28,Deon Jackson left end for -1 yards (tackle by Christian Harris and Jonathan Greenard),2.980,2.300
4,4:28,2,11,HOU 40,24,28,Sam Ehlinger pass incomplete deep left intended for Parris Campbell,2.300,1.620
4,4:22,3,11,HOU 40,24,28,Sam Ehlinger scrambles up the middle for 4 yards (tackle by Blake Cashman),1.620,0.880
4,3:37,4,7,HOU 36,24,31,Chase McLaughlin 54 yard field goal good,0.880,3.000
4,3:33,,,IND 35,24,31,"Chase McLaughlin kicks off 67 yards, returned by Tremon Smith for 19 yards (tackle by Cameron McGrone)",0.000,-0.060
4,3:29,1,10,HOU 17,24,31,Davis Mills pass incomplete short left intended for Jordan Akins,-0.060,-0.580
4,3:25,2,10,HOU 17,24,31,Davis Mills pass complete short left to Jordan Akins for 8 yards (tackle by E.J. Speed),-0.580,-0.240
4,2:55,3,2,HOU 25,24,31,Dare Ogunbowale left tackle for 3 yards (tackle by Zaire Franklin),-0.240,0.810
4,2:32,1,10,HOU 28,24,31,Davis Mills pass complete short right to Amari Rodgers for 14 yards (tackle by Rodney Thomas),0.810,1.730
4,2:09,1,10,HOU 42,24,31,Davis Mills pass incomplete short right,1.730,1.190
4,2:03,2,10,HOU 42,24,31,Davis Mills pass complete short left to Chris Moore for 12 yards (tackle by Julian Blackmon),1.190,2.520
4,1:56,1,10,IND 46,24,31,Davis Mills pass complete short right to Dare Ogunbowale for 2 yards (tackle by Zaire Franklin and Julian Blackmon),2.520,2.250
4,1:51,2,8,IND 44,24,31,"Penalty on A.J. Cann: False Start, 5 yards (accepted) (no play)",2.250,1.570
4,1:51,2,13,IND 49,24,31,Davis Mills pass incomplete short left intended for Dare Ogunbowale,1.570,0.890
4,1:45,3,13,IND 49,24,31,Davis Mills pass complete short left to Rex Burkhead for 1 yard (tackle by Brandon Facyson),0.890,0.070
4,1:26,,,,,,Timeout #1 by Houston Texans,,
4,1:26,4,12,IND 48,24,31,"Davis Mills pass complete deep left to Brandin Cooks for 30 yards Replay Assistant challenged the pass completion ruling, and the play was upheld.",0.070,4.370
4,1:19,1,10,IND 18,24,31,Davis Mills pass incomplete deep left intended for Chris Moore,4.370,3.800
4,1:14,2,10,IND 18,24,31,Davis Mills pass incomplete short left,3.800,3.050
4,1:07,3,10,IND 18,24,31,Davis Mills sacked by Zaire Franklin for -10 yards,3.050,1.590
4,0:58,,,,,,Timeout #2 by Houston Texans,,
4,0:58,4,20,IND 28,30,31,"Davis Mills pass complete deep middle to Jordan Akins for 28 yards, touchdown",1.590,7.000
4,0:50,,,IND 2,32,31,Two Point Attempt: Davis Mills pass complete to to Jordan Akins for no gain,1.000,1.000
4,0:50,,,HOU 35,32,31,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.000,0.610
4,0:50,1,10,IND 25,32,31,Sam Ehlinger pass incomplete short middle intended for Parris Campbell,0.610,0.060
4,0:46,2,10,IND 25,32,31,Sam Ehlinger pass incomplete short right intended for Jelani Woods,0.060,-0.620
4,0:41,3,10,IND 25,32,31,Sam Ehlinger pass complete short middle to Deon Jackson for 11 yards (tackle by Christian Harris),-0.620,1.330
4,0:34,,,,,,Timeout #2 by Indianapolis Colts,,
4,0:34,1,10,IND 36,32,31,Sam Ehlinger pass complete short left to Jelani Woods for 9 yards (tackle by Blake Cashman and Tavierre Thomas),1.330,2.010
4,0:13,2,1,IND 45,32,31,"Sam Ehlinger pass complete to Parris Campbell for 5 yards Replay Assistant challenged the runner was in bounds ruling, and the original play was overturned. Sam Ehlinger pass complete short left to Parris Campbell for 1 yard (tackle by Desmond King)",2.010,1.990
4,0:08,,,,,,Timeout #3 by Indianapolis Colts,,
4,0:08,1,10,IND 46,32,31,Sam Ehlinger pass incomplete short right intended for Deon Jackson,1.990,1.450
4,0:02,2,10,IND 46,32,31,Sam Ehlinger pass incomplete deep middle (defended by Tremon Smith),1.450,0.760
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
