Quarter,Time,Down,ToGo,Location,BUF,NYJ,Detail,EPB,EPA
1,1:32,3,11,NYJ 24,14,0,Josh McCown pass incomplete short right intended for Elijah McGuire,-0.760,-1.770
1,1:28,4,11,NYJ 24,14,0,"Lac Edwards punts 60 yards, returned by Isaiah McKenzie for 11 yards",-1.770,-0.740
1,1:17,1,10,BUF 27,14,0,Matt Barkley pass complete deep right to Zay Jones for 33 yards (tackle by Buster Skrine),0.740,2.920
1,0:37,1,10,NYJ 40,14,0,LeSean McCoy left tackle for no gain (tackle by Nathan Shepherd),2.920,2.370
Quarter,Time,Down,ToGo,Location,BUF,NYJ,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,10,NYJ 40,14,0,Matt Barkley pass incomplete deep left intended for Zay Jones (defended by Morris Claiborne),2.370,1.680
2,14:54,3,10,NYJ 40,14,0,Matt Barkley pass complete short right to Zay Jones for 9 yards (tackle by Trumaine Johnson),1.680,1.410
2,14:11,4,1,NYJ 31,14,0,"LeSean McCoy left end for no gain (tackle by Avery Williamson) Penalty on BUF: Illegal Shift, 5 yards (no play)",1.410,0.880
2,13:57,4,6,NYJ 36,17,0,Stephen Hauschka 54 yard field goal good,0.880,3.000
2,13:52,,,BUF 35,17,0,"Stephen Hauschka kicks off 65 yards, touchback.",0.000,0.610
2,13:52,1,10,NYJ 25,17,0,Josh McCown pass incomplete short middle intended for Jermaine Kearse,0.610,0.060
2,13:46,2,10,NYJ 25,17,0,Josh McCown pass complete short right to Jermaine Kearse for 8 yards (tackle by Tremaine Edmunds),0.060,0.430
2,13:09,3,2,NYJ 33,17,0,Josh McCown pass incomplete short right intended for Elijah McGuire,0.430,-1.180
2,13:04,4,2,NYJ 33,17,0,"Lac Edwards punts 52 yards, returned by Isaiah McKenzie for 21 yards (tackle by Neville Hewitt)",-1.180,-1.330
2,12:52,1,10,BUF 36,17,0,Marcus Murphy up the middle for 4 yards (tackle by Jeremiah Attaochu),1.330,1.330
2,12:25,2,6,BUF 40,17,0,LeSean McCoy left tackle for 2 yards (tackle by Darron Lee and Jeremiah Attaochu),1.330,0.890
2,11:46,3,4,BUF 42,17,0,Matt Barkley pass complete short right to Zay Jones for 5 yards (tackle by Buster Skrine),0.890,2.060
2,11:12,1,10,BUF 47,17,0,LeSean McCoy right tackle for 8 yards (tackle by Avery Williamson),2.060,2.600
2,10:41,2,2,NYJ 45,17,0,LeSean McCoy right guard for 5 yards (tackle by Darron Lee),2.600,2.920
2,10:03,1,10,NYJ 40,17,0,Marcus Murphy right guard for 6 yards (tackle by Avery Williamson),2.920,3.180
2,9:28,2,4,NYJ 34,17,0,Marcus Murphy right guard for 5 yards (tackle by Brandon Copeland and Avery Williamson),3.180,3.640
2,8:53,1,10,NYJ 29,17,0,Matt Barkley pass complete short left to Andre Holmes for 22 yards (tackle by Buster Skrine),3.640,5.600
2,8:02,1,7,NYJ 7,23,0,"Matt Barkley pass complete short left to Dion Dawkins for 7 yards, touchdown",5.600,7.000
2,7:58,,,NYJ 15,24,0,Stephen Hauschka kicks extra point good,0.000,0.000
2,7:58,,,BUF 35,24,0,"Stephen Hauschka kicks off 70 yards, returned by Andre Roberts for no gain",0.000,0.940
2,7:53,1,10,NYJ 30,24,0,Isaiah Crowell left end for -7 yards (tackle by Jerry Hughes),0.940,-0.550
2,7:28,2,17,NYJ 23,24,0,Josh McCown pass complete short left to Isaiah Crowell for 18 yards (tackle by Taron Johnson),-0.550,1.660
2,6:50,1,10,NYJ 41,24,0,Josh McCown pass complete short right to Isaiah Crowell for no gain (tackle by Taron Johnson),1.660,1.120
2,6:16,2,10,NYJ 41,24,0,Trenton Cannon right end for 9 yards (tackle by Matt Milano),1.120,1.620
2,5:40,3,1,NYJ 50,24,0,Isaiah Crowell up the middle for no gain (tackle by Lorenzo Alexander),1.620,-0.060
2,5:05,,,,,,Timeout #1 by Buffalo Bills,,
2,5:05,4,1,NYJ 50,24,0,Elijah McGuire up the middle for 13 yards (tackle by Jordan Poyer and Levi Wallace),-0.060,3.120
2,4:33,1,10,BUF 37,24,0,"Elijah McGuire right end for no gain (tackle by Levi Wallace). Penalty on Jordan Leggett: Offensive Holding, 10 yards. Penalty on Jermaine Kearse: Offensive Holding (Declined) (no play)",3.120,2.460
2,4:08,1,20,BUF 47,24,0,Josh McCown pass deep left intended for Trenton Cannon is intercepted by Matt Milano at BUF-17 and returned for 29 yards,2.460,-1.990
2,3:55,1,10,BUF 46,24,0,LeSean McCoy up the middle for 5 yards (tackle by Darron Lee),1.990,2.130
2,3:15,2,5,NYJ 49,24,0,LeSean McCoy right end for 23 yards (tackle by Marcus Maye),2.130,3.840
2,2:38,1,10,NYJ 26,24,0,Marcus Murphy right tackle for 1 yard (tackle by Brandon Copeland),3.840,3.430
2,2:00,2,9,NYJ 25,24,0,Marcus Murphy right guard for 17 yards,3.430,5.370
2,1:53,1,8,NYJ 8,24,0,LeSean McCoy up the middle for 7 yards (tackle by Marcus Maye),5.370,5.910
2,1:29,2,1,NYJ 1,24,0,Matt Barkley up the middle for no gain (tackle by Mike Pennel and Nathan Shepherd),5.910,5.170
2,0:45,3,1,NYJ 1,30,0,"LeSean McCoy right guard for 1 yard, touchdown",5.170,7.000
2,0:42,,,NYJ 15,31,0,Stephen Hauschka kicks extra point good,0.000,0.000
2,0:42,,,BUF 35,31,0,"Stephen Hauschka kicks off 64 yards, returned by Andre Roberts for no gain (tackle by Deon Lacey)",0.000,1.400
2,0:35,1,10,NYJ 37,31,0,Josh McCown pass complete short left to Charone Peake for 11 yards (tackle by Rafael Bush),1.400,2.130
2,0:29,1,10,NYJ 48,31,0,Josh McCown sacked by Jerry Hughes for -8 yards,2.130,0.500
2,0:22,,,,,,Timeout #1 by New York Jets,,
2,0:22,2,18,NYJ 40,31,0,Josh McCown pass complete short right to Chris Herndon for 11 yards (tackle by Tremaine Edmunds and Jordan Poyer),0.500,1.290
2,0:15,,,,,,Timeout #2 by New York Jets,,
2,0:15,3,7,BUF 49,31,0,Josh McCown pass incomplete deep middle intended for Rishard Matthews (defended by Levi Wallace),1.290,0.000
2,0:10,,,,,,Timeout #2 by Buffalo Bills,,
2,0:10,4,7,BUF 49,31,0,Josh McCown pass complete short middle to Elijah McGuire for 12 yards (tackle by Rafael Bush and Matt Milano),0.000,3.120
2,0:02,,,,,,Timeout #3 by New York Jets,,
2,0:02,,,,,,Timeout #3 by Buffalo Bills,,
2,0:02,1,10,BUF 37,31,3,Jason Myers 55 yard field goal good,3.120,-3.000
Quarter,Time,Down,ToGo,Location,BUF,NYJ,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BUF 35,31,3,"Stephen Hauschka kicks off 62 yards, returned by Andre Roberts for no gain (tackle by Logan Thomas and Rafael Bush)",0.000,0.810
3,14:55,1,10,NYJ 28,31,3,Josh McCown pass incomplete deep right intended for Trenton Cannon,0.810,0.260
3,14:49,2,10,NYJ 28,31,3,Josh McCown pass complete short right to Quincy Enunwa for 7 yards (tackle by Matt Milano),0.260,0.500
3,14:17,3,3,NYJ 35,31,3,Josh McCown pass complete short right to Elijah McGuire for 4 yards (tackle by TreDavious White),0.500,1.530
3,13:48,1,10,NYJ 39,31,3,Josh McCown pass incomplete short middle intended for Elijah McGuire,1.530,0.990
3,13:42,2,10,NYJ 39,31,3,Elijah McGuire up the middle for no gain (tackle by Tremaine Edmunds and Harrison Phillips),0.990,0.300
3,13:07,3,10,NYJ 39,31,3,Josh McCown pass incomplete short left intended for Quincy Enunwa (defended by Kyle Williams),0.300,-0.780
3,13:03,4,10,NYJ 39,31,3,"Lac Edwards punts 46 yards, returned by Isaiah McKenzie for 2 yards (tackle by Kevin Pierre-Louis)",-0.780,0.060
3,12:53,1,10,BUF 17,31,3,Matt Barkley pass complete short left to Isaiah McKenzie for 14 yards (tackle by Marcus Maye),-0.060,1.000
3,12:18,1,10,BUF 31,31,3,LeSean McCoy right guard for no gain (tackle by Mike Pennel),1.000,0.460
3,11:35,2,10,BUF 31,31,3,LeSean McCoy left guard for 1 yard (tackle by Avery Williamson and Darron Lee),0.460,-0.100
3,10:56,3,9,BUF 32,31,3,LeSean McCoy up the middle for 6 yards (tackle by Jamal Adams),-0.100,-0.850
3,10:15,4,3,BUF 38,31,3,"Colton Schmidt punts 35 yards, fair catch by Andre Roberts at NYJ-27",-0.850,-0.740
3,10:10,1,10,NYJ 27,31,3,Isaiah Crowell right end for 4 yards (tackle by Rafael Bush),0.740,0.740
3,9:33,2,6,NYJ 31,31,3,Josh McCown pass complete short left to Chris Herndon for 22 yards (tackle by Tremaine Edmunds),0.740,2.460
3,9:06,1,10,BUF 47,31,3,Trenton Cannon left end for 21 yards (tackle by Jordan Poyer),2.460,3.840
3,8:23,1,10,BUF 26,31,3,Josh McCown sacked by Shaq Lawson for -5 yards,3.840,2.620
3,7:44,2,15,BUF 31,31,3,Isaiah Crowell right tackle for 18 yards (tackle by Micah Hyde and Jerry Hughes),2.620,4.710
3,7:09,1,10,BUF 13,31,3,Josh McCown pass complete short middle to Jermaine Kearse for 8 yards (tackle by Micah Hyde and Rafael Bush),4.710,5.540
3,6:37,2,2,BUF 5,31,9,"Isaiah Crowell left end for 5 yards, touchdown",5.540,7.000
3,6:32,,,BUF 15,31,10,Jason Myers kicks extra point good,0.000,0.000
3,6:32,,,NYJ 35,31,10,"Jason Myers kicks off 63 yards, returned by Isaiah McKenzie for no gain (tackle by Buster Skrine)",0.000,1.270
3,6:24,1,10,BUF 35,31,10,LeSean McCoy up the middle for 2 yards (tackle by Darron Lee and Tarell Basham),1.270,0.990
3,5:50,2,8,BUF 37,31,10,Matt Barkley pass complete short right to Zay Jones for 12 yards (tackle by Buster Skrine),0.990,2.190
3,5:18,1,10,BUF 49,31,10,"Matt Barkley pass complete short right to Logan Thomas for 1 yard (tackle by Darron Lee). Penalty on Jordan Mills: Illegal Block Above the Waist, 10 yards",2.190,1.600
3,4:56,1,19,BUF 40,31,10,Matt Barkley pass incomplete short right intended for Kelvin Benjamin (defended by Jamal Adams),1.600,0.430
3,4:51,2,19,BUF 40,31,10,LeSean McCoy right end for -1 yards (tackle by Jamal Adams),0.430,-0.360
3,4:10,3,20,BUF 39,31,10,Matt Barkley pass complete deep left to Robert Foster for 43 yards (tackle by Morris Claiborne),-0.360,4.370
3,3:25,1,10,NYJ 18,31,10,LeSean McCoy up the middle for 4 yards (tackle by Avery Williamson),4.370,4.430
3,2:50,2,6,NYJ 14,31,10,LeSean McCoy up the middle for 2 yards (tackle by Mike Pennel),4.430,4.030
3,2:08,3,4,NYJ 12,31,10,Matt Barkley pass complete short left to Zay Jones for 8 yards (tackle by Trumaine Johnson),4.030,6.280
3,1:29,1,4,NYJ 4,31,10,Matt Barkley pass incomplete short right intended for Terrelle Pryor,6.280,5.340
3,1:22,2,4,NYJ 4,31,10,LeSean McCoy left tackle for -4 yards (tackle by Avery Williamson),5.340,3.580
3,0:39,3,8,NYJ 8,37,10,"Matt Barkley pass complete short middle to Zay Jones for 8 yards, touchdown",3.580,7.000
3,0:33,,,NYJ 15,38,10,Stephen Hauschka kicks extra point good,0.000,0.000
3,0:33,,,BUF 35,38,10,"Stephen Hauschka kicks off 56 yards, returned by Andre Roberts for no gain (tackle by Eddie Yarbrough)",0.000,0.870
3,0:26,1,10,NYJ 29,38,10,Josh McCown pass complete short left to Chris Herndon for 1 yard (tackle by Tremaine Edmunds),0.870,0.460
Quarter,Time,Down,ToGo,Location,BUF,NYJ,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,9,NYJ 30,38,10,Josh McCown pass incomplete short right intended for Quincy Enunwa (defended by Shaq Lawson),0.460,-0.230
4,14:58,3,9,NYJ 30,38,10,Josh McCown pass incomplete short left intended for Jermaine Kearse,-0.230,-1.370
4,14:53,4,9,NYJ 30,38,10,Lac Edwards punts 30 yards out of bounds,-1.370,-1.600
4,14:47,1,10,BUF 40,38,10,Marcus Murphy up the middle for 7 yards (tackle by Marcus Maye and Morris Claiborne),1.600,2.000
4,14:07,2,3,BUF 47,38,10,Marcus Murphy left guard for 2 yards (tackle by Darron Lee and Avery Williamson),2.000,1.550
4,13:21,3,1,BUF 49,38,10,Matt Barkley sacked by Jamal Adams and Jordan Jenkins for -8 yards,1.550,-0.650
4,12:46,4,9,BUF 41,38,10,"Colton Schmidt punts 40 yards, fair catch by Andre Roberts at NYJ-19",-0.650,-0.150
4,12:40,1,10,NYJ 19,38,10,Elijah McGuire right tackle for 9 yards (tackle by Jordan Poyer),0.150,0.880
4,12:19,2,1,NYJ 28,38,10,Elijah McGuire left end for 7 yards (tackle by Matt Milano),0.880,1.270
4,11:55,1,10,NYJ 35,38,10,Josh McCown pass complete short middle to Jordan Leggett for 6 yards (tackle by Tremaine Edmunds),1.270,1.530
4,11:40,2,4,NYJ 41,38,10,Josh McCown pass complete short left to Quincy Enunwa for 5 yards (tackle by Deon Lacey),1.530,1.990
4,11:18,1,10,NYJ 46,38,10,Josh McCown pass complete short middle to Elijah McGuire for 11 yards (tackle by TreDavious White),1.990,2.720
4,10:54,1,10,BUF 43,38,10,Josh McCown pass incomplete short right,2.720,2.180
4,10:50,2,10,BUF 43,38,10,"Penalty on Jerry Hughes: Defensive Offside, 5 yards (no play)",2.180,2.850
4,10:50,2,5,BUF 38,38,10,Josh McCown pass complete short right to Quincy Enunwa for 1 yard (tackle by Jordan Poyer and Deon Lacey),2.850,2.280
4,10:24,3,4,BUF 37,38,10,Josh McCown pass short middle intended for Jermaine Kearse is intercepted by Micah Hyde at BUF-30 and returned for 16 yards,2.280,-1.990
4,10:15,1,10,BUF 46,38,10,LeSean McCoy left guard for 2 yards (tackle by Steve McLendon),1.990,1.720
4,9:34,2,8,BUF 48,38,10,LeSean McCoy up the middle for -1 yards (tackle by Leonard Williams and Steve McLendon),1.720,0.890
4,8:58,3,9,BUF 47,38,10,Matt Barkley pass incomplete deep right intended for Terrelle Pryor,0.890,-0.260
4,8:51,4,9,BUF 47,38,10,"Colton Schmidt punts 53 yards, touchback.",-0.260,-0.280
4,8:43,1,10,NYJ 20,38,10,Elijah McGuire right end for 2 yards (tackle by Rafael Bush and Shaq Lawson),0.280,0.000
4,8:21,2,8,NYJ 22,38,10,Josh McCown pass incomplete short middle intended for Chris Herndon,0.000,-0.690
4,8:17,3,8,NYJ 22,38,10,Josh McCown pass incomplete deep right intended for Quincy Enunwa,-0.690,-1.900
4,8:12,4,8,NYJ 22,38,10,Lac Edwards punts 26 yards downed by Jordan Jenkins,-1.900,-2.390
4,8:05,1,10,NYJ 48,38,10,LeSean McCoy left end for 4 yards (tackle by Jordan Jenkins and Nathan Shepherd),2.390,2.390
4,7:20,2,6,NYJ 44,38,10,LeSean McCoy up the middle for 2 yards (tackle by Jordan Jenkins),2.390,1.950
4,6:40,3,4,NYJ 42,38,10,Isaiah McKenzie right end for 15 yards (tackle by Frankie Luvu),1.950,3.780
4,5:54,1,10,NYJ 27,38,10,Isaiah McKenzie left end for 5 yards (tackle by Morris Claiborne and Darron Lee),3.780,3.910
4,5:10,2,5,NYJ 22,38,10,Marcus Murphy right end for 5 yards (tackle by Nathan Shepherd),3.910,4.440
4,4:22,1,10,NYJ 17,38,10,Marcus Murphy left guard for 1 yard (tackle by Nathan Shepherd and Mike Pennel),4.440,4.000
4,3:38,2,9,NYJ 16,38,10,Marcus Murphy left end for 3 yards (tackle by Avery Williamson),4.000,3.680
4,2:53,3,6,NYJ 13,38,10,Matt Barkley pass incomplete short left intended for Robert Foster (defended by Morris Claiborne),3.680,2.590
4,2:47,4,6,NYJ 13,41,10,Stephen Hauschka 31 yard field goal good,2.590,3.000
4,2:44,,,BUF 35,41,10,"Stephen Hauschka kicks off 42 yards, returned by Eric Tomlinson for no gain (tackle by Siran Neal)",0.000,1.140
4,2:39,1,10,NYJ 33,41,10,Trenton Cannon right guard for 3 yards (tackle by Harrison Phillips),1.140,1.000
4,2:12,2,7,NYJ 36,41,10,Josh McCown pass complete short right to Trenton Cannon for 5 yards (tackle by Ryan Lewis and Jordan Phillips),1.000,0.960
4,2:00,3,2,NYJ 41,41,10,Trenton Cannon left end for -3 yards (tackle by Siran Neal),0.960,-0.850
4,1:55,4,5,NYJ 38,41,10,Josh McCown pass incomplete short middle intended for Trenton Cannon,-0.850,-3.050
4,1:50,1,10,NYJ 38,41,10,Marcus Murphy right guard for 7 yards (tackle by Marcus Maye),3.050,3.450
4,1:08,2,3,NYJ 31,41,10,Matt Barkley kneels for -1 yards,3.450,2.610
4,0:36,3,4,NYJ 32,41,10,Matt Barkley kneels for -1 yards,2.610,1.170
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
