Quarter,Time,Tm,Detail,CIN,PIT
1.0,8:22,Bengals,Randy Bullock 28 yard field goal,3,0
2.0,10:32,Steelers,James Conner 21 yard pass from Mason Rudolph (Chris Boswell kick),3,7
,0:58,Steelers,Chris Boswell 29 yard field goal,3,10
3.0,10:36,Steelers,Jaylen Samuels 2 yard rush (Chris Boswell kick),3,17
,9:24,Steelers,Diontae Johnson 43 yard pass from Mason Rudolph (Chris Boswell kick),3,24
4.0,5:51,Steelers,Chris Boswell 49 yard field goal,3,27
