Quarter,Time,Tm,Detail,GNB,MIN
1.0,1:34,Packers,Eddie Lacy 1 yard rush (Mason Crosby kick),7,0
2.0,11:06,Vikings,Charles Johnson 22 yard pass from Teddy Bridgewater (Blair Walsh kick),7,7
,5:23,Packers,Richard Rodgers 1 yard pass from Aaron Rodgers (Mason Crosby kick),14,7
,0:16,Vikings,Blair Walsh 39 yard field goal,14,10
3.0,6:42,Vikings,Blair Walsh 51 yard field goal,14,13
,2:41,Packers,Mason Crosby 48 yard field goal,17,13
4.0,8:34,Packers,Eddie Lacy 10 yard pass from Aaron Rodgers (Mason Crosby kick),24,13
,3:23,Vikings,Greg Jennings 5 yard pass from Teddy Bridgewater (Charles Johnson pass from Teddy Bridgewater),24,21
