0,1
Game Info,Game Info
Won Toss,Jaguars
Roof,outdoors
Surface,grass
Duration,3:06
Attendance,66090
Weather,"77 degrees, relative humidity 64%, wind 9 mph, wind chill 0"
Vegas Line,Jacksonville Jaguars -10.5
Over/Under,39.0 (over)
