Quarter,Time,Down,ToGo,Location,OAK,CLE,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Browns won the coin toss, Browns to receive the opening kickoff.",,
1,15:00,,,OAK 30,0,0,"Sebastian Janikowski kicks off 60 yards, returned by Andra Davis for 21 yards (tackle by Justin Fargas). Penalty on Chaun Thompson: Offensive Holding, 10 yards",0.000,-0.280
1,14:55,1,10,CLE 14,0,0,Tim Couch pass incomplete intended for William Green,-0.280,-0.750
1,14:49,2,10,CLE 14,0,0,William Green right guard for 2 yards (tackle by Travian Smith),-0.750,-1.160
1,14:14,3,8,CLE 16,0,0,Tim Couch pass complete to Jamel White for 13 yards (tackle by Travian Smith),-1.160,0.870
1,13:46,1,10,CLE 29,0,0,"William Green left guard for 2 yards (tackle by Charles Woodson). William Green fumbles (forced by Charles Woodson), recovered by Anthony Dorsett at CLE-31 and returned for 7 yards (tackle by Barry Stokes)",0.870,-3.970
1,13:37,1,10,CLE 24,0,0,"Charlie Garner for no gain. Penalty on Doug Jolley: Offensive Holding, 10 yards (no play)",3.970,3.310
1,13:14,1,20,CLE 34,0,0,Charlie Garner left tackle for 8 yards (tackle by Robert Griffith),3.310,3.160
1,12:36,2,12,CLE 26,0,0,Alvis Whitted left end for 10 yards (tackle by Gerard Warren),3.160,3.950
1,11:53,3,2,CLE 16,0,0,Rich Gannon pass complete to Charlie Garner for 2 yards (tackle by Ben Taylor),3.950,4.650
1,11:15,1,10,CLE 14,0,0,Charlie Garner left guard for 3 yards (tackle by Ben Taylor and Andra Davis),4.650,4.520
1,10:39,2,7,CLE 11,0,0,Justin Fargas right tackle for 1 yard (tackle by Courtney Brown and Ben Taylor),4.520,3.820
1,9:56,3,6,CLE 10,6,0,"Rich Gannon pass complete to Tim Johnson for 10 yards, touchdown",3.820,7.000
1,,,,CLE 2,7,0,Sebastian Janikowski kicks extra point good,0.000,0.000
1,,,,OAK 30,7,0,"Sebastian Janikowski kicks off 71 yards, returned by Andra Davis for 31 yards (tackle by Ronald Curry)",0.000,0.940
1,9:42,1,10,CLE 30,7,0,William Green up the middle for 2 yards (tackle by Eric Barton and Tyler Brayton),0.940,0.660
1,9:06,2,8,CLE 32,7,0,Tim Couch pass complete to Quincy Morgan for -6 yards (tackle by Phillip Buchanon),0.660,-0.820
1,8:22,3,14,CLE 26,7,0,Tim Couch pass complete to Jamel White for 17 yards (tackle by Clarence Love),-0.820,1.800
1,7:41,1,10,CLE 43,7,0,William Green up the middle for 5 yards (tackle by Napoleon Harris),1.800,1.930
1,7:05,2,5,CLE 48,7,0,Tim Couch pass complete to William Green for -2 yards (tackle by Napoleon Harris),1.930,0.960
1,6:19,3,7,CLE 46,7,0,Tim Couch pass incomplete intended for Kevin Johnson (defended by Chris Cooper),0.960,-0.320
1,6:16,4,7,CLE 46,7,0,"Chris Gardocki punts 54 yards, touchback",-0.320,-0.280
1,6:06,1,10,OAK 20,7,0,Charlie Garner left guard for 1 yard (tackle by Andra Davis and Ben Taylor),0.280,-0.130
1,5:33,2,9,OAK 21,7,0,Charlie Garner right tackle for 2 yards (tackle by Andra Davis and Orpheus Roye),-0.130,-0.560
1,4:49,3,7,OAK 23,7,0,Rich Gannon pass incomplete intended for Jerry Rice (defended by Mark Word),-0.560,-1.830
1,4:44,4,7,OAK 23,7,0,"Shane Lechler punts 52 yards, returned by Dennis Northcutt for 18 yards (tackle by Justin Fargas). Penalty on Kevin Bentley: Offensive Holding, 10 yards",-1.830,0.220
1,4:27,1,10,CLE 15,7,0,Tim Couch pass complete to Kevin Johnson for 8 yards (tackle by Terrance Shaw),-0.220,0.480
1,3:54,2,2,CLE 23,7,0,William Green right guard for 12 yards (tackle by Charles Woodson and Rod Woodson). Penalty on Akbar Gbaja-Biamila: Defensive Offside (Declined),0.480,1.270
1,3:27,1,10,CLE 35,7,0,William Green left tackle for 2 yards (tackle by Akbar Gbaja-Biamila and Napoleon Harris),1.270,0.990
1,2:46,2,8,CLE 37,7,0,Tim Couch pass complete to Dennis Northcutt for 13 yards (tackle by Travian Smith),0.990,2.260
1,2:09,1,10,CLE 50,7,0,Tim Couch pass complete to Kevin Johnson for 9 yards (tackle by Anthony Dorsett),2.260,2.930
1,1:36,2,1,OAK 41,7,0,William Green left guard for 3 yards (tackle by Travian Smith),2.930,3.050
1,0:59,1,10,OAK 38,7,0,Tim Couch pass incomplete intended for Kevin Johnson,3.050,2.510
1,0:52,2,10,OAK 38,7,0,"Penalty on Trace Armstrong: Neutral Zone Infraction, 5 yards (no play)",2.510,3.180
1,0:52,2,5,OAK 33,7,0,William Green left tackle for 2 yards (tackle by Eric Barton and Terrance Shaw),3.180,2.740
1,0:11,3,3,OAK 31,7,0,Tim Couch pass complete to Tim Couch for -3 yards (tackle by Dana Stubblefield),2.740,1.070
Quarter,Time,Down,ToGo,Location,OAK,CLE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,6,OAK 34,7,3,Phil Dawson 52 yard field goal good,1.070,3.000
2,,,,CLE 30,7,3,"Phil Dawson kicks off 69 yards, returned by Ronney Jenkins for 33 yards (tackle by Michael Lehan)",0.000,1.200
2,14:47,1,10,OAK 34,7,3,Rich Gannon pass complete to Tim Johnson for 9 yards (tackle by Courtney Brown),1.200,1.870
2,14:06,2,1,OAK 43,7,3,Charlie Garner right guard for 1 yard (tackle by Andra Davis),1.870,1.860
2,14:06,1,10,OAK 44,7,3,"Penalty on Brad Badger: False Start, 5 yards (no play)",1.860,1.530
2,13:06,1,15,OAK 39,7,3,Charlie Garner left guard for 4 yards (tackle by Gerard Warren and Mark Word),1.530,1.180
2,12:30,2,11,OAK 43,7,3,Rich Gannon pass complete to Charlie Garner for 5 yards (tackle by Kevin Bentley),1.180,1.160
2,11:50,3,6,OAK 48,7,3,Rich Gannon pass complete to Charlie Garner for 4 yards (tackle by Ben Taylor),1.160,0.070
2,11:15,4,2,CLE 48,7,3,"Shane Lechler punts 37 yards, fair catch by Dennis Northcutt",0.070,0.370
2,11:07,1,10,CLE 11,7,3,William Green right tackle for 8 yards (tackle by Napoleon Harris),-0.370,0.170
2,10:34,2,2,CLE 19,7,3,"William Green right end for 2 yards (tackle by Eric Barton). Penalty on Darnell Sanders: Offensive Holding, 10 yards (no play)",0.170,-0.930
2,10:11,2,12,CLE 9,7,3,William Green right end for 3 yards (tackle by Phillip Buchanon and Anthony Dorsett),-0.930,-1.300
2,9:31,3,9,CLE 12,7,3,"Tim Couch pass incomplete intended for Andra Davis. Penalty on Eric Barton: Defensive Pass Interference, 12 yards (no play)",-1.300,0.540
2,9:23,1,10,CLE 24,7,3,Tim Couch pass complete to Andra Davis for 17 yards (tackle by Rod Woodson),0.540,1.660
2,8:41,1,10,CLE 41,7,3,William Green left end for 5 yards (tackle by Trace Armstrong),1.660,1.800
2,7:58,2,5,CLE 46,7,3,"Tim Couch pass complete to Quincy Morgan for 9 yards (tackle by Derrick Gibson). Penalty on Paul Zukauskas: Offensive Holding, 10 yards (no play)",1.800,0.450
2,7:30,2,15,CLE 36,7,3,Tim Couch pass complete to Quincy Morgan for 10 yards (tackle by Terrance Shaw),0.450,1.090
2,6:50,3,5,CLE 46,7,3,"Tim Couch pass incomplete intended for Kevin Johnson is intercepted by Phillip Buchanon at OAK-38 and returned for 25 yards (tackle by Shaun O'Hara). Penalty on DeLawrence Grant: Defensive Offside, 5 yards (no play)",1.090,2.320
2,6:18,1,10,OAK 49,7,3,Tim Couch sacked by Travian Smith for -6 yards,2.320,0.970
2,5:50,2,16,CLE 45,7,3,Tim Couch pass complete to Jamel White for no gain,0.970,0.300
2,5:21,3,16,CLE 45,7,3,"Tim Couch pass complete to Jamel White for 10 yards (tackle by Eric Barton). Penalty on Trace Armstrong: Defensive Offside, 5 yards (no play)",0.300,0.960
2,4:52,3,11,CLE 50,7,3,Tim Couch pass incomplete intended for Jamel White (defended by Roderick Coleman),0.960,-0.060
2,4:47,4,11,CLE 50,7,3,Chris Gardocki punts 34 yards,-0.060,0.140
2,4:39,1,10,OAK 16,7,3,Charlie Garner right guard for 1 yard (tackle by Alvin McKinley),-0.140,-0.510
2,4:04,2,9,OAK 17,7,3,Rich Gannon pass complete to Charlie Garner for 3 yards (tackle by Daylon McCutcheon),-0.510,-0.820
2,3:33,3,6,OAK 20,7,3,"Rich Gannon sacked by Courtney Brown for -3 yards. Rich Gannon fumbles (forced by Courtney Brown), recovered by Brad Badger at OAK-19",-0.820,-2.140
2,3:33,4,7,OAK 19,7,3,"Shane Lechler punts 48 yards, returned by Dennis Northcutt for no gain",-2.140,-1.140
2,2:48,1,10,CLE 33,7,3,"Jamel White up the middle for 3 yards (tackle by Eric Barton). Penalty on Tyler Brayton: Defensive Offside, 5 yards (no play)",1.140,1.870
2,2:22,1,5,CLE 38,7,3,Tim Couch pass incomplete intended for Kevin Johnson (defended by Eric Barton),1.870,1.270
2,2:18,2,5,CLE 38,7,3,Jamel White right tackle for no gain (tackle by Travian Smith),1.270,0.560
2,2:00,3,5,CLE 38,7,3,Tim Couch pass complete to Dennis Northcutt for 12 yards (tackle by Rod Woodson),0.560,2.260
2,1:41,1,10,CLE 50,7,3,Tim Couch pass incomplete intended for Kevin Johnson,2.260,1.710
2,1:37,2,10,CLE 50,7,3,Tim Couch pass incomplete intended for Andra Davis. Penalty on Andra Davis: Offensive Pass Interference (Declined),1.710,1.030
2,1:32,3,10,CLE 50,7,3,Tim Couch sacked by Trace Armstrong for -8 yards,1.030,-0.590
2,1:19,,,,7,3,Timeout #1 by Oakland Raiders,0.000,-0.590
2,1:19,4,18,CLE 42,7,3,Chris Gardocki punts 53 yards,-0.590,0.380
2,1:08,1,10,OAK 5,7,3,Rich Gannon pass complete to Doug Jolley for 9 yards (tackle by Anthony Henry),-0.380,-0.100
2,0:44,2,1,OAK 14,7,3,Charlie Garner left guard for 3 yards (tackle by Brant Boyer and Andra Davis),-0.100,-0.060
2,0:08,1,10,OAK 17,7,3,Charlie Garner left tackle for 5 yards (tackle by Kenard Lang),-0.060,0.210
Quarter,Time,Down,ToGo,Location,OAK,CLE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CLE 30,7,3,"Phil Dawson kicks off 63 yards, returned by Ronney Jenkins for 37 yards (tackle by Barry Gardner). Penalty on Akbar Gbaja-Biamila: Offensive Holding, 10 yards",0.000,-0.380
3,14:50,1,10,OAK 10,7,3,Rich Gannon pass complete to Charlie Garner for 7 yards (tackle by Andra Davis),-0.380,-0.090
3,14:13,2,3,OAK 17,7,3,"Penalty on Jerry Rice: False Start, 5 yards (no play)",-0.090,-0.630
3,13:56,2,8,OAK 12,7,3,Rich Gannon pass incomplete intended for Doug Jolley,-0.630,-1.190
3,13:51,3,8,OAK 12,7,3,Rich Gannon pass incomplete intended for Tim Brown,-1.190,-2.490
3,13:45,4,8,OAK 12,7,3,"Shane Lechler punts 59 yards, returned by Dennis Northcutt for 3 yards (tackle by Justin Fargas)",-2.490,-1.070
3,13:33,1,10,CLE 32,7,3,William Green right tackle for 6 yards (tackle by Napoleon Harris and Derrick Gibson),1.070,1.340
3,12:59,2,4,CLE 38,7,3,William Green right guard for 16 yards (tackle by Rod Woodson and Terrance Shaw),1.340,2.520
3,12:19,1,10,OAK 46,7,3,William Green right tackle for 4 yards (tackle by Eric Barton),2.520,2.520
3,11:42,2,6,OAK 42,7,3,Tim Couch pass incomplete intended for Steve Heiden,2.520,1.820
3,11:34,3,6,OAK 42,7,3,"Tim Couch pass complete to Dennis Northcutt for 7 yards (tackle by Nnamdi Asomugha). Penalty on Jeff Faine: Offensive Holding, 10 yards (no play)",1.820,0.500
3,11:11,3,16,CLE 48,7,3,Tim Couch pass complete to Dennis Northcutt for 8 yards (tackle by Eric Johnson),0.500,0.330
3,10:32,4,8,OAK 44,7,3,"Penalty on Chaun Thompson: False Start, 5 yards (no play)",0.330,0.000
3,10:20,4,13,OAK 49,7,3,Chris Gardocki punts 45 yards,0.000,0.380
3,10:11,1,10,OAK 4,7,3,Tyrone Wheatley left guard for 4 yards (tackle by Kevin Bentley and Orpheus Roye),-0.380,-0.490
3,9:34,2,6,OAK 8,7,3,Justin Fargas left end for 8 yards (tackle by Robert Griffith and Anthony Henry),-0.490,-0.140
3,8:48,1,10,OAK 16,7,3,Rich Gannon pass incomplete intended for Jerry Rice,-0.140,-0.660
3,8:43,2,10,OAK 16,7,3,Rich Gannon pass complete to Alvis Whitted for 32 yards (tackle by Daylon McCutcheon),-0.660,2.130
3,7:59,1,10,OAK 48,7,3,Rich Gannon pass complete to Tim Brown for 8 yards (tackle by Ben Taylor),2.130,2.660
3,7:59,2,2,CLE 44,7,3,"Penalty on Brad Badger: False Start, 5 yards (no play)",2.660,1.990
3,6:57,2,7,CLE 49,7,3,"Justin Fargas left end for 7 yards (tackle by Anthony Henry). Penalty on Langston Walker: Offensive Holding, 10 yards",1.990,1.580
3,6:28,2,10,OAK 48,7,3,"Rich Gannon pass complete to Charlie Garner for 7 yards (tackle by Michael Lehan). Penalty on Langston Walker: Tripping, 10 yards (no play)",1.580,0.230
3,6:28,2,20,OAK 38,7,3,"Penalty on Alvis Whitted: False Start, 5 yards (no play)",0.230,-0.440
3,5:37,2,25,OAK 33,7,3,"Rich Gannon pass complete to Doug Jolley for no gain (tackle by Daylon McCutcheon). Penalty on Rich Gannon: Illegal Forward Pass, 6 yards",-0.440,-1.750
3,5:09,3,30,OAK 28,7,3,Rich Gannon pass incomplete intended for Tyrone Wheatley,-1.750,-1.500
3,5:06,4,30,OAK 28,7,3,"Shane Lechler punts 46 yards, returned by Dennis Northcutt for 13 yards (tackle by Tim Johnson)",-1.500,-1.530
3,4:57,1,10,CLE 39,7,3,William Green right guard for 2 yards (tackle by Eric Barton and Napoleon Harris),1.530,1.260
3,4:20,2,8,CLE 41,7,3,William Green right guard for 3 yards (tackle by Dana Stubblefield and Tyler Brayton),1.260,0.960
3,3:43,3,5,CLE 44,7,3,Tim Couch pass complete to Dennis Northcutt for 17 yards (tackle by Charles Woodson),0.960,2.980
3,3:06,1,10,OAK 39,7,3,William Green right tackle for -2 yards (tackle by Eric Barton),2.980,2.170
3,2:26,2,12,OAK 41,7,3,Tim Couch pass complete to Quincy Morgan for 10 yards (tackle by Terrance Shaw),2.170,2.810
3,1:48,3,2,OAK 31,7,3,Dennis Northcutt left end for 8 yards (tackle by Nnamdi Asomugha),2.810,4.040
3,1:21,1,10,OAK 23,7,3,William Green right end for 4 yards (tackle by Charles Woodson),4.040,4.050
3,0:57,2,6,OAK 19,7,3,Tim Couch pass incomplete intended for Kevin Johnson,4.050,3.340
3,0:49,3,6,OAK 19,7,3,Tim Couch pass incomplete intended for Quincy Morgan (defended by Charles Woodson),3.340,2.210
3,0:45,4,6,OAK 19,7,3,Phil Dawson for 14 yards (tackle by Eric Barton),2.210,6.060
3,0:18,1,5,OAK 5,7,9,"William Green left tackle for 5 yards, touchdown",6.060,7.000
3,,,,OAK 2,7,10,Phil Dawson kicks extra point good,0.000,0.000
3,,,,CLE 30,7,10,"Phil Dawson kicks off 69 yards, returned by Ronney Jenkins for 24 yards (tackle by Barry Gardner)",0.000,0.610
3,0:08,1,10,OAK 25,7,10,Rich Gannon pass complete to Doug Jolley for 2 yards (tackle by Ben Taylor),0.610,0.330
Quarter,Time,Down,ToGo,Location,OAK,CLE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,8,OAK 27,7,10,Justin Fargas left guard for 10 yards (tackle by Alvin McKinley),0.330,1.400
4,14:25,1,10,OAK 37,7,10,Tyrone Wheatley right guard for 9 yards (tackle by Ben Taylor),1.400,2.070
4,13:54,2,1,OAK 46,7,10,Zack Crockett right guard for 3 yards (tackle by Orpheus Roye and Kenard Lang),2.070,2.190
4,13:17,1,10,OAK 49,7,10,Justin Fargas left tackle for 3 yards (tackle by Orpheus Roye and Gerard Warren),2.190,2.050
4,12:38,2,7,CLE 48,7,10,Rich Gannon pass complete to Tim Johnson for 2 yards (tackle by Kevin Bentley),2.050,1.620
4,11:46,3,5,CLE 46,7,10,Rich Gannon pass complete to Charlie Garner for 4 yards (tackle by Robert Griffith),1.620,0.460
4,10:48,4,1,CLE 42,7,10,Tyrone Wheatley left tackle for 2 yards (tackle by Andra Davis and Alvin McKinley),0.460,2.920
4,10:12,1,10,CLE 40,7,10,Justin Fargas right tackle for 4 yards (tackle by Andra Davis),2.920,2.910
4,10:12,2,6,CLE 36,7,10,"Penalty on Doug Jolley: False Start, 5 yards (no play)",2.910,2.240
4,9:09,2,11,CLE 41,7,10,"Justin Fargas for 6 yards (tackle by Robert Griffith). Penalty on Matt Stinchcomb: Illegal Use of Hands, 10 yards (no play)",2.240,0.890
4,8:38,2,21,OAK 49,7,10,Rich Gannon pass complete to Jerry Rice for 10 yards (tackle by Anthony Henry),0.890,1.550
4,8:07,3,11,CLE 41,7,10,Rich Gannon pass incomplete intended for Jerry Rice (defended by Daylon McCutcheon),1.550,0.530
4,8:01,4,11,CLE 41,7,10,"Shane Lechler punts 35 yards, fair catch by Dennis Northcutt",0.530,0.380
4,7:54,1,10,CLE 6,7,10,William Green right guard for 14 yards (tackle by Rod Woodson and Napoleon Harris),-0.380,0.280
4,7:15,1,10,CLE 20,7,10,"William Green right tackle for 20 yards (tackle by Derrick Gibson). Penalty on Chris Cooper: Defensive Holding, 5 yards",0.280,1.930
4,7:15,1,10,CLE 45,7,10,"Penalty on Chris Cooper: Encroachment, 5 yards (no play)",1.930,2.660
4,6:25,1,5,CLE 50,7,10,William Green right guard for 6 yards (tackle by Travian Smith and Anthony Dorsett),2.660,2.650
4,5:42,1,10,OAK 44,7,10,William Green right guard for 10 yards (tackle by Tyler Brayton),2.650,3.310
4,4:58,1,10,OAK 34,7,10,William Green left guard for 6 yards (tackle by Anthony Dorsett),3.310,3.580
4,4:14,2,4,OAK 28,7,10,James Jackson right tackle for 3 yards (tackle by Anthony Dorsett),3.580,3.270
4,3:36,3,1,OAK 25,7,10,Tim Couch right guard for 2 yards (tackle by Travian Smith),3.270,4.040
4,2:56,1,10,OAK 23,7,10,William Green right end for 4 yards (tackle by Anthony Dorsett and Roderick Coleman),4.040,4.050
4,2:45,,,,7,10,Timeout #1 by Oakland Raiders,0.000,4.050
4,2:45,2,6,OAK 19,7,10,William Green right guard for 1 yard (tackle by Napoleon Harris),4.050,3.490
4,2:40,,,,7,10,Timeout #2 by Oakland Raiders,0.000,3.490
4,2:40,3,5,OAK 18,7,10,Tim Couch pass complete to Dennis Northcutt for 4 yards (tackle by Rod Woodson),3.490,2.660
4,2:32,4,1,OAK 14,7,13,Phil Dawson 32 yard field goal good,2.660,3.000
4,,,,CLE 30,7,13,"Phil Dawson kicks off 68 yards, returned by Ronney Jenkins for 21 yards (tackle by Sherrod Coates)",0.000,0.480
4,2:24,1,10,OAK 23,7,13,Rich Gannon pass incomplete intended for Doug Jolley (defended by Robert Griffith),0.480,-0.070
4,2:19,2,10,OAK 23,7,13,Rich Gannon pass incomplete intended for Tim Brown,-0.070,-0.760
4,2:19,3,10,OAK 23,7,13,"Penalty on Barry Sims: False Start, 5 yards (no play)",-0.760,-1.560
4,2:13,3,15,OAK 18,7,13,Rich Gannon pass complete to Charlie Garner for 14 yards (tackle by Chris Crocker),-1.560,-1.240
,,,,,,,"CLE challenged the ruling, and the play was upheld.",,
4,2:07,,,,7,13,Timeout #2 by Cleveland Browns,0.000,-1.240
4,2:07,4,1,OAK 32,7,13,Rich Gannon pass complete to Charlie Garner for 3 yards (tackle by Ben Taylor),-1.240,1.270
4,2:00,1,10,OAK 35,7,13,Rich Gannon pass incomplete (defended by Courtney Brown),1.270,0.720
4,1:55,2,10,OAK 35,7,13,Rich Gannon pass complete to Jerry Rice for 9 yards (tackle by Michael Lehan),0.720,1.220
4,1:55,3,1,OAK 44,7,13,Rich Gannon pass complete to Doug Jolley for 9 yards (tackle by Ben Taylor),1.220,2.460
4,1:19,1,10,CLE 47,7,13,Rich Gannon pass complete to Alvis Whitted for 8 yards (tackle by Daylon McCutcheon),2.460,2.990
4,1:02,2,2,CLE 39,7,13,Rich Gannon pass complete to Tim Brown for 6 yards,2.990,3.380
4,0:57,1,10,CLE 33,7,13,Rich Gannon pass incomplete intended for Tim Brown,3.380,2.840
4,0:53,2,10,CLE 33,7,13,Rich Gannon pass complete to Charlie Garner for 9 yards (tackle by Ben Taylor),2.840,3.340
4,0:33,3,1,CLE 24,7,13,Rich Gannon pass incomplete intended for Alvis Whitted (defended by Daylon McCutcheon),3.340,2.020
4,0:28,4,1,CLE 24,7,13,Rich Gannon pass incomplete intended for Jerry Rice,2.020,-0.540
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
4,0:23,1,10,CLE 24,7,13,Tim Couch kneels for -1 yards,0.540,-0.140
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
