Quarter,Time,Down,ToGo,Location,BAL,ARI,Detail,EPB,EPA
2,13:16,1,20,ARI 33,3,7,Joe Flacco pass incomplete short right intended for Kyle Juszczyk (defended by LaMarr Woodley),3.380,2.150
2,13:10,2,20,ARI 33,3,7,Chris Givens middle for -6 yards (tackle by Tyrann Mathieu),2.150,2.150
2,12:35,2,20,ARI 33,3,7,Timeout #1 by Arizona Cardinals,2.150,0.690
2,12:35,3,26,ARI 39,3,7,Justin Forsett right tackle for -1 yards (tackle by Calais Campbell),0.690,0.590
2,11:58,4,27,ARI 40,3,7,"Sam Koch punts 39 yards, touchback",0.590,0.380
,,,,,,,"ARI challenged the touchback ruling, and the play was upheld.",,
2,11:45,1,10,ARI 1,3,7,Chris Johnson middle for 1 yard (tackle by Carl Davis and Za'Darius Smith),-0.380,-0.710
2,11:05,2,9,ARI 2,3,7,Carson Palmer pass complete short right to Larry Fitzgerald for 14 yards (tackle by Will Hill),-0.710,-0.140
2,10:34,1,10,ARI 16,3,7,Chris Johnson left tackle for 4 yards (tackle by Lawrence Guy),-0.140,0.010
2,9:53,2,6,ARI 20,3,7,Carson Palmer middle for 3 yards (tackle by Zach Orr),0.010,0.010
2,9:06,2,6,ARI 20,3,7,Timeout #1 by Baltimore Ravens,0.010,-0.450
2,9:06,3,3,ARI 23,3,7,Carson Palmer pass incomplete deep left intended for Jermaine Gresham (defended by Will Hill),-0.450,-1.830
2,8:58,4,3,ARI 23,3,7,"Drew Butler punts 51 yards, fair catch by Jeremy Ross. Penalty on Tray Walker: Illegal Block Above the Waist, 10 yards",-1.830,0.140
2,8:39,1,10,BAL 16,3,7,Joe Flacco pass complete short middle to Justin Forsett for 4 yards (tackle by Rashad Johnson),-0.140,0.010
2,7:57,2,6,BAL 20,3,7,Justin Forsett left end for no gain (tackle by Jerraud Powers),0.010,-0.820
2,7:15,3,6,BAL 20,3,7,Joe Flacco pass complete short right to Jeremy Ross for 9 yards (tackle by Tony Jefferson),-0.820,0.870
2,6:34,1,10,BAL 29,3,7,Joe Flacco pass complete deep left to Steve Smith for 29 yards (tackle by Rashad Johnson),0.870,2.790
2,5:53,1,10,ARI 42,3,7,Javorius Allen middle for 15 yards (tackle by Rashad Johnson),2.790,3.780
2,5:15,1,10,ARI 27,3,7,Joe Flacco pass complete short left to Marlon Brown for 3 yards (tackle by Patrick Peterson),3.780,3.640
2,4:32,2,7,ARI 24,3,7,Joe Flacco pass complete short right to Javorius Allen for 10 yards (tackle by Tyrann Mathieu),3.640,4.650
2,4:00,1,10,ARI 14,9,7,"Justin Forsett middle for 14 yards, touchdown",4.650,7.000
2,4:00,,,ARI 14,10,7,Justin Tucker kicks extra point good,0.000,0.000
2,4:00,,,BAL 35,10,7,"Justin Tucker kicks off 65 yards, touchback",0.000,-0.280
2,3:54,1,10,ARI 20,10,7,Carson Palmer pass incomplete short left intended for Andre Ellington,0.280,-0.270
2,3:46,2,10,ARI 20,10,7,Carson Palmer pass complete short middle to Larry Fitzgerald for 9 yards (tackle by Lardarius Webb),-0.270,0.230
2,3:07,3,1,ARI 29,10,7,Carson Palmer pass incomplete deep right intended for Larry Fitzgerald,0.230,-1.440
2,3:01,4,1,ARI 29,10,7,"Drew Butler punts 55 yards, returned by Jeremy Ross for 8 yards (tackle by Justin Bethel). Jeremy Ross fumbles (forced by Justin Bethel), recovered by Justin Bethel at BAL-25. Penalty on Asa Jackson: Unnecessary Roughness, 13 yards",-1.440,4.780
,,,,,,,"Replay Assistant challenged the fumble ruling, and the play was upheld.",,
2,2:48,1,10,BAL 12,10,7,Chris Johnson left tackle for -2 yards (tackle by Courtney Upshaw and Chris Canty),4.780,3.790
2,2:12,2,12,BAL 14,10,7,"Carson Palmer pass incomplete short middle intended for Larry Fitzgerald. Penalty on Lardarius Webb: Defensive Pass Interference, 11 yards (no play)",3.790,6.510
2,2:07,1,3,BAL 3,10,7,Chris Johnson middle for 2 yards (tackle by C.J. Mosley),6.510,5.910
2,2:00,2,1,BAL 1,10,7,Carson Palmer pass incomplete short left intended for Jermaine Gresham. Penalty on Brynden Trawick: Defensive Pass Interference (no play),5.910,6.970
2,1:53,1,1,BAL 1,10,7,Chris Johnson middle for -2 yards (tackle by C.J. Mosley),6.970,5.530
2,1:10,2,3,BAL 3,10,7,Carson Palmer pass incomplete short right intended for Larry Fitzgerald,5.530,4.720
2,1:05,3,3,BAL 3,10,13,"Carson Palmer pass complete short left to Michael Floyd for 3 yards, touchdown",4.720,7.000
2,1:05,,,BAL 3,10,14,Chandler Catanzaro kicks extra point good,0.000,0.000
2,1:05,,,ARI 35,10,14,"Chandler Catanzaro kicks off 65 yards, touchback",0.000,-0.280
2,1:01,1,10,BAL 20,10,14,Joe Flacco pass complete short right to Crockett Gillmore for 8 yards (tackle by Deone Bucannon and Frostee Rucker),0.280,0.280
2,0:53,1,10,BAL 20,10,14,Timeout #2 by Baltimore Ravens,0.280,0.810
2,0:53,2,2,BAL 28,10,14,Joe Flacco pass incomplete short left intended for Justin Forsett,0.810,0.100
2,0:49,3,2,BAL 28,10,14,Joe Flacco pass complete short middle to Justin Forsett for no gain,0.100,-1.500
2,0:05,4,2,BAL 28,10,14,"Sam Koch punts 45 yards, muffed catch by Brittan Golden, recovered by Justin Bethel and returned for no gain",-1.500,0.000
Quarter,Time,Down,ToGo,Location,BAL,ARI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 35,10,14,"Chandler Catanzaro kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,BAL 20,10,14,Joe Flacco pass complete short right to Kyle Juszczyk for -1 yards (tackle by Tyrann Mathieu and Deone Bucannon),0.280,-0.460
3,14:27,2,11,BAL 19,10,14,Justin Forsett right tackle for 1 yard (tackle by Dwight Freeney and Kevin Minter),-0.460,-0.960
3,13:45,3,10,BAL 20,10,14,Joe Flacco sacked by Dwight Freeney for -11 yards,-0.960,-2.490
3,13:06,4,21,BAL 9,10,14,"Sam Koch punts 51 yards, returned by Patrick Peterson for 11 yards (tackle by Anthony Levine)",-2.490,-2.320
3,12:54,1,10,BAL 49,10,14,Chris Johnson right tackle for 5 yards (tackle by Daryl Smith and Chris Canty),2.320,2.460
3,12:16,2,5,BAL 44,10,14,Carson Palmer pass incomplete deep right intended for Michael Floyd,2.460,1.750
3,12:10,3,5,BAL 44,10,14,Carson Palmer pass complete deep right to John Brown for 35 yards (tackle by Will Hill),1.750,5.140
3,11:23,1,9,BAL 9,10,14,David Johnson middle for -2 yards (tackle by Chris Canty and Courtney Upshaw),5.140,4.020
3,10:38,2,11,BAL 11,10,14,Carson Palmer pass incomplete short middle intended for John Brown (defended by Jimmy Smith),4.020,3.120
3,10:35,3,11,BAL 11,10,14,Carson Palmer pass complete short right to David Johnson for 8 yards (tackle by Shareece Wright),3.120,3.040
3,9:51,4,3,BAL 3,10,17,Chandler Catanzaro 21 yard field goal good,3.040,3.000
3,9:51,,,ARI 35,10,17,"Chandler Catanzaro kicks off 65 yards, touchback",0.000,-0.280
3,9:47,1,10,BAL 20,10,17,Joe Flacco pass complete short middle to Nick Boyle for 11 yards (tackle by Deone Bucannon),0.280,1.000
3,9:04,1,10,BAL 31,10,17,Joe Flacco pass complete short middle to Kyle Juszczyk for 4 yards (tackle by Kevin Minter),1.000,1.000
3,8:17,2,6,BAL 35,10,17,Javorius Allen middle for 4 yards (tackle by Tony Jefferson),1.000,0.830
3,7:33,3,2,BAL 39,10,17,Joe Flacco pass complete short middle to Marlon Brown for 10 yards (tackle by Justin Bethel),0.830,2.190
3,6:51,1,10,BAL 49,10,17,Joe Flacco pass incomplete deep right intended for Kamar Aiken,2.190,1.650
3,6:44,2,10,BAL 49,10,17,Joe Flacco pass incomplete short left intended for Marlon Brown,1.650,0.960
3,6:40,3,10,BAL 49,10,17,Joe Flacco pass incomplete short right intended for Steve Smith,0.960,-0.130
3,6:36,4,10,BAL 49,10,17,"Sam Koch punts 46 yards, returned by Patrick Peterson for 8 yards (tackle by Anthony Levine)",-0.130,0.320
3,6:25,1,10,ARI 13,10,17,Chris Johnson middle for 2 yards (tackle by Albert McClellan),-0.320,-0.570
3,5:43,2,8,ARI 15,10,17,Chris Johnson middle for 1 yard (tackle by Chris Canty),-0.570,-1.060
3,4:57,3,7,ARI 16,10,17,Carson Palmer pass complete short right to Jermaine Gresham for 14 yards (tackle by Daryl Smith),-1.060,0.940
3,4:17,1,10,ARI 30,10,17,Chris Johnson middle for 62 yards (tackle by Will Hill),0.940,5.370
3,4:02,1,8,BAL 8,10,17,Chris Johnson middle for 2 yards (tackle by Lardarius Webb),5.370,4.950
3,3:21,2,6,BAL 6,10,17,Carson Palmer pass incomplete short middle intended for Jermaine Gresham,4.950,4.040
3,3:15,3,6,BAL 6,10,17,Carson Palmer pass complete short right to Jaron Brown for 3 yards (tackle by Shareece Wright),4.040,3.040
3,2:31,4,3,BAL 3,10,20,Chandler Catanzaro 21 yard field goal good,3.040,3.000
3,2:31,,,ARI 35,10,20,"Chandler Catanzaro kicks off 65 yards, touchback",0.000,-0.280
3,2:27,1,10,BAL 20,10,20,Justin Forsett right tackle for 3 yards (tackle by Calais Campbell and Deone Bucannon),0.280,0.140
3,1:45,2,7,BAL 23,10,20,Joe Flacco pass complete short right to Steve Smith for 7 yards (tackle by Rashad Johnson),0.140,0.940
3,1:10,1,10,BAL 30,10,20,Joe Flacco pass complete short left to Steve Smith for 4 yards (tackle by Tyrann Mathieu),0.940,0.930
3,0:24,2,6,BAL 34,10,20,Joe Flacco pass complete short middle to Crockett Gillmore for 5 yards (tackle by Deone Bucannon),0.930,0.890
Quarter,Time,Down,ToGo,Location,BAL,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,1,BAL 39,10,20,Justin Forsett left tackle for -1 yards (tackle by Calais Campbell),0.890,-0.850
4,14:24,4,2,BAL 38,10,20,"Sam Koch punts 41 yards, fair catch by Patrick Peterson",-0.850,-0.340
4,14:16,1,10,ARI 21,10,20,Andre Ellington middle for 3 yards (tackle by Brandon Williams),0.340,0.210
4,13:35,2,7,ARI 24,10,20,Carson Palmer pass complete short middle to Andre Ellington for 8 yards (tackle by Daryl Smith),0.210,1.070
4,12:58,1,10,ARI 32,10,20,Andre Ellington middle for 3 yards (tackle by Lawrence Guy),1.070,0.930
4,12:18,2,7,ARI 35,10,20,Andre Ellington middle for 6 yards (tackle by Brynden Trawick),0.930,1.030
4,11:38,3,1,ARI 41,10,20,David Johnson middle for 1 yard (tackle by Lawrence Guy),1.030,1.730
4,10:55,1,10,ARI 42,10,20,Carson Palmer pass incomplete short middle intended for John Brown,1.730,1.190
4,10:49,2,10,ARI 42,10,20,Carson Palmer pass complete short left to Larry Fitzgerald for 16 yards (tackle by Chris Canty),1.190,2.790
4,10:08,1,10,BAL 42,10,20,Carson Palmer pass complete short middle to Andre Ellington for 9 yards (tackle by Zach Orr),2.790,3.460
4,9:25,2,1,BAL 33,10,20,Andre Ellington middle for 6 yards (tackle by Jimmy Smith),3.460,3.780
4,8:45,1,10,BAL 27,10,20,Carson Palmer pass complete short right to Michael Floyd for 23 yards (tackle by Carl Davis),3.780,6.280
4,8:13,1,4,BAL 4,10,26,"Carson Palmer pass complete short right to John Brown for 4 yards, touchdown",6.280,7.000
4,8:13,,,BAL 4,10,26,Chandler Catanzaro kicks extra point no good,0.000,-1.000
4,8:13,,,ARI 35,10,26,"Chandler Catanzaro kicks off 68 yards, returned by Jeremy Ross for 28 yards (tackle by Alani Fua)",0.000,-0.610
4,8:02,1,10,BAL 25,10,26,Joe Flacco pass incomplete short right intended for Kamar Aiken,0.610,0.060
4,7:58,2,10,BAL 25,10,26,Joe Flacco pass complete short middle to Crockett Gillmore for 8 yards (tackle by Tony Jefferson and Kevin Minter),0.060,0.430
4,7:29,3,2,BAL 33,10,26,Joe Flacco sacked by Tyrann Mathieu for -9 yards,0.430,-1.770
4,6:50,4,11,BAL 24,10,26,"Sam Koch punts 50 yards, muffed catch by Patrick Peterson, ball out of bounds at ARI-29",-1.770,-0.870
4,6:42,1,10,ARI 29,10,26,Andre Ellington left end for 3 yards (tackle by Daryl Smith),0.870,0.730
4,6:05,2,7,ARI 32,10,26,Carson Palmer sacked by Zach Orr for -8 yards,0.730,-1.020
4,5:24,3,15,ARI 24,10,26,Carson Palmer pass complete short right to David Johnson for 11 yards (tackle by Shareece Wright),-1.020,-1.040
4,4:40,4,4,ARI 35,10,26,"Penalty on Sean Weatherspoon: False Start, 5 yards (no play)",-1.040,-1.370
4,4:40,4,9,ARI 30,10,26,"Drew Butler punts, blocked by Asa Jackson, recovered by Raheem Mostert and returned 4 yards. Penalty on Mike Leach: Offensive Holding (Declined)",-1.370,-6.970
4,4:31,1,1,ARI 1,16,26,"Joe Flacco pass complete short left to Kyle Juszczyk for 1 yard, touchdown",6.970,7.000
4,4:31,1,1,ARI 1,16,26,"Penalty on Crockett Gillmore: False Start, 5 yards (no play)",6.970,6.970
4,4:31,1,,ARI 1,18,26,"Two Point Attempt: Joe Flacco pass complete to Nick Boyle, conversion succeeds",6.970,1.000
4,4:31,,,BAL 35,18,26,"Justin Tucker kicks off 50 yards, fair catch by Patrick Peterson",0.000,0.220
4,4:26,1,10,ARI 15,18,26,Chris Johnson middle for no gain (tackle by Daryl Smith),-0.220,-0.710
4,3:48,2,10,ARI 15,18,26,Carson Palmer pass complete short left to Jermaine Gresham for 11 yards (tackle by Courtney Upshaw and Jimmy Smith),-0.710,0.670
4,3:01,1,10,ARI 26,18,26,"Chris Johnson left end for 8 yards (tackle by Jimmy Smith). Penalty on Jermaine Gresham: Offensive Holding, 10 yards (no play)",0.670,-0.300
4,2:55,1,20,ARI 16,18,26,Chris Johnson left tackle for 1 yard (tackle by Chris Canty),-0.300,-0.300
4,2:51,1,20,ARI 16,18,26,Timeout #1 by Baltimore Ravens,-0.300,-1.220
4,2:51,2,19,ARI 17,18,26,Carson Palmer pass complete short middle to Jermaine Gresham for 16 yards (tackle by Daryl Smith),-1.220,-1.220
4,2:44,2,19,ARI 17,18,26,Timeout #2 by Baltimore Ravens,-1.220,0.370
4,2:44,3,3,ARI 33,18,26,Carson Palmer pass complete short right to Andre Ellington for 11 yards (tackle by Shareece Wright),0.370,1.860
4,2:37,1,10,ARI 44,18,26,Chris Johnson middle for no gain (tackle by Brandon Williams),1.860,1.860
4,2:32,1,10,ARI 44,18,26,Timeout #3 by Baltimore Ravens,1.860,1.320
4,2:32,2,10,ARI 44,18,26,"Carson Palmer pass incomplete. Penalty on Carson Palmer: Intentional Grounding, 12 yards",1.320,-0.960
4,2:27,3,22,ARI 32,18,26,David Johnson right end for 6 yards (tackle by Daryl Smith),-0.960,-0.850
4,2:00,4,16,ARI 38,18,26,"Drew Butler punts 38 yards, fair catch by Jeremy Ross",-0.850,-0.540
4,1:53,1,10,BAL 24,18,26,Joe Flacco pass incomplete short right intended for Steve Smith,0.540,0.000
4,1:44,2,10,BAL 24,18,26,Joe Flacco pass complete short middle to Marlon Brown for 9 yards (tackle by Deone Bucannon),0.000,0.500
4,1:23,3,1,BAL 33,18,26,Joe Flacco pass incomplete short right intended for Marlon Brown (defended by Patrick Peterson),0.500,-1.180
4,1:18,4,1,BAL 33,18,26,Joe Flacco pass complete short middle to Crockett Gillmore for 9 yards (tackle by Tony Jefferson),-1.180,1.730
4,0:52,1,10,BAL 42,18,26,Joe Flacco pass incomplete short left intended for Steve Smith,1.730,1.190
4,0:48,2,10,BAL 42,18,26,Joe Flacco pass complete deep right to Chris Givens for 31 yards (tackle by Rashad Johnson),1.190,3.780
4,0:41,1,10,ARI 27,18,26,Joe Flacco pass incomplete deep left intended for Steve Smith,3.780,3.230
4,0:36,2,10,ARI 27,18,26,Joe Flacco pass complete deep middle to Crockett Gillmore for 23 yards (tackle by Tony Jefferson),3.230,6.280
4,0:18,1,4,ARI 4,18,26,Joe Flacco spiked the ball,6.280,5.340
4,0:18,2,4,ARI 4,18,26,"Joe Flacco pass complete short right to Steve Smith for no gain. Penalty on BAL: Illegal Shift, 5 yards (no play)",5.340,5.340
4,0:13,2,4,ARI 4,18,26,Timeout #1 by Arizona Cardinals,5.340,4.380
4,0:13,2,9,ARI 9,18,26,Joe Flacco pass incomplete short middle intended for Crockett Gillmore is intercepted by Tony Jefferson at ARI-0,4.380,-0.280
4,0:06,1,10,ARI 20,18,26,Carson Palmer kneels for -1 yards,0.280,-0.460
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
