Quarter,Time,Down,ToGo,Location,JAX,MIA,Detail,EPB,EPA
1,9:13,2,10,JAX 25,0,7,Cody Kessler pass complete short left to Tommy Bohanon for 7 yards (tackle by Raekwon McMillan),0.060,0.300
1,8:34,3,3,JAX 32,0,7,Cody Kessler pass complete short right to Donte Moncrief for 10 yards (tackle by Cornell Armstrong),0.300,1.730
1,8:03,1,10,JAX 42,0,7,Leonard Fournette up the middle for 4 yards (tackle by Andre Branch),1.730,1.730
1,7:24,2,6,JAX 46,0,7,Cody Kessler pass incomplete short left intended for Leonard Fournette,1.730,1.030
1,7:19,3,6,JAX 46,0,7,Cody Kessler pass complete short left to Rashad Greene for 10 yards (tackle by Torry McTyer),1.030,2.650
1,6:36,1,10,MIA 44,0,7,Leonard Fournette right tackle for 9 yards (tackle by Robert Quinn),2.650,3.330
1,6:02,2,1,MIA 35,0,7,Leonard Fournette up the middle for 2 yards (tackle by Evander Hood and Davon Godchaux),3.330,3.380
1,5:25,1,10,MIA 33,0,7,Carlos Hyde right end for 8 yards (tackle by Bobby McCain),3.380,3.920
1,4:51,2,2,MIA 25,0,7,Carlos Hyde left end for -1 yards (tackle by Raekwon McMillan),3.920,3.070
1,4:11,3,3,MIA 26,0,7,"Penalty on James O'Shaughnessy: False Start, 5 yards (no play)",3.070,2.410
1,3:44,3,8,MIA 31,0,7,"Cody Kessler pass complete short right to Leonard Fournette for 6 yards (tackle by Bobby McCain). Penalty on Robert Quinn: Roughing the Passer, 13 yards",2.410,4.780
1,3:14,1,10,MIA 12,0,7,Cody Kessler pass complete short left to Leonard Fournette for 11 yards (tackle by Torry McTyer and Robert Quinn),4.780,6.970
1,2:32,1,1,MIA 1,6,7,"Leonard Fournette left guard for 1 yard, touchdown",6.970,7.000
1,2:29,,,MIA 15,7,7,Kai Forbath kicks extra point good,0.000,0.000
1,2:29,,,JAX 35,7,7,"Logan Cooke kicks off 64 yards, returned by Kenyan Drake for no gain (tackle by Lerentee McCray). Penalty on Quenton Meeks: Offside on Free Kick, 5 yards",0.000,0.540
1,2:22,1,10,MIA 24,7,7,Kalen Ballage left tackle for no gain (tackle by Tashaun Gipson),0.540,0.000
1,1:44,2,10,MIA 24,7,7,Ryan Tannehill pass complete short left to Kenny Stills for 5 yards (tackle by A.J. Bouye),0.000,-0.030
1,1:02,3,5,MIA 29,7,7,Ryan Tannehill pass incomplete deep right intended for Kenny Stills,-0.030,-1.440
1,0:57,4,5,MIA 29,7,7,"Matt Haack punts 41 yards, returned by Dede Westbrook for 11 yards (tackle by Jerome Baker)",-1.440,-1.660
1,0:46,1,10,JAX 41,7,7,Cody Kessler sacked by Charles Harris for -2 yards,1.660,0.850
Quarter,Time,Down,ToGo,Location,JAX,MIA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,12,JAX 39,7,7,"Cody Kessler pass complete short right to Dede Westbrook for 3 yards (tackle by Bobby McCain). Penalty on Charles Harris: Unnecessary Roughness, 15 yards",0.850,2.720
2,14:35,1,10,MIA 43,7,7,Leonard Fournette up the middle for 3 yards (tackle by Raekwon McMillan),2.720,2.580
2,14:02,2,7,MIA 40,7,7,Leonard Fournette left tackle for no gain (tackle by Raekwon McMillan),2.580,1.880
2,13:24,3,7,MIA 40,7,7,Cody Kessler pass incomplete short right intended for Keelan Cole,1.880,0.590
2,13:16,4,7,MIA 40,7,7,"Logan Cooke punts 29 yards, fair catch by Danny Amendola at MIA-11",0.590,0.370
2,13:11,1,10,MIA 11,7,7,"Kalen Ballage up the middle for no gain (tackle by Lyndon Johnson). Penalty on Lyndon Johnson: Face Mask (15 Yards), 15 yards (no play)",-0.370,0.670
2,12:48,1,10,MIA 26,7,7,Kenyan Drake left tackle for 3 yards (tackle by Telvin Smith),0.670,0.540
2,12:17,2,7,MIA 29,7,7,"Ryan Tannehill pass complete deep left to Brice Butler for 22 yards (tackle by A.J. Bouye). Penalty on Brice Butler: Offensive Pass Interference, 10 yards (no play)",0.540,-0.870
2,11:50,2,17,MIA 19,7,7,Ryan Tannehill pass complete short right to DeVante Parker for 6 yards (tackle by Myles Jack),-0.870,-0.690
2,11:08,3,11,MIA 25,7,7,Ryan Tannehill pass complete short left to Danny Amendola for 8 yards (tackle by Myles Jack),-0.690,-1.180
2,10:24,4,3,MIA 33,7,7,"Matt Haack punts 54 yards, returned by Dede Westbrook for 1 yard (tackle by Leonte Carroo). Penalty on Quenton Meeks: Illegal Block Above the Waist, 7 yards",-1.180,0.380
2,10:13,1,10,JAX 7,7,7,Leonard Fournette right guard for 9 yards (tackle by Akeem Spence and Raekwon McMillan),-0.380,-0.020
2,9:37,2,1,JAX 16,7,7,Leonard Fournette up the middle for 3 yards (tackle by Jonathan Woodard),-0.020,0.150
2,8:58,1,10,JAX 19,7,7,Dede Westbrook right end for 9 yards (tackle by Reshad Jones and Davon Godchaux),0.150,0.880
2,8:25,2,1,JAX 28,7,7,Cody Kessler pass complete short left to Donte Moncrief for 6 yards (tackle by Torry McTyer),0.880,1.200
2,7:46,1,10,JAX 34,7,7,"Cody Kessler sacked by. Cody Kessler fumbles, recovered by Andre Branch at JAC-33 (tackle by Patrick Omameh)",1.200,-3.380
2,7:39,1,10,JAX 33,7,7,Ryan Tannehill pass complete short middle to Kenyan Drake for 2 yards (tackle by Myles Jack),3.380,3.110
2,7:00,2,8,JAX 31,7,7,Kenyan Drake up the middle for 3 yards (tackle by Telvin Smith),3.110,2.810
2,6:15,3,5,JAX 28,7,7,Ryan Tannehill pass incomplete short left intended for Kenyan Drake,2.810,1.630
2,6:11,4,5,JAX 28,7,7,Jason Sanders 47 yard field goal no good,1.630,-1.400
2,6:06,1,10,JAX 37,7,7,Leonard Fournette up the middle for no gain (tackle by Davon Godchaux),1.400,0.860
2,5:26,2,10,JAX 37,7,7,Cody Kessler pass complete short right to Donte Moncrief for 8 yards (tackle by Bobby McCain),0.860,1.220
2,4:53,3,2,JAX 45,7,7,Cody Kessler pass complete short right to Dede Westbrook for 4 yards (tackle by Bobby McCain),1.220,2.190
2,4:21,1,10,JAX 49,7,7,Cody Kessler pass incomplete deep right intended for Blake Bell,2.190,1.650
2,4:16,,,,,,Timeout #1 by Jacksonville Jaguars,,
2,4:16,2,10,JAX 49,7,7,Blake Bortles pass complete short right to Dede Westbrook for 5 yards (tackle by Mike Hull),1.650,1.620
2,3:39,3,5,MIA 46,7,7,Blake Bortles sacked by Cameron Wake for -6 yards,1.620,-0.190
2,3:02,4,11,JAX 48,7,7,"Logan Cooke punts 39 yards, fair catch by Danny Amendola at MIA-13",-0.190,0.320
2,2:55,1,10,MIA 13,7,7,Ryan Tannehill pass complete short right to Kalen Ballage for 8 yards (tackle by Myles Jack and Telvin Smith),-0.320,0.350
2,2:18,2,2,MIA 21,7,7,Kalen Ballage left guard for 1 yard (tackle by Abry Jones),0.350,-0.350
2,2:00,3,1,MIA 22,7,7,Kalen Ballage up the middle for 6 yards (tackle by Tashaun Gipson),-0.350,0.810
2,1:38,1,10,MIA 28,7,7,"Penalty on Laremy Tunsil: False Start, 5 yards (no play)",0.810,0.480
2,1:20,1,15,MIA 23,7,7,Ryan Tannehill sacked by Calais Campbell for -12 yards,0.480,-2.020
2,1:13,,,,,,Timeout #2 by Jacksonville Jaguars,,
2,1:13,2,27,MIA 11,7,7,Ryan Tannehill up the middle for 10 yards (tackle by Myles Jack),-2.020,-1.350
2,1:06,,,,,,Timeout #3 by Jacksonville Jaguars,,
2,1:06,3,17,MIA 21,7,7,Kenyan Drake right end for 9 yards (tackle by Yannick Ngakoue),-1.350,-1.370
2,0:22,,,,,,Timeout #1 by Miami Dolphins,,
2,0:22,4,8,MIA 30,7,7,"Matt Haack punts 52 yards, returned by Dede Westbrook for 44 yards (tackle by Matt Haack)",-1.370,-3.050
2,0:04,1,10,MIA 38,7,7,Kai Forbath 56 yard field goal no good,3.050,1.930
Quarter,Time,Down,ToGo,Location,JAX,MIA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIA 35,7,7,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,JAX 25,7,7,Leonard Fournette left tackle for 2 yards (tackle by Davon Godchaux),0.610,0.330
3,14:24,2,8,JAX 27,7,7,Cody Kessler pass complete short right to Dede Westbrook for 22 yards (tackle by Jerome Baker),0.330,2.190
3,13:41,1,10,JAX 49,7,7,Leonard Fournette up the middle for 1 yard (tackle by Akeem Spence),2.190,1.780
3,13:05,2,9,JAX 50,7,7,Cody Kessler pass complete short left to Dede Westbrook for 8 yards (tackle by Torry McTyer and Raekwon McMillan),1.780,2.150
3,12:20,3,1,MIA 42,7,7,Cody Kessler up the middle for 2 yards (tackle by Jerome Baker),2.150,2.920
3,11:41,1,10,MIA 40,7,7,"Carlos Hyde right end for no gain (tackle by Reshad Jones and Jerome Baker). Penalty on Chris Reed: Offensive Holding, 10 yards (no play)",2.920,2.260
3,11:16,1,20,JAX 50,7,7,Cody Kessler pass incomplete short right,2.260,1.020
3,11:10,2,20,JAX 50,7,7,Cody Kessler pass complete short middle to Leonard Fournette for 11 yards (tackle by Reshad Jones and Raekwon McMillan),1.020,1.820
3,10:28,3,9,MIA 39,7,7,Cody Kessler sacked by Jalen Davis for -5 yards,1.820,0.330
3,9:50,4,14,MIA 44,7,7,"Logan Cooke punts 33 yards, fair catch by Danny Amendola at MIA-11",0.330,0.370
3,9:43,1,10,MIA 11,7,7,Brandon Bolden up the middle for 3 yards (tackle by Abry Jones),-0.370,-0.530
3,9:10,2,7,MIA 14,7,7,Ryan Tannehill pass complete short left to Kenyan Drake for 8 yards (tackle by Myles Jack),-0.530,0.410
3,8:31,1,10,MIA 22,7,7,"Brandon Bolden up the middle for -5 yards (tackle by Calais Campbell). Brandon Bolden fumbles (forced by Calais Campbell), recovered by Calais Campbell at MIA-17",0.410,-4.440
3,8:28,1,10,MIA 17,7,7,Dede Westbrook pass incomplete short right intended for Keelan Cole,4.440,3.850
3,8:22,2,10,MIA 17,7,7,"Leonard Fournette up the middle for no gain (tackle by Cameron Wake). Penalty on Ereck Flowers: Offensive Holding, 10 yards (no play)",3.850,2.540
3,8:01,2,20,MIA 27,7,7,Leonard Fournette left end for -8 yards (tackle by Davon Godchaux and Torry McTyer),2.540,0.830
3,7:19,3,28,MIA 35,7,7,"Cody Kessler sacked by Cameron Wake for no gain. Penalty on Patrick Omameh: Offensive Holding, 10 yards (no play)",0.830,-0.490
3,6:55,3,38,MIA 45,7,7,Cody Kessler sacked by Andre Branch and Cameron Wake for -8 yards,-0.490,-0.260
3,6:20,4,46,JAX 47,7,7,"Logan Cooke punts 45 yards, returned by Danny Amendola for 9 yards (tackle by Blake Bell). Penalty on Brandon Bolden: Running Into the Kicker (Declined)",-0.260,0.060
3,6:12,1,10,MIA 17,7,7,Kenyan Drake right tackle for 4 yards (tackle by Nick DeLuca and Abry Jones),-0.060,0.080
3,5:31,2,6,MIA 21,7,7,Ryan Tannehill pass complete short left to Durham Smythe for 9 yards (tackle by A.J. Bouye),0.080,0.940
3,4:54,1,10,MIA 30,7,7,Ryan Tannehill sacked by Yannick Ngakoue for -7 yards,0.940,-0.550
3,4:12,2,17,MIA 23,7,7,Ryan Tannehill pass incomplete short middle intended for DeVante Parker (defended by Marcell Dareus),-0.550,-1.220
3,4:08,3,17,MIA 23,7,7,Ryan Tannehill pass incomplete short right intended for Durham Smythe. Penalty on Laremy Tunsil: Offensive Holding (Declined),-1.220,-1.830
3,4:02,4,17,MIA 23,7,7,"Penalty on John Denney: False Start, 5 yards (no play)",-1.830,-2.240
3,4:02,4,22,MIA 18,7,7,"Matt Haack punts 53 yards, returned by Dede Westbrook for -10 yards (tackle by Kalen Ballage). Penalty on Kalen Ballage: Horse Collar Tackle, 15 yards",-2.240,-1.200
3,3:48,1,10,JAX 34,7,7,Leonard Fournette right guard for 4 yards (tackle by Davon Godchaux),1.200,1.200
3,3:09,2,6,JAX 38,7,7,Cody Kessler sacked by Robert Quinn for -5 yards,1.200,-0.160
3,2:32,3,11,JAX 33,7,7,Cody Kessler pass incomplete short middle intended for Leonard Fournette,-0.160,-1.180
3,2:27,4,11,JAX 33,7,7,"Logan Cooke punts 42 yards, returned by Danny Amendola for 3 yards (tackle by Tre Herndon)",-1.180,-0.810
3,2:20,1,10,MIA 28,7,7,Ryan Tannehill left guard for no gain (tackle by Telvin Smith),0.810,0.260
3,1:46,2,10,MIA 28,7,7,Kalen Ballage up the middle for 3 yards (tackle by Jarrod Wilson),0.260,-0.030
3,0:56,3,7,MIA 31,7,7,Ryan Tannehill pass incomplete short right,-0.030,-1.310
3,0:51,4,7,MIA 31,7,7,Matt Haack punts 28 yards out of bounds,-1.310,-1.660
3,0:42,1,10,JAX 41,7,7,Blake Bortles left end for 13 yards (tackle by Akeem Spence),1.660,2.520
3,0:05,1,10,MIA 46,7,7,"Carlos Hyde right guard for 3 yards (tackle by Minkah Fitzpatrick). Penalty on Chris Reed: Offensive Holding, 10 yards",2.520,2.060
Quarter,Time,Down,ToGo,Location,JAX,MIA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,17,JAX 47,7,7,Blake Bortles pass complete short right to Dede Westbrook for 4 yards (tackle by Bobby McCain and Raekwon McMillan),2.060,1.570
4,14:29,2,13,MIA 49,7,7,Blake Bortles right end for 14 yards (tackle by Reshad Jones),1.570,3.250
4,13:52,1,10,MIA 35,7,7,Leonard Fournette left tackle for 2 yards (tackle by Bobby McCain),3.250,2.970
4,13:16,2,8,MIA 33,7,7,Blake Bortles pass complete short right to Dede Westbrook for 8 yards (tackle by Reshad Jones). Penalty on Donte Moncrief: Offensive Holding (Offsetting) (no play),2.970,2.970
4,12:55,2,8,MIA 33,7,7,"Leonard Fournette up the middle for no gain (tackle by Torry McTyer). Penalty on James O'Shaughnessy: Offensive Holding, 10 yards (no play)",2.970,1.620
4,12:42,2,18,MIA 43,7,7,"Blake Bortles pass complete deep left to Donte Moncrief for 19 yards (tackle by Minkah Fitzpatrick). Penalty on Minkah Fitzpatrick: Face Mask (15 Yards), 12 yards",1.620,4.780
4,12:09,1,10,MIA 12,7,7,Leonard Fournette left end for -5 yards (tackle by Reshad Jones),4.780,3.420
4,11:34,2,15,MIA 17,7,7,Leonard Fournette up the middle for 9 yards (tackle by Reshad Jones),3.420,3.930
4,11:03,3,6,MIA 8,7,7,Blake Bortles pass incomplete short right intended for Dede Westbrook,3.930,2.960
4,10:59,4,6,MIA 8,10,7,Kai Forbath 26 yard field goal good,2.960,3.000
4,10:56,,,JAX 35,10,7,"Logan Cooke kicks off 65 yards, touchback.",0.000,0.610
4,10:56,1,10,MIA 25,10,7,Ryan Tannehill pass incomplete short left intended for Kalen Ballage,0.610,0.060
4,10:53,2,10,MIA 25,10,7,Ryan Tannehill left end for 12 yards (tackle by Jarrod Wilson),0.060,1.400
4,10:02,1,10,MIA 37,10,7,"Penalty on MIA: Delay of Game, 5 yards (no play)",1.400,1.070
4,9:43,1,15,MIA 32,16,7,"Ryan Tannehill pass short right intended for Kalen Ballage is intercepted by Telvin Smith at MIA-33 and returned for 33 yards, touchdown. Penalty on Telvin Smith: Taunting, 15 yards",1.070,-7.000
4,9:34,,,JAX 20,17,7,"Logan Cooke kicks off 75 yards, returned by Kenyan Drake for no gain (tackle by Lerentee McCray)",0.000,0.480
4,9:25,1,10,MIA 23,17,7,Ryan Tannehill pass complete short right to Danny Amendola for 12 yards (tackle by Jalen Ramsey),0.480,1.270
4,8:54,1,10,MIA 35,17,7,Danny Amendola right end for -2 yards (tackle by Calais Campbell),1.270,0.450
4,8:13,2,12,MIA 33,17,7,Ryan Tannehill pass complete short right to Kenyan Drake for 14 yards (tackle by Jarrod Wilson),0.450,2.060
4,7:36,1,10,MIA 47,17,7,Kenyan Drake right tackle for -1 yards (tackle by Marcell Dareus),2.060,1.380
4,7:00,2,11,MIA 46,17,7,Ryan Tannehill pass complete short left to DeVante Parker for 7 yards (tackle by A.J. Bouye),1.380,1.620
4,6:27,3,4,JAX 47,17,7,"Kenyan Drake right end for no gain (tackle by Dawuane Smoot). Penalty on Kenny Stills: Illegal Block Above the Waist, 10 yards (no play)",1.620,0.300
4,5:55,3,14,MIA 43,17,7,Ryan Tannehill sacked by Malik Jackson for -6 yards,0.300,-0.910
4,5:21,4,20,MIA 37,17,7,"Matt Haack punts 50 yards, fair catch by Dede Westbrook at JAC-13",-0.910,0.320
4,5:14,1,10,JAX 13,17,7,Leonard Fournette up the middle for 7 yards (tackle by Minkah Fitzpatrick),-0.320,0.220
4,4:27,2,3,JAX 20,17,7,Blake Bortles pass complete short right to Dede Westbrook for -1 yards (tackle by Minkah Fitzpatrick),0.220,-0.710
4,4:19,,,,,,Timeout #1 by Miami Dolphins,,
4,4:19,3,4,JAX 19,17,7,"Blake Bortles pass complete short middle to Rashad Greene for 12 yards (tackle by Jalen Davis). Rashad Greene fumbles (forced by Jalen Davis), recovered by James O'Shaughnessy at JAC-38 (tackle by Jerome Baker)",-0.710,1.470
4,3:35,1,10,JAX 38,17,7,Carlos Hyde up the middle for 2 yards (tackle by Raekwon McMillan),1.470,1.190
4,3:28,,,,,,Timeout #2 by Miami Dolphins,,
4,3:28,2,8,JAX 40,17,7,Carlos Hyde up the middle for 19 yards (tackle by Reshad Jones),1.190,2.850
4,2:44,1,10,MIA 41,17,7,Carlos Hyde up the middle for no gain (tackle by Mike Hull),2.850,2.310
4,2:39,,,,,,Timeout #3 by Miami Dolphins,,
4,2:39,2,10,MIA 41,17,7,Carlos Hyde left guard for 8 yards (tackle by Reshad Jones),2.310,2.680
4,2:00,3,2,MIA 33,17,7,Carlos Hyde left guard for 8 yards (tackle by Minkah Fitzpatrick),2.680,3.910
4,1:18,1,10,MIA 25,17,7,Blake Bortles kneels for -1 yards,3.910,3.230
4,0:40,2,11,MIA 26,17,7,Blake Bortles kneels for -1 yards,3.230,2.410
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
