Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Leonard Fournette,JAX,18,43,1,3,19,1.1,24,1.3,3,6.0
Carlos Hyde,JAX,8,47,0,2,24,3.0,23,2.9,0,
Blake Bortles,JAX,4,25,0,2,20,5.0,5,1.3,0,
Cody Kessler,JAX,1,2,0,1,1,1.0,1,1.0,0,
Dede Westbrook,JAX,1,9,0,0,4,4.0,5,5.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Kenyan Drake,MIA,6,23,0,0,13,2.2,10,1.7,0,
Kalen Ballage,MIA,4,10,0,1,6,1.5,4,1.0,0,
Brandon Bolden,MIA,4,9,0,0,7,1.8,2,0.5,0,
Ryan Tannehill,MIA,3,22,0,1,22,7.3,0,0.0,0,
Danny Amendola,MIA,1,-2,0,0,-2,-2.0,0,0.0,0,
