Quarter,Time,Down,ToGo,Location,CIN,TEN,Detail,EPB,EPA
2,8:43,3,3,CIN 27,3,3,Billy Volek pass incomplete intended for Troy Fleming,3.010,1.770
2,8:38,4,3,CIN 27,3,6,Gary Anderson 45 yard field goal good,1.770,3.000
2,,,,TEN 30,3,6,"Craig Hentrich kicks off 56 yards, returned by Cliff Russell for 21 yards (tackle by Cody Spencer)",0.000,1.270
2,8:26,1,10,CIN 35,3,6,"Rudi Johnson left end for 2 yards (tackle by Keith Bulluck). Penalty on Chad Ochocinco: Offensive Holding, 10 yards",1.270,0.740
2,8:09,1,18,CIN 27,3,6,"Carson Palmer pass complete to Chad Ochocinco for 17 yards (tackle by Samari Rolle). Penalty on Bobbie Williams: Offensive Holding, 10 yards (no play)",0.740,-0.260
2,8:09,1,28,CIN 17,3,6,"Penalty on Bobbie Williams: False Start, 5 yards (no play)",-0.260,-1.050
2,7:24,1,33,CIN 12,3,6,Carson Palmer pass incomplete intended for T.J. Houshmandzadeh (defended by Albert Haynesworth),-1.050,-2.460
2,7:20,2,33,CIN 12,3,6,Carson Palmer pass incomplete intended for Rudi Johnson (defended by Albert Haynesworth),-2.460,-4.110
2,7:17,3,33,CIN 12,3,6,Carson Palmer pass complete to Kenny Watson for 6 yards (tackle by Keith Bulluck),-4.110,-2.240
2,6:36,4,27,CIN 18,3,6,"Kyle Larson punts 56 yards, returned by Michael Waddell for 4 yards (tackle by Landon Johnson). Penalty on Shad Meier: Illegal Block Above the Waist, 10 yards",-2.240,-0.280
2,6:24,1,10,TEN 20,3,6,Chris Brown right tackle for 19 yards (tackle by Kevin Hardy and Deltha O'Neal),0.280,1.530
2,5:48,1,10,TEN 39,3,6,Billy Volek pass incomplete intended for Derrick Mason,1.530,0.990
2,5:43,2,10,TEN 39,3,6,Chris Brown up the middle for 12 yards (tackle by Kevin Kaesviharn and Kevin Hardy),0.990,2.320
2,5:02,1,10,CIN 49,3,6,"Penalty on Brad Hopkins: False Start, 5 yards (no play)",2.320,1.990
2,4:35,1,15,TEN 46,3,6,Billy Volek pass complete to Derrick Mason for 11 yards (tackle by Kim Herring),1.990,2.590
2,3:51,2,4,CIN 43,3,6,Chris Brown left end for 2 yards (tackle by Justin Smith),2.590,2.150
2,3:13,3,2,CIN 41,3,6,Chris Brown left end for no gain (tackle by Brian Simmons and Justin Smith),2.150,0.530
2,2:36,4,2,CIN 41,3,6,Craig Hentrich up the middle for 8 yards (tackle by Kevin Walter),0.530,3.380
2,2:00,1,10,CIN 33,3,6,Billy Volek pass complete to Eddie Berlin for 4 yards (tackle by Deltha O'Neal),3.380,3.380
2,1:28,2,6,CIN 29,3,6,Billy Volek pass complete to Chris Brown for 7 yards (tackle by Deltha O'Neal),3.380,4.110
2,1:11,,,,3,6,Timeout #1 by Tennessee Titans,0.000,4.110
2,1:10,1,10,CIN 22,3,6,Billy Volek pass complete to Shad Meier for 3 yards (tackle by Brian Simmons),4.110,3.970
2,0:43,2,7,CIN 19,3,6,Chris Brown left tackle for 4 yards (tackle by Kevin Kaesviharn and Robert Geathers),3.970,3.930
2,0:37,,,,3,6,Timeout #2 by Tennessee Titans,0.000,3.930
2,0:37,3,3,CIN 15,3,6,Billy Volek pass complete to Derrick Mason for 10 yards (tackle by Justin Smith),3.930,6.060
2,0:17,1,5,CIN 5,3,6,Billy Volek spiked the ball,6.060,5.150
2,0:17,2,5,CIN 5,3,6,Billy Volek pass incomplete intended for Derrick Mason,5.150,4.260
2,0:14,3,5,CIN 5,3,6,Robert Holcombe right tackle for 4 yards (tackle by Deltha O'Neal and John Thornton),4.260,3.550
2,0:03,,,,3,6,Timeout #3 by Tennessee Titans,0.000,0.000
2,0:03,,,,3,6,Timeout #2 by Cincinnati Bengals,0.000,3.550
2,0:02,4,1,CIN 1,3,12,"Billy Volek pass complete to Shad Meier for 1 yard, touchdown",3.550,7.000
2,,,,CIN 2,3,13,Gary Anderson kicks extra point good,0.000,0.000
Quarter,Time,Down,ToGo,Location,CIN,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CIN 30,3,13,"Shayne Graham kicks off 65 yards, returned by Michael Waddell for 25 yards (tackle by Marcus Wilkins)",0.000,0.940
3,14:55,1,10,TEN 30,3,13,Chris Brown up the middle for no gain (tackle by Justin Smith),0.940,0.390
3,14:19,2,10,TEN 30,3,13,Chris Brown right tackle for 14 yards (tackle by Kevin Kaesviharn). Penalty on Langston Moore: Defensive Offside (Declined),0.390,1.860
3,13:50,1,10,TEN 44,3,13,Chris Brown right end for 2 yards (tackle by Langston Moore and John Thornton),1.860,1.590
3,13:12,2,8,TEN 46,3,13,Billy Volek pass complete to Chris Brown for 4 yards (tackle by Brian Simmons),1.590,1.420
3,12:26,3,4,TEN 50,9,13,"Billy Volek pass incomplete intended for Derrick Mason is intercepted by Madieu Williams at CIN-49 and returned for 51 yards, touchdown",1.420,-7.000
3,,,,TEN 2,10,13,Shayne Graham kicks extra point good,0.000,0.000
3,,,,CIN 30,10,13,"Shayne Graham kicks off 65 yards, returned by Michael Waddell for 27 yards (tackle by Anthony Mitchell). Penalty on Brad Kassell: Offensive Holding, 10 yards",0.000,0.280
3,12:10,1,10,TEN 20,10,13,Chris Brown right end for 1 yard (tackle by Caleb Miller and Kevin Hardy),0.280,-0.130
3,11:36,2,9,TEN 21,10,13,Billy Volek pass complete to Chris Brown for 9 yards (tackle by Deltha O'Neal),-0.130,0.940
3,10:50,1,10,TEN 30,10,13,Chris Brown right tackle for 6 yards (tackle by John Thornton),0.940,1.200
3,10:14,2,4,TEN 36,10,13,Chris Brown up the middle for 3 yards (tackle by Caleb Miller),1.200,0.890
3,9:33,3,1,TEN 39,10,13,Billy Volek up the middle for no gain (tackle by Kevin Hardy and Matthias Askew),0.890,-0.780
3,8:44,4,1,TEN 39,10,13,"Craig Hentrich punts 46 yards, fair catch by Deltha O'Neal",-0.780,0.220
3,8:36,1,10,CIN 15,10,13,Rudi Johnson right end for 1 yard (tackle by Andre Woolfolk and Keith Bulluck),-0.220,-0.580
3,7:59,2,9,CIN 16,10,13,Carson Palmer pass incomplete intended for Reggie Kelly,-0.580,-1.250
3,7:53,3,9,CIN 16,10,13,Carson Palmer pass complete to Chad Ochocinco for 15 yards (tackle by Samari Rolle),-1.250,1.000
3,7:32,1,10,CIN 31,10,13,Rudi Johnson left tackle for 2 yards (tackle by Brad Kassell and Rien Long),1.000,0.730
3,6:59,2,8,CIN 33,10,13,Carson Palmer pass incomplete intended for Chad Ochocinco,0.730,0.040
3,6:55,3,8,CIN 33,10,13,Carson Palmer pass complete to Kelley Washington for 11 yards (tackle by Andre Dyson),0.040,1.860
3,6:24,,,,10,13,Timeout #1 by Tennessee Titans,0.000,1.860
3,6:24,1,10,CIN 44,10,13,Carson Palmer pass incomplete intended for T.J. Houshmandzadeh,1.860,1.320
3,6:19,2,10,CIN 44,10,13,Carson Palmer pass incomplete intended for Chad Ochocinco (defended by Jared Clauss),1.320,0.630
3,6:16,3,10,CIN 44,10,13,"Carson Palmer pass incomplete intended for Kelley Washington (defended by Tank Williams). Penalty on Tank Williams: Defensive Pass Interference, 18 yards (no play)",0.630,3.050
3,6:10,1,10,TEN 38,10,13,Rudi Johnson right guard for 3 yards (tackle by Juqua Parker),3.050,2.910
3,5:33,2,7,TEN 35,10,13,Rudi Johnson left tackle for 3 yards (tackle by Keith Bulluck and Brad Kassell),2.910,2.610
3,4:59,3,4,TEN 32,10,13,Carson Palmer pass incomplete intended for Chad Ochocinco,2.610,1.270
3,4:54,4,4,TEN 32,13,13,Shayne Graham 50 yard field goal good,1.270,3.000
3,,,,CIN 30,13,13,"Shayne Graham kicks off 60 yards, returned by Michael Waddell for 20 yards (tackle by Kevin Kaesviharn)",0.000,0.940
3,4:43,1,10,TEN 30,13,13,Billy Volek pass complete to Troy Fleming for 37 yards (tackle by Kim Herring),0.940,3.380
3,3:58,1,10,CIN 33,13,13,Billy Volek pass complete to Ben Troupe for 14 yards (tackle by Kevin Kaesviharn),3.380,4.310
3,3:14,1,10,CIN 19,13,13,Billy Volek pass complete to Derrick Mason for 7 yards (tackle by Tory James),4.310,4.920
3,2:54,2,3,CIN 12,13,13,Chris Brown left tackle for -1 yards (tackle by Langston Moore),4.920,3.960
3,2:16,3,4,CIN 13,13,19,"Billy Volek pass complete to Troy Fleming for 13 yards, touchdown",3.960,7.000
3,,,,CIN 2,13,20,Gary Anderson kicks extra point good,0.000,0.000
3,,,,TEN 30,13,20,"Craig Hentrich kicks off 58 yards, returned by Cliff Russell for 13 yards (tackle by Justin Ena)",0.000,0.610
3,2:04,1,10,CIN 25,13,20,Carson Palmer pass incomplete intended for T.J. Houshmandzadeh is intercepted by Andre Dyson at CIN-44 and returned for 16 yards (tackle by Jeremi Johnson),0.610,-3.710
3,1:53,1,10,CIN 28,13,20,Chris Brown left tackle for 19 yards (tackle by Kim Herring),3.710,5.140
3,1:13,1,9,CIN 9,13,20,"Chris Brown up the middle for 4 yards (tackle by Justin Smith). Penalty on Langston Moore: Defensive Offside, 5 yards (no play)",5.140,6.280
3,0:51,1,4,CIN 4,13,20,Chris Brown right guard for 3 yards (tackle by Justin Smith),6.280,5.910
3,0:12,2,1,CIN 1,13,26,"Chris Brown up the middle for 1 yard, touchdown",5.910,7.000
3,,,,CIN 2,13,27,Gary Anderson kicks extra point good,0.000,0.000
3,,,,TEN 30,13,27,"Craig Hentrich kicks off 70 yards, returned by Cliff Russell for 30 yards (tackle by Scott McGarrahan)",0.000,0.940
3,0:04,1,10,CIN 30,13,27,Rudi Johnson right guard for 11 yards (tackle by Tank Williams),0.940,1.660
Quarter,Time,Down,ToGo,Location,CIN,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CIN 41,13,27,Carson Palmer sacked by Kevin Carter for -9 yards,1.660,-0.100
4,14:32,2,19,CIN 32,13,27,Carson Palmer pass complete to T.J. Houshmandzadeh for 62 yards (tackle by Samari Rolle),-0.100,5.830
4,13:50,1,6,TEN 6,19,27,"Rudi Johnson right tackle for 6 yards, touchdown",5.830,7.000
4,,,,TEN 2,20,27,Shayne Graham kicks extra point good,0.000,0.000
4,,,,CIN 30,20,27,"Shayne Graham kicks off 67 yards, returned by Michael Waddell for 26 yards (tackle by Anthony Mitchell)",0.000,0.870
4,13:38,1,10,TEN 29,20,27,Billy Volek pass incomplete intended for Derrick Mason,0.870,0.330
4,13:32,2,10,TEN 29,20,27,Chris Brown left tackle for 4 yards (tackle by Langston Moore),0.330,0.170
4,12:47,3,6,TEN 33,20,27,Billy Volek pass incomplete intended for Derrick Mason,0.170,-1.180
4,12:43,4,6,TEN 33,20,27,Craig Hentrich punts 45 yards,-1.180,-0.410
4,12:35,1,10,CIN 22,20,27,Rudi Johnson up the middle for -2 yards (tackle by Albert Haynesworth and Kevin Carter),0.410,-0.400
4,12:02,2,12,CIN 20,20,27,Carson Palmer pass complete to Rudi Johnson for 3 yards (tackle by Samari Rolle),-0.400,-0.690
4,11:21,3,9,CIN 23,20,27,Carson Palmer sacked by Randy Starks and Travis LaBoy for -8 yards,-0.690,-2.440
4,10:51,4,17,CIN 15,20,27,"Kyle Larson punts 50 yards, returned by Michael Waddell for -1 yards (tackle by Reggie Myles)",-2.440,-1.200
4,10:40,1,10,TEN 34,20,27,"Chris Brown right end for 7 yards (tackle by Kim Herring). Penalty on Duane Clemons: Defensive Offside, 5 yards (no play)",1.200,1.930
4,10:11,1,5,TEN 39,20,27,Chris Brown left tackle for 4 yards (tackle by Kevin Hardy and Justin Smith),1.930,1.870
4,9:32,2,1,TEN 43,20,27,Chris Brown left tackle for 10 yards (tackle by Kim Herring and Kevin Hardy),1.870,2.460
4,8:47,1,10,CIN 47,20,27,Chris Brown left end for 4 yards (tackle by Caleb Miller),2.460,2.450
4,8:09,2,6,CIN 43,20,27,Billy Volek sacked by Duane Clemons for -8 yards,2.450,0.700
4,7:25,3,14,TEN 49,20,27,Billy Volek sacked by Kevin Hardy for -7 yards,0.700,-0.590
4,7:07,4,21,TEN 42,20,27,"Craig Hentrich punts 42 yards, fair catch by Deltha O'Neal",-0.590,0.140
4,7:00,1,10,CIN 16,20,27,Carson Palmer sacked by Keith Bulluck for -4 yards,-0.140,-1.070
4,6:26,2,14,CIN 12,20,27,Carson Palmer pass complete to Rudi Johnson for 1 yard (tackle by Kevin Carter),-1.070,-1.750
4,5:50,3,13,CIN 13,20,27,Carson Palmer pass complete to Matt Schobel for 10 yards (tackle by Andre Woolfolk),-1.750,-1.830
4,5:30,4,3,CIN 23,20,27,"Kyle Larson punts 44 yards, muffed catch by Michael Waddell, recovered by Michael Waddell and returned for no gain",-1.830,-0.940
4,5:18,1,10,TEN 30,20,27,Chris Brown left end for -2 yards (tackle by Duane Clemons). Penalty on Drew Bennett: Illegal Formation (Declined),0.940,0.120
4,4:51,2,12,TEN 28,20,27,Chris Brown left end for 2 yards (tackle by John Thornton),0.120,-0.300
4,4:43,,,,20,27,Timeout #1 by Cincinnati Bengals,0.000,-0.300
4,4:43,3,10,TEN 30,20,27,Billy Volek pass incomplete intended for Drew Bennett (defended by Deltha O'Neal). Penalty on Brad Hopkins: Offensive Holding (Declined),-0.300,-1.370
4,4:39,4,10,TEN 30,20,27,"Craig Hentrich punts 46 yards, fair catch by Deltha O'Neal",-1.370,-0.540
4,4:31,1,10,CIN 24,20,27,Rudi Johnson right tackle for 18 yards (tackle by Samari Rolle and Lamont Thompson),0.540,1.730
4,4:02,1,10,CIN 42,20,27,Carson Palmer pass complete to Tony Stewart for 9 yards (tackle by Brad Kassell),1.730,2.400
4,3:28,2,1,TEN 49,20,27,Rudi Johnson right tackle for 2 yards (tackle by Albert Haynesworth),2.400,2.460
4,2:53,1,10,TEN 47,20,27,Carson Palmer pass incomplete intended for Kelley Washington,2.460,1.910
4,2:50,2,10,TEN 47,20,27,Carson Palmer pass incomplete intended for Chad Ochocinco (defended by Antwan Odom),1.910,1.220
4,2:47,3,10,TEN 47,20,27,Carson Palmer pass incomplete intended for T.J. Houshmandzadeh (defended by Rocky Boiman),1.220,0.130
4,2:43,4,10,TEN 47,20,27,"Kyle Larson punts 47 yards, touchback",0.130,-0.280
4,2:35,1,10,TEN 20,20,27,Chris Brown right end for no gain (tackle by Duane Clemons and Justin Smith),0.280,-0.270
4,2:29,,,,20,27,Timeout #2 by Cincinnati Bengals,0.000,-0.270
4,2:29,2,10,TEN 20,20,27,Billy Volek up the middle for 5 yards (tackle by Duane Clemons),-0.270,-0.300
4,2:21,,,,20,27,Timeout #3 by Cincinnati Bengals,0.000,-0.300
4,2:21,3,5,TEN 25,20,27,Billy Volek pass incomplete intended for Troy Fleming (defended by Kevin Hardy),-0.300,-1.700
4,2:15,4,5,TEN 25,20,27,"Craig Hentrich punts 42 yards, fair catch by Deltha O'Neal",-1.700,-1.140
4,2:07,1,10,CIN 33,20,27,Carson Palmer pass complete to Kenny Watson for 7 yards (tackle by Andre Dyson),1.140,1.540
4,1:56,2,3,CIN 40,20,27,Carson Palmer pass complete to T.J. Houshmandzadeh for 5 yards (tackle by Brad Kassell),1.540,1.930
4,1:37,1,10,CIN 45,20,27,"Carson Palmer pass incomplete intended for Chad Ochocinco. Penalty on Samari Rolle: Defensive Holding, 5 yards (no play)",1.930,2.260
4,1:32,1,10,TEN 50,20,27,Carson Palmer pass incomplete intended for T.J. Houshmandzadeh (defended by Andre Woolfolk),2.260,1.710
4,1:28,2,10,TEN 50,20,27,Carson Palmer pass complete to Kelley Washington for 16 yards (tackle by Keith Bulluck),1.710,3.310
4,1:15,1,10,TEN 34,20,27,Carson Palmer spiked the ball,3.310,2.770
4,1:13,2,10,TEN 34,20,27,Carson Palmer pass complete to T.J. Houshmandzadeh for 7 yards (tackle by Andre Dyson),2.770,3.010
4,0:53,3,3,TEN 27,20,27,Carson Palmer pass complete to Chad Ochocinco for 18 yards (tackle by Tank Williams),3.010,5.140
4,0:36,1,9,TEN 9,20,27,Carson Palmer spiked the ball,5.140,4.380
4,0:35,2,9,TEN 9,20,27,"Carson Palmer sacked by Albert Haynesworth for -7 yards. Carson Palmer fumbles (forced by Albert Haynesworth), recovered by Juqua Parker at TEN-35 (tackle by Eric Steinbach)",4.380,-1.270
4,0:24,1,10,TEN 35,20,27,Billy Volek kneels for -1 yards,1.270,0.590
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
