Quarter,Time,Down,ToGo,Location,CAR,NYG,Detail,EPB,EPA
2,13:48,2,2,CAR 2,7,9,"Brandon Jacobs right guard for 2 yards, touchdown",5.720,7.000
2,,,,CAR 2,7,10,John Carney kicks extra point good,0.000,0.000
2,,,,NYG 30,7,10,"John Carney kicks off 48 yards, returned by Jeff King for 12 yards (tackle by Ahmad Bradshaw)",0.000,1.200
2,13:27,1,10,CAR 34,7,10,Jonathan Stewart up the middle for no gain (tackle by Antonio Pierce and Fred Robbins),1.200,0.660
2,12:56,2,10,CAR 34,7,10,Jonathan Stewart right tackle for 3 yards (tackle by Barry Cofield and Danny Clark),0.660,0.370
2,12:13,3,7,CAR 37,7,10,Jake Delhomme pass complete short left to Jonathan Stewart for 15 yards (tackle by Terrell Thomas),0.370,2.390
2,11:28,1,10,NYG 48,7,10,Jake Delhomme pass complete short right to Jeff King for 11 yards (tackle by Antonio Pierce),2.390,3.120
2,10:59,1,10,NYG 37,7,10,Jonathan Stewart up the middle for 7 yards (tackle by James Butler and Chase Blackburn),3.120,3.520
2,10:29,2,3,NYG 30,7,10,DeAngelo Williams left end for 16 yards (tackle by Corey Webster),3.520,4.650
2,10:00,1,10,NYG 14,7,10,DeAngelo Williams left guard for 1 yard (tackle by Mathias Kiwanuka),4.650,4.160
2,9:18,2,9,NYG 13,7,10,Jake Delhomme pass complete short left to Steve Smith for 10 yards,4.160,6.510
2,8:58,1,3,NYG 3,7,10,DeAngelo Williams up the middle for -2 yards (tackle by Terrell Thomas and Renaldo Wynn),6.510,5.150
2,8:21,2,5,NYG 5,13,10,"DeAngelo Williams left tackle for 5 yards, touchdown",5.150,7.000
2,,,,NYG 2,14,10,John Kasay kicks extra point good,0.000,0.000
2,,,,CAR 30,14,10,"Rhys Lloyd kicks off 70 yards, touchback",0.000,0.280
2,8:12,1,10,NYG 20,14,10,Eli Manning pass incomplete short left intended for Amani Toomer,0.280,-0.270
2,8:07,2,10,NYG 20,14,10,Derrick Ward left tackle for 9 yards (tackle by Thomas Davis),-0.270,0.230
2,7:41,3,1,NYG 29,14,10,Madison Hedgecock right guard for no gain (tackle by Jon Beason and Damione Lewis),0.230,-1.440
2,6:52,4,1,NYG 29,14,10,"Jeff Feagles punts 41 yards, returned by Mark Jones for 5 yards (tackle by Terrell Thomas)",-1.440,-1.270
2,6:38,1,10,CAR 35,14,10,Jake Delhomme pass complete deep left to Muhsin Muhammad for 60 yards (tackle by James Butler),1.270,6.060
2,5:48,1,5,NYG 5,14,10,Jake Delhomme pass complete short right to Muhsin Muhammad for 2 yards (tackle by Terrell Thomas),6.060,5.530
2,4:54,2,3,NYG 3,14,10,Jake Delhomme pass complete short left to Steve Smith for 2 yards (tackle by Corey Webster),5.530,5.170
,,,,,,,"NYG challenged the runner broke the plane ruling, and the original play was overturned.",,
2,4:54,3,1,NYG 1,20,10,"DeAngelo Williams left guard for 1 yard, touchdown",5.170,7.000
2,,,,NYG 2,21,10,John Kasay kicks extra point good,0.000,0.000
2,,,,CAR 30,21,10,"Rhys Lloyd kicks off 68 yards, returned by Ahmad Bradshaw for 25 yards (tackle by Charles Godfrey)",0.000,0.740
2,4:38,1,10,NYG 27,21,10,Brandon Jacobs left end for 3 yards (tackle by Chris Harris and Damione Lewis),0.740,0.600
2,4:07,2,7,NYG 30,21,10,Eli Manning pass complete short right to Kevin Boss for 15 yards (tackle by Chris Harris),0.600,1.930
2,3:27,1,10,NYG 45,21,10,Eli Manning pass incomplete deep middle intended for Domenik Hixon (defended by Chris Gamble),1.930,1.380
2,3:18,2,10,NYG 45,21,10,Eli Manning sacked by Thomas Davis for -6 yards,1.380,-0.100
2,2:52,3,16,NYG 39,21,10,Eli Manning pass complete short left to Derrick Ward for -5 yards (tackle by Ken Lucas),-0.100,-1.110
2,2:14,4,21,NYG 34,21,10,"Jeff Feagles punts 44 yards, fair catch by Mark Jones",-1.110,-0.410
2,2:06,1,10,CAR 22,21,10,Steve Smith right end for -2 yards (tackle by Antonio Pierce),0.410,-0.400
2,2:00,2,12,CAR 20,21,10,DeAngelo Williams left tackle for no gain (tackle by Michael Johnson and Barry Cofield),-0.400,-1.090
2,1:55,,,,21,10,Timeout #1 by New York Giants,0.000,-1.090
2,1:55,3,12,CAR 20,21,10,Jake Delhomme pass incomplete short left intended for Steve Smith (defended by Terrell Thomas),-1.090,-2.030
2,1:50,4,12,CAR 20,21,10,"Jason Baker punts 41 yards, muffed catch by Ahmad Bradshaw, recovered by Ahmad Bradshaw and returned for 6 yards (tackle by Na'il Diggs)",-2.030,-1.930
2,1:39,1,10,NYG 45,21,10,Derrick Ward up the middle for 34 yards (tackle by Thomas Davis),1.930,4.170
2,1:30,1,10,CAR 21,21,10,Derrick Ward left guard for 4 yards (tackle by Chris Harris),4.170,4.200
2,1:09,2,6,CAR 17,21,10,Eli Manning pass incomplete short middle intended for Kevin Boss (defended by Charles Godfrey),4.200,3.460
2,1:01,3,6,CAR 17,21,10,Eli Manning pass incomplete short middle intended for Mario Manningham (defended by Jon Beason),3.460,2.340
2,0:55,4,6,CAR 17,21,13,John Carney 35 yard field goal good,2.340,3.000
2,,,,NYG 30,21,13,"John Carney kicks off 58 yards, returned by Mark Jones for 24 yards (tackle by Bryan Kehl)",0.000,1.330
2,0:45,1,10,CAR 36,21,13,DeAngelo Williams left end for no gain (tackle by Michael Johnson and Mathias Kiwanuka),1.330,0.790
Quarter,Time,Down,ToGo,Location,CAR,NYG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 30,21,13,"John Carney kicks off 61 yards, returned by Mark Jones for 24 yards (tackle by Terrell Thomas)",0.000,1.140
3,14:55,1,10,CAR 33,21,13,DeAngelo Williams left tackle for 5 yards (tackle by Mathias Kiwanuka),1.140,1.270
3,14:21,2,5,CAR 38,21,13,DeAngelo Williams right end for 7 yards (tackle by Michael Johnson),1.270,1.930
3,13:45,1,10,CAR 45,21,13,Jonathan Stewart up the middle for 6 yards (tackle by Danny Clark),1.930,2.190
3,13:07,2,4,NYG 49,21,13,Jake Delhomme pass incomplete short left intended for Jonathan Stewart,2.190,1.490
3,12:55,3,4,NYG 49,21,13,Jake Delhomme pass incomplete short left intended for Muhsin Muhammad,1.490,0.000
3,12:50,4,4,NYG 49,21,13,"Jason Baker punts 39 yards, fair catch by R.W. McQuarters",0.000,0.380
3,12:42,1,10,NYG 10,21,13,Brandon Jacobs right tackle for 3 yards (tackle by Jon Beason),-0.380,-0.560
3,12:06,2,7,NYG 13,21,13,Brandon Jacobs left tackle for 2 yards (tackle by Na'il Diggs),-0.560,-0.840
3,11:20,3,5,NYG 15,21,13,Eli Manning pass incomplete short left intended for Domenik Hixon,-0.840,-2.440
3,11:15,4,5,NYG 15,21,13,Jeff Feagles punts 33 yards,-2.440,-2.390
3,11:07,1,10,NYG 48,21,13,Jonathan Stewart right guard for 2 yards (tackle by Renaldo Wynn),2.390,2.120
3,10:39,2,8,NYG 46,21,13,Jonathan Stewart right guard for 3 yards (tackle by Jay Alford and Danny Clark),2.120,1.820
3,9:56,3,5,NYG 43,21,13,Jake Delhomme pass incomplete short middle intended for Muhsin Muhammad (defended by Corey Webster),1.820,0.400
3,9:42,4,5,NYG 43,21,13,"Jason Baker punts 27 yards, fair catch by R.W. McQuarters",0.400,0.140
3,9:35,1,10,NYG 16,21,13,Eli Manning pass complete short right to Kevin Boss for 4 yards (tackle by Chris Harris),-0.140,0.010
3,8:57,2,6,NYG 20,21,13,Brandon Jacobs right tackle for 1 yard (tackle by Na'il Diggs and Damione Lewis),0.010,-0.700
3,8:10,3,5,NYG 21,21,13,"Penalty on Eli Manning: Delay of Game, 5 yards (no play)",-0.700,-1.320
3,7:46,3,10,NYG 16,21,13,Eli Manning pass complete short left to Kevin Boss for 11 yards (tackle by Ken Lucas),-1.320,0.740
3,7:04,1,10,NYG 27,21,13,Brandon Jacobs right tackle for 5 yards (tackle by Jon Beason and Chris Gamble),0.740,0.870
3,6:15,2,5,NYG 32,21,13,Eli Manning pass complete short right to Domenik Hixon for 9 yards (tackle by Chris Gamble),0.870,1.660
3,5:28,1,10,NYG 41,21,13,Brandon Jacobs left end for 4 yards (tackle by Julius Peppers and Jon Beason),1.660,1.660
3,4:50,2,6,NYG 45,21,13,Derrick Ward left end for 22 yards (tackle by Richard Marshall),1.660,3.380
3,4:04,1,10,CAR 33,21,13,Eli Manning pass complete short right to Amani Toomer for 12 yards (tackle by Chris Gamble),3.380,4.170
3,3:22,1,10,CAR 21,21,13,Eli Manning pass complete short right to Madison Hedgecock for 13 yards (tackle by Chris Gamble),4.170,5.370
3,2:33,1,8,CAR 8,21,13,Brandon Jacobs up the middle for 6 yards (tackle by Thomas Davis),5.370,5.720
3,1:56,2,2,CAR 2,21,13,Brandon Jacobs right end for -2 yards (tackle by Chris Harris),5.720,4.490
3,1:07,3,4,CAR 4,21,19,"Eli Manning pass complete short middle to Kevin Boss for 4 yards, touchdown",4.490,7.000
3,,,,CAR 2,21,20,John Carney kicks extra point good,0.000,0.000
3,,,,NYG 30,21,20,"John Carney kicks off 60 yards, returned by Mark Jones for 27 yards (tackle by Chase Blackburn)",0.000,1.400
3,0:54,1,10,CAR 37,21,20,Jake Delhomme pass incomplete deep right intended for Steve Smith,1.400,0.860
3,0:47,2,10,CAR 37,21,20,DeAngelo Williams left tackle for 6 yards (tackle by Renaldo Wynn and Antonio Pierce),0.860,0.960
3,0:09,3,4,CAR 43,21,20,Jake Delhomme pass complete short left to Muhsin Muhammad for 7 yards (tackle by Corey Webster),0.960,2.260
Quarter,Time,Down,ToGo,Location,CAR,NYG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,,21,20,DeAngelo Williams left guard for -1 yards (tackle by Antonio Pierce),2.260,1.580
4,14:28,2,11,CAR 49,21,20,DeAngelo Williams right guard for 2 yards (tackle by Justin Tuck),1.580,1.160
4,13:43,3,9,NYG 49,21,20,Jake Delhomme pass complete deep middle to Dwayne Jarrett for 19 yards (tackle by Corey Webster),1.160,3.580
4,13:06,1,10,NYG 30,27,20,"DeAngelo Williams right tackle for 30 yards, touchdown",3.580,7.000
4,,,,NYG 2,28,20,John Kasay kicks extra point good,0.000,0.000
4,,,,CAR 30,28,20,"Rhys Lloyd kicks off 64 yards, returned by Ahmad Bradshaw for 17 yards (tackle by Nate Salley)",0.000,0.480
4,12:44,1,10,NYG 23,28,20,Eli Manning sacked by Tyler Brayton for -9 yards,0.480,-1.400
4,12:18,2,19,NYG 14,28,20,Brandon Jacobs left guard for 16 yards (tackle by Jon Beason and Ken Lucas),-1.400,0.170
4,11:31,3,3,NYG 30,28,20,Derrick Ward left end for 37 yards (tackle by Charles Godfrey),0.170,3.380
4,11:05,1,10,CAR 33,28,20,Brandon Jacobs right end for 3 yards (tackle by Charles Godfrey and Thomas Davis),3.380,3.240
4,10:13,,,,28,20,Timeout #1 by New York Giants,0.000,3.240
4,10:13,2,7,CAR 30,28,20,Eli Manning pass incomplete short middle intended for Brandon Jacobs,3.240,2.540
4,10:07,3,7,CAR 30,28,20,Eli Manning sacked by Julius Peppers for -8 yards,2.540,0.720
4,9:41,4,15,CAR 38,28,20,Jeff Feagles punts 37 yards,0.720,0.380
4,9:21,1,10,CAR 1,28,20,DeAngelo Williams right guard for 2 yards (tackle by Fred Robbins and Mathias Kiwanuka),-0.380,-0.630
4,8:45,2,8,CAR 3,28,20,DeAngelo Williams up the middle for -1 yards (tackle by Justin Tuck and Barry Cofield),-0.630,-1.300
4,8:02,3,9,CAR 2,28,20,DeAngelo Williams left tackle for 3 yards (tackle by Antonio Pierce and Justin Tuck),-1.300,-2.490
4,7:24,4,6,CAR 5,28,20,"Jason Baker punts 49 yards, returned by R.W. McQuarters for 10 yards (tackle by Brad Hoover)",-2.490,-2.650
4,7:09,1,10,CAR 44,28,20,"Penalty on David Diehl: False Start, 5 yards (no play)",2.650,2.320
4,7:09,1,15,CAR 49,28,20,Eli Manning pass complete short left to Domenik Hixon for 13 yards (tackle by Ken Lucas),2.320,3.190
4,6:48,2,2,CAR 36,28,20,Derrick Ward right end for -1 yards (tackle by Jon Beason),3.190,2.350
4,6:09,3,3,CAR 37,28,20,Eli Manning pass complete short right to Amani Toomer for 15 yards (tackle by Chris Harris),2.350,4.110
4,5:37,1,10,CAR 22,28,20,Derrick Ward right end for 2 yards (tackle by Jon Beason),4.110,3.830
4,4:58,2,8,CAR 20,28,20,Derrick Ward up the middle for 3 yards (tackle by Nick Hayden),3.830,3.560
4,4:19,3,5,CAR 17,28,20,Eli Manning pass complete short middle to Kevin Boss for 12 yards (tackle by Chris Harris),3.560,6.060
4,3:29,1,5,CAR 5,28,20,"Eli Manning pass incomplete short left intended for Domenik Hixon (defended by Ken Lucas). Penalty on Ken Lucas: Defensive Pass Interference, 4 yards (no play)",6.060,6.970
4,3:24,1,1,CAR 1,28,26,"Brandon Jacobs right guard for 1 yard, touchdown",6.970,7.000
4,,,,,28,28,"Two Point Attempt: Eli Manning pass complete to Domenik Hixon, conversion succeeds",1.000,1.000
4,,,,NYG 30,28,28,"John Carney kicks off 59 yards, returned by Mark Jones for 27 yards (tackle by Terrell Thomas)",0.000,1.470
4,3:15,1,10,CAR 38,28,28,Jake Delhomme pass complete short middle to Jonathan Stewart for 13 yards (tackle by Mathias Kiwanuka),1.470,2.320
4,2:41,1,10,NYG 49,28,28,Jonathan Stewart right guard for 1 yard (tackle by Danny Clark),2.320,1.920
4,2:00,2,9,NYG 48,28,28,Jake Delhomme pass incomplete deep middle intended for Steve Smith (defended by Corey Webster),1.920,1.220
4,1:54,3,9,NYG 48,28,28,Jake Delhomme pass complete short left to Muhsin Muhammad for 11 yards (tackle by Corey Webster),1.220,3.120
4,1:23,1,10,NYG 37,28,28,"DeAngelo Williams for 7 yards (tackle by James Butler). Jake Delhomme fumbles, recovered by Jake Delhomme at NYG-37. Penalty on Steve Smith: Offensive Holding, 10 yards",3.120,2.920
4,1:11,,,,28,28,Timeout #2 by New York Giants,0.000,2.920
4,1:11,1,13,NYG 40,28,28,DeAngelo Williams up the middle for no gain (tackle by Michael Johnson and Renaldo Wynn),2.920,2.170
4,1:03,,,,28,28,Timeout #3 by New York Giants,0.000,2.170
4,1:03,2,13,NYG 40,28,28,DeAngelo Williams right end for 7 yards (tackle by James Butler and Chase Blackburn),2.170,2.410
4,0:54,3,6,NYG 33,28,28,DeAngelo Williams up the middle for 1 yard (tackle by Antonio Pierce and Kenny Phillips),2.410,1.260
4,0:09,,,,28,28,Timeout #1 by Carolina Panthers,0.000,1.260
4,0:09,4,5,NYG 32,28,28,John Kasay 50 yard field goal no good,1.260,-1.600
4,0:04,1,10,NYG 40,28,28,Eli Manning kneels for -1 yards,1.600,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,CAR,NYG,Detail,EPB,EPA
,,,,,,,"Giants won the coin toss, Giants to receive the overtime kickoff.",,
OT,,,,CAR 30,28,28,"Rhys Lloyd kicks off 77 yards, touchback",0.000,0.280
OT,15:00,1,10,NYG 20,28,28,Derrick Ward left end for 6 yards (tackle by Na'il Diggs and Julius Peppers),0.280,0.540
OT,14:19,2,4,NYG 26,28,28,Eli Manning pass incomplete short left intended for Domenik Hixon,0.540,-0.160
OT,14:11,3,4,NYG 26,28,28,Eli Manning pass incomplete short right intended for Amani Toomer,-0.160,-1.630
OT,14:07,4,4,NYG 26,28,28,"Jeff Feagles punts 48 yards, returned by Mark Jones for 13 yards (tackle by Terrell Thomas)",-1.630,-1.530
OT,13:54,1,10,CAR 39,28,28,Jonathan Stewart right guard for 5 yards (tackle by Danny Clark),1.530,1.660
OT,13:18,2,5,CAR 44,28,28,Jonathan Stewart up the middle for 2 yards (tackle by Justin Tuck and Barry Cofield),1.660,1.220
OT,12:39,3,3,CAR 46,28,28,Jake Delhomme pass incomplete short right intended for Muhsin Muhammad (defended by Kevin Dockery),1.220,-0.320
OT,12:31,4,3,CAR 46,28,28,"Jason Baker punts 35 yards, muffed catch by R.W. McQuarters, recovered by R.W. McQuarters and returned for no gain",-0.320,0.320
OT,12:20,1,10,NYG 13,28,28,Derrick Ward up the middle for 51 yards (tackle by Ken Lucas),-0.320,3.180
OT,11:57,1,10,CAR 36,28,28,Brandon Jacobs left tackle for 3 yards (tackle by Charles Johnson),3.180,3.040
OT,11:18,2,7,CAR 33,28,28,Eli Manning pass incomplete short left intended for Domenik Hixon,3.040,2.350
OT,11:13,3,7,CAR 33,28,28,Derrick Ward right guard for 14 yards (tackle by Charles Godfrey and Jon Beason),2.350,4.310
OT,10:31,,,,28,28,Timeout #1 by Carolina Panthers,0.000,4.310
OT,10:31,1,10,CAR 19,28,28,Derrick Ward right end for 17 yards (tackle by Thomas Davis),4.310,6.740
OT,10:09,1,2,CAR 2,28,34,"Brandon Jacobs left guard for 2 yards, touchdown",6.740,6.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
