#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,13:26,ARI 20,4,1:15,-6,Missed FG
2,1,10:20,GNB 16,11,4:49,84,Touchdown
3,1,1:02,GNB 17,4,1:09,23,Interception
4,2,13:26,GNB 20,12,5:42,80,Touchdown
5,2,6:33,GNB 25,8,4:39,75,Touchdown
6,2,0:23,GNB 15,1,0:23,-1,End of Half
7,3,15:00,GNB 48,3,0:57,9,Punt
8,3,13:57,ARI 17,4,0:45,2,Field Goal
9,3,12:14,,3,0:58,2,Punt
10,3,8:21,GNB 21,3,2:20,9,Punt
11,3,0:50,GNB 22,2,0:50,78,Touchdown
12,4,13:29,GNB 31,3,2:23,9,Punt
13,4,9:34,GNB 18,7,5:00,31,Punt
14,4,2:20,GNB 35,4,0:30,19,Punt
15,4,1:50,ARI 2,3,1:50,-3,End of Game
