Quarter,Time,Down,ToGo,Location,GNB,MIN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Packers won the coin toss and deferred, Vikings to receive the opening kickoff.",,
1,15:00,,,GNB 35,0,0,"Mason Crosby kicks off 69 yards, returned by Marcus Sherels for 27 yards (tackle by Jamari Lattimore)",0.000,0.480
1,14:55,1,10,MIN 23,0,0,Adrian Peterson right tackle for no gain (tackle by Morgan Burnett),0.480,-0.070
1,14:23,2,10,MIN 23,0,0,Christian Ponder pass complete short middle to Kyle Rudolph for 10 yards (tackle by Morgan Burnett),-0.070,1.140
1,13:39,1,10,MIN 33,0,0,Adrian Peterson up the middle for 12 yards (tackle by Morgan Burnett and Sam Shields),1.140,1.930
1,12:58,1,10,MIN 45,0,0,Adrian Peterson left guard for 3 yards,1.930,1.790
1,12:19,2,7,MIN 48,0,0,Christian Ponder pass incomplete short left intended for Jerome Simpson,1.790,1.090
1,12:12,3,7,MIN 48,0,0,Christian Ponder pass complete short right to Jerome Simpson for 8 yards (tackle by Tramon Williams),1.090,2.650
1,11:43,1,10,GNB 44,0,0,Christian Ponder pass incomplete short left intended for Jerome Simpson,2.650,2.110
1,11:40,2,10,GNB 44,0,0,Christian Ponder pass incomplete short right intended for Michael Jenkins,2.110,1.420
1,11:33,3,10,GNB 44,0,0,Christian Ponder left end for 8 yards (tackle by Jerron McMillian),1.420,0.890
1,10:52,4,2,GNB 36,0,3,Blair Walsh 54 yard field goal good,0.890,3.000
1,10:47,,,MIN 35,0,3,"Blair Walsh kicks off 74 yards, touchback",0.000,0.280
1,10:47,1,10,GNB 20,0,3,Ryan Grant left tackle for 2 yards (tackle by Kevin Williams),0.280,0.000
1,10:19,2,8,GNB 22,0,3,Aaron Rodgers pass complete short right to Jermichael Finley for 4 yards (tackle by Jamarca Sanford),0.000,-0.160
1,9:33,3,4,GNB 26,0,3,Aaron Rodgers pass incomplete short left intended for James Jones,-0.160,-1.630
1,9:27,4,4,GNB 26,0,3,"Tim Masthay punts 59 yards, returned by Marcus Sherels for 25 yards (tackle by Ryan Taylor)",-1.630,-1.600
1,9:14,1,10,MIN 40,0,3,Christian Ponder sacked by Clay Matthews for -7 yards,1.600,0.110
,,,,,,,"GNB challenged the runner was down by contact ruling, and the original play was overturned.",,
1,8:55,2,17,MIN 33,0,3,Adrian Peterson right tackle for 6 yards (tackle by Erik Walden and Brad Jones),0.110,0.230
1,8:18,3,11,MIN 39,0,3,Christian Ponder pass complete short left to Toby Gerhart for 21 yards (tackle by Sam Shields),0.230,2.920
1,7:33,1,10,GNB 40,0,3,Adrian Peterson left guard for 6 yards (tackle by Brad Jones),2.920,3.180
1,6:56,2,4,GNB 34,0,3,Adrian Peterson right tackle for 22 yards (tackle by M.D. Jennings),3.180,4.780
1,6:30,1,10,GNB 12,0,3,Adrian Peterson up the middle for 5 yards (tackle by Morgan Burnett),4.780,5.020
1,5:50,2,5,GNB 7,0,9,"Adrian Peterson up the middle for 7 yards, touchdown",5.020,7.000
1,5:50,,,GNB 2,0,10,Blair Walsh kicks extra point good,0.000,0.000
1,5:44,,,MIN 35,0,10,"Blair Walsh kicks off 65 yards, touchback",0.000,0.280
1,5:44,1,10,GNB 20,0,10,Ryan Grant right guard for no gain (tackle by Erin Henderson),0.280,-0.270
1,5:20,2,10,GNB 20,0,10,Aaron Rodgers pass complete short right to Jermichael Finley for 5 yards (tackle by Harrison Smith),-0.270,-0.300
1,4:47,3,5,GNB 25,0,10,Aaron Rodgers pass incomplete short middle intended for Greg Jennings (defended by Kevin Williams),-0.300,-1.700
1,4:38,4,5,GNB 25,0,10,"Tim Masthay punts 39 yards, returned by Marcus Sherels for 11 yards (tackle by Jeremy Ross)",-1.700,-2.060
1,4:33,1,10,MIN 47,0,10,Adrian Peterson up the middle for -2 yards (tackle by B.J. Raji),2.060,1.250
1,3:56,2,12,MIN 45,0,10,Adrian Peterson right guard for 2 yards (tackle by Erik Walden and Brad Jones),1.250,0.830
1,3:17,3,10,MIN 47,0,10,Christian Ponder pass complete short left to Michael Jenkins for 9 yards (tackle by M.D. Jennings),0.830,0.330
1,2:41,4,1,GNB 44,0,10,Adrian Peterson left tackle for 6 yards (tackle by Tramon Williams),0.330,3.050
1,2:06,1,10,GNB 38,0,10,Adrian Peterson up the middle for 3 yards (tackle by C.J. Wilson),3.050,2.910
1,1:28,2,7,GNB 35,0,10,Christian Ponder pass incomplete short right intended for Kyle Rudolph,2.910,2.210
1,1:24,3,7,GNB 35,0,10,Christian Ponder pass complete short middle to Kyle Rudolph for 10 yards (tackle by Jerron McMillian),2.210,3.910
1,0:40,1,10,GNB 25,0,10,Christian Ponder left end for 8 yards (tackle by Brad Jones),3.910,4.550
1,0:10,2,2,GNB 17,0,10,Adrian Peterson right guard for -2 yards (tackle by A.J. Hawk),4.550,3.490
Quarter,Time,Down,ToGo,Location,GNB,MIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,4,GNB 19,0,10,Christian Ponder pass incomplete deep left intended for Jarius Wright,3.490,2.260
2,14:55,4,4,GNB 19,0,13,Blair Walsh 37 yard field goal good,2.260,3.000
2,14:51,,,MIN 35,0,13,"Blair Walsh kicks off 66 yards, returned by Jeremy Ross for 44 yards (tackle by Tyrone McKenzie)",0.000,1.800
2,14:44,1,10,GNB 43,0,13,DuJuan Harris up the middle for 9 yards (tackle by Letroy Guion),1.800,2.470
2,14:14,2,1,MIN 48,0,13,DuJuan Harris left guard for 8 yards (tackle by Chad Greenway),2.470,2.920
2,13:35,1,10,MIN 40,0,13,Aaron Rodgers sacked by Jared Allen for -12 yards,2.920,0.750
2,12:54,2,22,GNB 48,0,13,"Penalty on Aaron Rodgers: Delay of Game, 5 yards (no play)",0.750,0.080
2,12:23,2,27,GNB 43,0,13,Aaron Rodgers pass complete deep left to Greg Jennings for 20 yards (tackle by Chris Cook),0.080,2.080
2,11:43,3,7,MIN 37,0,13,Aaron Rodgers pass complete short right to James Jones for -4 yards (tackle by Jamarca Sanford),2.080,0.000
2,10:56,,,,0,13,Timeout #1 by Green Bay Packers,0.000,0.530
2,10:56,4,11,MIN 41,0,13,Tim Masthay punts 30 yards,0.530,0.370
2,10:47,1,10,MIN 11,0,13,Adrian Peterson left guard for no gain (tackle by C.J. Wilson),-0.370,-0.780
2,10:08,2,10,MIN 11,0,13,Christian Ponder pass complete short left to Rhett Ellison for 7 yards (tackle by Brad Jones),-0.780,-0.600
2,9:25,3,3,MIN 18,0,13,Christian Ponder pass incomplete deep left intended for Jerome Simpson,-0.600,-2.240
2,9:21,4,3,MIN 18,0,13,"Chris Kluwe punts 56 yards, returned by Jeremy Ross for 32 yards (tackle by Cullen Loeffler)",-2.240,-2.790
2,9:07,1,10,MIN 42,0,13,DuJuan Harris left end for 12 yards (tackle by Mistral Raymond),2.790,3.580
2,8:32,1,10,MIN 30,0,13,DuJuan Harris right end for 2 yards (tackle by Erin Henderson),3.580,3.300
2,7:48,2,8,MIN 28,0,13,Aaron Rodgers pass incomplete deep right intended for Jordy Nelson,3.300,2.610
2,7:44,3,8,MIN 28,0,13,Aaron Rodgers pass complete short right to James Jones for 11 yards (tackle by Mistral Raymond),2.610,4.440
2,7:03,1,10,MIN 17,0,13,DuJuan Harris up the middle for 3 yards (tackle by Erin Henderson),4.440,4.320
2,6:20,2,7,MIN 14,0,13,Aaron Rodgers pass incomplete short right intended for Jordy Nelson,4.320,3.500
2,6:14,3,7,MIN 14,0,13,Aaron Rodgers pass complete short left to Greg Jennings for 8 yards (tackle by Chris Cook),3.500,5.830
2,5:31,1,6,MIN 6,0,13,DuJuan Harris left guard for 1 yard (tackle by Erin Henderson),5.830,5.150
2,4:46,2,5,MIN 5,0,13,Aaron Rodgers pass incomplete short middle intended for Jermichael Finley,5.150,0.000
2,4:43,,,,0,13,Timeout #2 by Green Bay Packers,0.000,4.260
2,4:43,3,5,MIN 5,0,13,"Aaron Rodgers pass complete short middle to Jermichael Finley for 4 yards. Penalty on Erin Henderson: Defensive Holding, 2 yards (no play)",4.260,6.510
2,4:19,1,3,MIN 3,0,13,Aaron Rodgers pass incomplete short right intended for Greg Jennings,6.510,0.000
2,4:14,,,,0,13,Timeout #3 by Green Bay Packers,0.000,5.530
2,4:14,2,3,MIN 3,0,13,Aaron Rodgers pass incomplete,5.530,0.000
2,4:07,,,,0,13,Timeout #1 by Minnesota Vikings,0.000,4.720
2,4:07,3,3,MIN 3,6,13,"Aaron Rodgers pass complete short middle to Greg Jennings for 3 yards, touchdown",4.720,7.000
2,4:07,,,MIN 2,7,13,Mason Crosby kicks extra point good,0.000,0.000
2,4:01,,,GNB 35,7,13,"Mason Crosby kicks off 66 yards, returned by Marcus Sherels for 41 yards (tackle by M.D. Jennings)",0.000,1.600
2,3:53,1,10,MIN 40,7,13,Adrian Peterson left guard for 1 yard (tackle by A.J. Hawk),1.600,1.190
2,3:19,2,9,MIN 41,7,13,Christian Ponder pass complete deep middle to Jarius Wright for 17 yards (tackle by Morgan Burnett),1.190,2.790
2,2:41,1,10,GNB 42,7,13,Adrian Peterson left tackle for 4 yards (tackle by B.J. Raji),2.790,2.780
2,2:08,2,6,GNB 38,7,13,Toby Gerhart up the middle for 2 yards (tackle by Jerel Worthy),2.780,2.340
2,1:59,3,4,GNB 36,7,13,Christian Ponder pass complete short left to Jerome Simpson for 10 yards (tackle by Sam Shields),2.340,3.840
2,1:26,1,10,GNB 26,7,13,Adrian Peterson left guard for 18 yards (tackle by Sam Shields),3.840,0.000
2,1:13,,,,7,13,Timeout #2 by Minnesota Vikings,0.000,5.370
2,1:13,1,8,GNB 8,7,19,"Christian Ponder pass complete short left to Jarius Wright for 8 yards, touchdown",5.370,7.000
2,1:13,,,GNB 2,7,20,Blair Walsh kicks extra point good,0.000,0.000
2,1:07,,,MIN 35,7,20,"Blair Walsh kicks off 74 yards, touchback",0.000,0.280
2,1:07,1,10,GNB 20,7,20,Aaron Rodgers pass complete short right to Greg Jennings for 14 yards (tackle by A.J. Jefferson),0.280,1.200
2,0:49,1,10,GNB 34,7,20,Aaron Rodgers pass complete short left to Jermichael Finley for 16 yards (tackle by Marcus Sherels),1.200,2.260
2,0:44,1,10,,7,20,Aaron Rodgers pass complete short right to Jordy Nelson for 12 yards,2.260,3.050
2,0:31,1,10,MIN 38,7,20,Aaron Rodgers spiked the ball,3.050,2.510
2,0:30,2,10,MIN 38,7,20,Aaron Rodgers sacked by Everson Griffen for -9 yards,2.510,0.630
2,0:09,3,19,MIN 47,7,20,Aaron Rodgers pass complete to Jermichael Finley for 14 yards,0.630,1.170
2,0:01,4,5,MIN 33,10,20,Mason Crosby 51 yard field goal good,1.170,3.000
Quarter,Time,Down,ToGo,Location,GNB,MIN,Detail,EPB,EPA
