Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Rashaad Penny,SEA,8,54,0,2,48,6.0,6,0.8,0,
Kenneth Walker III,SEA,8,88,1,1,84,10.5,4,0.5,0,
Geno Smith,SEA,3,13,0,1,13,4.3,0,0.0,0,
DeeJay Dallas,SEA,1,4,0,,0,0.0,4,4.0,0,
Michael Dickson,SEA,1,-8,0,,-8,-8.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Alvin Kamara,NOR,23,103,0,6,78,3.4,25,1.1,0,
Taysom Hill,NOR,9,112,3,7,93,10.3,19,2.1,0,
Mark Ingram,NOR,9,16,0,,11,1.2,5,0.6,0,
Andy Dalton,NOR,7,4,0,1,4,0.6,0,0.0,0,
