Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Tyler Lockett,SEA,6,5,104,2,4,99,19.8,5,1.0,22.5,0,,0,0.0,0,158.3
D.K. Metcalf,SEA,8,5,88,1,2,49,9.8,39,7.8,11.1,0,,1,12.5,0,139.6
Noah Fant,SEA,5,3,49,0,2,38,12.7,11,3.7,10.4,0,,0,0.0,0,92.9
Will Dissly,SEA,3,2,21,0,1,9,4.5,12,6.0,4.7,0,,1,33.3,0,86.8
DeeJay Dallas,SEA,1,1,6,0,,-3,-3.0,9,9.0,-3.0,0,,0,0.0,0,91.7
D'Wayne Eskridge,SEA,1,0,0,0,,0,,0,,13.0,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Alvin Kamara,NOR,6,6,91,0,2,1,0.2,90,15.0,0.2,2,3.0,0,0.0,0,118.7
Chris Olave,NOR,6,4,54,1,3,51,12.8,3,0.8,11.8,0,,0,0.0,0,134.7
Marquez Callaway,NOR,3,2,5,0,1,5,2.5,0,0.0,8.0,0,,0,0.0,0,70.1
Adam Trautman,NOR,3,2,32,1,1,25,12.5,7,3.5,13.3,0,,1,33.3,0,141.7
Juwan Johnson,NOR,2,1,13,0,1,5,5.0,8,8.0,6.0,0,,0,0.0,0,70.8
Keith Kirkwood,NOR,1,1,4,0,,2,2.0,2,2.0,2.0,0,,0,0.0,0,83.3
Tre'Quan Smith,NOR,4,1,10,0,1,4,4.0,6,6.0,11.5,0,,2,50.0,1,0.0
