Quarter,Time,Down,ToGo,Location,MIN,CHI,Detail,EPB,EPA
2,,,,MIN 2,3,7,Robbie Gould kicks extra point good,0.000,0.000
2,,,,CHI 30,3,7,"Robbie Gould kicks off 68 yards, returned by Percy Harvin for 29 yards (tackle by Joshua Moore)",0.000,1.000
2,6:49,1,10,MIN 31,3,7,Adrian Peterson right tackle for 5 yards (tackle by Anthony Adams),1.000,1.140
2,6:13,2,5,MIN 36,3,7,Adrian Peterson right end for 1 yard (tackle by Matt Toeaina),1.140,0.560
2,5:29,3,4,MIN 37,3,7,Brett Favre pass incomplete short right intended for Visanthe Shiancoe,0.560,-0.910
2,5:24,4,4,MIN 37,3,7,Chris Kluwe punts 56 yards,-0.910,0.380
2,5:15,1,10,CHI 7,3,7,Matt Forte left guard for 6 yards (tackle by Ben Leber),-0.380,-0.340
2,4:33,2,4,CHI 13,3,7,Matt Forte right end for 2 yards (tackle by Antoine Winfield),-0.340,-0.480
2,4:00,3,2,CHI 15,3,7,Jay Cutler sacked by Jared Allen for 0 yards. Penalty on J'Marcus Webb: Offensive Holding (Declined),-0.480,-2.440
2,3:34,4,2,CHI 15,3,7,Brad Maynard punts 38 yards,-2.440,-2.060
2,3:26,1,10,MIN 47,9,7,"Brett Favre pass complete deep right to Percy Harvin for 53 yards, touchdown",2.060,7.000
2,,,,CHI 2,10,7,Ryan Longwell kicks extra point good,0.000,0.000
2,,,,MIN 30,10,7,"Ryan Longwell kicks off 51 yards, returned by Rashied Davis for 32 yards (tackle by Kenny Onatolu)",0.000,2.320
2,3:09,1,10,MIN 49,10,7,Jay Cutler pass complete short right to Matt Forte for 9 yards (tackle by Ben Leber),2.320,3.000
2,2:30,2,1,MIN 40,10,7,"Penalty on J'Marcus Webb: False Start, 5 yards (no play)",3.000,2.320
2,2:12,2,6,MIN 45,10,7,Jay Cutler pass incomplete deep right intended for Greg Olsen,2.320,1.620
2,2:05,3,6,MIN 45,10,7,Jay Cutler pass complete short left to Johnny Knox for 10 yards (tackle by Lito Sheppard),1.620,3.250
2,2:00,1,10,MIN 35,10,7,"Jay Cutler right end for 9 yards (tackle by Chris Cook). Penalty on Matt Forte: Chop Block, 15 yards (no play)",3.250,2.260
2,1:52,1,25,,10,7,Jay Cutler pass complete short right to Johnny Knox for 18 yards (tackle by E.J. Henderson),2.260,3.110
2,1:09,2,7,MIN 32,10,7,Earl Bennett right end for 4 yards (tackle by Antoine Winfield),3.110,2.940
2,1:02,3,3,MIN 28,10,7,Jay Cutler pass complete short left to Chester Taylor for 9 yards (tackle by E.J. Henderson),2.940,4.310
2,0:57,1,10,MIN 19,10,7,Jay Cutler pass incomplete short left intended for Earl Bennett,4.310,3.750
2,0:52,2,10,MIN 19,10,13,"Jay Cutler pass complete short middle to Devin Hester for 19 yards, touchdown",3.750,7.000
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",,
2,,,,MIN 2,10,14,Robbie Gould kicks extra point good,0.000,0.000
2,,,,CHI 30,10,14,"Robbie Gould kicks off 66 yards, returned by Percy Harvin for 33 yards (tackle by Nick Roach)",0.000,1.400
2,0:39,1,10,MIN 37,10,14,Brett Favre pass complete short right to Adrian Peterson for 4 yards (tackle by Lance Briggs),1.400,1.400
2,0:31,,,,10,14,Timeout #1 by Minnesota Vikings,0.000,1.400
2,0:31,2,6,MIN 41,10,14,Brett Favre pass incomplete short left intended for Adrian Peterson,1.400,0.700
2,0:26,3,6,MIN 41,10,14,"Brett Favre sacked by Henry Melton for -1 yards. Brett Favre fumbles (forced by Henry Melton), recovered by Tommie Harris at MIN-41 (tackle by Anthony Herrera)",0.700,-2.850
2,0:16,1,10,MIN 41,10,14,Chester Taylor left guard for 5 yards (tackle by E.J. Henderson),2.850,2.980
2,0:12,,,,10,14,Timeout #2 by Chicago Bears,0.000,2.980
2,0:12,2,5,MIN 36,10,14,Jay Cutler pass complete short left to Devin Hester for 11 yards (tackle by Antoine Winfield),2.980,3.910
2,0:06,,,,10,14,Timeout #3 by Chicago Bears,0.000,3.910
2,0:06,1,10,MIN 25,10,14,Robbie Gould 43 yard field goal no good,3.910,-1.140
2,0:02,1,10,MIN 33,10,14,Brett Favre kneels for -1 yards,1.140,0.460
Quarter,Time,Down,ToGo,Location,MIN,CHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CHI 30,10,14,"Robbie Gould kicks off 63 yards, returned by Percy Harvin for 11 yards (tackle by Corey Graham)",0.000,0.040
3,14:56,1,10,MIN 18,10,14,Adrian Peterson right tackle for -1 yards (tackle by Julius Peppers),0.040,-0.650
3,14:17,2,11,MIN 17,10,14,Brett Favre pass incomplete short left intended for Percy Harvin is intercepted by D.J. Moore at MIN-13 and returned for 3 yards,-0.650,-4.910
3,14:11,1,10,MIN 10,10,14,Matt Forte right guard for -3 yards (tackle by Pat Williams),4.910,3.720
3,13:30,2,13,MIN 13,10,14,Jay Cutler pass incomplete short middle intended for Earl Bennett,3.720,3.060
3,13:24,3,13,MIN 13,10,14,"Jay Cutler pass incomplete short left intended for Earl Bennett. Penalty on Jay Cutler: Illegal Forward Pass, 5 yards",3.060,2.380
3,13:16,4,16,MIN 16,10,17,Robbie Gould 34 yard field goal good,2.380,3.000
3,,,,CHI 30,10,17,"Robbie Gould kicks off 63 yards, returned by Percy Harvin for 25 yards (tackle by Garrett Wolfe)",0.000,1.070
3,13:06,1,10,MIN 32,10,17,Adrian Peterson right end for 5 yards (tackle by Tim Jennings and Pisa Tinoisamoa),1.070,1.200
3,12:32,2,5,MIN 37,10,17,Adrian Peterson left guard for 5 yards (tackle by Pisa Tinoisamoa),1.200,1.730
3,11:54,1,10,MIN 42,10,17,Brett Favre pass incomplete short left intended for Greg Lewis,1.730,1.190
3,11:49,2,10,MIN 42,10,17,Adrian Peterson left end for -3 yards (tackle by Anthony Adams). Penalty on Bryant McKinnie: Illegal Block Above the (Declined),1.190,0.100
3,11:15,3,13,MIN 39,10,17,Brett Favre pass complete short middle to Visanthe Shiancoe for 9 yards (tackle by Brian Urlacher),0.100,-0.190
3,10:40,4,4,MIN 48,10,17,"Chris Kluwe punts 34 yards, returned by Devin Hester for 5 yards (tackle by Husain Abdullah)",-0.190,-0.480
3,10:32,1,10,CHI 23,10,17,Matt Forte right guard for 1 yard (tackle by E.J. Henderson),0.480,0.070
3,9:55,2,9,CHI 24,10,17,Jay Cutler pass incomplete short left intended for Devin Aromashodu,0.070,-0.630
3,9:50,3,9,CHI 24,10,17,Jay Cutler sacked by Jared Allen for -7 yards,-0.630,-2.320
3,9:27,4,16,CHI 17,10,17,Brad Maynard punts 40 yards,-2.320,-1.800
3,9:19,1,10,MIN 43,10,17,"Brett Favre pass incomplete deep right intended for Percy Harvin. Penalty on Danieal Manning: Defensive Pass Interfere, 42 yards (no play)",1.800,4.580
3,9:10,1,10,CHI 15,10,17,Brett Favre pass incomplete short right intended for Percy Harvin,4.580,3.950
3,9:06,2,10,CHI 15,10,17,Adrian Peterson right guard for no gain (tackle by Anthony Adams),3.950,3.100
3,8:25,3,10,CHI 15,10,17,Brett Favre pass incomplete short right intended for Greg Camarillo,3.100,2.440
3,8:19,4,10,CHI 15,13,17,Ryan Longwell 33 yard field goal good,2.440,3.000
3,,,,MIN 30,13,17,"Ryan Longwell kicks off 72 yards, returned by Devin Hester for 68 yards (tackle by Jasper Brinkley)",0.000,3.310
3,8:03,1,10,MIN 34,13,17,Chester Taylor right tackle for 4 yards (tackle by Chad Greenway),3.310,3.310
3,7:30,2,6,MIN 30,13,17,Chester Taylor left tackle for -1 yards (tackle by Chad Greenway),3.310,2.480
3,6:51,3,7,MIN 31,13,17,Jay Cutler pass complete short right to Devin Aromashodu for 9 yards (tackle by Chad Greenway),2.480,4.110
3,6:19,1,10,MIN 22,13,17,Jay Cutler pass complete short right to Chester Taylor for 2 yards (tackle by Chad Greenway),4.110,3.830
3,5:41,2,8,MIN 20,13,17,Jay Cutler pass incomplete short right intended for Greg Olsen,3.830,3.140
3,5:36,3,8,MIN 20,13,17,Jay Cutler pass incomplete deep right intended for Earl Bennett,3.140,2.120
3,5:31,4,8,MIN 20,13,20,Robbie Gould 37 yard field goal good,2.120,3.000
3,,,,CHI 30,13,20,"Robbie Gould kicks off 68 yards, returned by Percy Harvin for 29 yards (tackle by Josh Bullocks)",0.000,1.000
3,5:20,1,10,MIN 31,13,20,Brett Favre pass incomplete short right intended for Adrian Peterson,1.000,0.460
3,5:15,2,10,MIN 31,13,20,Adrian Peterson left tackle for no gain (tackle by Pisa Tinoisamoa),0.460,-0.230
3,4:36,3,10,MIN 31,13,20,Brett Favre pass incomplete short middle intended for Greg Lewis,-0.230,-1.310
3,4:28,4,10,MIN 31,13,20,"Chris Kluwe punts 48 yards, returned by Devin Hester for 42 yards (tackle by Everson Griffen)",-1.310,-3.120
3,4:12,1,10,MIN 37,13,20,Matt Forte right guard for 5 yards (tackle by E.J. Henderson),3.120,3.250
3,3:37,2,5,MIN 32,13,20,Matt Forte left tackle for 9 yards (tackle by Husain Abdullah),3.250,4.040
3,2:59,1,10,MIN 23,13,20,"Jay Cutler pass complete short right to Devin Hester for 1 yard (tackle by Ray Edwards). Penalty on Olin Kreutz: Illegal Block Above the , 10 yards",4.040,3.450
3,2:27,1,19,MIN 32,13,20,Matt Forte right tackle for 1 yard (tackle by E.J. Henderson),3.450,2.420
3,1:54,2,18,MIN 31,13,20,Jay Cutler pass complete deep left to Johnny Knox for 22 yards (tackle by Madieu Williams),2.420,5.140
3,1:06,1,9,MIN 9,13,20,Matt Forte right guard for 1 yard (tackle by Chad Greenway and E.J. Henderson),5.140,4.570
3,0:21,2,8,MIN 8,13,20,Jay Cutler pass incomplete short right intended for Greg Olsen (defended by Kevin Williams),4.570,3.580
3,0:17,3,8,MIN 8,13,20,Jay Cutler pass incomplete short right intended for Johnny Knox is intercepted by Husain Abdullah,3.580,-0.280
3,0:08,1,10,MIN 20,13,20,Adrian Peterson right end for -2 yards (tackle by Brian Urlacher),0.280,-0.630
Quarter,Time,Down,ToGo,Location,MIN,CHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,12,MIN 18,13,20,"Brett Favre pass complete short right to Percy Harvin for 3 yards (tackle by Lance Briggs). Penalty on Visanthe Shiancoe: Offensive Pass Interfere, 9 yards (no play)",-0.630,-1.580
4,14:36,2,21,MIN 9,13,20,Brett Favre pass complete short right to Adrian Peterson for 5 yards (tackle by Lance Briggs),-1.580,-2.030
4,13:53,3,16,MIN 14,13,20,Brett Favre pass complete short right to Percy Harvin for 3 yards (tackle by Lance Briggs),-2.030,-2.320
4,13:19,4,13,MIN 17,13,20,Chris Kluwe punts 38 yards,-2.320,-1.930
4,13:08,1,10,CHI 45,13,20,Matt Forte right tackle for 6 yards (tackle by Brian Robison),1.930,2.190
4,12:34,2,4,MIN 49,13,20,Matt Forte left tackle for 5 yards (tackle by E.J. Henderson),2.190,2.650
4,11:53,1,10,MIN 44,13,20,Matt Forte left guard for 1 yard (tackle by Brian Robison),2.650,2.250
4,11:16,2,9,MIN 43,13,20,Jay Cutler pass complete short right to Earl Bennett for 3 yards (tackle by Antoine Winfield),2.250,1.950
4,10:31,3,6,MIN 40,13,20,Jay Cutler pass complete short left to Rashied Davis for 12 yards (tackle by Lito Sheppard),1.950,3.710
4,9:48,1,10,MIN 28,13,20,Jay Cutler pass complete short right to Earl Bennett for 9 yards (tackle by Chris Cook),3.710,4.420
4,9:10,2,1,MIN 19,13,20,Chester Taylor right tackle for no gain (tackle by Ray Edwards),4.420,3.720
4,8:42,3,1,MIN 19,13,26,"Jay Cutler pass complete deep middle to Kellen Davis for 19 yards, touchdown",3.720,7.000
4,,,,MIN 2,13,27,Robbie Gould kicks extra point good,0.000,0.000
4,,,,CHI 30,13,27,"Robbie Gould kicks off 66 yards, returned by Percy Harvin for 24 yards (tackle by Corey Graham)",0.000,0.810
,,,,,,,"MIN challenged the fumble ruling, and the original play was overturned.",,
4,8:29,1,10,MIN 28,13,27,Brett Favre pass complete short right to Visanthe Shiancoe for 4 yards (tackle by Brian Urlacher),0.810,0.800
4,8:07,2,6,MIN 32,13,27,Brett Favre pass incomplete short right intended for Adrian Peterson is intercepted by Lance Briggs at MIN-37,0.800,-3.120
,,,,,,,"MIN challenged the pass completion ruling, and the play was upheld.",,
4,8:01,1,10,MIN 37,13,27,"Matt Forte right end for 4 yards (tackle by Chad Greenway). Penalty on Rashied Davis: Offensive Holding, 10 yards",3.120,2.720
4,7:31,1,16,MIN 43,13,27,Chester Taylor left guard for 9 yards (tackle by Madieu Williams),2.720,2.980
4,6:47,2,7,MIN 34,13,27,Chester Taylor left tackle for -3 yards (tackle by Kevin Williams),2.980,1.880
4,6:02,,,,13,27,Timeout #1 by Chicago Bears,0.000,1.880
4,6:02,3,10,MIN 37,13,27,Matt Forte left tackle for 2 yards (tackle by E.J. Henderson),1.880,0.970
4,5:17,4,8,MIN 35,13,27,Brad Maynard punts 34 yards,0.970,0.380
4,5:06,1,10,MIN 1,13,27,Brett Favre pass complete short left to Greg Lewis for 13 yards (tackle by Danieal Manning),-0.380,-0.280
4,4:59,1,10,MIN 14,13,27,Brett Favre pass incomplete short right intended for Greg Camarillo,-0.280,-0.750
4,4:55,2,10,MIN 14,13,27,Brett Favre pass incomplete short middle intended for Visanthe Shiancoe (defended by Brian Urlacher),-0.750,-1.400
4,4:51,3,10,MIN 14,13,27,Brett Favre pass complete short middle to Greg Camarillo for 11 yards (tackle by Brian Urlacher),-1.400,0.610
4,4:24,1,10,MIN 25,13,27,Brett Favre pass complete short right to Toby Gerhart for 9 yards (tackle by Tim Jennings),0.610,1.280
4,3:55,2,1,MIN 34,13,27,Brett Favre pass complete short right to Adrian Peterson for 8 yards (tackle by Brian Urlacher),1.280,1.730
4,3:29,1,10,MIN 42,13,27,Brett Favre pass complete short right to Jim Kleinsasser for 3 yards (tackle by Tim Jennings),1.730,1.590
4,2:59,2,7,MIN 45,13,27,Adrian Peterson right guard for 10 yards (tackle by D.J. Moore),1.590,2.590
4,2:33,1,10,CHI 45,13,27,Brett Favre pass incomplete deep middle intended for Visanthe Shiancoe is intercepted by Chris Harris at CHI-20,2.590,-0.280
4,2:27,1,10,CHI 20,13,27,Matt Forte left end for 11 yards (tackle by Husain Abdullah),0.280,1.000
4,2:18,,,,13,27,Timeout #2 by Minnesota Vikings,0.000,1.000
4,2:18,1,10,CHI 31,13,27,Matt Forte left guard for 5 yards (tackle by Husain Abdullah),1.000,1.140
4,2:14,,,,13,27,Timeout #3 by Minnesota Vikings,0.000,1.140
4,2:14,2,5,CHI 36,13,27,Matt Forte left end for no gain (tackle by Jared Allen),1.140,0.430
4,2:00,3,5,CHI 36,13,27,Jay Cutler pass complete short right to Greg Olsen for 11 yards (tackle by Madieu Williams),0.430,2.060
4,1:21,1,10,CHI 47,13,27,Jay Cutler kneels for -2 yards,2.060,1.250
4,0:37,2,12,CHI 45,13,27,Jay Cutler kneels for -1 yards,1.250,0.430
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
