Quarter,Time,Down,ToGo,Location,CLE,LAC,Detail,EPB,EPA
1,4:11,1,10,CLE 32,3,0,Justin Herbert pass incomplete short left intended for Josh Palmer,,
1,4:08,2,10,CLE 32,3,0,Austin Ekeler left guard for 2 yards (tackle by Jordan Elliott and Andrew Billings),,
1,3:31,3,8,CLE 30,3,0,"Justin Herbert pass incomplete short right intended for Austin Ekeler. Penalty on Troy Hill: Illegal Contact, 5 yards (accepted) (no play)",,
1,3:25,1,10,CLE 25,3,0,Joshua Kelley right end for 3 yards (tackle by Jeremiah Owusu-Koramoah),,
1,2:53,2,7,CLE 22,3,6,"Justin Herbert pass complete short right to Donald Parham for 22 yards, touchdown",,
1,2:44,,,CLE 15,3,7,Tristan Vizcaino kicks extra point good,,
1,2:44,,,LAC 35,3,7,"Tristan Vizcaino kicks off 67 yards, returned by Anthony Schwartz for 30 yards (tackle by Mark Webb)",,
1,2:38,1,10,CLE 28,3,7,Baker Mayfield pass complete short right to David Njoku for 31 yards (tackle by Derwin James),,
1,2:03,1,10,LAC 41,3,7,Nick Chubb left end for 7 yards (tackle by Drue Tranquill),,
1,1:27,2,3,LAC 34,3,7,Nick Chubb left guard for 5 yards (tackle by Drue Tranquill and Linval Joseph),,
1,0:44,1,10,LAC 29,3,7,Baker Mayfield pass complete short left to Donovan Peoples-Jones for 12 yards (tackle by Michael Davis),,
Quarter,Time,Down,ToGo,Location,CLE,LAC,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,LAC 17,3,7,Nick Chubb right tackle for 5 yards (tackle by Derwin James and Drue Tranquill),,
2,14:17,2,5,LAC 12,3,7,Nick Chubb left end for -5 yards (tackle by Drue Tranquill),,
2,13:34,3,10,LAC 17,3,7,"Baker Mayfield pass incomplete short left intended for Austin Hooper. Penalty on Joey Bosa: Roughing the Passer, 15 yards (declined) . Penalty on Drue Tranquill: Defensive Pass Interference, 9 yards (accepted) (no play)",,
2,13:28,1,8,LAC 8,3,7,Nick Chubb up the middle for 1 yard (tackle by Derwin James),,
2,12:58,2,7,LAC 7,9,7,"Baker Mayfield pass complete short right to Rashard Higgins for 7 yards, touchdown",,
2,12:46,,,LAC 15,10,7,Chase McLaughlin kicks extra point good,,
2,12:46,,,CLE 35,10,7,"Chase McLaughlin kicks off 60 yards, returned by Nasir Adderley for 13 yards (tackle by Sione Takitaki)",,
2,12:15,1,10,LAC 18,10,7,Justin Herbert scrambles up the middle for 10 yards (tackle by John Johnson),,
2,12:00,1,10,LAC 28,10,7,Justin Herbert pass incomplete short left intended for Mike Williams,,
2,11:57,2,10,LAC 28,10,7,Justin Herbert pass incomplete short left intended for Keenan Allen (defended by A.J. Green),,
2,11:53,3,10,LAC 28,10,13,"Justin Herbert pass complete deep middle to Mike Williams for 72 yards, touchdown",,
2,11:43,,,CLE 15,10,13,Tristan Vizcaino kicks extra point no good,,
2,11:43,,,LAC 35,10,13,"Tristan Vizcaino kicks off 69 yards, returned by Anthony Schwartz for 24 yards (tackle by Ryan Smith)",,
2,11:38,1,10,CLE 20,10,13,Baker Mayfield pass complete short right to Donovan Peoples-Jones for 42 yards (tackle by Derwin James),,
2,10:57,1,10,LAC 38,10,13,"Kareem Hunt right tackle for 8 yards (tackle by Nasir Adderley). Penalty on Forrest Merrill: Defensive Holding, 5 yards (accepted)",,
2,10:24,,,,,,Timeout #1 by Cleveland Browns,,
2,10:24,1,10,LAC 25,10,13,Baker Mayfield pass complete short middle to David Njoku for 1 yard (tackle by Uchenna Nwosu and Jerry Tillery),,
2,9:40,2,9,LAC 24,10,13,Baker Mayfield pass complete short middle to Donovan Peoples-Jones for 2 yards (tackle by Asante Samuel),,
2,8:58,3,7,LAC 22,10,13,Baker Mayfield pass complete short middle to David Njoku for 5 yards (tackle by Kyzir White and Derwin James),,
2,8:16,,,,,,Timeout #1 by Los Angeles Chargers,,
2,8:16,4,2,LAC 17,10,13,Baker Mayfield pass incomplete short left intended for Odell Beckham,,
2,8:12,1,10,LAC 17,10,13,Austin Ekeler up the middle for 5 yards (tackle by Jeremiah Owusu-Koramoah and Malik Jackson),,
2,7:42,2,5,LAC 22,10,13,Justin Herbert pass incomplete deep left intended for Mike Williams,,
2,7:35,3,5,LAC 22,10,13,"Penalty on Rashawn Slater: False Start, 5 yards (accepted) (no play)",,
2,7:35,3,10,LAC 17,10,13,Justin Herbert sacked by Malik McDowell for -10 yards,,
2,7:08,4,20,LAC 7,10,13,"Ty Long punts 55 yards, returned by Demetric Felton for 9 yards (tackle by Drue Tranquill)",,
2,6:54,1,10,CLE 47,10,13,Nick Chubb left tackle for 6 yards (tackle by Jerry Tillery),,
2,6:15,2,4,LAC 47,10,13,Nick Chubb left tackle for 2 yards (tackle by Joe Gaziano),,
2,5:52,3,2,LAC 45,10,13,Nick Chubb right tackle for 6 yards (tackle by Tevaughn Campbell),,
2,5:14,1,10,LAC 39,10,13,Nick Chubb left tackle for -1 yards (tackle by Derwin James),,
2,4:32,2,11,LAC 40,10,13,Baker Mayfield scrambles left end for 7 yards (tackle by Nasir Adderley),,
2,3:51,3,4,LAC 33,10,13,Kareem Hunt up the middle for 5 yards (tackle by Kyzir White),,
2,3:10,1,10,LAC 28,10,13,Baker Mayfield pass complete short right to Rashard Higgins for 16 yards (tackle by Derwin James),,
2,2:32,1,10,LAC 12,10,13,Nick Chubb left guard for 8 yards (tackle by Derwin James and Kyler Fackrell),,
2,2:00,2,2,LAC 4,10,13,Nick Chubb up the middle for 1 yard (tackle by Forrest Merrill),,
2,1:41,3,1,LAC 3,10,13,Nick Chubb up the middle for no gain (tackle by Drue Tranquill and Nasir Adderley),,
2,0:57,,,,,,Timeout #2 by Cleveland Browns,,
2,0:57,4,1,LAC 3,16,13,"Kareem Hunt up the middle for 3 yards, touchdown. Penalty on Linval Joseph: Illegal Use of Hands / Defense, 5 yards (declined)",,
2,0:54,,,LAC 15,17,13,Chase McLaughlin kicks extra point good,,
2,0:54,,,CLE 35,17,13,"Chase McLaughlin kicks off 65 yards, returned by Larry Rountree for 15 yards (tackle by Sione Takitaki and Mack Wilson)",,
2,0:48,1,10,LAC 15,17,13,"Justin Herbert pass complete short left to Austin Ekeler for 7 yards. Austin Ekeler fumbles (forced by Greedy Williams), recovered by Malik McDowell at LAC-22 (tackle by Greedy Williams). Penalty on Storm Norton: Offensive Holding, 10 yards (declined)",,
2,0:38,1,10,LAC 22,17,13,Baker Mayfield pass complete short right to Nick Chubb for 9 yards (tackle by Kyzir White),,
2,0:15,2,1,LAC 13,17,13,Baker Mayfield pass incomplete short right,,
2,0:09,,,,,,Timeout #2 by Los Angeles Chargers,,
2,0:09,3,1,LAC 13,17,13,Baker Mayfield pass incomplete short right intended for Kareem Hunt,,
2,0:04,4,1,LAC 13,20,13,Chase McLaughlin 31 yard field goal good,,
Quarter,Time,Down,ToGo,Location,CLE,LAC,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,LAC 35,20,13,"Tristan Vizcaino kicks off 65 yards, touchback.",,
3,15:00,1,10,CLE 25,20,13,Nick Chubb left guard for 3 yards (tackle by Christian Covington),,
3,14:23,2,8,CLE 28,20,13,Baker Mayfield pass complete short left to Donovan Peoples-Jones for 6 yards (tackle by Michael Davis),,
3,13:47,3,3,CLE 34,20,13,Baker Mayfield pass complete short right to Donovan Peoples-Jones for 8 yards (tackle by Asante Samuel),,
3,13:12,1,10,CLE 42,20,13,Nick Chubb up the middle for 6 yards (tackle by Kyzir White),,
3,12:31,2,4,CLE 48,26,13,"Nick Chubb right tackle for 52 yards, touchdown",,
3,12:18,,,LAC 15,27,13,Chase McLaughlin kicks extra point good,,
3,12:18,,,CLE 35,27,13,"Chase McLaughlin kicks off 65 yards, returned by Larry Rountree for 16 yards (tackle by Jovante Moffatt and Mack Wilson)",,
3,12:12,1,10,LAC 16,27,13,Austin Ekeler up the middle for 2 yards (tackle by Troy Hill),,
3,11:38,2,8,LAC 18,27,13,Justin Herbert pass complete short left to Keenan Allen for -1 yards (tackle by Troy Hill),,
3,11:14,3,9,LAC 17,27,13,Justin Herbert pass complete short right to Donald Parham for 7 yards (tackle by Troy Hill),,
3,10:37,4,2,LAC 24,27,13,Austin Ekeler left guard for 9 yards (tackle by A.J. Green),,
3,10:02,1,10,LAC 33,27,13,Justin Herbert pass complete short left to Mike Williams for 7 yards (tackle by Greedy Williams),,
3,9:27,2,3,LAC 40,27,13,"Joshua Kelley right guard for 14 yards (tackle by John Johnson). Penalty on Malik Jackson: Defensive Holding, 5 yards (accepted)",,
3,9:04,1,10,CLE 41,27,13,Justin Herbert pass incomplete deep right,,
3,8:57,2,10,CLE 41,27,13,Justin Herbert pass complete short left to Josh Palmer for 7 yards (tackle by Greedy Williams),,
3,8:38,3,3,CLE 34,27,13,"Justin Herbert pass incomplete short right intended for Donald Parham. Penalty on Ronnie Harrison: Defensive Pass Interference, 9 yards (accepted) (no play)",,
3,8:30,1,10,CLE 25,27,13,Austin Ekeler up the middle for 3 yards (tackle by Takkarist McKinley),,
3,7:55,2,7,CLE 22,27,13,Justin Herbert pass incomplete deep left intended for Mike Williams,,
3,7:49,3,7,CLE 22,27,13,Justin Herbert pass incomplete short right intended for Keenan Allen,,
3,7:45,4,7,CLE 22,27,13,Justin Herbert pass complete short left to Keenan Allen for 12 yards,,
3,7:11,1,10,CLE 10,27,13,Austin Ekeler up the middle for 1 yard (tackle by Sione Takitaki and Ifeadi Odenigbo),,
3,6:32,2,9,CLE 9,27,19,"Justin Herbert scrambles left end for 9 yards, touchdown",,
3,6:25,,,CLE 2,27,21,Two Point Attempt: Justin Herbert pass complete to to Donald Parham for no gain,,
3,6:25,,,LAC 35,27,21,"Tristan Vizcaino kicks off 66 yards, returned by Anthony Schwartz for 28 yards (tackle by Ryan Smith)",,
3,6:18,1,10,CLE 27,27,21,Kareem Hunt right tackle for 4 yards (tackle by Christian Covington and Forrest Merrill),,
3,5:40,2,6,CLE 31,27,21,Baker Mayfield pass complete short right to Odell Beckham for 13 yards (tackle by Michael Davis),,
3,4:59,1,10,CLE 44,27,21,"Kareem Hunt right end for no gain (tackle by Jerry Tillery). Penalty on Harrison Bryant: Offensive Holding, 10 yards (accepted) (no play)",,
3,4:38,1,20,CLE 34,27,21,Kareem Hunt left guard for 1 yard (tackle by Jerry Tillery and Linval Joseph),,
3,3:53,2,19,CLE 35,27,21,Baker Mayfield scrambles up the middle for 1 yard (tackle by Kyler Fackrell),,
3,3:07,3,18,CLE 36,27,21,Baker Mayfield pass complete short right to Kareem Hunt for 11 yards (tackle by Drue Tranquill),,
3,2:25,4,7,CLE 47,27,21,"Jamie Gillan punts 53 yards, touchback.",,
3,2:17,1,10,LAC 20,27,21,Justin Herbert pass complete short right to Mike Williams for 7 yards (tackle by Sione Takitaki and Greedy Williams),,
3,1:44,2,3,LAC 27,27,21,Austin Ekeler up the middle for 2 yards (tackle by Myles Garrett),,
3,1:26,3,1,LAC 29,27,21,Justin Herbert pass complete short left to Mike Williams for 13 yards (tackle by Anthony Walker),,
3,0:50,1,10,LAC 42,27,21,Justin Herbert sacked by Myles Garrett for -7 yards,,
3,0:10,2,17,LAC 35,27,21,Justin Herbert pass incomplete short right intended for Mike Williams,,
3,0:03,3,17,LAC 35,27,21,Justin Herbert pass incomplete deep left intended for Mike Williams (defended by A.J. Green),,
Quarter,Time,Down,ToGo,Location,CLE,LAC,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,17,LAC 35,27,21,"Ty Long punts 41 yards, returned by Demetric Felton for 8 yards (tackle by Ryan Smith)",,
4,14:50,1,10,CLE 32,27,21,Nick Chubb right end for 1 yard (tackle by Linval Joseph),,
4,14:09,2,9,CLE 33,27,21,"Baker Mayfield scrambles left end for no gain (tackle by Derwin James). Penalty on J.C. Tretter: Offensive Holding, 10 yards (accepted) (no play)",,
4,13:48,2,19,CLE 23,27,21,Baker Mayfield pass complete short right to Kareem Hunt for -1 yards (tackle by Jerry Tillery and Derwin James),,
4,13:06,3,20,CLE 22,27,21,Baker Mayfield pass incomplete deep right intended for Anthony Schwartz,,
4,12:58,4,20,CLE 22,27,21,"Jamie Gillan punts 39 yards, fair catch by Jalen Guyton at LAC-39",,
4,12:51,1,10,LAC 39,27,21,Justin Herbert pass incomplete deep right intended for Mike Williams,,
4,12:46,2,10,LAC 39,27,21,Justin Herbert pass complete short left to Josh Palmer for 5 yards (tackle by Greedy Williams),,
4,12:28,3,5,LAC 44,27,21,Justin Herbert pass complete short left to Jalen Guyton for 14 yards (tackle by John Johnson),,
4,11:47,1,10,CLE 42,27,27,"Justin Herbert pass complete deep left to Mike Williams for 42 yards, touchdown",,
4,11:22,,,CLE 15,27,28,Tristan Vizcaino kicks extra point good,,
4,11:22,,,LAC 35,27,28,"Tristan Vizcaino kicks off 59 yards, returned by Anthony Schwartz for 16 yards (tackle by Kemon Hall)",,
4,11:17,1,10,CLE 22,27,28,Baker Mayfield pass complete short right to Odell Beckham for 7 yards (tackle by Tevaughn Campbell),,
4,10:53,2,3,CLE 29,33,28,"Baker Mayfield pass complete short middle to David Njoku for 71 yards, touchdown",,
4,10:40,,,LAC 2,35,28,Two Point Attempt: Baker Mayfield pass complete to to Austin Hooper for no gain,,
4,10:40,,,CLE 35,35,28,"Chase McLaughlin kicks off 65 yards, touchback.",,
4,10:40,1,10,LAC 25,35,28,Justin Herbert pass incomplete short middle intended for Stephen Anderson,,
4,10:35,2,10,LAC 25,35,28,Justin Herbert pass incomplete short left intended for Keenan Allen (defended by Greedy Williams),,
4,10:25,3,10,LAC 25,35,28,Justin Herbert pass complete short left to Mike Williams for 10 yards (tackle by Greedy Williams),,
4,9:51,1,10,LAC 35,35,28,Justin Herbert pass incomplete short left intended for Mike Williams (defended by Myles Garrett),,
4,9:50,2,10,LAC 35,35,28,Austin Ekeler up the middle for 6 yards (tackle by Sione Takitaki and Anthony Walker),,
4,9:15,3,4,LAC 41,35,28,Justin Herbert pass incomplete short left intended for Jared Cook,,
4,9:10,4,4,LAC 41,35,28,"Justin Herbert pass incomplete deep right intended for Mike Williams. Penalty on A.J. Green: Defensive Pass Interference, 33 yards (accepted) (no play)",,
4,9:00,1,10,CLE 26,35,28,"Justin Herbert pass incomplete short right intended for Jared Cook. Penalty on Corey Linsley: Ineligible Downfield Pass, 5 yards (accepted) (no play)",,
4,8:58,1,15,CLE 31,35,28,Austin Ekeler right tackle for 2 yards (tackle by Joe Jackson),,
4,8:23,2,13,CLE 29,35,28,Justin Herbert pass complete short left to Austin Ekeler for 5 yards (tackle by A.J. Green and Anthony Walker),,
4,7:54,3,8,CLE 24,35,28,Justin Herbert pass incomplete deep left intended for Jared Cook,,
4,7:48,4,8,CLE 24,35,28,"Justin Herbert pass complete short middle to Keenan Allen for 20 yards (tackle by A.J. Green). Penalty on Greedy Williams: Defensive Holding, 5 yards (declined)",,
4,7:29,1,4,CLE 4,35,34,"Austin Ekeler up the middle for 4 yards, touchdown",,
4,7:24,,,CLE 15,35,35,Tristan Vizcaino kicks extra point good,,
4,7:24,,,LAC 35,35,35,"Tristan Vizcaino kicks off 65 yards, touchback.",,
4,7:24,1,10,CLE 25,35,35,"Baker Mayfield pass complete short left to Kareem Hunt for 13 yards (tackle by Nasir Adderley). Penalty on Derwin James: Face Mask (15 Yards), 15 yards (accepted)",,
4,7:03,1,10,LAC 47,35,35,Nick Chubb left tackle for 8 yards (tackle by Nasir Adderley),,
4,6:24,2,2,LAC 39,35,35,Nick Chubb right tackle for 24 yards (tackle by Nasir Adderley),,
4,5:40,1,10,LAC 15,35,35,Kareem Hunt right end for 7 yards (tackle by Alohi Gilman and Jerry Tillery),,
4,4:56,2,3,LAC 8,41,35,"Kareem Hunt right end for 8 yards, touchdown",,
4,4:45,,,LAC 15,42,35,Chase McLaughlin kicks extra point good,,
4,4:45,,,CLE 35,42,35,"Chase McLaughlin kicks off 65 yards, touchback.",,
4,4:45,1,10,LAC 25,42,35,Justin Herbert pass complete short left to Austin Ekeler for 4 yards. Austin Ekeler fumbles (forced by Jeremiah Owusu-Koramoah),,
4,4:24,2,6,LAC 29,42,35,Austin Ekeler up the middle for 1 yard (tackle by Anthony Walker and Ronnie Harrison),,
4,3:48,3,5,LAC 30,42,35,Justin Herbert pass complete deep right to Keenan Allen for 37 yards,,
4,3:44,1,10,CLE 33,42,35,"Justin Herbert pass complete short right to Jalen Guyton for 21 yards (tackle by Troy Hill and Greedy Williams). Penalty on Jalen Guyton: Taunting / Offense, 15 yards (offset) . Penalty on Greedy Williams: Taunting / Defense, 15 yards (offset)",,
4,3:32,1,10,CLE 12,42,35,Justin Herbert pass complete short right to Keenan Allen for 3 yards (tackle by Greedy Williams),,
4,3:28,2,7,CLE 9,42,35,"Joshua Kelley left tackle for no gain (tackle by Ronnie Harrison). Penalty on Donald Parham: Offensive Holding, 10 yards (accepted) (no play)",,
4,3:23,2,17,CLE 19,42,41,"Justin Herbert pass complete short left to Austin Ekeler for 19 yards, touchdown",,
4,3:15,,,CLE 15,42,41,Tristan Vizcaino kicks extra point no good,,
4,3:15,,,LAC 35,42,41,"Tristan Vizcaino kicks off 62 yards, returned by Anthony Schwartz for 11 yards (tackle by Kemon Hall)",,
4,3:08,1,10,CLE 14,42,41,Kareem Hunt right tackle for 1 yard (tackle by Kyzir White and Joey Bosa),,
4,3:01,,,,,,Timeout #1 by Los Angeles Chargers,,
4,3:01,2,9,CLE 15,42,41,Baker Mayfield pass incomplete deep left intended for Rashard Higgins,,
4,2:55,3,9,CLE 15,42,41,Kareem Hunt left tackle for 3 yards (tackle by Joey Bosa and Jerry Tillery),,
4,2:12,4,6,CLE 18,42,41,"Jamie Gillan punts 42 yards, returned by K.J. Hill for 12 yards (tackle by Demetric Felton)",,
4,2:02,1,10,CLE 48,42,41,Justin Herbert pass complete short left to Jared Cook for 29 yards (tackle by A.J. Green),,
4,1:55,1,10,CLE 19,42,41,Austin Ekeler right end for 4 yards (tackle by Joe Jackson and Anthony Walker),,
4,1:52,,,,,,Timeout #1 by Cleveland Browns,,
4,1:52,2,6,CLE 15,42,41,Austin Ekeler left guard for 4 yards (tackle by Anthony Walker),,
4,1:47,,,,,,Timeout #2 by Cleveland Browns,,
4,1:47,3,2,CLE 11,42,41,Austin Ekeler left end for 8 yards,,
4,1:38,,,,,,Timeout #3 by Cleveland Browns,,
4,1:38,1,3,CLE 3,42,47,"Austin Ekeler up the middle for 3 yards, touchdown",,
4,1:31,,,CLE 2,42,47,"Two Point Attempt: Austin Ekeler rushes, conversion fails.",,
4,1:31,,,LAC 35,42,47,"Tristan Vizcaino kicks off 65 yards, touchback.",,
4,1:31,1,10,CLE 25,42,47,Baker Mayfield pass complete short right to Rashard Higgins for 6 yards (tackle by Chris Harris),,
4,1:12,2,4,CLE 31,42,47,Baker Mayfield pass complete short middle to Kareem Hunt for 3 yards (tackle by Drue Tranquill and Derwin James),,
4,0:54,3,1,CLE 34,42,47,Baker Mayfield pass complete short left to Kareem Hunt for 2 yards (tackle by Drue Tranquill),,
4,0:41,,,,,,Timeout #2 by Los Angeles Chargers,,
4,0:41,1,10,CLE 36,42,47,Baker Mayfield pass complete short right to David Njoku for 10 yards (tackle by Derwin James),,
4,0:27,1,10,CLE 46,42,47,Baker Mayfield spiked the ball,,
4,0:26,2,10,CLE 46,42,47,Baker Mayfield pass incomplete deep right intended for Donovan Peoples-Jones,,
4,0:20,3,10,CLE 46,42,47,Baker Mayfield pass incomplete deep left intended for Rashard Higgins,,
4,0:14,4,10,CLE 46,42,47,Baker Mayfield pass incomplete deep right,,
4,0:05,1,10,CLE 46,42,47,Justin Herbert kneels for -1 yards,,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
