Quarter,Time,Tm,Detail,PHI,DAL
1.0,11:30,Eagles,Brent Celek 13 yard pass from Michael Vick (Alex Henery kick),7,0
2.0,0:05,Eagles,Jeremy Maclin 5 yard pass from Michael Vick (Alex Henery kick),14,0
3.0,4:30,Eagles,Alex Henery 43 yard field goal,17,0
4.0,13:25,Eagles,Alex Henery 51 yard field goal,20,0
,0:07,Cowboys,Miles Austin 4 yard pass from Stephen McGee (Dan Bailey kick),20,7
