Quarter,Time,Down,ToGo,Location,MIN,SFO,Detail,EPB,EPA
1,5:30,1,10,MIN 12,0,0,Adrian Peterson left guard for 4 yards (tackle by Antoine Bethea),-0.350,-0.370
1,4:58,2,6,MIN 16,0,0,Adrian Peterson middle for 1 yard (tackle by Michael Wilhoite),-0.370,-0.840
1,4:15,3,5,MIN 17,0,0,Teddy Bridgewater sacked by Jaquiski Tartt for -14 yards,-0.840,-2.490
1,3:33,4,19,MIN 3,0,0,"Jeff Locke punts 39 yards, muffed catch by Jarryd Hayne, recovered by Audie Cole and returned for no gain",-2.490,1.800
1,3:24,1,10,MIN 43,0,0,Teddy Bridgewater pass complete deep left to Mike Wallace for 19 yards (tackle by Kenneth Acker),1.800,3.050
1,2:45,1,10,SFO 38,0,0,Teddy Bridgewater pass incomplete short left intended for Kyle Rudolph,3.050,2.510
1,2:39,2,10,SFO 38,0,0,Adrian Peterson right guard for 2 yards (tackle by NaVorro Bowman),2.510,2.080
1,2:00,3,8,SFO 36,0,0,Teddy Bridgewater middle for 5 yards,2.080,1.380
1,1:17,4,3,SFO 31,0,0,Teddy Bridgewater pass complete short left to Kyle Rudolph for 2 yards (tackle by Antoine Bethea),1.380,-0.870
1,0:59,1,10,SFO 29,0,0,Carlos Hyde middle for no gain (tackle by Terence Newman and Scott Crichton),0.870,0.330
1,0:28,2,10,SFO 29,0,0,Colin Kaepernick pass complete short left to Bruce Ellington for 1 yard (tackle by Anthony Barr). Penalty on Bruce Ellington: Illegal Formation (Declined),0.330,-0.230
1,0:05,3,9,SFO 30,0,0,"Penalty on Marcus Martin: False Start, 5 yards (no play)",-0.230,-0.890
Quarter,Time,Down,ToGo,Location,MIN,SFO,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,14,SFO 25,0,0,Colin Kaepernick pass incomplete short middle intended for Quinton Patton,-0.890,-1.700
2,14:56,4,14,SFO 25,0,0,"Bradley Pinion punts 52 yards, returned by Marcus Sherels for 9 yards (tackle by Bruce Miller)",-1.700,-1.070
2,14:45,1,10,MIN 32,0,0,Teddy Bridgewater pass complete short left to Rhett Ellison for 3 yards (tackle by Ahmad Brooks),1.070,0.930
2,14:08,2,7,MIN 35,0,0,Adrian Peterson middle for 7 yards (tackle by NaVorro Bowman),0.930,1.730
2,13:19,1,10,MIN 42,0,0,"Penalty on Rhett Ellison: False Start, 5 yards (no play)",1.730,1.400
2,12:53,1,15,MIN 37,0,0,Teddy Bridgewater pass complete short left to Adrian Peterson for 17 yards (tackle by Aaron Lynch),1.400,2.520
2,12:09,1,10,SFO 46,0,0,Teddy Bridgewater pass incomplete deep middle intended for Mike Wallace (defended by Antoine Bethea),2.520,1.980
2,12:01,2,10,SFO 46,0,0,Teddy Bridgewater pass complete short left to Adrian Peterson for 2 yards (tackle by Quinton Dial and Kenneth Acker),1.980,1.550
2,11:15,3,8,SFO 44,0,0,Teddy Bridgewater sacked by Tank Carradine for -10 yards,1.550,-0.320
2,10:31,4,18,MIN 46,0,0,"Jeff Locke punts 31 yards, out of bounds",-0.320,-0.480
2,10:26,1,10,SFO 23,0,0,Carlos Hyde left end for 12 yards (tackle by Harrison Smith),0.480,1.270
2,10:09,1,10,SFO 35,0,0,"Carlos Hyde left end for 5 yards (tackle by Xavier Rhodes). Penalty on Joe Staley: Offensive Holding, 10 yards (no play)",1.270,0.610
2,9:56,1,20,SFO 25,0,0,Jarryd Hayne right tackle for 1 yard (tackle by Brian Robison),0.610,-0.490
2,9:24,2,19,SFO 26,0,0,Colin Kaepernick pass incomplete short right intended for Vernon Davis,-0.490,-1.150
2,9:20,3,19,SFO 26,0,0,Colin Kaepernick pass complete short right to Jarryd Hayne for 7 yards (tackle by Anthony Barr and Harrison Smith),-1.150,-1.180
2,8:57,4,12,SFO 33,0,0,"Bradley Pinion punts 49 yards, returned by Marcus Sherels for no gain",-1.180,-0.040
2,8:48,1,10,MIN 18,0,0,Jerick McKinnon left tackle for 4 yards (tackle by NaVorro Bowman),0.040,0.140
2,8:16,2,6,MIN 22,0,0,Jerick McKinnon middle for 15 yards (tackle by Eric Reid and Ian Williams),0.140,1.400
2,7:42,1,10,MIN 37,0,0,Jerick McKinnon right tackle for 1 yard (tackle by Ahmad Brooks),1.400,0.990
2,7:03,2,9,MIN 38,0,0,Teddy Bridgewater pass complete short left to Jerick McKinnon for -2 yards (tackle by Aaron Lynch),0.990,0.040
2,6:18,3,11,MIN 36,0,0,Teddy Bridgewater pass incomplete short middle intended for Rhett Ellison,0.040,-0.980
2,6:13,4,11,MIN 36,0,0,"Jeff Locke punts 50 yards, returned by Jarryd Hayne for 11 yards (tackle by Adam Thielen). Penalty on Quinton Patton: Running Into the Kicker, 5 yards (no play)",-0.980,-0.650
2,6:01,4,6,MIN 41,0,0,"Jeff Locke punts 44 yards, returned by Bruce Ellington for 85 yards. Penalty on Nick Bellore: Illegal Block Above the Waist (Declined), Penalty on Keith Reaser: Illegal Block Above the Waist, 7 yards",-0.650,0.380
2,5:45,1,10,SFO 7,0,0,Colin Kaepernick pass complete short left to Anquan Boldin for 8 yards (tackle by Xavier Rhodes),-0.380,-0.140
2,5:12,2,2,SFO 15,0,0,Carlos Hyde right end for 3 yards (tackle by Terence Newman),-0.140,0.040
2,4:52,1,10,SFO 18,0,0,Carlos Hyde middle for 8 yards (tackle by Everson Griffen),0.040,0.680
2,4:22,2,2,SFO 26,0,0,Carlos Hyde middle for 10 yards (tackle by Gerald Hodges),0.680,1.330
2,3:54,1,10,SFO 36,0,0,Jarryd Hayne right tackle for 3 yards (tackle by Linval Joseph and Gerald Hodges),1.330,1.200
2,3:19,2,7,SFO 39,0,0,Colin Kaepernick middle for 12 yards (tackle by Chad Greenway),1.200,2.320
2,3:02,1,10,MIN 49,0,0,Colin Kaepernick pass complete short right to Garrett Celek for 20 yards (tackle by Andrew Sendejo),2.320,3.640
2,2:20,1,10,MIN 29,0,0,Colin Kaepernick pass complete short right to Anquan Boldin for 4 yards (tackle by Terence Newman),3.640,3.640
2,2:00,2,6,MIN 25,0,0,Colin Kaepernick pass complete short left to Vernon Davis for 8 yards (tackle by Andrew Sendejo),3.640,4.440
2,1:27,1,10,MIN 17,0,0,Carlos Hyde right end for 7 yards (tackle by Linval Joseph and Gerald Hodges),4.440,5.100
2,0:55,2,3,MIN 10,0,6,"Carlos Hyde left end for 10 yards, touchdown",5.100,7.000
2,0:55,,,MIN 10,0,7,Phil Dawson kicks extra point good,0.000,0.000
2,0:55,,,SFO 35,0,7,"Bradley Pinion kicks off 65 yards, touchback",0.000,-0.280
2,0:47,1,10,MIN 20,0,7,Matt Asiata right end for 4 yards (tackle by Jaquiski Tartt and Antoine Bethea),0.280,0.270
2,0:17,2,6,MIN 24,0,7,Teddy Bridgewater pass complete short middle to Mike Wallace for 9 yards,0.270,1.140
2,0:11,1,10,MIN 33,0,7,Teddy Bridgewater pass complete deep right to Mike Wallace for 17 yards (tackle by Dontae Johnson),1.140,1.140
2,0:03,1,10,MIN 33,0,7,Timeout #1 by Minnesota Vikings,1.140,1.140
2,0:03,1,10,MIN 33,0,7,Timeout #1 by San Francisco 49ers,1.140,2.260
2,0:03,1,10,,0,7,"Teddy Bridgewater pass incomplete deep left intended for Mike Wallace. Penalty on Ahmad Brooks: Defensive Holding, 5 yards (no play)",2.260,2.260
2,0:00,1,10,,0,7,Timeout #2 by Minnesota Vikings,2.260,2.590
2,0:00,1,10,SFO 45,0,7,Teddy Bridgewater pass complete deep left to Jarius Wright for 27 yards (tackle by Jaquiski Tartt),2.590,0.810
Quarter,Time,Down,ToGo,Location,MIN,SFO,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SFO 35,0,7,"Bradley Pinion kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,MIN 20,0,7,Adrian Peterson left tackle for 9 yards (tackle by Antoine Bethea and Quinton Dial),0.280,0.950
3,14:27,2,1,MIN 29,0,7,Adrian Peterson middle for 1 yard (tackle by Glenn Dorsey),0.950,0.940
3,13:59,1,10,MIN 30,0,7,Teddy Bridgewater sacked by Antoine Bethea for -10 yards,0.940,-0.960
3,13:16,2,20,MIN 20,0,7,Teddy Bridgewater pass complete deep left to Kyle Rudolph for 19 yards (tackle by Antoine Bethea),-0.960,0.890
3,12:41,3,1,MIN 39,0,7,Teddy Bridgewater right end for 1 yard,0.890,1.600
3,12:09,1,10,MIN 40,0,7,Adrian Peterson left tackle for 5 yards (tackle by NaVorro Bowman),1.600,1.730
3,11:25,2,5,MIN 45,0,7,Adrian Peterson middle for 1 yard (tackle by Ian Williams),1.730,1.160
3,10:44,3,4,MIN 46,0,7,Teddy Bridgewater pass complete short left to Adrian Peterson for 2 yards (tackle by Kenneth Acker),1.160,-0.190
3,10:22,4,2,MIN 48,0,7,"Jeff Locke punts 36 yards, fair catch by Bruce Ellington",-0.190,0.140
3,10:14,1,10,SFO 16,0,7,Carlos Hyde left end for 4 yards (tackle by Xavier Rhodes),-0.140,0.010
3,9:44,2,6,SFO 20,0,7,Colin Kaepernick pass complete short right to Garrett Celek for 5 yards (tackle by Anthony Barr),0.010,-0.200
3,9:08,3,1,SFO 25,0,7,Colin Kaepernick pass complete short right to Carlos Hyde for 6 yards (tackle by Gerald Hodges),-0.200,1.000
3,8:42,1,10,SFO 31,0,7,Jarryd Hayne left guard for 9 yards (tackle by Harrison Smith),1.000,1.680
3,8:05,2,1,SFO 40,0,7,Colin Kaepernick pass complete short left to Anquan Boldin for 15 yards (tackle by Xavier Rhodes),1.680,2.590
3,7:33,1,10,MIN 45,0,7,Carlos Hyde middle for 1 yard (tackle by Anthony Barr),2.590,2.180
3,6:55,2,9,MIN 44,0,7,Colin Kaepernick pass complete short right to Vance McDonald for 5 yards (tackle by Anthony Barr),2.180,2.150
3,6:27,3,4,MIN 39,0,7,"Colin Kaepernick right end for 12 yards (tackle by Andrew Sendejo). Penalty on Terence Newman: Defensive Holding, 5 yards",2.150,4.110
3,6:08,1,10,MIN 22,0,7,Colin Kaepernick pass incomplete deep right intended for Garrett Celek,4.110,3.560
3,6:04,2,10,MIN 22,0,7,"Carlos Hyde left end for 1 yard (tackle by Gerald Hodges). Penalty on Everson Griffen: Illegal Use of Hands, 5 yards",3.560,4.510
3,5:44,1,10,MIN 16,0,7,Carlos Hyde right guard for 5 yards (tackle by Everson Griffen),4.510,4.760
3,5:10,2,5,MIN 11,0,7,Colin Kaepernick sacked by Everson Griffen and Chad Greenway for 0 yards,4.760,4.760
3,4:40,2,5,MIN 11,0,7,Timeout #1 by San Francisco 49ers,4.760,3.940
3,4:40,3,5,MIN 11,0,7,Colin Kaepernick pass incomplete short left intended for Anquan Boldin,3.940,2.750
3,4:37,4,5,MIN 11,0,10,Phil Dawson 30 yard field goal good,2.750,3.000
3,4:37,,,SFO 35,0,10,"Bradley Pinion kicks off 71 yards, returned by Cordarrelle Patterson for 21 yards (tackle by Jimmie Ward)",0.000,0.220
3,4:26,1,10,MIN 15,0,10,Teddy Bridgewater pass complete short right to Kyle Rudolph for 19 yards (tackle by Antoine Bethea),-0.220,1.200
3,4:03,1,10,MIN 34,0,10,Adrian Peterson middle for no gain (tackle by Ian Williams),1.200,0.660
3,3:26,2,10,MIN 34,0,10,Teddy Bridgewater pass complete short middle to Mike Wallace for 12 yards (tackle by Eric Reid),0.660,1.990
3,2:55,1,10,MIN 46,0,10,Adrian Peterson middle for 1 yard (tackle by Michael Wilhoite),1.990,1.590
3,2:26,2,9,MIN 47,0,10,Teddy Bridgewater pass complete deep left to Charles Johnson for 18 yards (tackle by Eric Reid),1.590,3.250
3,1:46,1,10,SFO 35,0,10,Teddy Bridgewater pass complete short left to Mike Wallace for 2 yards (tackle by NaVorro Bowman),3.250,2.970
3,1:08,2,8,SFO 33,0,10,Teddy Bridgewater middle for 10 yards,2.970,4.040
3,0:26,1,10,SFO 23,0,10,Teddy Bridgewater pass complete short left to Mike Wallace for 4 yards (tackle by Kenneth Acker),4.040,4.050
Quarter,Time,Down,ToGo,Location,MIN,SFO,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,6,SFO 19,0,10,Teddy Bridgewater pass incomplete (defended by Aaron Lynch),4.050,3.340
4,14:54,3,6,SFO 19,0,10,Teddy Bridgewater pass incomplete deep right intended for Jarius Wright,3.340,2.210
4,14:48,4,6,SFO 19,3,10,Blair Walsh 37 yard field goal good,2.210,3.000
4,14:48,,,MIN 35,3,10,"Blair Walsh kicks off 65 yards, touchback",0.000,-0.280
4,14:43,1,10,SFO 20,3,10,Carlos Hyde middle for 4 yards (tackle by Robert Blanton and Harrison Smith),0.280,0.270
4,14:10,2,6,SFO 24,3,10,Carlos Hyde left tackle for 7 yards (tackle by Terence Newman),0.270,1.000
4,13:27,1,10,SFO 31,3,10,Colin Kaepernick pass incomplete deep right intended for Torrey Smith,1.000,0.460
4,13:21,2,10,SFO 31,3,10,Carlos Hyde middle for -4 yards (tackle by Anthony Barr),0.460,-0.760
4,12:38,3,14,SFO 27,3,10,Colin Kaepernick pass complete short middle to Vernon Davis for 20 yards (tackle by Eric Kendricks and Harrison Smith),-0.760,2.060
4,12:01,1,10,SFO 47,3,10,Carlos Hyde left end for 18 yards (tackle by Xavier Rhodes),2.060,3.250
4,11:23,1,10,MIN 35,3,10,"Carlos Hyde right end for no gain (tackle by Terence Newman and Linval Joseph). Penalty on Jordan Devey: Offensive Holding, 10 yards (no play)",3.250,2.590
4,11:05,1,20,MIN 45,3,10,Jarryd Hayne middle for no gain (tackle by Tom Johnson),2.590,1.350
4,10:37,2,20,MIN 45,3,10,Colin Kaepernick pass complete short right to Vernon Davis for 19 yards (tackle by Robert Blanton),1.350,3.200
4,10:04,3,1,MIN 26,3,10,Colin Kaepernick pass complete short right to Anquan Boldin for 9 yards (tackle by Terence Newman),3.200,4.440
4,9:44,1,10,MIN 17,3,16,"Carlos Hyde right tackle for 17 yards, touchdown",4.440,7.000
4,9:44,,,MIN 17,3,17,Phil Dawson kicks extra point good,0.000,0.000
4,9:44,,,SFO 35,3,17,"Bradley Pinion kicks off 65 yards, touchback",0.000,-0.280
4,9:30,1,10,MIN 20,3,17,Teddy Bridgewater pass complete short right to Kyle Rudolph for 3 yards (tackle by Michael Wilhoite),0.280,0.140
4,9:17,2,7,MIN 23,3,17,Teddy Bridgewater pass complete short right to Jerick McKinnon for 10 yards (tackle by Antoine Bethea),0.140,1.140
4,8:41,1,10,MIN 33,3,17,Teddy Bridgewater pass incomplete deep right intended for Kyle Rudolph is intercepted by Tramaine Brock at SFO-44 and returned for 26 yards,1.140,-3.580
4,8:22,1,10,MIN 30,3,17,Carlos Hyde left end for 14 yards (tackle by Robert Blanton),3.580,4.510
4,7:41,1,10,MIN 16,3,17,Colin Kaepernick pass incomplete short left intended for Torrey Smith (defended by Anthony Barr),4.510,3.900
4,7:37,2,10,MIN 16,3,17,Carlos Hyde left end for 1 yard (tackle by Danielle Hunter),3.900,3.220
4,6:57,3,9,MIN 15,3,17,Colin Kaepernick pass complete short right to Carlos Hyde for 8 yards (tackle by Gerald Hodges),3.220,3.010
4,6:13,4,1,MIN 7,3,20,Phil Dawson 25 yard field goal good,3.010,3.000
4,6:13,,,SFO 35,3,20,"Bradley Pinion kicks off 65 yards, touchback",0.000,-0.280
4,6:08,1,10,MIN 20,3,20,Teddy Bridgewater pass complete short left to Charles Johnson for 9 yards (tackle by Tramaine Brock),0.280,0.950
4,5:36,2,1,MIN 29,3,20,Teddy Bridgewater pass complete short right to Kyle Rudolph for 10 yards (tackle by Dontae Johnson),0.950,1.530
4,5:08,1,10,MIN 39,3,20,Teddy Bridgewater pass complete to Matt Asiata for 21 yards (tackle by Jaquiski Tartt),1.530,2.920
4,4:31,1,10,SFO 40,3,20,Teddy Bridgewater sacked by NaVorro Bowman for -6 yards,2.920,1.560
4,3:49,2,16,SFO 46,3,20,Teddy Bridgewater pass complete short left to Cordarrelle Patterson for 1 yard (tackle by Tramaine Brock). Penalty on Mike Wallace: Illegal Substitution (Declined),1.560,1.030
4,3:42,3,15,SFO 45,3,20,Teddy Bridgewater pass complete short left to Matt Asiata for 7 yards (tackle by NaVorro Bowman),1.030,0.720
4,3:04,4,8,SFO 38,3,20,Teddy Bridgewater sacked by Aaron Lynch for -14 yards,0.720,-2.390
4,2:55,1,10,MIN 48,3,20,Carlos Hyde left guard for 3 yards (tackle by Brian Robison and Tom Johnson),2.390,2.250
4,2:11,2,7,MIN 45,3,20,Carlos Hyde middle for 9 yards (tackle by Harrison Smith),2.250,3.180
4,2:00,1,10,MIN 36,3,20,Carlos Hyde middle for 5 yards (tackle by Anthony Barr),3.180,3.310
4,1:15,2,5,MIN 31,3,20,Colin Kaepernick kneels for -1 yards,3.310,2.480
4,0:35,3,6,MIN 32,3,20,Colin Kaepernick kneels for -1 yards,2.480,1.150
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
