Quarter,Time,Down,ToGo,Location,JAX,NYG,Detail,EPB,EPA
1,10:59,,,NYG 30,0,7,"Matt Bryant kicks off 65 yards, returned by Ike Charlton for 21 yards (tackle by Quincy Monk)",0.000,0.670
1,10:47,1,10,JAX 26,0,7,Mark Brunell pass complete to Bobby Shaw for 27 yards (tackle by Omar Stoutmire),0.670,2.460
1,10:28,1,10,NYG 47,0,7,Fred Taylor left tackle for no gain (tackle by Kenny Holmes and Shaun Williams),2.460,1.910
1,9:41,2,10,NYG 47,0,7,Mark Brunell pass complete to Fred Taylor for no gain,1.910,1.220
1,9:02,3,10,NYG 47,0,7,Mark Brunell pass complete to Kyle Brady for 8 yards (tackle by Brandon Short),1.220,0.660
1,8:32,4,2,NYG 39,0,7,Chris Hanson punts 38 yards,0.660,0.380
1,8:21,1,10,NYG 1,0,7,Tiki Barber middle for 1 yard (tackle by Akin Ayodele and Marco Coleman),-0.380,-0.710
1,7:41,2,9,NYG 2,0,7,Kerry Collins pass complete to Tiki Barber for 11 yards (tackle by Wali Rainer and Akin Ayodele),-0.710,-0.320
1,7:01,1,10,NYG 13,0,7,Kerry Collins pass incomplete intended for Jeremy Shockey (defended by Marcus Stroud),-0.320,-0.770
1,6:56,2,10,NYG 13,0,7,"Tiki Barber middle for 4 yards (tackle by Wali Rainer). Penalty on Marcus Stroud: Defensive Offside, 5 yards (no play)",-0.770,-0.140
1,6:36,2,5,NYG 18,0,7,Kerry Collins pass complete to Amani Toomer for 8 yards (tackle by Fernando Bryant),-0.140,0.670
1,6:12,1,10,NYG 26,0,7,Tiki Barber right end for 5 yards (tackle by Wali Rainer),0.670,0.810
1,5:55,2,5,NYG 31,0,7,"Tiki Barber right tackle for 6 yards (tackle by Akin Ayodele). Penalty on Akin Ayodele: Face Mask (5 Yards), 5 yards",0.810,1.730
1,5:18,1,10,NYG 42,0,7,"Penalty on NYG: False Start, 5 yards (no play)",1.730,1.400
1,5:08,1,15,NYG 37,0,7,Kerry Collins pass complete to Charles Stackhouse for 7 yards (tackle by Fernando Bryant),1.400,1.460
1,4:51,2,8,NYG 44,0,7,Kerry Collins pass complete to Jeremy Shockey for 13 yards (tackle by Akin Ayodele),1.460,2.720
1,4:15,1,10,JAX 43,0,7,Kerry Collins middle for 8 yards (tackle by Wali Rainer),2.720,3.260
1,3:33,2,2,JAX 35,0,7,Tiki Barber right tackle for no gain (tackle by Akin Ayodele),3.260,2.540
1,2:54,3,2,JAX 35,0,7,Tiki Barber middle for 5 yards (tackle by Jason Craft and Eric Westmoreland),2.540,3.580
1,2:18,1,10,JAX 30,0,7,Kerry Collins pass complete to Amani Toomer for 12 yards (tackle by Fernando Bryant and Donovin Darius),3.580,4.370
1,1:39,1,10,JAX 18,0,7,Tiki Barber middle for 2 yards (tackle by Larry Smith),4.370,4.090
1,1:05,2,8,JAX 16,0,7,"Penalty on Jason Whittle: False Start, 5 yards (no play)",4.090,3.420
1,0:39,2,13,JAX 21,0,7,Kerry Collins sacked by Akin Ayodele and Larry Smith for -1 yards,3.420,2.610
1,0:08,3,14,JAX 22,0,7,"Kerry Collins pass incomplete intended for Amani Toomer. Penalty on Amani Toomer: Offensive Pass Interference (Declined), Penalty on Jeremy Shockey: Offensive Holding, 10 yards (no play)",2.610,1.290
1,0:03,3,24,JAX 32,0,7,Kerry Collins pass complete to Tiki Barber for 9 yards (tackle by Eric Westmoreland),1.290,1.930
Quarter,Time,Down,ToGo,Location,JAX,NYG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,15,JAX 23,0,7,Matt Bryant 41 yard field goal no good,1.930,-1.000
2,14:55,1,10,JAX 31,0,7,Mark Brunell pass incomplete intended for Jimmy Smith (defended by Will Allen),1.000,0.460
2,14:49,2,10,JAX 31,0,7,Mark Brunell pass incomplete intended for Fred Taylor,0.460,-0.230
2,14:37,2,10,JAX 31,,,Timeout #1 by Jacksonville Jaguars,0.460,-0.230
2,14:37,3,10,JAX 31,0,7,Mark Brunell pass complete to Kyle Brady for 8 yards (tackle by Omar Stoutmire),-0.230,-0.780
2,14:10,4,2,JAX 39,0,7,"Chris Hanson punts 41 yards, fair catch by Delvin Joyce",-0.780,-0.280
2,14:02,1,10,NYG 20,0,7,Ron Dayne left tackle for 4 yards (tackle by T.J. Slaughter),0.280,0.270
2,13:24,2,6,NYG 24,0,7,Kerry Collins pass incomplete intended for Jeremy Shockey,0.270,-0.430
2,13:20,3,6,NYG 24,0,7,Kerry Collins pass complete to Ron Dixon for 15 yards (tackle by Donovin Darius),-0.430,1.530
2,12:44,1,10,NYG 39,0,7,"Kerry Collins pass complete to Jeremy Shockey for 7 yards (tackle by Donovin Darius). Penalty on Donovin Darius: Defensive Pass Interference, 7 yards (no play)",1.530,1.990
2,12:23,1,10,NYG 46,0,7,Ron Dayne right guard for no gain (tackle by John Henderson),1.990,1.450
2,11:52,2,10,NYG 46,0,7,Kerry Collins pass complete to Dan Campbell for 8 yards (tackle by Fernando Bryant),1.450,1.820
2,11:14,3,2,JAX 46,0,7,Ron Dayne left guard for 8 yards (tackle by Wali Rainer and Donovin Darius),1.820,3.050
2,10:37,1,10,JAX 38,0,7,Kerry Collins pass complete to Ron Dayne for 6 yards (tackle by Wali Rainer and T.J. Slaughter),3.050,3.320
2,9:57,2,4,JAX 32,0,7,Ron Dayne left tackle for 4 yards (tackle by Wali Rainer and T.J. Slaughter),3.320,3.710
2,9:12,1,10,JAX 28,0,7,Kerry Collins pass complete to Amani Toomer for 5 yards (tackle by Jason Craft),3.710,3.840
2,8:49,2,5,JAX 23,0,7,Tiki Barber middle for 4 yards (tackle by Marlon McCree and Akin Ayodele),3.840,3.720
2,8:12,3,1,JAX 19,0,7,Ron Dayne left guard for no gain (tackle by Larry Smith and T.J. Slaughter),3.720,2.340
2,7:25,4,1,JAX 19,0,7,Matt Bryant 37 yard field goal no good,2.340,-0.740
2,7:19,1,10,JAX 27,0,7,Fred Taylor left end for 6 yards (tackle by Will Peterson and Micheal Barrow),0.740,1.010
2,6:38,2,4,JAX 33,0,7,Fred Taylor left end for -1 yards (tackle by Will Allen and Kenny Holmes),1.010,0.170
2,5:57,3,5,JAX 32,0,7,Mark Brunell pass complete to Jimmy Smith for 32 yards (tackle by Omar Stoutmire),0.170,3.180
2,5:21,1,10,NYG 36,0,7,Mark Brunell pass complete to Jimmy Smith for 2 yards (tackle by Will Peterson),3.180,2.910
2,4:44,2,8,NYG 34,0,7,"Mark Brunell pass incomplete. Penalty on Mark Brunell: Intentional Grounding, 12 yards",2.910,0.630
2,4:39,3,20,NYG 46,0,7,Mark Brunell pass incomplete intended for Jimmy Smith (defended by Will Peterson),0.630,0.200
2,4:30,4,20,NYG 46,0,7,"Chris Hanson punts 29 yards, fair catch by Delvin Joyce. Penalty on Micah Ross: Fair Catch Interference, 15 yards",0.200,-1.070
2,4:21,1,10,NYG 32,0,7,Kerry Collins pass complete to Ron Dixon for 9 yards,1.070,1.740
2,3:54,2,1,NYG 41,0,7,Ron Dayne right end for no gain (tackle by Marcus Stroud and T.J. Slaughter),1.740,1.030
2,3:09,3,1,NYG 41,0,7,Ron Dayne right guard for 3 yards (tackle by Rob Meier),1.030,1.860
2,2:34,3,1,NYG 41,,,Timeout #2 by Jacksonville Jaguars,1.030,1.860
2,2:34,1,10,NYG 44,0,7,Kerry Collins pass incomplete intended for Charles Stackhouse,1.860,1.320
2,2:27,2,10,NYG 44,0,7,"Kerry Collins pass complete to Jeremy Shockey for 4 yards (tackle by Akin Ayodele). Penalty on Akin Ayodele: Defensive Pass Interference, 4 yards (no play)",1.320,2.130
2,2:00,1,10,NYG 48,0,7,Tim Carter left end for 13 yards (tackle by Wali Rainer),2.130,2.980
2,1:19,1,10,JAX 39,0,7,Kerry Collins pass complete to Jeremy Shockey for 11 yards (tackle by Donovin Darius and Kiwaukee Thomas),2.980,3.710
2,0:44,1,10,JAX 28,0,7,Kerry Collins pass incomplete (defended by Marcus Stroud),3.710,3.170
2,0:40,2,10,JAX 28,0,7,Kerry Collins pass incomplete,3.170,2.480
2,0:35,2,10,JAX 28,,,Timeout #1 by New York Giants,3.170,2.480
2,0:35,3,10,JAX 28,0,7,Kerry Collins sacked by Marcus Stroud for -7 yards,2.480,0.970
2,0:26,3,10,JAX 28,,,Timeout #2 by New York Giants,2.480,0.970
2,0:26,4,17,JAX 35,0,7,Kerry Collins pass complete to Tim Carter for 27 yards (tackle by Marlon McCree),0.970,5.370
2,0:16,4,17,JAX 35,,,Timeout #3 by New York Giants,0.970,5.370
2,0:16,1,8,JAX 8,0,13,"Kerry Collins pass complete to Ron Dixon for 8 yards, touchdown",5.370,7.000
,,,,,,,"Replay Assistant challenged the ruling, and the original play was overturned.",,
2,0:16,,,JAX 8,0,14,Matt Bryant kicks extra point good,0.000,0.000
2,0:16,,,NYG 30,0,14,"Matt Bryant kicks off 22 yards, returned by Joe Tuipala for 3 yards (tackle by Kevin Lewis)",0.000,2.320
2,0:07,1,10,NYG 49,0,14,Mark Brunell pass incomplete intended for Patrick Johnson,2.320,1.780
Quarter,Time,Down,ToGo,Location,JAX,NYG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,JAX 30,0,14,"Tim Seder kicks off 57 yards, returned by Delvin Joyce for 19 yards (tackle by Akin Ayodele)",0.000,1.070
3,14:52,1,10,NYG 32,0,14,Kerry Collins pass complete to Dan Campbell for 11 yards (tackle by Wali Rainer and T.J. Slaughter),1.070,1.800
3,14:22,1,10,NYG 43,0,14,Tiki Barber left end for 7 yards (tackle by Wali Rainer),1.800,2.200
3,14:05,2,3,,0,14,Kerry Collins pass incomplete intended for Ron Dixon,2.200,1.490
3,14:00,3,3,,0,14,Kerry Collins pass complete to Tiki Barber for 36 yards (tackle by Donovin Darius),1.490,4.650
3,13:32,1,10,JAX 14,0,14,Ron Dayne left guard for 8 yards (tackle by Wali Rainer),4.650,5.470
3,12:48,2,2,JAX 6,0,14,Tiki Barber right end for -4 yards (tackle by Marco Coleman and Danny Clark),5.470,3.820
3,12:05,3,6,JAX 10,0,14,Kerry Collins pass incomplete intended for Amani Toomer,3.820,2.790
3,12:05,4,6,JAX 10,0,17,Matt Bryant 27 yard field goal good,2.790,3.000
3,12:05,,,NYG 30,0,17,"Matt Bryant kicks off 45 yards, returned by Paul Spicer for 12 yards (tackle by Marcellus Rivers)",0.000,1.400
3,11:49,1,10,JAX 37,0,17,Fred Taylor left tackle for -2 yards (tackle by Kenny Holmes and Michael Strahan),1.400,0.590
3,11:28,2,12,JAX 35,0,17,Stacey Mack right guard for 15 yards (tackle by Omar Stoutmire and Kenny Holmes),0.590,2.260
3,10:56,1,10,,0,17,Stacey Mack left guard for 8 yards (tackle by Brandon Short and Kenny Holmes),2.260,2.790
3,10:16,2,2,NYG 42,0,17,Stacey Mack right end for 1 yard (tackle by Micheal Barrow),2.790,2.210
3,9:37,3,1,NYG 41,0,17,Stacey Mack left guard for 2 yards (tackle by Lance Legree and Dhani Jones),2.210,2.980
3,9:01,1,10,NYG 39,0,17,Mark Brunell pass incomplete intended for Jimmy Smith,2.980,2.440
3,8:54,2,10,NYG 39,0,17,Mark Brunell pass complete to Jimmy Smith for 6 yards (tackle by Shaun Williams),2.440,2.540
3,8:15,3,4,NYG 33,0,17,Mark Brunell pass incomplete intended for Jimmy Smith,2.540,1.180
3,8:10,4,4,NYG 33,0,17,Mark Brunell sacked by Michael Strahan for -14 yards,1.180,-2.060
3,8:04,1,10,NYG 47,0,17,Tiki Barber right end for 9 yards (tackle by Donovin Darius),2.060,2.730
3,7:29,2,1,JAX 44,0,23,"Tiki Barber right end for 44 yards, touchdown",2.730,7.000
3,7:29,,,JAX 44,0,24,Matt Bryant kicks extra point good,0.000,0.000
3,7:29,,,NYG 30,0,24,"Matt Bryant kicks off 57 yards, returned by Stacey Mack for 21 yards (tackle by Ralph Brown)",0.000,1.200
3,7:12,1,10,JAX 34,0,24,Stacey Mack left guard for 3 yards (tackle by Shaun Williams and Kenny Holmes),1.200,1.060
3,6:37,2,7,JAX 37,0,24,Mark Brunell pass complete to Stacey Mack for 3 yards (tackle by Dhani Jones and Micheal Barrow),1.060,0.760
3,5:59,3,4,JAX 40,0,24,Mark Brunell for 27 yards (tackle by Shaun Williams),0.760,3.380
3,5:26,1,10,NYG 33,0,24,Stacey Mack middle for 22 yards (tackle by Brandon Short and Omar Stoutmire),3.380,4.840
3,4:42,1,10,NYG 11,0,24,Fred Taylor right guard for 7 yards (tackle by Michael Strahan and Dhani Jones),4.840,5.470
3,4:04,2,3,NYG 4,0,24,Fred Taylor left end for -1 yards (tackle by Brandon Short and Will Peterson),5.470,4.440
3,3:26,3,4,NYG 5,0,24,Mark Brunell pass incomplete intended for Fred Taylor,4.440,3.010
3,3:21,4,4,NYG 5,3,24,Tim Seder 24 yard field goal good,3.010,3.000
3,3:21,,,JAX 30,3,24,"Tim Seder kicks off 44 yards, returned by Damon Washington for 12 yards (tackle by Joe Tuipala)",0.000,1.470
3,3:08,1,10,NYG 38,3,24,Kerry Collins sacked by Marcus Stroud for -3 yards,1.470,0.520
3,2:43,2,13,NYG 35,3,24,Kerry Collins pass complete to Ron Dayne for 1 yard (tackle by Eric Westmoreland),0.520,-0.030
3,1:59,3,12,NYG 36,3,24,"Penalty on Tim Carter: False Start, 5 yards (no play)",-0.030,-0.690
3,1:36,3,17,NYG 31,3,24,Kerry Collins right end for 3 yards (tackle by Marlon McCree). Penalty on Chris Bober: Offensive Holding (Declined),-0.690,-1.110
3,1:05,4,14,NYG 34,3,24,Tom Rouen punts 25 yards,-1.110,-1.660
3,0:55,1,10,JAX 41,3,24,Mark Brunell pass complete to Bobby Shaw for 6 yards (tackle by Jason Sehorn),1.660,1.930
3,0:13,2,4,JAX 47,3,24,Mark Brunell pass incomplete,1.930,1.220
3,0:08,3,4,JAX 47,3,24,Mark Brunell for 2 yards (tackle by Omar Stoutmire),1.220,-0.130
Quarter,Time,Down,ToGo,Location,JAX,NYG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,2,JAX 49,3,24,Mark Brunell pass incomplete intended for Bobby Shaw (defended by Jason Sehorn),-0.130,-2.320
4,14:56,1,10,JAX 49,3,24,Ron Dayne right guard for 10 yards (tackle by Akin Ayodele),2.320,2.980
4,14:24,1,10,JAX 39,3,24,Ron Dayne right guard for 9 yards (tackle by Danny Clark),2.980,3.660
4,13:52,2,1,JAX 30,3,24,Ron Dayne right tackle for 2 yards (tackle by Akin Ayodele and Marcus Stroud),3.660,3.710
4,13:10,1,10,JAX 28,3,24,"Ron Dayne left tackle for 1 yard (tackle by Akin Ayodele). Ron Dayne fumbles (forced by Akin Ayodele), recovered by John Henderson at JAX-27 and returned for 6 yards (tackle by Luke Petitgout)",3.710,-1.140
4,13:01,1,10,JAX 33,3,24,"Stacey Mack right guard for 4 yards (tackle by Brandon Short). Penalty on Chris Naeole: Offensive Holding, 10 yards (no play)",1.140,0.480
4,12:52,1,20,JAX 23,3,24,Mark Brunell sacked by Shaun Williams for -13 yards,0.480,-2.460
4,11:58,2,33,JAX 10,3,24,Mark Brunell pass complete to Bobby Shaw for 13 yards (tackle by DeWayne Patmon),-2.460,-1.420
4,11:11,3,20,JAX 23,3,24,Mark Brunell pass complete to Jimmy Smith for 19 yards (tackle by Kenny Holmes and DeWayne Patmon),-1.420,-0.590
4,10:24,4,1,JAX 42,3,24,Mark Brunell pass complete to Jimmy Smith for 5 yards,-0.590,2.060
4,10:03,1,10,JAX 47,3,24,Mark Brunell pass incomplete intended for Patrick Johnson,2.060,1.520
4,9:59,2,10,JAX 47,3,24,Mark Brunell pass complete to Jimmy Smith for 9 yards (tackle by Will Peterson),1.520,2.020
4,9:25,3,1,NYG 44,3,24,Stacey Mack middle for -2 yards (tackle by Frank Ferrara and Lance Legree),2.020,0.200
4,8:42,4,3,NYG 46,3,24,Mark Brunell pass complete to Pete Mitchell for 4 yards (tackle by Jason Sehorn),0.200,2.790
4,8:06,1,10,NYG 42,3,24,Mark Brunell pass incomplete intended for Stacey Mack (defended by Shaun Williams),2.790,2.240
4,8:00,2,10,NYG 42,3,24,Mark Brunell pass complete to Jimmy Smith for 5 yards (tackle by DeWayne Patmon),2.240,2.210
4,7:35,3,5,NYG 37,3,24,Mark Brunell pass complete to Kyle Brady for 4 yards (tackle by Will Allen),2.210,1.210
4,6:50,4,1,NYG 33,3,24,Stacey Mack left guard for 4 yards (tackle by Cornelius Griffin),1.210,3.640
4,6:13,1,10,NYG 29,3,24,Stacey Mack middle for 1 yard (tackle by Cornelius Griffin and Brandon Short),3.640,3.240
4,5:35,2,9,NYG 28,3,24,"Mark Brunell pass incomplete. Penalty on Will Peterson: Defensive Holding (Declined), Penalty on Michael Strahan: Roughing the Passer, 14 yards (no play)",3.240,4.650
4,5:30,1,10,NYG 14,3,24,Mark Brunell pass incomplete intended for Jimmy Smith,4.650,4.000
4,5:26,2,10,NYG 14,9,24,"Mark Brunell pass complete to Bobby Shaw for 14 yards, touchdown",4.000,7.000
4,5:26,2,10,NYG 14,10,24,"Penalty on Matt Mitrione: Unsportsmanlike Conduct, 15 yards",4.000,0.000
4,5:26,,,NYG 14,10,24,Tim Seder kicks extra point good,0.000,0.000
4,5:20,2,10,NYG 14,,,Timeout #1 by Jacksonville Jaguars,4.000,0.000
4,5:20,,,JAX 45,10,24,"Tim Seder kicks onside 10 yards, recovered by DeWayne Patmon. Penalty on Kiwaukee Thomas: Illegal Touch Kick (Declined)",0.000,-1.930
4,5:19,1,10,NYG 45,10,24,Tiki Barber left guard for 3 yards (tackle by Wali Rainer and Paul Spicer),1.930,1.790
4,4:36,2,7,NYG 48,10,24,Tiki Barber right guard for 1 yard (tackle by John Henderson and Marlon McCree),1.790,1.220
4,4:28,2,7,NYG 48,,,Timeout #2 by Jacksonville Jaguars,1.790,1.220
4,4:28,3,6,NYG 49,10,24,Kerry Collins pass incomplete intended for Ron Dixon,1.220,-0.130
4,4:18,4,6,NYG 49,10,24,"Tom Rouen punts 51 yards, touchback",-0.130,-0.280
4,4:11,4,6,NYG 49,,,Timeout #1 by New York Giants,-0.130,-0.280
4,4:11,1,10,JAX 20,10,24,Mark Brunell pass incomplete intended for Stacey Mack,0.280,-0.270
4,4:06,2,10,JAX 20,10,24,Mark Brunell pass complete to Stacey Mack for 4 yards (tackle by Will Allen and Cornelius Griffin),-0.270,-0.430
4,3:36,3,6,JAX 24,10,24,Mark Brunell left end for 25 yards (tackle by Jason Sehorn),-0.430,2.190
4,3:26,1,10,JAX 49,10,24,Mark Brunell pass complete to Stacey Mack for 11 yards (tackle by Shaun Williams),2.190,2.920
4,2:48,1,10,NYG 40,10,24,Mark Brunell pass complete to Jimmy Smith for 26 yards (tackle by Shaun Williams and Omar Stoutmire),2.920,4.650
4,2:07,1,10,NYG 14,10,24,Mark Brunell pass incomplete intended for Bobby Shaw,4.650,4.000
4,2:00,2,10,NYG 14,10,24,Mark Brunell pass complete to Bobby Shaw for 5 yards (tackle by Jason Sehorn),4.000,4.050
4,1:54,3,5,NYG 9,16,24,"Mark Brunell pass complete to Jimmy Smith for 9 yards, touchdown",4.050,7.000
4,1:54,3,5,NYG 9,,,Timeout #2 by New York Giants,4.050,0.000
4,1:54,,,NYG 9,17,24,Tim Seder kicks extra point good,0.000,0.000
4,1:54,,,JAX 30,17,24,"Tim Seder kicks off 26 yards, returned by Dan Campbell for 1 yard. Penalty on Jimmy Redmond: Offensive Offside (Declined)",0.000,-1.930
4,1:41,1,10,NYG 45,17,24,Tiki Barber right guard for 3 yards (tackle by Paul Spicer and T.J. Slaughter),1.930,1.790
4,1:38,1,10,NYG 45,,,Timeout #3 by Jacksonville Jaguars,1.930,1.790
4,1:38,2,7,NYG 48,17,24,Tiki Barber left end for -5 yards (tackle by Jason Craft),1.790,0.430
4,0:52,3,12,NYG 43,17,24,Ron Dayne right guard for 3 yards (tackle by Larry Smith and Wali Rainer),0.430,-0.320
4,0:05,4,9,NYG 46,17,24,"Penalty on NYG: Delay of Game, 5 yards (no play)",-0.320,-0.650
4,0:05,4,14,NYG 41,17,24,"Tom Rouen punts 38 yards, returned by Bobby Shaw for 9 yards (tackle by Charles Stackhouse)",-0.650,1.660
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
