Quarter,Time,Down,ToGo,Location,IND,NWE,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Patriots won the coin toss, Patriots to receive the opening kickoff.",,
1,15:00,,,IND 30,0,0,"Adam Vinatieri kicks off 68 yards, returned by Kevin Faulk for 17 yards (tackle by Marlin Jackson)",0.000,0.150
1,14:55,1,10,NWE 19,0,0,Corey Dillon left tackle for -2 yards (tackle by Jason David and Anthony McFarland),0.150,-0.720
1,14:20,2,12,NWE 17,0,0,"Tom Brady pass incomplete short right intended for Reche Caldwell. Penalty on Reche Caldwell: Offensive Pass Interfere, 9 yards (no play)",-0.720,-1.580
1,14:15,2,21,NWE 8,0,0,Corey Dillon middle for 10 yards (tackle by Robert Mathis),-1.580,-1.250
1,13:36,3,11,NWE 18,0,0,Tom Brady pass complete short right to Ben Watson for 15 yards (tackle by Antoine Bethea and Robert Mathis),-1.250,1.140
1,12:55,1,10,NWE 33,0,0,Tom Brady pass complete short left to Chad Jackson for 9 yards (tackle by Jason David and Antoine Bethea),1.140,1.810
1,12:19,2,1,NWE 42,0,0,Laurence Maroney left guard for 12 yards (tackle by Bob Sanders and Antoine Bethea),1.810,2.520
1,11:45,1,10,IND 46,0,0,"Penalty on Billy Yates: False Start, 5 yards (no play)",2.520,2.190
1,11:22,1,15,NWE 49,0,0,Laurence Maroney left guard for 6 yards (tackle by Bob Sanders and Cato June),2.190,2.110
1,10:48,2,9,IND 45,0,0,Corey Dillon middle for 7 yards (tackle by Robert Mathis and Nick Harper),2.110,2.350
1,10:10,3,2,IND 38,0,0,Corey Dillon right guard for 4 yards (tackle by Cato June and Gary Brackett),2.350,3.310
1,9:30,1,10,IND 34,0,0,Tom Brady pass incomplete deep left intended for Doug Gabriel is intercepted by Antoine Bethea and returned for 38 yards,3.310,-1.070
1,9:13,1,10,IND 32,0,0,Peyton Manning pass incomplete short left intended for Dallas Clark (defended by Rodney Harrison),1.070,0.530
1,9:08,2,10,IND 32,0,0,Peyton Manning pass incomplete deep left intended for Reggie Wayne,0.530,-0.160
1,9:05,3,10,IND 32,0,0,"Penalty on Tarik Glenn: False Start, 5 yards (no play)",-0.160,-0.820
1,9:05,3,15,IND 27,0,0,Peyton Manning pass complete deep left to Marvin Harrison for 44 yards (tackle by Rodney Harrison),-0.820,3.640
1,8:19,1,10,NWE 29,0,0,"Penalty on Ben Utecht: False Start, 5 yards (no play)",3.640,3.310
1,7:56,1,15,NWE 34,0,0,Dominic Rhodes right end for 7 yards (tackle by Chad Scott),3.310,3.370
1,7:10,2,8,NWE 27,0,0,Peyton Manning pass complete short right to Marvin Harrison for 9 yards (tackle by Mike Vrabel and Ellis Hobbs),3.370,4.370
1,6:37,1,10,NWE 18,0,0,Joseph Addai middle for 4 yards (tackle by Ty Warren and Junior Seau),4.370,4.430
1,6:00,2,6,NWE 14,0,0,Peyton Manning pass complete short middle to Marvin Harrison for 8 yards (tackle by Junior Seau),4.430,5.830
1,5:14,1,6,NWE 6,0,0,Joseph Addai right guard for 1 yard (tackle by Ty Warren and Vince Wilfork),5.830,5.150
1,4:33,2,5,NWE 5,6,0,"Peyton Manning pass complete short middle to Marvin Harrison for 5 yards, touchdown",5.150,7.000
1,,,,NWE 2,7,0,Adam Vinatieri kicks extra point good,0.000,0.000
1,,,,IND 30,7,0,"Adam Vinatieri kicks off 67 yards, returned by Laurence Maroney for 29 yards (tackle by Freddy Keiaho)",0.000,1.070
1,4:22,1,10,NWE 32,7,0,"Tom Brady pass complete short left to Troy Brown for 6 yards (tackle by Gilbert Gardner). Penalty on Troy Brown: Taunting, 15 yards",1.070,-0.690
1,3:54,2,19,NWE 23,7,0,Tom Brady pass complete short right to Laurence Maroney for -1 yards (tackle by Robert Mathis),-0.690,-1.480
1,3:17,3,20,NWE 22,7,0,Tom Brady pass complete deep left to Doug Gabriel for 39 yards (tackle by Bob Sanders),-1.480,2.980
1,2:55,1,10,IND 39,7,0,Corey Dillon middle for 9 yards (tackle by Anthony McFarland),2.980,3.660
1,2:20,2,1,IND 30,7,0,Laurence Maroney left tackle for 4 yards (tackle by Jason David),3.660,3.840
1,1:43,1,10,IND 26,7,0,Laurence Maroney right guard for 2 yards (tackle by Nick Harper and Gary Brackett),3.840,3.570
1,1:04,2,8,IND 24,7,0,Tom Brady pass incomplete short right intended for Reche Caldwell,3.570,2.870
1,0:59,3,8,IND 24,7,0,Tom Brady pass complete short left to Kevin Faulk for 5 yards (tackle by Marlin Jackson and Cato June),2.870,2.280
1,0:15,4,3,IND 19,7,0,Tom Brady pass complete short middle to Kevin Faulk for 14 yards (tackle by Jason David),2.280,6.060
Quarter,Time,Down,ToGo,Location,IND,NWE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,5,IND 5,7,0,Corey Dillon middle for 4 yards (tackle by Bob Sanders and Antoine Bethea),6.060,5.910
2,14:28,2,1,IND 1,7,6,"Corey Dillon right guard for 1 yard, touchdown",5.910,7.000
2,,,,IND 2,7,7,Stephen Gostkowski kicks extra point good,0.000,0.000
2,,,,NWE 30,7,7,"Stephen Gostkowski kicks off 69 yards, returned by Terrence Wilkins for 17 yards (tackle by Corey Mays)",0.000,0.040
2,14:20,1,10,IND 18,7,7,Peyton Manning pass complete short left to Reggie Wayne for 18 yards (tackle by Asante Samuel),0.040,1.330
2,13:46,1,10,IND 36,7,7,Joseph Addai right tackle for -1 yards (tackle by Junior Seau and Artrell Hawkins),1.330,0.660
2,13:07,2,11,IND 35,7,7,Peyton Manning pass complete deep left to Reggie Wayne for 16 yards (tackle by Asante Samuel),0.660,2.320
2,12:21,1,10,NWE 49,7,7,Joseph Addai left end for 7 yards (tackle by Rosevelt Colvin and Tedy Bruschi),2.320,2.730
2,11:42,2,3,NWE 42,7,7,Joseph Addai left guard for no gain (tackle by Rosevelt Colvin and Ty Warren),2.730,2.020
2,11:02,3,3,NWE 42,7,7,Peyton Manning pass complete short middle to Dallas Clark for 7 yards (tackle by Mike Vrabel). Penalty on Chad Scott: Illegal Contact (Declined),2.020,3.250
2,10:32,1,10,NWE 35,7,7,Peyton Manning pass complete deep left to Reggie Wayne for 33 yards (tackle by Asante Samuel),3.250,6.740
2,9:59,1,2,NWE 2,13,7,"Joseph Addai right guard for 2 yards, touchdown",6.740,7.000
2,,,,NWE 2,14,7,Adam Vinatieri kicks extra point good,0.000,0.000
2,,,,IND 30,14,7,"Adam Vinatieri kicks off 63 yards, returned by Laurence Maroney for 27 yards (tackle by Tyjuan Hagler)",0.000,1.200
2,9:48,1,10,NWE 34,14,7,Tom Brady pass complete deep left to Reche Caldwell for 21 yards (tackle by Antoine Bethea),1.200,2.590
2,9:13,1,10,IND 45,14,7,Laurence Maroney left guard for 7 yards (tackle by Antoine Bethea),2.590,2.990
2,8:43,2,3,IND 38,14,7,Laurence Maroney right guard for no gain (tackle by Bob Sanders and Robert Mathis),2.990,2.280
2,8:05,3,3,IND 38,14,7,"Laurence Maroney right guard for 7 yards (tackle by Anthony McFarland and Gary Brackett). Penalty on Cato June: Illegal Use of Hands, 5 yards",2.280,3.840
2,7:45,1,10,IND 26,14,7,Laurence Maroney middle for 4 yards (tackle by Gary Brackett and Josh Thomas),3.840,3.840
2,7:10,2,6,IND 22,14,7,Laurence Maroney right guard for 2 yards (tackle by Nick Harper and Raheem Brock),3.840,3.400
2,6:28,3,4,IND 20,14,7,Tom Brady pass complete short left to Troy Brown for 5 yards (tackle by Marlin Jackson),3.400,4.580
2,6:05,1,10,IND 15,14,7,Kevin Faulk middle for 8 yards (tackle by Robert Mathis and Bob Sanders),4.580,5.410
2,5:33,2,2,IND 7,14,7,Corey Dillon right guard for no gain (tackle by Raheem Brock),5.410,4.680
2,5:00,3,2,IND 7,14,7,Tom Brady middle for 3 yards (tackle by Gary Brackett and Cato June),4.680,6.280
2,4:19,1,4,IND 4,14,13,"Corey Dillon left guard for 4 yards, touchdown",6.280,7.000
2,,,,IND 2,14,14,Stephen Gostkowski kicks extra point good,0.000,0.000
2,,,,NWE 30,14,14,"Stephen Gostkowski kicks off 69 yards, returned by Terrence Wilkins for 70 yards (tackle by Mike Wright)",0.000,3.640
2,4:03,1,10,NWE 29,14,14,"Peyton Manning pass incomplete deep middle intended for Marvin Harrison. Penalty on Chad Scott: Defensive Pass Interfere, 22 yards (no play)",3.640,5.600
2,3:58,1,7,NWE 7,14,14,Joseph Addai right tackle for -1 yards (tackle by Junior Seau and Tedy Bruschi),5.600,4.570
2,3:19,2,8,NWE 8,14,14,Peyton Manning sacked by Junior Seau for -9 yards,4.570,2.740
2,2:48,,,,14,14,Timeout #1 by Indianapolis Colts,0.000,2.740
2,2:48,3,17,NWE 17,14,14,"Peyton Manning pass incomplete deep left intended for Reggie Wayne is intercepted by Asante Samuel at NWE--2. Penalty on Asante Samuel: Illegal Contact, 5 yards (no play)",2.740,4.780
2,2:42,1,10,NWE 12,14,14,Peyton Manning pass complete short left to Reggie Wayne for 7 yards (tackle by Asante Samuel),4.780,5.410
2,2:00,2,3,NWE 5,14,14,Peyton Manning pass incomplete short left intended for Reggie Wayne,5.410,4.610
2,1:56,3,3,NWE 5,14,14,Peyton Manning pass incomplete short middle intended for Reggie Wayne,4.610,3.020
2,1:50,4,3,NWE 5,17,14,Adam Vinatieri 23 yard field goal good,3.020,3.000
2,,,,IND 30,17,14,"Adam Vinatieri kicks off 63 yards, returned by Laurence Maroney for 31 yards (tackle by Kelvin Hayden)",0.000,1.470
2,1:41,1,10,NWE 38,17,14,Tom Brady pass incomplete short right intended for Ben Watson,1.470,0.920
