Quarter,Time,Down,ToGo,Location,NWE,IND,Detail,EPB,EPA
2,,,,NWE 30,3,7,"Stephen Gostkowski kicks off 75 yards, touchback",0.000,0.280
2,10:20,1,10,IND 20,3,7,Peyton Manning pass incomplete deep right intended for Marvin Harrison (defended by Terrence Wheatley),0.280,-0.270
2,10:14,2,10,IND 20,3,7,Peyton Manning pass complete short left to Joseph Addai for 10 yards (tackle by Adalius Thomas),-0.270,0.940
2,9:49,1,10,IND 30,3,7,Joseph Addai right end for 1 yard (tackle by Tedy Bruschi),0.940,0.530
2,9:11,2,9,IND 31,3,7,Joseph Addai up the middle for 5 yards (tackle by Richard Seymour and Gary Guyton),0.530,0.500
2,8:39,3,4,IND 36,3,7,Joseph Addai left tackle for -1 yards (tackle by Mike Vrabel),0.500,-1.040
2,7:57,4,5,IND 35,3,7,"Hunter Smith punts 58 yards, returned by Wes Welker for 15 yards (tackle by Curtis Johnson)",-1.040,-0.410
2,7:45,1,10,NWE 22,3,7,BenJarvus Green-Ellis right tackle for 5 yards (tackle by Tyjuan Hagler and Raheem Brock),0.410,0.540
2,7:07,2,5,NWE 27,3,7,Matt Cassel pass complete short right to BenJarvus Green-Ellis for 8 yards (tackle by Keyunta Dawson),0.540,1.270
2,6:23,1,10,NWE 35,3,7,BenJarvus Green-Ellis right tackle for 8 yards (tackle by Josh Thomas),1.270,1.800
2,5:45,2,2,NWE 43,3,7,BenJarvus Green-Ellis right tackle for 4 yards (tackle by Clint Session),1.800,2.060
2,5:07,1,10,NWE 47,3,7,Kevin Faulk right tackle for 6 yards (tackle by Robert Mathis),2.060,2.330
2,4:32,2,4,IND 47,3,7,Matt Cassel pass complete short left to Kevin Faulk for 10 yards (tackle by Keyunta Dawson),2.330,3.120
2,3:55,1,10,IND 37,3,7,Matt Cassel pass complete short right to Wes Welker for 5 yards (tackle by Tim Jennings),3.120,3.250
2,3:19,2,5,IND 32,3,7,Heath Evans up the middle for 1 yard (tackle by Antoine Bethea),3.250,2.680
2,2:58,,,,3,7,Timeout #1 by Indianapolis Colts,0.000,2.680
2,2:58,3,4,IND 31,3,7,Matt Cassel pass complete short left to Jabar Gaffney for 11 yards (tackle by Keiwan Ratliff),2.680,4.240
2,2:17,1,10,IND 20,3,7,BenJarvus Green-Ellis up the middle for no gain (tackle by Bob Sanders),4.240,3.690
2,2:00,2,10,IND 20,3,7,Kevin Faulk pass complete short left to Wes Welker for -2 yards (tackle by Antoine Bethea),3.690,2.740
2,1:37,,,,3,7,Timeout #2 by Indianapolis Colts,0.000,2.740
2,1:37,3,12,IND 22,3,7,Kevin Faulk left tackle for 5 yards (tackle by Gary Brackett),2.740,2.310
2,1:31,,,,3,7,Timeout #3 by Indianapolis Colts,0.000,2.310
2,1:31,4,7,IND 17,6,7,Stephen Gostkowski 35 yard field goal good,2.310,3.000
2,,,,NWE 30,6,7,"Stephen Gostkowski kicks off 69 yards, returned by Pierre Garcon for 17 yards (tackle by Brandon Meriweather)",0.000,0.040
2,1:22,1,10,IND 18,6,7,Peyton Manning pass incomplete short right intended for Joseph Addai (defended by Adalius Thomas),0.040,-0.490
2,1:19,2,10,IND 18,6,7,Peyton Manning pass complete short left to Reggie Wayne for 17 yards (tackle by Brandon Meriweather),-0.490,1.270
2,1:00,1,10,IND 35,6,7,Peyton Manning pass complete short left to Reggie Wayne for 13 yards (tackle by Brandon Meriweather),1.270,2.130
2,0:42,1,10,IND 48,6,7,Peyton Manning pass complete short middle to Joseph Addai for no gain,2.130,1.580
2,0:25,2,10,IND 48,6,7,Peyton Manning pass incomplete short right intended for Dallas Clark (defended by Adalius Thomas),1.580,0.890
2,0:19,3,10,IND 48,6,7,Peyton Manning pass complete deep right to Marvin Harrison for 26 yards (tackle by James Sanders),0.890,3.840
2,0:01,1,10,NWE 26,6,7,Peyton Manning spiked the ball. Penalty on Dallas Clark: False Start (no play),3.840,3.300
Quarter,Time,Down,ToGo,Location,NWE,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 30,6,7,"Adam Vinatieri kicks off 66 yards, returned by Ellis Hobbs for 24 yards (tackle by Jordan Senn)",0.000,0.810
3,14:54,1,10,NWE 28,6,7,Matt Cassel pass complete short right to Ben Watson for 9 yards (tackle by Clint Session),0.810,1.480
3,14:22,2,1,NWE 37,6,7,BenJarvus Green-Ellis up the middle for 8 yards (tackle by Matt Giordano),1.480,1.930
3,14:22,1,10,NWE 45,6,7,Matt Cassel pass complete short left to Randy Moss for 1 yard (tackle by Bob Sanders),1.930,1.520
3,13:07,2,9,NWE 46,6,7,BenJarvus Green-Ellis up the middle for 2 yards (tackle by Tyjuan Hagler),1.520,1.090
3,12:26,3,7,NWE 48,6,7,Matt Cassel up the middle for 7 yards (tackle by Gary Brackett and Bob Sanders),1.090,2.590
3,12:04,1,10,IND 45,6,7,Kevin Faulk right tackle for no gain (tackle by Antoine Bethea),2.590,2.040
,,,,,,,"NWE challenged the too many players on field ruling, and the play was upheld.",,
3,12:02,2,10,IND 45,6,7,Matt Cassel left end for 5 yards (tackle by Raheem Brock),2.040,2.010
3,11:24,3,5,IND 40,6,7,Matt Cassel pass complete short left to Randy Moss for 9 yards,2.010,3.510
3,10:57,1,10,IND 31,6,7,BenJarvus Green-Ellis up the middle for 2 yards (tackle by Darrell Reid),3.510,3.240
3,10:17,2,8,IND 29,6,7,Matt Cassel pass incomplete deep right intended for Ben Watson,3.240,2.540
3,10:11,3,8,IND 29,6,7,Matt Cassel pass complete short middle to Wes Welker for 10 yards (tackle by Gary Brackett),2.540,4.310
3,9:33,1,10,IND 19,6,7,"Penalty on Nick Kaczur: False Start, 5 yards (no play)",4.310,3.970
3,9:18,1,15,IND 24,6,7,Matt Cassel pass complete short middle to Wes Welker for 7 yards (tackle by Keiwan Ratliff),3.970,4.030
3,8:33,,,,6,7,Timeout #2 by New England Patriots,0.000,4.030
3,8:33,2,8,IND 17,6,7,Kevin Faulk up the middle for 9 yards (tackle by Antoine Bethea and Tyjuan Hagler),4.030,5.370
3,7:57,1,8,IND 8,6,7,Matt Cassel pass complete short right to David Thomas for 2 yards (tackle by Tim Jennings),5.370,4.950
3,7:18,2,6,IND 6,12,7,"BenJarvus Green-Ellis up the middle for 6 yards, touchdown",4.950,7.000
3,,,,,12,7,"Two Point Attempt: Kevin Faulk right tackle, conversion fails",1.000,-1.000
3,,,,NWE 30,12,7,"Stephen Gostkowski kicks off 66 yards, returned by Pierre Garcon for 39 yards (tackle by Larry Izzo)",0.000,1.800
3,7:06,1,10,IND 43,12,7,Peyton Manning pass complete deep right to Dallas Clark for 18 yards (tackle by Jerod Mayo),1.800,2.980
3,6:36,1,10,NWE 39,12,7,Joseph Addai up the middle for 4 yards (tackle by Jerod Mayo and Mike Vrabel),2.980,2.980
3,6:03,2,6,NWE 35,12,7,Peyton Manning pass incomplete short left intended for Anthony Gonzalez,2.980,2.280
3,5:57,3,6,NWE 35,12,7,Peyton Manning pass complete short left to Reggie Wayne for 11 yards (tackle by Brandon Meriweather),2.280,3.970
3,5:23,1,10,NWE 24,12,7,Joseph Addai up the middle for 2 yards (tackle by Gary Guyton),3.970,3.700
3,4:45,2,8,NWE 22,12,7,Peyton Manning pass complete short left to Reggie Wayne for 15 yards (tackle by Ellis Hobbs),3.700,5.600
3,3:59,1,7,NWE 7,12,7,Joseph Addai up the middle for -2 yards (tackle by Richard Seymour and Mike Vrabel),5.600,4.380
3,3:22,2,9,NWE 9,12,7,Peyton Manning pass incomplete short right intended for Marvin Harrison,4.380,3.360
3,3:18,3,9,NWE 9,12,13,"Peyton Manning pass complete short right to Anthony Gonzalez for 9 yards, touchdown",3.360,7.000
3,,,,,12,15,"Two Point Attempt: Peyton Manning pass complete to Reggie Wayne, conversion succeeds",1.000,1.000
3,,,,IND 30,12,15,"Adam Vinatieri kicks off 64 yards, returned by Ellis Hobbs for no gain",0.000,0.540
3,3:09,1,10,NWE 24,12,15,Matt Cassel pass complete short left to Randy Moss for 11 yards (tackle by Keiwan Ratliff),0.540,1.270
3,2:28,1,10,NWE 35,12,15,Matt Cassel pass incomplete short left intended for Ben Watson (defended by Keiwan Ratliff),1.270,0.720
3,2:24,2,10,NWE 35,12,15,Kevin Faulk up the middle for 15 yards (tackle by Keiwan Ratliff and Bob Sanders),0.720,2.260
3,1:45,1,10,,12,15,Matt Cassel pass incomplete deep right intended for Randy Moss,2.260,1.710
3,1:39,2,10,,12,15,Matt Cassel pass complete short middle to Kevin Faulk for 9 yards (tackle by Antoine Bethea),1.710,2.210
3,1:06,3,1,IND 41,12,15,Matt Cassel up the middle for 2 yards (tackle by Eric Foster and Tyjuan Hagler),2.210,2.980
3,0:31,1,10,IND 39,12,15,Matt Cassel pass incomplete deep left intended for Jabar Gaffney,2.980,2.440
3,0:25,2,10,IND 39,12,15,Kevin Faulk up the middle for 2 yards (tackle by Bob Sanders),2.440,2.020
Quarter,Time,Down,ToGo,Location,NWE,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,,,,12,15,Timeout #1 by Indianapolis Colts,0.000,2.020
4,15:00,3,8,IND 37,12,15,Matt Cassel pass complete short right to Randy Moss for 11 yards (tackle by Tim Jennings),2.020,3.840
4,14:24,1,10,IND 26,12,15,Kevin Faulk left tackle for 6 yards (tackle by Antoine Bethea),3.840,4.110
4,13:45,2,4,IND 20,12,15,Matt Cassel pass complete short left to Ben Watson for 4 yards (tackle by Bob Sanders),4.110,4.510
4,12:57,1,10,IND 16,12,15,Matt Cassel pass incomplete short left intended for BenJarvus Green-Ellis,4.510,3.900
4,12:51,2,10,IND 16,12,15,Matt Cassel pass complete short right to Wes Welker for -1 yards (tackle by Robert Mathis),3.900,3.020
4,12:13,3,11,IND 17,12,15,Matt Cassel pass complete short middle to Wes Welker for 10 yards (tackle by Melvin Bullitt),3.020,3.010
4,11:38,,,,12,15,Timeout #3 by New England Patriots,0.000,3.010
4,11:38,4,1,IND 7,15,15,Stephen Gostkowski 25 yard field goal good,3.010,3.000
4,,,,NWE 30,15,15,"Stephen Gostkowski kicks off 65 yards, returned by Pierre Garcon for 13 yards (tackle by Jonathan Wilhite)",0.000,0.040
4,11:28,1,10,IND 18,15,15,Peyton Manning pass complete short left to Dallas Clark for 20 yards (tackle by Gary Guyton),0.040,1.470
4,10:49,1,10,IND 38,15,15,Joseph Addai left tackle for 1 yard (tackle by Jarvis Green),1.470,1.060
4,10:15,2,9,IND 39,15,15,Peyton Manning pass incomplete short middle intended for Dallas Clark (defended by Jerod Mayo),1.060,0.370
4,10:10,3,9,IND 39,15,15,Peyton Manning pass complete deep middle to Anthony Gonzalez for 24 yards (tackle by Brandon Meriweather),0.370,3.120
4,9:31,1,10,NWE 37,15,15,Joseph Addai right guard for 4 yards (tackle by Jarvis Green and Jerod Mayo),3.120,3.110
4,8:48,2,6,NWE 33,15,15,Joseph Addai right tackle for -1 yards (tackle by Gary Guyton),3.110,2.280
4,8:14,3,7,NWE 34,15,15,Peyton Manning pass incomplete short left intended for Reggie Wayne,2.280,1.060
4,8:09,4,7,NWE 34,15,18,Adam Vinatieri 52 yard field goal good. Penalty on Adalius Thomas: Illegal Formation (Declined),1.060,3.000
4,,,,IND 30,15,18,"Adam Vinatieri kicks off 75 yards, returned by Ellis Hobbs for 24 yards (tackle by Curtis Johnson)",0.000,0.150
4,7:59,1,10,NWE 19,15,18,Matt Cassel pass complete short left to Randy Moss for 13 yards (tackle by Bob Sanders),0.150,1.070
4,7:22,1,10,NWE 32,15,18,Matt Cassel pass complete short right to Wes Welker for 8 yards (tackle by Gary Brackett),1.070,1.610
4,6:45,2,2,NWE 40,15,18,BenJarvus Green-Ellis right tackle for 4 yards (tackle by Gary Brackett),1.610,1.860
4,6:08,1,10,NWE 44,15,18,Matt Cassel pass complete short middle to David Thomas for 16 yards (tackle by Antoine Bethea),1.860,2.920
4,5:31,1,10,IND 40,15,18,Kevin Faulk up the middle for 8 yards (tackle by Gary Brackett),2.920,3.450
4,4:53,2,2,IND 32,15,18,"BenJarvus Green-Ellis right tackle for 1 yard (tackle by Gary Brackett). Penalty on David Thomas: Unnecessary Roughness, 15 yards",3.450,0.890
4,4:45,3,16,IND 46,15,18,Matt Cassel pass complete short middle to Kevin Faulk for 1 yard (tackle by Antoine Bethea),0.890,0.270
4,4:40,4,15,IND 45,15,18,Matt Cassel pass incomplete deep right intended for Ben Watson is intercepted by Bob Sanders at IND-25,0.270,-0.610
4,3:54,1,10,IND 25,15,18,Dominic Rhodes left tackle for 4 yards (tackle by Jerod Mayo),0.610,0.600
4,3:13,2,6,IND 29,15,18,Peyton Manning pass complete short right to Marvin Harrison for 14 yards (tackle by Deltha O'Neal),0.600,1.800
4,2:28,1,10,IND 43,15,18,Dominic Rhodes right tackle for 3 yards (tackle by Adalius Thomas),1.800,1.660
4,2:00,2,7,IND 46,15,18,Joseph Addai up the middle for 1 yard (tackle by Jerod Mayo and Brandon Meriweather),1.660,1.090
4,1:14,,,,15,18,Timeout #2 by Indianapolis Colts,0.000,1.090
4,1:14,3,6,IND 47,15,18,Joseph Addai up the middle for 4 yards (tackle by Vince Wilfork),1.090,0.000
4,0:29,,,,15,18,Timeout #3 by Indianapolis Colts,0.000,0.000
4,0:29,4,2,NWE 49,15,18,"Hunter Smith punts 49 yards, touchback",0.000,-0.280
4,0:21,1,10,NWE 20,15,18,Matt Cassel pass incomplete deep right intended for Randy Moss,0.280,-0.270
4,0:14,2,10,NWE 20,15,18,Matt Cassel pass incomplete deep right intended for Jabar Gaffney,-0.270,-0.960
4,0:09,3,10,NWE 20,15,18,"Matt Cassel pass complete short right to Randy Moss for 20 yards (tackle by Tim Jennings). Randy Moss fumbles (forced by Tim Jennings), recovered by Tim Jennings at NWE-40 (tackle by Logan Mankins)",-0.960,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
