Quarter,Time,Down,ToGo,Location,DAL,PHI,Detail,EPB,EPA
2,14:42,4,9,DAL 45,10,3,Sean Landeta punts 34 yards,0.270,0.370
2,14:32,1,10,DAL 11,10,3,Quincy Carter pass complete to Joey Galloway for 19 yards (tackle by Brian Dawkins),-0.370,0.940
2,13:53,1,10,DAL 30,10,3,Emmitt Smith left end for -1 yards (tackle by Carlos Emmons),0.940,0.260
2,13:17,2,11,DAL 29,10,3,Quincy Carter pass complete to Joey Galloway for 6 yards (tackle by Bobby Taylor),0.260,0.370
2,12:45,3,5,DAL 35,10,3,Quincy Carter pass incomplete intended for Antonio Bryant (defended by Troy Vincent),0.370,-1.040
2,12:42,4,5,DAL 35,10,3,"Micah Knorr punts 56 yards, returned by Brian Mitchell for 16 yards (tackle by Louis Mackey)",-1.040,-0.610
2,12:30,1,10,PHI 25,10,3,Donovan McNabb pass complete to James Thrash for 9 yards (tackle by Dexter Coakley),0.610,1.280
2,11:58,2,1,PHI 34,10,3,Duce Staley middle for 5 yards (tackle by Dexter Coakley),1.280,1.530
2,11:23,1,10,PHI 39,10,3,Donovan McNabb left end for 7 yards (tackle by Darren Woodson),1.530,1.930
2,10:39,2,3,PHI 46,10,3,Duce Staley right guard for 6 yards (tackle by Dexter Coakley and Greg Ellis),1.930,2.390
2,10:00,1,10,DAL 48,10,3,Donovan McNabb pass incomplete intended for Chad Lewis,2.390,1.850
2,9:55,2,10,DAL 48,10,3,Donovan McNabb pass complete to Brian Westbrook for 13 yards (tackle by Peppi Zellner),1.850,3.250
2,9:11,1,10,DAL 35,10,9,"Donovan McNabb pass complete to James Thrash for 35 yards, touchdown",3.250,7.000
2,9:11,,,DAL 35,10,10,David Akers kicks extra point good,0.000,0.000
2,9:11,,,PHI 30,10,10,"David Akers kicks off 53 yards, returned by Michael Wiley for 27 yards (tackle by Rashard Cook)",0.000,1.860
2,8:58,1,10,DAL 44,10,10,Quincy Carter pass complete to Emmitt Smith for 14 yards (tackle by Levon Kirkland),1.860,2.790
2,8:24,1,10,PHI 42,10,10,Troy Hambrick middle for no gain (tackle by Paul Grasmanis),2.790,2.240
2,7:46,2,10,PHI 42,10,10,Quincy Carter for -2 yards (tackle by Darwin Walker),2.240,1.290
2,7:15,3,12,PHI 44,10,10,Quincy Carter pass complete to Darnay Scott for 5 yards (tackle by Troy Vincent),1.290,0.660
2,6:52,4,7,PHI 39,10,10,"Micah Knorr punts 39 yards, touchback",0.660,-0.280
2,6:44,1,10,PHI 20,10,10,Duce Staley left tackle for 7 yards (tackle by Brandon Noble),0.280,0.680
2,6:10,2,3,PHI 27,10,10,"Donovan McNabb pass complete to Todd Pinkston for 7 yards (tackle by Duane Hawthorne). Penalty on Duane Hawthorne: Personal Foul, 15 yards",0.680,2.190
2,5:36,1,10,PHI 49,10,10,"Donovan McNabb pass incomplete intended for Todd Pinkston (defended by Mario Edwards). Penalty on Mario Edwards: Defensive Pass Interference, 49 yards (no play)",2.190,6.740
2,5:31,1,2,DAL 2,10,10,Donovan McNabb pass incomplete intended for Chad Lewis (defended by Kevin Hardy),6.740,5.720
2,5:27,2,2,DAL 2,10,16,"Donovan McNabb right end for 2 yards, touchdown",5.720,7.000
2,5:27,,,DAL 2,10,17,David Akers kicks extra point good,0.000,0.000
2,5:27,,,PHI 30,10,17,"David Akers kicks off 78 yards, touchback",0.000,0.280
2,5:21,1,10,DAL 20,10,17,"Quincy Carter pass incomplete intended for Robert Thomas (defended by Shawn Barber). Penalty on Matt Lehr: Offensive Holding (Declined), Penalty on Flozell Adams: Face Mask (15 Yards), 10 yards (no play)",0.280,-0.760
2,5:21,1,20,DAL 10,10,17,"Penalty on Darwin Walker: Delay of Game, 5 yards (no play)",-0.760,-0.310
2,5:16,1,15,DAL 15,10,17,Emmitt Smith left end for 2 yards (tackle by Levon Kirkland),-0.310,-0.790
2,4:32,2,13,DAL 17,10,17,Quincy Carter pass complete to Joey Galloway for 15 yards (tackle by Bobby Taylor),-0.790,1.070
2,4:05,1,10,DAL 32,10,17,Emmitt Smith left tackle for 5 yards (tackle by Levon Kirkland),1.070,1.200
2,3:27,2,5,DAL 37,10,17,Emmitt Smith right guard for 4 yards (tackle by Troy Vincent),1.200,1.030
2,2:49,3,1,DAL 41,10,17,Emmitt Smith middle for no gain (tackle by Paul Grasmanis and Levon Kirkland),1.030,-0.650
2,2:08,4,1,DAL 41,10,17,"Micah Knorr punts 48 yards, returned by Brian Mitchell for no gain",-0.650,0.370
2,2:00,1,10,PHI 11,10,17,Donovan McNabb pass complete to Antonio Freeman for 6 yards (tackle by Darren Woodson and Dexter Coakley),-0.370,-0.160
2,1:41,2,4,PHI 17,10,17,Donovan McNabb pass complete to Todd Pinkston for 8 yards (tackle by Mario Edwards),-0.160,0.610
2,1:15,1,10,PHI 25,10,17,Donovan McNabb pass complete to James Thrash for 18 yards (tackle by Darren Woodson),0.610,1.800
2,1:04,1,10,PHI 25,,,Timeout #3 by Philadelphia Eagles,0.610,1.800
2,1:04,1,10,PHI 43,10,17,Donovan McNabb pass incomplete intended for James Thrash,1.800,1.250
2,1:00,2,10,PHI 43,10,17,Donovan McNabb pass complete to Chad Lewis for 8 yards,1.250,1.620
2,0:52,3,2,DAL 49,10,17,Donovan McNabb pass complete to Duce Staley for 7 yards,1.620,2.790
2,0:46,1,10,DAL 42,10,17,Donovan McNabb pass incomplete,2.790,2.240
2,0:40,2,10,DAL 42,10,17,Donovan McNabb pass complete to Chad Lewis for 6 yards (tackle by Randal Williams),2.240,2.340
2,0:40,3,4,DAL 36,10,17,"Penalty on Keith Adams: Delay of Game, 5 yards (no play)",2.340,3.510
2,0:20,1,10,DAL 31,10,17,Donovan McNabb pass complete to Antonio Freeman for 26 yards (tackle by Randal Williams),3.510,6.060
2,0:05,1,5,DAL 5,10,17,"Donovan McNabb pass incomplete. Penalty on DAL: Defensive Offside, 3 yards (no play)",6.060,6.740
2,0:04,1,2,DAL 2,10,20,David Akers 20 yard field goal good,6.740,3.000
Quarter,Time,Down,ToGo,Location,DAL,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PHI 30,10,20,"David Akers kicks off 69 yards, returned by Reggie Swinton for 31 yards (tackle by N.D. Kalu)",0.000,1.070
3,14:54,1,10,DAL 32,10,20,Quincy Carter pass incomplete intended for Antonio Bryant,1.070,0.530
3,14:49,2,10,DAL 32,10,20,Quincy Carter pass incomplete intended for Emmitt Smith (defended by Levon Kirkland),0.530,-0.160
3,14:45,3,10,DAL 32,10,20,Quincy Carter pass complete to Joey Galloway for 9 yards (tackle by Ike Reese),-0.160,-0.650
3,13:51,4,1,DAL 41,10,20,"Micah Knorr punts 38 yards, returned by Brian Mitchell for 14 yards (tackle by Tony Dixon)",-0.650,-1.270
3,13:40,1,10,PHI 35,10,20,Donovan McNabb pass complete to James Thrash for 6 yards (tackle by Duane Hawthorne),1.270,1.530
3,13:07,2,4,PHI 41,10,26,"Donovan McNabb pass complete to Antonio Freeman for 59 yards, touchdown",1.530,7.000
3,13:07,,,DAL 41,10,27,David Akers kicks extra point good,0.000,0.000
3,13:07,,,PHI 30,10,27,"David Akers kicks off 65 yards, returned by Reggie Swinton for 21 yards (tackle by Jeff Thomason)",0.000,0.670
3,12:49,1,10,DAL 26,10,27,Quincy Carter pass incomplete intended for Joey Galloway (defended by Shawn Barber),0.670,0.130
3,12:45,2,10,DAL 26,10,27,Quincy Carter pass complete to Antonio Bryant for 15 yards (tackle by Blaine Bishop and Hugh Douglas),0.130,1.660
3,12:24,1,10,DAL 41,10,27,Troy Hambrick left end for 3 yards (tackle by Darwin Walker),1.660,1.530
3,11:57,2,7,DAL 44,10,27,Quincy Carter pass incomplete intended for Michael Wiley,1.530,0.830
3,11:55,3,7,DAL 44,10,27,"Quincy Carter pass incomplete intended for Joey Galloway. Penalty on PHI: Defensive Offside, 5 yards (no play)",0.830,1.490
3,11:49,3,2,DAL 49,10,27,Quincy Carter left end for 2 yards (tackle by Bobby Taylor),1.490,2.320
3,11:21,1,10,PHI 49,10,27,"Quincy Carter for -6 yards. Quincy Carter fumbles, recovered by Brian Dawkins at DAL-25 (tackle by Darnay Scott)",2.320,-3.910
,,,,,,,"DAL challenged the ruling, and the play was upheld.",,
3,11:12,1,10,DAL 25,10,27,Donovan McNabb pass incomplete intended for Dorsey Levens,3.910,3.360
3,11:07,2,10,DAL 25,10,33,"Brian Westbrook pass complete to Todd Pinkston for 25 yards, touchdown",3.360,7.000
3,11:07,,,DAL 25,10,34,David Akers kicks extra point good,0.000,0.000
3,11:07,,,PHI 30,10,34,"David Akers kicks off 69 yards, returned by Reggie Swinton for 16 yards (tackle by Sheldon Brown)",0.000,-0.060
3,10:56,1,10,DAL 17,10,34,Emmitt Smith right end for 19 yards (tackle by Brian Dawkins),-0.060,1.330
3,10:38,1,10,DAL 36,10,34,Quincy Carter pass complete to Joey Galloway for 9 yards (tackle by Brian Dawkins and Bobby Taylor),1.330,2.010
3,10:10,2,1,DAL 45,10,34,Quincy Carter pass complete to Darnay Scott for 7 yards (tackle by Troy Vincent),2.010,2.390
3,9:35,1,10,PHI 48,10,34,Robert Thomas left tackle for 14 yards (tackle by Troy Vincent),2.390,3.310
3,8:58,1,10,PHI 34,10,34,Quincy Carter pass incomplete intended for Antonio Bryant,3.310,2.770
3,8:58,2,10,PHI 34,10,34,Quincy Carter pass complete to Reggie Swinton for 5 yards (tackle by Troy Vincent),2.770,2.740
3,8:16,3,5,PHI 29,10,34,Quincy Carter pass complete to Antonio Bryant for 7 yards (tackle by Carlos Emmons),2.740,4.110
3,7:40,1,10,PHI 22,10,34,Quincy Carter pass complete to Joey Galloway for 7 yards (tackle by Brian Dawkins),4.110,4.650
3,7:03,2,3,PHI 15,10,34,Quincy Carter pass incomplete intended for Antonio Bryant,4.650,3.930
3,7:03,3,3,PHI 15,10,34,Quincy Carter pass incomplete intended for James Whalen (defended by Carlos Emmons),3.930,2.540
3,6:59,4,3,PHI 15,13,34,Billy Cundiff 33 yard field goal good,2.540,3.000
3,6:59,,,DAL 30,13,34,"Micah Knorr kicks off 78 yards, touchback",0.000,0.280
3,6:55,1,10,PHI 20,13,34,Donovan McNabb pass incomplete intended for Cecil Martin (defended by Kevin Hardy),0.280,-0.270
3,6:50,2,10,PHI 20,13,34,Donovan McNabb pass complete to Duce Staley for 9 yards (tackle by Keith Adams),-0.270,0.230
3,6:06,3,1,PHI 29,13,34,Donovan McNabb pass incomplete intended for Duce Staley (defended by Derek Ross),0.230,-1.440
3,5:58,4,1,PHI 29,13,34,"Penalty on DAL: Defensive Offside, 5 yards (no play)",-1.440,1.200
3,5:58,1,10,PHI 34,13,34,Donovan McNabb middle for 4 yards (tackle by Brandon Noble and Dexter Coakley),1.200,1.200
3,5:21,2,6,PHI 38,13,34,Donovan McNabb pass incomplete intended for Antonio Freeman,1.200,0.500
3,5:16,3,6,PHI 38,13,34,Donovan McNabb pass complete to James Thrash for 7 yards (tackle by Mario Edwards),0.500,1.930
3,4:36,1,10,PHI 45,13,34,Duce Staley right tackle for no gain (tackle by Dexter Coakley),1.930,1.380
3,3:58,2,10,PHI 45,13,34,Donovan McNabb pass complete to Antonio Freeman for 11 yards (tackle by Mario Edwards),1.380,2.650
3,3:21,1,10,DAL 44,13,34,Donovan McNabb pass complete to Duce Staley for 8 yards (tackle by Dexter Coakley and Keith Adams),2.650,3.190
3,2:32,2,2,DAL 36,13,34,Donovan McNabb pass complete to Chad Lewis for 7 yards (tackle by Kevin Hardy),3.190,3.640
3,1:47,2,2,DAL 36,,,Timeout #1 by Philadelphia Eagles,3.190,3.640
3,1:47,1,10,DAL 29,13,34,Donovan McNabb pass complete to Mike Bartrum for 8 yards (tackle by Randal Williams),3.640,4.180
3,1:11,2,2,DAL 21,13,34,Donovan McNabb pass complete to Antonio Freeman for 9 yards (tackle by Derek Ross),4.180,4.780
3,0:26,1,10,DAL 12,13,34,Donovan McNabb for 3 yards (tackle by Darren Woodson),4.780,4.640
Quarter,Time,Down,ToGo,Location,DAL,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,DAL 9,13,34,"Duce Staley left end for 8 yards. Duce Staley fumbles, recovered by Duce Staley at DAL-14",4.640,6.970
4,14:33,2,7,DAL 9,,,Timeout #2 by Philadelphia Eagles,4.640,6.970
4,14:33,1,1,DAL 1,13,34,Duce Staley right end for -1 yards (tackle by Keith Adams),6.970,5.720
4,13:52,2,2,DAL 2,13,34,Donovan McNabb pass incomplete intended for James Thrash,5.720,4.950
4,13:45,2,2,DAL 2,,,Timeout #3 by Philadelphia Eagles,5.720,4.950
4,13:45,3,2,DAL 2,13,40,"Donovan McNabb pass complete to Todd Pinkston for 2 yards, touchdown",4.950,7.000
4,13:45,,,DAL 2,13,41,David Akers kicks extra point good,0.000,0.000
4,13:45,,,PHI 30,13,41,"David Akers kicks off 67 yards, returned by Reggie Swinton for 22 yards (tackle by Ike Reese)",0.000,0.610
4,13:35,1,10,DAL 25,13,41,"Quincy Carter sacked by Paul Grasmanis for -4 yards. Quincy Carter fumbles (forced by Paul Grasmanis), recovered by Darwin Walker at DAL-17 and returned for 2 yards",0.610,-4.580
4,13:25,1,10,DAL 15,13,41,Duce Staley middle for 4 yards (tackle by Dexter Coakley),4.580,4.640
4,12:45,2,6,DAL 11,13,41,"Brian Westbrook middle for -1 yards (tackle by La'Roi Glover). Brian Westbrook fumbles (forced by La'Roi Glover), recovered by Randal Williams at DAL-14",4.640,0.280
4,12:45,1,10,DAL 14,13,41,Emmitt Smith middle for 12 yards (tackle by Troy Vincent),-0.280,0.670
4,11:12,1,10,DAL 26,13,41,Quincy Carter sacked by Darwin Walker for -6 yards,0.670,-0.680
4,10:27,2,16,DAL 20,13,41,Quincy Carter pass complete to Emmitt Smith for 17 yards (tackle by Brandon Whiting and Brian Dawkins),-0.680,1.400
4,10:11,1,10,DAL 37,13,41,Quincy Carter pass incomplete intended for Joey Galloway,1.400,0.860
4,10:07,2,10,DAL 37,13,41,Troy Hambrick for 1 yard (tackle by Hugh Douglas),0.860,0.300
4,9:52,3,9,DAL 38,13,41,Quincy Carter sacked by Hugh Douglas for -8 yards,0.300,-1.370
4,9:41,4,17,DAL 30,13,41,"Micah Knorr punts 49 yards, returned by Brian Mitchell for 13 yards (tackle by Jeff Grau)",-1.370,-1.200
4,9:30,1,10,PHI 34,13,41,Duce Staley for 5 yards (tackle by Michael Myers and Demetric Evans),1.200,1.330
4,8:52,2,5,PHI 39,13,41,"Koy Detmer middle for 3 yards (tackle by Demetric Evans). Koy Detmer fumbles (forced by Demetric Evans), recovered by Koy Detmer at PHI-42",1.330,1.030
4,8:07,3,2,PHI 42,13,41,Koy Detmer pass incomplete intended for Chad Lewis,1.030,-0.590
4,7:59,4,2,PHI 42,13,41,"Sean Landeta punts 53 yards, returned by Reggie Swinton for 2 yards (tackle by Michael Lewis)",-0.590,0.380
4,7:51,1,10,DAL 7,13,41,Troy Hambrick left end for 4 yards (tackle by Al Harris),-0.380,-0.490
4,7:15,2,6,DAL 11,13,41,Troy Hambrick left end for 3 yards (tackle by Ike Reese and Paul Grasmanis),-0.490,-0.600
4,6:37,3,3,DAL 14,13,41,Quincy Carter pass incomplete intended for Antonio Bryant is intercepted by Sheldon Brown at DAL-42 and returned for 29 yards,-0.600,-4.710
4,6:25,1,10,DAL 13,13,41,Brian Westbrook left tackle for -1 yards (tackle by Darren Woodson),4.710,3.900
4,5:39,2,11,DAL 14,13,41,Brian Westbrook left end for 3 yards (tackle by Keith Adams),3.900,3.450
4,5:08,3,8,DAL 11,13,41,Koy Detmer pass complete to Dorsey Levens for -3 yards (tackle by Darren Woodson),3.450,2.510
4,4:33,4,11,DAL 14,13,44,David Akers 32 yard field goal good,2.510,3.000
4,4:33,,,PHI 30,13,44,"David Akers kicks off 69 yards, returned by Reggie Swinton for 23 yards (tackle by Jeff Thomason)",0.000,0.540
4,4:22,1,10,DAL 24,13,44,Robert Thomas left guard for 4 yards (tackle by Brandon Whiting and N.D. Kalu),0.540,0.540
4,3:40,2,6,DAL 28,13,44,Michael Wiley left end for 6 yards (tackle by Brandon Whiting and Al Harris),0.540,1.200
4,2:56,1,10,DAL 34,13,44,Quincy Carter pass incomplete intended for Robert Thomas,1.200,0.660
4,2:51,2,10,DAL 34,13,44,"Quincy Carter pass complete to Reggie Swinton for 1 yard (tackle by Brian Dawkins). Penalty on Brian Dawkins: Face Mask (15 Yards), 15 yards",0.660,2.260
4,2:47,2,10,DAL 34,,,Timeout #2 by Dallas Cowboys,0.660,2.260
4,2:47,1,10,,13,44,Michael Wiley right tackle for no gain (tackle by Sheldon Brown and Michael Sinclair),2.260,1.710
4,2:10,2,10,,13,44,Quincy Carter pass complete to Reggie Swinton for 9 yards (tackle by Sheldon Brown),1.710,2.210
4,2:00,3,1,PHI 41,13,44,Michael Wiley left tackle for 8 yards (tackle by Michael Lewis),2.210,3.380
4,1:27,1,10,PHI 33,13,44,Robert Thomas middle for 2 yards (tackle by Brandon Whiting),3.380,3.110
4,0:56,2,8,PHI 31,13,44,Quincy Carter pass incomplete intended for Antonio Bryant,3.110,2.410
4,0:49,3,8,PHI 31,13,44,"Penalty on DAL: Illegal Substitution, 5 yards (no play)",2.410,1.750
4,0:49,3,13,PHI 36,13,44,Michael Wiley middle for 6 yards (tackle by Ike Reese),1.750,1.410
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
