Quarter,Time,Down,ToGo,Location,NWE,TAM,Detail,EPB,EPA
1,5:58,2,23,TAM 16,7,0,Cadillac Williams right guard for 10 yards (tackle by Tully Banta-Cain and Jerod Mayo),-1.580,-0.760
1,5:17,3,13,TAM 26,7,0,Josh Johnson pass incomplete short middle intended for Sammie Stroughter,-0.760,-1.630
1,5:09,4,13,TAM 26,7,0,"Dirk Johnson punts 41 yards, fair catch by Wes Welker",-1.630,-1.140
1,4:58,1,10,NWE 33,7,0,Brandon Tate left end for 11 yards (tackle by Tanard Jackson),1.140,1.860
1,4:22,1,10,NWE 44,7,0,Tom Brady pass complete short middle to Randy Moss for 8 yards (tackle by Sabby Piscitelli),1.860,2.400
1,3:45,2,2,TAM 48,7,0,Tom Brady pass complete deep left to Randy Moss for 37 yards (tackle by Aqib Talib),2.400,4.840
1,3:15,1,10,TAM 11,7,0,"Tom Brady pass incomplete short left intended for Sam Aiken. Penalty on Steve Neal: Ineligible Downfield Pas, 5 yards (no play)",4.840,4.340
1,3:08,1,15,TAM 16,7,0,Laurence Maroney left guard for 2 yards (tackle by Quincy Black and Ryan Sims),4.340,3.690
1,2:27,2,13,TAM 14,13,0,"Tom Brady pass complete short left to Wes Welker for 14 yards, touchdown",3.690,7.000
1,,,,TAM 2,14,0,Stephen Gostkowski kicks extra point good,0.000,0.000
1,,,,NWE 30,14,0,"Stephen Gostkowski kicks off 65 yards, returned by Sammie Stroughter for 16 yards (tackle by Pierre Woods). Penalty on John Gilmore: Offensive Holding, 10 yards",0.000,-0.370
1,2:06,1,10,TAM 11,14,0,Josh Johnson pass incomplete left intended for Antonio Bryant (defended by Vince Wilfork),-0.370,-0.780
1,2:00,2,10,TAM 11,14,0,Cadillac Williams right tackle for no gain (tackle by Vince Wilfork),-0.780,-1.420
1,1:19,3,10,TAM 11,14,0,Josh Johnson pass incomplete short left intended for Kellen Winslow,-1.420,-2.490
1,1:10,4,10,TAM 11,14,0,"Dirk Johnson punts 43 yards, returned by Wes Welker for 24 yards (tackle by Torrie Cox)",-2.490,-3.580
1,0:56,1,10,TAM 30,14,0,Tom Brady pass complete short right to Chris Baker for 6 yards (tackle by Geno Hayes),3.580,3.840
1,0:27,2,4,TAM 24,14,0,Laurence Maroney left guard for 1 yard (tackle by Stylez G. White and Geno Hayes),3.840,3.270
Quarter,Time,Down,ToGo,Location,NWE,TAM,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,3,TAM 23,14,0,Tom Brady pass complete short left to Randy Moss for 8 yards (tackle by Tanard Jackson),3.270,4.580
2,14:23,1,10,TAM 15,14,0,Laurence Maroney right guard for 4 yards (tackle by Sabby Piscitelli and Barrett Ruud),4.580,4.640
2,13:47,2,6,TAM 11,14,0,Tom Brady pass incomplete deep left intended for Randy Moss is intercepted by Tanard Jackson,4.640,-0.280
2,13:36,1,10,TAM 20,14,0,Josh Johnson pass incomplete deep left intended for Antonio Bryant (defended by Leigh Bodden),0.280,-0.270
2,13:27,2,10,TAM 20,14,0,Derrick Ward right guard for 5 yards (tackle by Vince Wilfork),-0.270,-0.300
2,12:49,3,5,TAM 25,14,0,Josh Johnson sacked by Patrick Chung for -5 yards,-0.300,-2.030
2,12:29,4,10,TAM 20,14,0,"Dirk Johnson punts 37 yards, returned by Wes Welker for 3 yards (tackle by Torrie Cox)",-2.030,-1.990
2,12:16,1,10,NWE 46,14,0,BenJarvus Green-Ellis right tackle for no gain (tackle by Geno Hayes),1.990,1.450
2,11:42,2,10,NWE 46,14,0,Tom Brady pass incomplete short middle intended for Ben Watson (defended by Ryan Sims),1.450,0.760
2,11:34,3,10,NWE 46,20,0,"Tom Brady pass complete short right to Sam Aiken for 54 yards, touchdown",0.760,7.000
2,,,,TAM 2,21,0,Stephen Gostkowski kicks extra point good,0.000,0.000
2,,,,NWE 30,21,0,"Stephen Gostkowski kicks off 73 yards, touchback",0.000,0.280
2,11:18,1,10,TAM 20,21,0,Cadillac Williams left tackle for 5 yards (tackle by Ty Warren),0.280,0.410
2,10:44,2,5,TAM 25,21,0,Cadillac Williams right end for 2 yards (tackle by Patrick Chung),0.410,-0.030
2,10:00,3,3,TAM 27,21,0,Josh Johnson pass incomplete short left intended for Sammie Stroughter,-0.030,-1.570
2,9:53,4,3,TAM 27,21,0,"Dirk Johnson punts 51 yards, returned by Wes Welker for 11 yards (tackle by Niko Koutouvides)",-1.570,-1.140
2,9:41,1,10,NWE 33,21,0,Wes Welker right end for 6 yards (tackle by Quincy Black),1.140,1.400
2,9:05,2,4,NWE 39,21,0,Tom Brady pass incomplete deep middle intended for Brandon Tate is intercepted by Aqib Talib at TAM-18 and returned for 23 yards,1.400,-1.660
2,8:48,1,10,TAM 41,21,0,Josh Johnson right end for 7 yards (tackle by Brandon McGowan),1.660,2.070
2,8:09,2,3,TAM 48,21,0,Derrick Ward left guard for 2 yards (tackle by Ty Warren),2.070,1.620
2,7:30,3,1,,21,0,Derrick Ward right guard for no gain (tackle by Jonathan Wilhite and Mike Wright),1.620,-0.060
2,6:39,4,1,,21,0,"Dirk Johnson punts 25 yards, fair catch by Wes Welker",-0.060,-0.610
2,6:28,1,10,NWE 25,21,0,"Penalty on Dan Koppen: False Start, 5 yards (no play)",0.610,0.280
2,6:28,1,15,NWE 20,21,0,Tom Brady pass complete short left to Wes Welker for 5 yards (tackle by Tim Crowder),0.280,0.060
2,5:44,2,10,NWE 25,21,0,Tom Brady pass complete short left to Kevin Faulk for -3 yards (tackle by Ryan Sims),0.060,-1.020
2,5:03,3,13,NWE 22,21,0,Tom Brady pass complete short right to Wes Welker for 16 yards (tackle by Tanard Jackson),-1.020,1.470
2,4:30,1,10,NWE 38,21,0,BenJarvus Green-Ellis left guard for 5 yards (tackle by Sabby Piscitelli),1.470,1.600
2,4:01,2,5,NWE 43,21,0,BenJarvus Green-Ellis middle for 3 yards (tackle by Ronde Barber),1.600,1.290
2,3:24,3,2,NWE 46,21,0,Tom Brady pass incomplete short right intended for BenJarvus Green-Ellis (defended by Barrett Ruud),1.290,-0.320
2,3:24,4,2,NWE 46,21,0,"Brian Hoyer middle for no gain (tackle by Roy Miller). Penalty on Logan Mankins: False Start, 5 yards (no play)",-0.320,-0.650
2,3:17,4,7,NWE 41,21,0,Chris Hanson punts 26 yards,-0.650,-1.140
2,3:06,1,10,TAM 33,21,0,Derrick Ward right tackle for 8 yards (tackle by Jerod Mayo and Brandon Meriweather),1.140,1.670
2,2:31,2,2,TAM 41,21,0,Derrick Ward left guard for 12 yards (tackle by Patrick Chung and Leigh Bodden),1.670,2.460
2,2:00,1,10,NWE 47,21,0,Cadillac Williams middle for -4 yards (tackle by Tully Banta-Cain),2.460,1.370
2,1:35,2,14,TAM 49,21,0,Josh Johnson pass incomplete short right intended for Michael Clayton. Penalty on Jeremy Trueblood: Ineligible Downfield Pas (Declined),1.370,0.700
2,1:28,3,14,TAM 49,21,0,Josh Johnson pass complete deep right to Antonio Bryant for 18 yards (tackle by Darius Butler),0.700,3.380
2,1:21,1,10,NWE 33,21,6,"Josh Johnson pass complete deep right to Antonio Bryant for 33 yards, touchdown",3.380,7.000
2,,,,NWE 2,21,7,Shane Andrus kicks extra point good,0.000,0.000
2,,,,TAM 30,21,7,"Shane Andrus kicks off 66 yards, returned by Brandon Tate for 22 yards (tackle by Quincy Black)",0.000,0.670
2,1:05,1,10,NWE 26,21,7,Tom Brady pass incomplete short left intended for Randy Moss,0.670,0.130
2,0:59,2,10,NWE 26,21,7,"Tom Brady pass complete short middle to Ben Watson for 13 yards (tackle by Barrett Ruud). Penalty on Logan Mankins: Offensive Holding, 10 yards (no play)",0.130,-1.370
2,0:52,2,20,NWE 16,21,7,Kevin Faulk middle for 13 yards (tackle by Tanard Jackson and Barrett Ruud),-1.370,-0.160
2,0:31,3,7,NWE 29,21,7,Tom Brady sacked by Jimmy Wilkerson and Stylez G. White for -1 yards,-0.160,-1.500
2,0:24,,,,21,7,Timeout #1 by Tampa Bay Buccaneers,0.000,-1.500
2,0:24,4,8,NWE 28,21,7,"Chris Hanson punts 48 yards, returned by Sammie Stroughter for 8 yards (tackle by Matt Slater)",-1.500,-1.070
2,0:13,1,10,TAM 32,21,7,Josh Johnson pass complete short right to Derrick Ward for 8 yards (tackle by Jerod Mayo),1.070,1.610
2,0:06,,,,21,7,Timeout #2 by Tampa Bay Buccaneers,0.000,1.610
2,0:06,2,2,TAM 40,21,7,Josh Johnson pass incomplete deep right intended for Antonio Bryant is intercepted by Darius Butler at NWE-11,1.610,0.000
Quarter,Time,Down,ToGo,Location,NWE,TAM,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TAM 30,21,7,"Shane Andrus kicks off 65 yards, returned by Brandon Tate for 22 yards (tackle by Elbert Mack)",0.000,0.740
3,14:54,1,10,NWE 27,21,7,Tom Brady pass complete short left to Chris Baker for 4 yards (tackle by Barrett Ruud),0.740,0.740
3,14:24,2,6,NWE 31,21,7,Laurence Maroney right guard for 5 yards (tackle by Sabby Piscitelli and Jimmy Wilkerson),0.740,0.700
3,13:41,3,1,NWE 36,21,7,Laurence Maroney left tackle for 2 yards (tackle by Barrett Ruud and Stylez G. White),0.700,1.470
3,13:04,1,10,NWE 38,21,7,Tom Brady pass complete short middle to Wes Welker for 13 yards (tackle by Aqib Talib),1.470,2.320
3,12:27,1,10,TAM 49,21,7,"Tom Brady pass incomplete short left intended for Wes Welker (defended by Sabby Piscitelli). Penalty on Sebastian Vollmer: Offensive Holding, 10 yards (no play)",2.320,1.660
3,12:20,1,20,NWE 41,21,7,Tom Brady pass incomplete short left intended for Laurence Maroney,1.660,0.430
3,12:15,2,20,NWE 41,21,7,Tom Brady pass complete deep left to Chris Baker for 16 yards (tackle by Sabby Piscitelli),0.430,1.880
3,11:47,3,4,TAM 43,21,7,Tom Brady pass complete short middle to Kevin Faulk for 8 yards (tackle by Quincy Black),1.880,3.250
3,11:03,1,10,TAM 35,21,7,Tom Brady pass complete short right to Wes Welker for 8 yards (tackle by Tanard Jackson),3.250,3.780
3,10:26,2,2,TAM 27,21,7,Laurence Maroney left guard for 2 yards (tackle by Stylez G. White and Adam Hayward),3.780,3.910
3,9:46,1,10,TAM 25,21,7,"Tom Brady pass complete short middle to Wes Welker for 6 yards (tackle by Adam Hayward). Penalty on Sebastian Vollmer: Offensive Holding, 10 yards (no play)",3.910,3.250
3,9:19,1,20,TAM 35,27,7,"Tom Brady pass complete deep right to Ben Watson for 35 yards, touchdown",3.250,7.000
3,,,,TAM 2,28,7,Stephen Gostkowski kicks extra point good,0.000,0.000
3,,,,NWE 30,28,7,"Stephen Gostkowski kicks off 75 yards, touchback",0.000,0.280
3,9:13,1,10,TAM 20,28,7,Cadillac Williams left guard for -5 yards (tackle by Tully Banta-Cain),0.280,-1.070
3,8:37,2,15,TAM 15,28,7,Josh Johnson pass incomplete deep left intended for Antonio Bryant (defended by Brandon McGowan),-1.070,-1.860
3,8:30,3,15,TAM 15,28,7,Josh Johnson pass complete short right to Cadillac Williams for 9 yards (tackle by Tully Banta-Cain and Myron Pryor),-1.860,-1.770
3,7:57,4,6,TAM 24,28,7,"Dirk Johnson punts 44 yards, fair catch by Wes Welker",-1.770,-1.070
3,7:48,1,10,NWE 32,28,7,Tom Brady pass complete short left to Randy Moss for 9 yards (tackle by Elbert Mack),1.070,1.740
3,7:19,2,1,NWE 41,28,7,Tom Brady pass incomplete short middle intended for Kevin Faulk (defended by Geno Hayes),1.740,1.030
3,7:19,3,1,NWE 41,28,7,"Penalty on Logan Mankins: False Start, 5 yards (no play)",1.030,0.370
3,7:15,,,,28,7,Timeout #1 by New England Patriots,0.000,0.370
3,7:15,3,6,NWE 36,28,7,Tom Brady left end for 5 yards (tackle by Quincy Black),0.370,-0.650
3,6:48,4,1,NWE 41,28,7,Chris Hanson punts 29 yards,-0.650,-0.940
3,6:40,1,10,TAM 30,28,7,Josh Johnson pass incomplete short left intended for Antonio Bryant (defended by Leigh Bodden),0.940,0.390
3,6:33,2,10,TAM 30,28,7,Derrick Ward left guard for no gain (tackle by Jerod Mayo),0.390,-0.300
3,5:49,3,10,TAM 30,28,7,"Josh Johnson pass complete short right to Sammie Stroughter for 17 yards (tackle by Jerod Mayo). Penalty on Davin Joseph: Unnecessary Roughness, 15 yards",-0.300,1.070
3,5:20,1,10,TAM 32,28,7,Derrick Ward middle for 3 yards (tackle by Ty Warren),1.070,0.930
3,4:40,2,7,TAM 35,28,7,Derrick Ward right tackle for -2 yards (tackle by Gary Guyton),0.930,-0.030
3,3:51,,,,28,7,Timeout #1 by Tampa Bay Buccaneers,0.000,-0.030
3,3:51,3,9,TAM 33,28,7,Josh Johnson pass complete deep middle to Sammie Stroughter for 35 yards (tackle by Jonathan Wilhite),-0.030,3.450
3,3:03,1,10,NWE 32,28,7,"Josh Johnson pass incomplete short right intended for Antonio Bryant. Penalty on Donald Penn: Offensive Holding (Declined), Penalty on Antonio Bryant: Delay of Game, 5 yards",3.450,2.230
3,2:52,2,15,NWE 37,28,7,Josh Johnson pass incomplete deep right intended for Michael Clayton,2.230,1.550
3,2:48,3,15,NWE 37,28,7,Josh Johnson pass incomplete deep left intended for Sammie Stroughter,1.550,0.790
3,2:42,4,15,NWE 37,28,7,"Dirk Johnson punts 30 yards, fair catch by Wes Welker",0.790,0.380
3,2:34,1,10,NWE 7,28,7,Tom Brady pass incomplete deep left intended for Sam Aiken,-0.380,-0.780
3,2:28,2,10,NWE 7,28,7,Laurence Maroney left tackle for 2 yards (tackle by Barrett Ruud and Aqib Talib),-0.780,-1.190
3,1:55,,,,28,7,Timeout #2 by Tampa Bay Buccaneers,0.000,-1.190
3,1:55,3,8,NWE 9,28,7,Tom Brady pass incomplete deep left intended for Randy Moss,-1.190,-2.490
3,1:47,4,8,NWE 9,28,7,"Chris Hanson punts 36 yards, returned by Sammie Stroughter for 6 yards (tackle by Pierre Woods)",-2.490,-2.980
3,1:36,1,10,NWE 39,28,7,Josh Johnson pass incomplete short left intended for Jerramy Stevens,2.980,2.440
3,1:31,2,10,NWE 39,28,7,Cadillac Williams right tackle for 4 yards (tackle by Brandon McGowan and Jerod Mayo),2.440,2.280
3,0:45,3,6,NWE 35,28,7,Josh Johnson pass incomplete short left intended for Antonio Bryant,2.280,0.970
3,0:37,4,6,NWE 35,28,7,"Dirk Johnson punts 24 yards, fair catch by Wes Welker",0.970,0.370
3,0:28,1,10,NWE 11,28,7,Kevin Faulk right guard for 6 yards (tackle by Roy Miller and Ryan Sims),-0.370,-0.160
Quarter,Time,Down,ToGo,Location,NWE,TAM,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,4,NWE 17,28,7,Tom Brady pass complete short right to Wes Welker for 13 yards (tackle by Roy Miller),-0.160,0.940
4,14:22,1,10,NWE 30,28,7,Tom Brady pass complete short right to Randy Moss for 7 yards,0.940,1.340
4,13:50,2,3,NWE 37,28,7,Tom Brady pass complete short left to Wes Welker for 16 yards (tackle by Adam Hayward),1.340,2.460
4,13:50,1,10,TAM 47,28,7,"Penalty on Logan Mankins: False Start, 6 yards (no play)",2.460,2.060
4,13:10,1,16,NWE 47,28,7,Tom Brady pass complete short left to Sam Aiken for 12 yards (tackle by Barrett Ruud and Tanard Jackson),2.060,2.720
4,12:24,2,4,TAM 41,28,7,"Laurence Maroney middle for 2 yards (tackle by Chris Hovan). Penalty on Michael Bennett: Defensive Offside, 5 yards (no play)",2.720,3.180
4,12:09,1,10,TAM 36,28,7,Laurence Maroney left guard for 2 yards (tackle by Tanard Jackson),3.180,2.910
4,11:30,2,8,TAM 34,28,7,Tom Brady pass complete short middle to Wes Welker for 16 yards (tackle by Tanard Jackson and Ronde Barber),2.910,4.370
4,10:54,1,10,TAM 18,28,7,Laurence Maroney right guard for 13 yards (tackle by Elbert Mack),4.370,6.060
4,10:15,1,5,TAM 5,28,7,Laurence Maroney left guard for 4 yards (tackle by Roy Miller and Jimmy Wilkerson),6.060,5.910
4,9:28,2,1,TAM 1,34,7,"Laurence Maroney right guard for 1 yard, touchdown",5.910,7.000
4,,,,TAM 2,35,7,Stephen Gostkowski kicks extra point good,0.000,0.000
4,,,,NWE 30,35,7,"Stephen Gostkowski kicks off 77 yards, touchback",0.000,0.280
4,9:25,1,10,TAM 20,35,7,Derrick Ward right guard for 4 yards (tackle by Derrick Burgess and Junior Seau),0.280,0.270
4,8:53,2,6,TAM 24,35,7,Derrick Ward right tackle for 8 yards (tackle by Brandon McGowan),0.270,1.070
4,8:08,1,10,TAM 32,35,7,Josh Freeman sacked by Mike Wright for -7 yards,1.070,-0.420
4,7:39,2,17,TAM 25,35,7,Josh Freeman pass complete short right to Brian Clark for 13 yards (tackle by Junior Seau),-0.420,0.630
4,6:52,3,4,TAM 38,35,7,Josh Freeman pass incomplete short right intended for Kellen Winslow,0.630,-0.850
4,6:46,4,4,TAM 38,35,7,"Dirk Johnson punts 41 yards, returned by Wes Welker for 15 yards (tackle by Quincy Black)",-0.850,-1.330
4,6:34,1,10,NWE 36,35,7,BenJarvus Green-Ellis right guard for 5 yards (tackle by Stylez G. White),1.330,1.470
4,5:51,2,5,NWE 41,35,7,BenJarvus Green-Ellis right tackle for no gain (tackle by Jimmy Wilkerson),1.470,0.760
4,5:11,3,5,NWE 41,35,7,"BenJarvus Green-Ellis right guard for 8 yards (tackle by Jimmy Wilkerson). Penalty on Sam Aiken: Illegal Shift, 5 yards (no play)",0.760,0.100
4,4:47,3,10,NWE 36,35,7,Brian Hoyer left guard for 20 yards (tackle by Elbert Mack),0.100,2.650
4,3:58,1,10,TAM 44,35,7,BenJarvus Green-Ellis left tackle for -4 yards (tackle by Roy Miller),2.650,1.570
4,3:14,2,14,TAM 48,35,7,Laurence Maroney left end for 3 yards (tackle by Elbert Mack),1.570,1.290
4,2:31,3,11,TAM 45,35,7,BenJarvus Green-Ellis left guard for -3 yards (tackle by Jimmy Wilkerson),1.290,0.070
4,2:00,4,14,TAM 48,35,7,"Penalty on Pierre Woods: False Start, 5 yards (no play)",0.070,-0.260
4,2:00,4,19,NWE 47,35,7,"Chris Hanson punts 53 yards, touchback",-0.260,-0.280
4,1:50,1,10,TAM 20,35,7,Josh Freeman pass complete short left to Kellen Winslow for 3 yards (tackle by James Sanders and Bret Lockett),0.280,0.140
4,1:21,2,7,TAM 23,35,7,Josh Freeman for 5 yards,0.140,0.100
4,1:16,3,2,TAM 28,35,7,Josh Freeman pass incomplete short left intended for Sammie Stroughter,0.100,-1.500
4,1:12,4,2,TAM 28,35,7,"Penalty on Josh Freeman: Delay of Game, 5 yards (no play)",-1.500,-1.830
4,1:12,4,7,TAM 23,35,7,"Josh Freeman sacked by Derrick Burgess for -11 yards. Josh Freeman fumbles (forced by Derrick Burgess), recovered by Donald Penn at TAM-14",-1.830,-4.650
4,0:59,1,10,TAM 14,35,7,Brian Hoyer kneels for -2 yards,4.650,3.720
4,0:30,2,12,TAM 16,35,7,Brian Hoyer kneels for -1 yards,3.720,2.930
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
