Quarter,Time,Down,ToGo,Location,KAN,CIN,Detail,EPB,EPA
2,14:21,2,12,CIN 25,3,14,Alex Smith pass complete to Jamaal Charles for 5 yards (tackle by Reggie Nelson and Dre Kirkpatrick),3.230,3.230
2,13:34,2,12,CIN 25,3,14,Timeout #1 by Kansas City Chiefs,3.230,3.200
2,13:34,3,7,CIN 20,3,14,Alex Smith pass complete short right to Jeremy Maclin for -2 yards (tackle by Vincent Rey),3.200,1.990
2,12:48,4,9,CIN 22,6,14,Cairo Santos 40 yard field goal good,1.990,3.000
2,12:48,,,KAN 35,6,14,"Cairo Santos kicks off 71 yards, returned by Adam Jones for 25 yards (tackle by Anthony Sherman)",0.000,-0.150
2,12:40,1,10,CIN 19,6,14,"Giovani Bernard right guard for no gain (tackle by Derrick Johnson). Penalty on Andre Smith: Illegal Shift, 5 yards (no play)",0.150,-0.390
2,12:21,1,15,CIN 14,6,14,Giovani Bernard left tackle for no gain (tackle by Mike DeVito and Dontari Poe),-0.390,-1.110
2,11:46,2,15,CIN 14,6,14,"Andy Dalton pass complete short left to A.J. Green for 5 yards (tackle by Sean Smith). Penalty on Russell Bodine: Unnecessary Roughness, 9 yards",-1.110,-2.470
2,11:21,3,19,CIN 10,6,14,Giovani Bernard left end for 16 yards (tackle by Sean Smith),-2.470,-1.630
2,10:55,4,3,CIN 26,6,14,Kevin Huber punts 67 yards,-1.630,0.380
2,10:43,1,10,KAN 7,6,14,De'Anthony Thomas right end for 4 yards (tackle by Reggie Nelson),-0.380,-0.490
2,10:07,2,6,KAN 11,6,14,Alex Smith pass complete short right to Jeremy Maclin for 1 yard (tackle by Dre Kirkpatrick),-0.490,-0.840
2,9:24,3,5,KAN 12,6,14,Alex Smith pass complete short left to Jamaal Charles for 7 yards (tackle by Leon Hall),-0.840,0.150
2,8:55,1,10,KAN 19,6,14,"Alex Smith pass complete short left to Jeremy Maclin for 20 yards (tackle by Reggie Nelson). Penalty on Domata Peko: Unnecessary Roughness, 15 yards",0.150,2.520
,,,,,,,"CIN challenged the pass completion ruling, and the play was upheld.",,
2,8:27,1,10,CIN 46,6,14,Alex Smith pass incomplete deep right intended for Jeremy Maclin,2.520,1.980
2,8:23,2,10,CIN 46,6,14,Jamaal Charles right guard for 13 yards (tackle by Shawn Williams),1.980,3.380
2,7:43,1,10,CIN 33,6,14,Alex Smith sacked by Domata Peko for -9 yards,3.380,1.620
2,6:58,2,19,CIN 42,6,14,Alex Smith pass complete short middle to Travis Kelce for 9 yards (tackle by Vincent Rey),1.620,2.150
2,6:19,3,10,CIN 33,6,14,Alex Smith pass incomplete deep left intended for Chris Conley,2.150,1.150
2,6:13,4,10,CIN 33,9,14,Cairo Santos 51 yard field goal good,1.150,3.000
2,6:13,,,KAN 35,9,14,"Cairo Santos kicks off 72 yards, returned by Adam Jones for 22 yards (tackle by D.J. Alexander)",0.000,0.220
2,6:04,1,10,CIN 15,9,14,Andy Dalton pass complete deep middle to Mohamed Sanu for 52 yards (tackle by Husain Abdullah),-0.220,3.380
2,5:25,1,10,KAN 33,9,14,Andy Dalton pass incomplete deep right intended for A.J. Green,3.380,2.840
2,5:20,2,10,KAN 33,9,14,Jeremy Hill left tackle for 7 yards (tackle by Eric Berry),2.840,3.070
2,4:37,3,3,KAN 26,9,14,Andy Dalton pass incomplete short right intended for A.J. Green (defended by Sean Smith),3.070,1.840
2,4:33,4,3,KAN 26,9,14,Mike Nugent 44 yard field goal no good,1.840,-1.200
2,4:28,1,10,KAN 34,9,14,Alex Smith pass complete short middle to Jason Avant for 8 yards (tackle by Rey Maualuga and Vincent Rey),1.200,1.740
2,3:53,2,2,KAN 42,9,14,Jamaal Charles right guard for no gain (tackle by Rey Maualuga and A.J. Hawk),1.740,1.030
2,3:12,3,2,KAN 42,9,14,Alex Smith pass complete short right to Jamaal Charles for 8 yards (tackle by Reggie Nelson),1.030,2.260
2,2:46,1,10,,9,14,Jamaal Charles left tackle for 24 yards (tackle by Carlos Dunlap),2.260,3.840
2,2:00,1,10,CIN 26,9,14,"Alex Smith pass complete short right to Travis Kelce for 6 yards (tackle by Rey Maualuga). Penalty on Jeremy Maclin: Offensive Pass Interference, 10 yards (no play)",3.840,3.180
2,1:54,1,20,CIN 36,9,14,Charcandrick West right tackle for 4 yards (tackle by Vincent Rey),3.180,2.490
2,1:11,2,16,CIN 32,9,14,Jamaal Charles left guard for 9 yards (tackle by Vincent Rey and Shawn Williams),2.490,2.490
2,0:33,2,16,CIN 32,9,14,Timeout #2 by Kansas City Chiefs,2.490,3.010
2,0:33,3,7,CIN 23,9,14,"Penalty on Alex Smith: Delay of Game, 5 yards (no play)",3.010,2.350
2,0:33,3,12,CIN 28,9,14,Alex Smith pass complete short right to Jeremy Maclin for 11 yards (tackle by Adam Jones and Shawn Williams),2.350,2.350
2,0:09,3,12,CIN 28,9,14,Timeout #3 by Kansas City Chiefs,2.350,2.460
2,0:09,4,1,CIN 17,12,14,Cairo Santos 34 yard field goal good,2.460,3.000
Quarter,Time,Down,ToGo,Location,KAN,CIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 35,12,14,"Cairo Santos kicks off 52 yards, returned by Giovani Bernard for 6 yards (tackle by Daniel Sorensen)",,
3,15:00,,,CIN 35,12,14,"Mike Nugent kicks off 69 yards, returned by De'Anthony Thomas for 70 yards (tackle by Mike Nugent). Penalty on D.J. Alexander: Offensive Holding, 10 yards",0.000,-0.380
3,14:51,1,10,KAN 9,12,14,Alex Smith pass incomplete,-0.380,-0.780
3,14:46,2,10,KAN 9,12,14,Charcandrick West middle for 9 yards (tackle by Vincent Rey and Rey Maualuga),-0.780,-0.370
3,14:02,3,1,KAN 18,12,14,Alex Smith middle for 3 yards (tackle by Vincent Rey),-0.370,0.340
3,13:21,1,10,KAN 21,12,14,Charcandrick West right tackle for -1 yards (tackle by Geno Atkins),0.340,-0.340
3,12:44,2,11,KAN 20,12,14,Alex Smith pass incomplete short right intended for Chris Conley (defended by Michael Johnson),-0.340,-1.020
3,12:40,3,11,KAN 20,12,14,Alex Smith sacked by Carlos Dunlap for -8 yards,-1.020,-2.490
3,12:03,4,19,KAN 12,12,14,"Dustin Colquitt punts 62 yards, returned by Brandon Tate for 10 yards (tackle by Jamell Fleming). Penalty on Josh Shaw: Illegal Block Above the Waist, 10 yards",-2.490,-0.480
3,11:51,1,10,CIN 23,12,14,"Jeremy Hill middle for 9 yards (tackle by Ron Parker). Penalty on Kevin Zeitler: Offensive Holding, 10 yards (no play)",0.480,-0.590
3,11:34,1,20,CIN 13,12,14,Jeremy Hill left tackle for no gain (tackle by Eric Berry and Tamba Hali). Penalty on Kevin Zeitler: Offensive Holding (Declined),-0.590,-1.500
3,11:14,2,20,CIN 13,12,14,Andy Dalton pass complete deep middle to Tyler Eifert for 23 yards (tackle by Ramik Wilson),-1.500,1.330
3,10:46,1,10,CIN 36,12,14,Andy Dalton pass complete short left to A.J. Green for 4 yards (tackle by Ron Parker),1.330,1.330
3,10:16,2,6,CIN 40,12,14,Andy Dalton pass complete short right to Mohamed Sanu for 6 yards (tackle by Ron Parker and Ramik Wilson),1.330,1.990
3,9:50,1,10,CIN 46,12,14,Andy Dalton pass incomplete deep left intended for Marvin Jones,1.990,1.450
3,9:42,2,10,CIN 46,12,14,Jeremy Hill left guard for 4 yards (tackle by Jaye Howard and Ramik Wilson),1.450,1.290
3,8:56,3,6,,12,14,"Penalty on Marvin Jones: False Start, 5 yards (no play)",1.290,0.630
3,8:53,3,11,CIN 45,12,20,"Andy Dalton pass complete deep right to Brandon Tate for 55 yards, touchdown",0.630,7.000
3,8:53,,,KAN 45,12,21,Mike Nugent kicks extra point good,0.000,0.000
3,8:53,,,CIN 35,12,21,"Mike Nugent kicks off 70 yards, returned by Knile Davis for 25 yards (tackle by Josh Shaw)",0.000,-0.280
3,8:37,1,10,KAN 20,12,21,Alex Smith pass complete deep left to Jeremy Maclin for 33 yards (tackle by Darqueze Dennard),0.280,2.460
3,7:55,1,10,CIN 47,12,21,"Alex Smith middle for 4 yards (tackle by Rey Maualuga). Penalty on Dre Kirkpatrick: Defensive Holding, 5 yards",2.460,3.050
3,7:28,1,10,CIN 38,12,21,Alex Smith pass complete short left to Travis Kelce for 9 yards (tackle by Rey Maualuga),3.050,3.720
3,6:47,2,1,CIN 29,12,21,Jamaal Charles left guard for 2 yards (tackle by Rey Maualuga),3.720,3.780
3,6:10,1,10,CIN 27,12,21,De'Anthony Thomas for -8 yards (tackle by Wallace Gilberry),3.780,2.150
3,5:28,2,18,CIN 35,12,21,Alex Smith pass incomplete short left intended for Chris Conley,2.150,1.490
3,5:24,3,18,CIN 35,12,21,Alex Smith pass complete short middle to Jamaal Charles for 13 yards (tackle by Vincent Rey and Shawn Williams),1.490,2.040
3,4:42,4,5,CIN 22,15,21,Cairo Santos 40 yard field goal good,2.040,3.000
3,4:42,,,KAN 35,15,21,"Cairo Santos kicks off 65 yards, touchback",0.000,-0.280
3,4:37,1,10,CIN 20,15,21,Andy Dalton pass complete short right to Marvin Jones for 4 yards (tackle by Marcus Peters),0.280,0.270
3,4:04,2,6,CIN 24,15,21,"Penalty on Andre Smith: False Start, 5 yards (no play)",0.270,-0.460
3,3:43,2,11,CIN 19,15,21,Andy Dalton pass incomplete short middle intended for Mohamed Sanu,-0.460,-1.140
3,3:39,3,11,CIN 19,15,21,Andy Dalton pass complete deep middle to Mohamed Sanu for 20 yards (tackle by Eric Berry),-1.140,1.530
3,3:01,1,10,CIN 39,15,21,"Marvin Jones left end for 6 yards (tackle by Eric Berry). Penalty on Andrew Whitworth: Offensive Holding, 10 yards",1.530,1.270
3,2:43,1,14,CIN 35,15,21,Andy Dalton pass incomplete short left intended for Tyler Eifert,1.270,0.450
3,2:37,2,14,CIN 35,15,21,Andy Dalton for 6 yards (tackle by Eric Berry),0.450,0.560
3,2:12,3,8,CIN 41,15,21,Andy Dalton pass incomplete short right intended for A.J. Green,0.560,-0.650
3,2:07,4,8,CIN 41,15,21,"Kevin Huber punts 34 yards, out of bounds",-0.650,-0.610
3,1:58,1,10,KAN 25,15,21,Jamaal Charles right guard for 12 yards (tackle by Reggie Nelson),0.610,1.400
3,1:22,1,10,KAN 37,15,21,"Alex Smith pass incomplete. Penalty on Alex Smith: Intentional Grounding, 10 yards",1.400,-0.490
3,1:16,2,20,KAN 27,15,21,Alex Smith sacked by Geno Atkins for -10 yards,-0.490,-2.960
3,0:33,3,30,KAN 17,15,21,"Alex Smith pass complete short left to Travis Kelce for 11 yards (tackle by Michael Johnson and Darqueze Dennard). Travis Kelce fumbles (forced by Michael Johnson), recovered by Reggie Nelson at KAN-30 and returned for 25 yards (tackle by Jeremy Maclin)",-2.960,-6.060
3,0:23,1,5,KAN 5,15,21,Andy Dalton pass incomplete short left intended for Mohamed Sanu,6.060,5.150
3,0:18,2,5,KAN 5,15,27,"Jeremy Hill left guard for 5 yards, touchdown",5.150,7.000
3,0:18,2,,KAN 5,15,27,"Two Point Attempt: Andy Dalton pass incomplete intended for Tyler Eifert, conversion fails. Penalty on Derrick Johnson: Defensive Holding, 1 yards (no play)",5.150,-1.000
3,0:18,2,,KAN 5,15,29,"Two Point Attempt: Jeremy Hill left end, conversion succeeds",5.150,1.000
,,,,,,,"CIN challenged the runner broke the plane ruling, and the original play was overturned.",,
3,0:18,,,CIN 35,15,29,"Mike Nugent kicks off 63 yards, returned by Knile Davis for 16 yards (tackle by Reggie Nelson)",0.000,-0.040
3,0:05,1,10,KAN 18,15,29,Alex Smith pass complete short middle to Jason Avant for 9 yards (tackle by Vincent Rey),0.040,0.820
Quarter,Time,Down,ToGo,Location,KAN,CIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,1,KAN 27,15,29,Jamaal Charles left guard for 5 yards (tackle by Reggie Nelson and Pat Sims),0.820,1.070
4,14:30,1,10,KAN 32,15,29,Alex Smith pass complete short left to Jeremy Maclin for 6 yards (tackle by Darqueze Dennard),1.070,1.340
4,13:55,2,4,KAN 38,15,29,Alex Smith pass complete short right to Travis Kelce for 14 yards (tackle by Will Clarke),1.340,2.390
4,13:25,1,10,CIN 48,15,29,Charcandrick West right tackle for 5 yards (tackle by Reggie Nelson),2.390,2.520
4,12:49,2,5,CIN 43,15,29,Alex Smith pass complete short right to Charcandrick West for 4 yards (tackle by Dre Kirkpatrick),2.520,2.340
4,12:10,3,1,CIN 39,15,29,"Penalty on Donald Stephenson: False Start, 5 yards (no play)",2.340,1.690
4,11:52,3,6,CIN 44,15,29,Alex Smith pass complete short left to Jeremy Maclin for 10 yards (tackle by Michael Johnson),1.690,3.310
4,11:32,1,10,CIN 34,15,29,Jamaal Charles left end for no gain (tackle by Vincent Rey),3.310,2.770
4,11:00,2,10,CIN 34,15,29,Alex Smith for 10 yards (tackle by Emmanuel Lamur),2.770,3.970
4,10:25,1,10,CIN 24,15,29,Alex Smith pass incomplete short right intended for Jeremy Maclin,3.970,3.430
4,10:17,2,10,CIN 24,15,29,Alex Smith pass incomplete short middle intended for Jason Avant (defended by Leon Hall),3.430,2.740
4,10:13,3,10,CIN 24,15,29,Alex Smith pass complete short left to Jason Avant for 13 yards (tackle by Reggie Nelson),2.740,4.840
4,9:47,1,10,CIN 11,15,29,Alex Smith pass incomplete short middle intended for Charcandrick West,4.840,4.140
4,9:43,2,10,CIN 11,15,29,Alex Smith pass incomplete short left intended for Charcandrick West (defended by Emmanuel Lamur),4.140,3.130
4,9:38,3,10,CIN 11,15,29,Alex Smith pass incomplete short left intended for Travis Kelce (defended by Darqueze Dennard),3.130,2.700
4,9:31,4,10,CIN 11,18,29,Cairo Santos 29 yard field goal good,2.700,3.000
4,9:31,,,KAN 35,18,29,"Cairo Santos kicks off 55 yards, out of bounds",0.000,-1.600
4,9:28,1,10,CIN 40,18,29,Giovani Bernard right guard for 2 yards (tackle by Nicholas Williams and Derrick Johnson),1.600,1.320
4,8:47,2,8,CIN 42,18,29,Giovani Bernard middle for 4 yards (tackle by Marcus Peters and Jaye Howard),1.320,1.160
4,8:00,3,4,CIN 46,18,29,Andy Dalton middle for 8 yards (tackle by Allen Bailey),1.160,2.520
4,7:20,1,10,KAN 46,18,29,Giovani Bernard left guard for 6 yards (tackle by Ramik Wilson),2.520,2.790
4,6:39,2,4,KAN 40,18,29,Giovani Bernard right tackle for 3 yards (tackle by Justin Houston and Ramik Wilson),2.790,2.790
4,5:55,2,4,KAN 40,18,29,Timeout #1 by Cincinnati Bengals,2.790,2.480
4,5:55,3,1,KAN 37,18,29,Andy Dalton pass complete short left to Tyler Eifert for 30 yards (tackle by Ron Parker),2.480,5.600
4,5:17,1,7,KAN 7,18,29,Giovani Bernard left end for 6 yards (tackle by Allen Bailey),5.600,5.910
4,4:54,2,1,KAN 1,18,35,"Jeremy Hill right guard for 1 yard, touchdown",5.910,7.000
4,4:54,,,KAN 1,18,36,Mike Nugent kicks extra point good,0.000,0.000
4,4:54,,,CIN 35,18,36,"Mike Nugent kicks off 65 yards, touchback",0.000,-0.280
4,4:50,1,10,KAN 20,18,36,Alex Smith pass complete deep left to Chris Conley for 44 yards (tackle by Darqueze Dennard),0.280,3.180
4,4:11,1,10,CIN 36,18,36,"Alex Smith pass complete short right to Jamaal Charles for 4 yards (tackle by Dre Kirkpatrick). Penalty on Eric Fisher: Illegal Formation, 5 yards (no play)",3.180,2.850
4,4:07,1,15,CIN 41,18,36,Alex Smith pass incomplete short left intended for Chris Conley,2.850,1.960
4,4:03,2,15,CIN 41,18,36,Alex Smith pass complete short left to Travis Kelce for 6 yards (tackle by Darqueze Dennard),1.960,2.080
4,3:25,3,9,CIN 35,18,36,Alex Smith pass complete short left to Jeremy Maclin for 2 yards (tackle by Shawn Williams),2.080,1.150
4,2:39,4,7,CIN 33,21,36,Cairo Santos 51 yard field goal good,1.150,3.000
4,2:39,,,KAN 35,21,36,"Cairo Santos kicks onside 15 yards, recovered by Mohamed Sanu",0.000,-2.260
4,2:32,1,10,,21,36,Giovani Bernard left tackle for 9 yards (tackle by Ramik Wilson),2.260,2.260
4,2:21,1,10,,21,36,Timeout #1 by Kansas City Chiefs,2.260,2.930
4,2:21,2,1,KAN 41,21,36,Giovani Bernard right guard for 1 yard (tackle by Nicholas Williams),2.930,2.930
4,2:15,2,1,KAN 41,21,36,Timeout #2 by Kansas City Chiefs,2.930,2.920
4,2:15,1,10,KAN 40,21,36,Giovani Bernard left guard for -1 yards (tackle by Dontari Poe),2.920,2.920
4,2:09,1,10,KAN 40,21,36,Timeout #3 by Kansas City Chiefs,2.920,2.240
4,2:09,2,11,KAN 41,21,36,Giovani Bernard left tackle for 2 yards (tackle by Ramik Wilson),2.240,1.820
4,2:00,3,9,KAN 39,21,36,Giovani Bernard right tackle for 1 yard (tackle by Jaye Howard and Justin Houston),1.820,0.720
4,1:13,4,8,KAN 38,21,36,"Penalty on Kevin Huber: Delay of Game, 5 yards (no play)",0.720,0.400
4,1:13,4,13,KAN 43,21,36,Kevin Huber punts 42 yards,0.400,0.380
4,0:59,1,10,KAN 1,21,36,Alex Smith pass complete short left to Chris Conley for 9 yards (tackle by Darqueze Dennard and Emmanuel Lamur),-0.380,-0.120
4,0:33,2,1,KAN 10,21,36,Alex Smith pass incomplete short right intended for Travis Kelce,-0.120,-0.370
4,0:28,3,1,KAN 10,21,36,Alex Smith pass complete short right to Jason Avant for 13 yards (tackle by Leon Hall),-0.370,0.480
4,0:21,1,10,KAN 23,21,36,Alex Smith left tackle for 2 yards (tackle by Michael Johnson),0.480,0.200
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
