Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Ben Grubbs,G,75,100%,0,0%,7,23%
Donald Stephenson,T,75,100%,0,0%,7,23%
Eric Fisher,T,75,100%,0,0%,7,23%
Zach Fulton,C,75,100%,0,0%,7,23%
Alex Smith,QB,75,100%,0,0%,0,0%
Mitch Morse,C,75,100%,0,0%,0,0%
Jeremy Maclin,WR,74,99%,0,0%,0,0%
Travis Kelce,TE,70,93%,0,0%,7,23%
Chris Conley,WR,69,92%,0,0%,0,0%
Jamaal Charles,RB,58,77%,0,0%,0,0%
Jason Avant,WR,34,45%,0,0%,7,23%
Charcandrick West,RB,17,23%,0,0%,14,47%
James O'Shaughnessy,TE,17,23%,0,0%,11,37%
Demetrius Harris,TE,16,21%,0,0%,10,33%
De'Anthony Thomas,WR,15,20%,0,0%,4,13%
Anthony Sherman,FB,5,7%,0,0%,22,73%
Ron Parker,SS,0,0%,54,100%,1,3%
Justin Houston,LB,0,0%,54,100%,0,0%
Derrick Johnson,LB,0,0%,54,100%,0,0%
Sean Smith,CB,0,0%,52,96%,0,0%
Eric Berry,FS,0,0%,52,96%,0,0%
Marcus Peters,CB,0,0%,49,91%,0,0%
Dontari Poe,NT,0,0%,47,87%,5,17%
Allen Bailey,DE,0,0%,44,81%,5,17%
Tamba Hali,LB,0,0%,42,78%,0,0%
Ramik Wilson,LB,0,0%,38,70%,13,43%
Husain Abdullah,FS,0,0%,33,61%,12,40%
Jaye Howard,NT,0,0%,32,59%,5,17%
Mike DeVito,DE,0,0%,13,24%,5,17%
Dee Ford,LB,0,0%,12,22%,0,0%
Tyvon Branch,SS,0,0%,8,15%,21,70%
Nick Williams,DE,0,0%,6,11%,0,0%
Josh Mauga,LB,0,0%,3,6%,0,0%
Daniel Sorensen,FS,0,0%,1,2%,23,77%
Frank Zombo,LB,0,0%,0,0%,23,77%
D.J. Alexander,LB,0,0%,0,0%,23,77%
Cairo Santos,K,0,0%,0,0%,15,50%
Marcus Cooper,CB,0,0%,0,0%,15,50%
Jamell Fleming,CB,0,0%,0,0%,12,40%
Frankie Hammond,WR,0,0%,0,0%,11,37%
Knile Davis,RB,0,0%,0,0%,8,27%
Dustin Colquitt,P,0,0%,0,0%,8,27%
James Winchester,LS,0,0%,0,0%,8,27%
Laurent Duvernay-Tardif,G,0,0%,0,0%,7,23%
Jeff Allen,G,0,0%,0,0%,7,23%
