Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
David Montgomery,CHI,13,67,0,2,45,3.5,22,1.7,3,4.3
Tarik Cohen,CHI,4,-2,0,0,-6,-1.5,4,1.0,1,4.0
Cordarrelle Patterson,CHI,4,14,0,,14,3.5,0,0.0,0,
Mike Davis,CHI,1,2,0,,0,0.0,2,2.0,0,
Taylor Gabriel,CHI,1,7,0,0,7,7.0,0,0.0,0,
Mitchell Trubisky,CHI,1,2,0,0,2,2.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Adrian Peterson,WAS,12,37,0,,33,2.8,4,0.3,0,
Chris Thompson,WAS,7,29,0,1,29,4.1,0,0.0,0,
Case Keenum,WAS,2,3,0,1,3,1.5,0,0.0,0,
