Quarter,Time,Tm,Detail,JAX,IND
3.0,6:59,Jaguars,Josh Scobee 28 yard field goal,3,0
4.0,8:27,Colts,Ran Carthon 6 yard rush (Mike Vanderjagt kick),3,7
,1:50,Colts,Mike Vanderjagt 41 yard field goal,3,10
