Quarter,Time,Down,ToGo,Location,JAX,IND,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Colts won the coin toss, Colts to receive the opening kickoff.",,
1,15:00,,,JAX 30,0,0,"Josh Scobee kicks off 68 yards, returned by Dominic Rhodes for 22 yards (tackle by Nick Sorensen)",0.000,0.540
1,14:54,1,10,IND 24,0,0,Peyton Manning pass complete to Edgerrin James for 12 yards (tackle by Kenny Wright and Bobby McCray),0.540,1.330
1,14:15,1,10,IND 36,0,0,Edgerrin James right end for 7 yards (tackle by Donovin Darius),1.330,1.740
1,13:37,2,3,IND 43,0,0,Edgerrin James right end for 1 yard (tackle by Daryl Smith),1.740,1.160
1,13:00,3,2,IND 44,0,0,Edgerrin James right end for 4 yards (tackle by Donovin Darius),1.160,2.130
1,12:27,1,10,IND 48,0,0,Peyton Manning pass incomplete intended for Reggie Wayne,2.130,1.580
1,12:21,2,10,IND 48,0,0,Edgerrin James up the middle for 8 yards (tackle by Daryl Smith),1.580,1.950
1,11:47,3,2,JAX 44,0,0,Peyton Manning pass complete to Reggie Wayne for 6 yards (tackle by Donovin Darius),1.950,3.050
1,11:03,1,10,JAX 38,0,0,Peyton Manning pass incomplete intended for Edgerrin James (defended by John Henderson),3.050,2.510
1,10:57,2,10,JAX 38,0,0,Peyton Manning pass complete to Edgerrin James for 15 yards (tackle by Akin Ayodele),2.510,4.040
1,10:12,1,10,JAX 23,0,0,Dominic Rhodes up the middle for 1 yard (tackle by John Henderson and Mike Peterson),4.040,3.630
1,9:32,2,9,JAX 22,0,0,Peyton Manning pass incomplete intended for Reggie Wayne,3.630,2.940
1,9:26,3,9,JAX 22,0,0,Peyton Manning pass incomplete intended for Marvin Harrison is intercepted by Mike Peterson at JAX-6 and returned for 14 yards,2.940,-0.280
1,9:16,1,10,JAX 20,0,0,Fred Taylor up the middle for 8 yards (tackle by Bob Sanders and Raheem Brock),0.280,0.810
1,8:34,2,2,JAX 28,0,0,Byron Leftwich pass incomplete intended for Jimmy Smith,0.810,0.100
1,8:28,3,2,JAX 28,0,0,Byron Leftwich up the middle for 4 yards (tackle by Bob Sanders and Raheem Brock),0.100,1.070
1,7:52,1,10,JAX 32,0,0,Fred Taylor right tackle for no gain (tackle by Montae Reagor and Gary Brackett),1.070,0.530
1,7:12,2,10,JAX 32,0,0,Byron Leftwich up the middle for 4 yards (tackle by Gary Brackett and Corey Simon),0.530,0.370
1,6:24,,,,0,0,Timeout #1 by Jacksonville Jaguars,0.000,0.370
1,6:24,3,6,JAX 36,0,0,Byron Leftwich pass incomplete intended for Fred Taylor,0.370,-0.980
1,6:21,4,6,JAX 36,0,0,"Chris Hanson punts 40 yards, returned by Troy Walters for 6 yards (tackle by Deke Cooper)",-0.980,-0.940
1,6:09,1,10,IND 30,0,0,Edgerrin James up the middle for 5 yards (tackle by Mike Peterson and Daryl Smith),0.940,1.070
1,5:41,2,5,IND 35,0,0,Peyton Manning pass incomplete intended for Marvin Harrison (defended by Terry Cousin),1.070,0.370
1,5:33,3,5,IND 35,0,0,Peyton Manning pass complete to Edgerrin James for 4 yards (tackle by Kenny Wright),0.370,-0.780
1,5:18,4,1,IND 39,0,0,Hunter Smith punts 34 yards,-0.780,-0.740
1,5:09,1,10,JAX 27,0,0,Fred Taylor right tackle for 3 yards (tackle by Mike Doss and Corey Simon),0.740,0.600
1,4:29,2,7,JAX 30,0,0,Greg Jones left tackle for 27 yards (tackle by Bob Sanders and Jason David),0.600,2.720
1,3:42,1,10,IND 43,0,0,"Fred Taylor up the middle for 4 yards, lateral to Matt Jones for no gain. Matt Jones fumbles, recovered by Matt Jones at IND-39",2.720,2.720
1,2:55,2,6,IND 39,0,0,Byron Leftwich pass complete to Fred Taylor for 11 yards (tackle by Jason David and Cato June),2.720,3.710
1,2:11,1,10,IND 28,0,0,Greg Jones right tackle for 1 yard (tackle by Robert Mathis),3.710,3.300
1,1:30,2,9,IND 27,0,0,Byron Leftwich pass incomplete intended for Greg Jones,3.300,2.610
1,1:30,3,9,IND 27,0,0,"Penalty on Ephraim Salaam: False Start, 5 yards (no play)",2.610,1.950
1,1:25,3,14,IND 32,0,0,Byron Leftwich pass complete to Reggie Williams for 8 yards (tackle by Nick Harper and Gary Brackett),1.950,1.890
1,0:44,4,6,IND 24,0,0,Josh Scobee 42 yard field goal no good,1.890,-1.070
1,0:40,1,10,IND 32,0,0,Edgerrin James left end for -1 yards (tackle by John Henderson),1.070,0.390
1,0:08,2,11,IND 31,0,0,Peyton Manning pass incomplete intended for Brandon Stokley,0.390,-0.290
1,0:03,3,11,IND 31,0,0,"Penalty on Ryan Diem: False Start, 5 yards (no play)",-0.290,-0.960
1,0:03,3,16,IND 26,0,0,"Penalty on Ryan Diem: False Start, 5 yards (no play)",-0.960,-1.620
1,0:03,3,21,IND 21,0,0,Peyton Manning pass complete to Brandon Stokley for 20 yards (tackle by Donovin Darius),-1.620,-0.650
,,,,,,,"IND challenged the ruling, and the play was upheld.",,
Quarter,Time,Down,ToGo,Location,JAX,IND,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,1,IND 41,0,0,"Hunter Smith punts 50 yards, muffed catch by Chad Owens, recovered by Deke Cooper and returned for no gain",-0.650,0.220
2,14:49,1,10,JAX 15,0,0,Byron Leftwich sacked by Dwight Freeney for -2 yards,-0.220,-0.920
