Player,Pos
Peyton Manning,QB
Edgerrin James,RB
Reggie Wayne,WR
Brandon Stokley,WR
Marvin Harrison,WR
Ben Utecht,TE
Tarik Glenn,LT
Ryan Lilja,LG
Jeff Saturday,C
Jake Scott,RG
Ryan Diem,RT
Raheem Brock,LDE
Larry Tripplett,LDT
Corey Simon,RDT
Dwight Freeney,RDE
David Thornton,SLB
Gary Brackett,MLB
Cato June,WLB
Nick Harper,LCB
Mike Doss,SS
Bob Sanders,FS
Jason David,DB
