Quarter,Time,Down,ToGo,Location,SFO,NOR,Detail,EPB,EPA
1,2:03,3,7,SFO 35,14,0,Drew Brees pass complete short left to Marques Colston for 12 yards (tackle by Chris Culliver),2.210,4.040
1,1:36,1,10,SFO 23,14,0,Drew Brees pass incomplete short left intended for Jimmy Graham,4.040,3.500
1,1:29,2,10,SFO 23,14,0,Mark Ingram left tackle for 2 yards (tackle by Chris Borland),3.500,3.070
1,0:50,3,8,SFO 21,14,0,Drew Brees pass complete short right to Travaris Cadet for -1 yards (tackle by Chris Borland),3.070,1.990
1,0:08,4,9,SFO 22,14,3,Shayne Graham 40 yard field goal good,1.990,3.000
1,0:08,,,NOR 35,14,3,"Thomas Morstead kicks off 68 yards, returned by Bruce Ellington for 19 yards (tackle by Josh Hill)",0.000,0.140
Quarter,Time,Down,ToGo,Location,SFO,NOR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,SFO 16,14,3,Frank Gore left guard for 9 yards (tackle by Kenny Vaccaro),-0.140,0.690
2,14:19,2,1,SFO 25,14,3,Bruce Miller right guard for 3 yards (tackle by Brandon Deaderick),0.690,0.810
2,13:44,1,10,SFO 28,14,3,"Colin Kaepernick pass complete deep left to Anquan Boldin for 30 yards (tackle by Corey White). Penalty on Anquan Boldin: Offensive Pass Interference, 10 yards (no play)",0.810,-0.040
2,13:22,1,20,SFO 18,14,3,Frank Gore left guard for 3 yards (tackle by Rafael Bush),-0.040,-0.680
2,12:38,2,17,SFO 21,14,3,Colin Kaepernick pass incomplete deep right intended for Anquan Boldin (defended by Keenan Lewis),-0.680,-1.350
2,12:29,3,17,SFO 21,14,3,Colin Kaepernick left end for 1 yard (tackle by Patrick Robinson),-1.350,-1.900
2,11:57,4,16,SFO 22,14,3,"Andy Lee punts 38 yards, out of bounds",-1.900,-1.600
2,11:51,1,10,NOR 40,14,3,Mark Ingram left guard for 5 yards (tackle by Chris Borland),1.600,1.730
2,11:17,2,5,NOR 45,14,3,Drew Brees pass complete short left to Jimmy Graham for 9 yards (tackle by Antoine Bethea),1.730,2.520
2,10:39,1,10,SFO 46,14,3,Mark Ingram left tackle for 9 yards (tackle by Antoine Bethea and Chris Culliver),2.520,3.190
2,9:59,2,1,SFO 37,14,3,Mark Ingram left guard for 6 yards (tackle by Tony Jerod-Eddie and Ray McDonald),3.190,3.510
2,9:19,1,10,SFO 31,14,9,"Drew Brees pass complete deep right to Brandin Cooks for 31 yards, touchdown",3.510,7.000
2,9:19,,,SFO 2,14,10,Shayne Graham kicks extra point good,0.000,0.000
2,9:19,,,NOR 35,14,10,"Thomas Morstead kicks off 65 yards, touchback",0.000,-0.280
2,9:13,1,10,SFO 20,14,10,Colin Kaepernick pass complete deep left to Steve Johnson for 20 yards (tackle by Rafael Bush),0.280,1.600
2,8:28,1,10,SFO 40,14,10,Colin Kaepernick pass incomplete short right intended for Vernon Davis,1.600,1.050
2,8:24,2,10,SFO 40,14,10,Frank Gore right guard for 4 yards (tackle by Parys Haralson),1.050,0.890
2,7:39,3,6,SFO 44,14,10,Colin Kaepernick pass complete short left to Anquan Boldin for 10 yards (tackle by Corey White),0.890,2.520
2,7:00,1,10,NOR 46,14,10,Frank Gore left end for -2 yards (tackle by Cameron Jordan and Curtis Lofton),2.520,2.520
2,6:12,1,10,NOR 46,14,10,Timeout #2 by San Francisco 49ers,2.520,1.710
2,6:12,2,12,NOR 48,14,10,Colin Kaepernick pass complete deep middle to Anquan Boldin for 23 yards (tackle by Rafael Bush),1.710,3.910
2,5:35,1,10,NOR 25,14,10,Frank Gore left tackle for 10 yards (tackle by Parys Haralson),3.910,4.580
2,4:51,1,10,NOR 15,20,10,"Colin Kaepernick pass complete short right to Anquan Boldin for 15 yards, touchdown",4.580,7.000
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
2,4:51,,,NOR 2,21,10,Phil Dawson kicks extra point good,0.000,0.000
2,4:51,,,SFO 35,21,10,"Phil Dawson kicks off 64 yards, returned by Travaris Cadet for 12 yards (tackle by Bruce Miller)",0.000,0.320
2,4:41,1,10,NOR 13,21,10,Drew Brees pass complete short right to Brandin Cooks for 6 yards (tackle by Perrish Cox),-0.320,0.030
2,4:08,2,4,NOR 19,21,10,Mark Ingram right guard for no gain (tackle by Chris Culliver),0.030,-0.710
2,3:25,3,4,NOR 19,21,10,Drew Brees pass incomplete deep right intended for Marques Colston,-0.710,-2.140
2,3:19,4,4,NOR 19,21,10,"Thomas Morstead punts 54 yards, returned by Bruce Ellington for 2 yards (tackle by Vinnie Sunseri)",-2.140,-0.870
2,3:08,1,10,SFO 29,21,10,Colin Kaepernick pass complete deep right to Anquan Boldin for 25 yards (tackle by Corey White),0.870,2.520
2,2:39,1,10,NOR 46,21,10,Colin Kaepernick pass incomplete deep right intended for Vernon Davis,2.520,1.980
2,2:32,2,10,NOR 46,21,10,Frank Gore left guard for 1 yard (tackle by Ramon Humber),1.980,1.420
2,2:00,3,9,NOR 45,21,10,Colin Kaepernick pass incomplete short left intended for Michael Crabtree,1.420,0.270
2,1:57,4,9,NOR 45,21,10,Andy Lee punts 42 yards,0.270,0.380
2,1:48,1,10,NOR 3,21,10,Drew Brees pass complete short left to Jimmy Graham for 4 yards (tackle by Chris Borland),-0.380,-0.490
2,1:28,2,6,NOR 7,21,10,Drew Brees pass incomplete short middle intended for Jimmy Graham (defended by Quinton Dial),-0.490,-0.950
2,1:24,3,6,NOR 7,21,10,Drew Brees pass incomplete short left intended for Travaris Cadet,-0.950,-2.490
2,1:21,4,6,NOR 7,21,10,"Thomas Morstead punts 49 yards, returned by Perrish Cox for no gain",-2.490,-1.860
2,1:13,1,10,SFO 44,21,10,"Colin Kaepernick sacked by Tyrunn Walker for -4 yards. Colin Kaepernick fumbles (forced by Tyrunn Walker), recovered by Cameron Jordan at SFO-42 (tackle by Mike Iupati)",1.860,-2.790
2,1:06,1,10,SFO 42,21,10,Drew Brees pass complete short left to Travaris Cadet for 6 yards (tackle by Chris Borland),2.790,3.050
2,0:44,2,4,SFO 36,21,10,"Drew Brees pass complete short left to Jimmy Graham for 6 yards (tackle by Michael Wilhoite). Jonathan Goodwin fumbles, recovered by Jonathan Goodwin at NOR-SF",3.050,3.050
2,0:37,2,4,SFO 36,21,10,Timeout #1 by New Orleans Saints,3.050,3.580
2,0:36,1,10,SFO 30,21,10,Drew Brees pass complete short middle to Brandin Cooks for 8 yards (tackle by Eric Reid and Chris Borland),3.580,4.110
2,0:17,2,2,SFO 22,21,10,Drew Brees pass incomplete deep left intended for Jimmy Graham is intercepted by Chris Culliver at SFO-0 and returned for 29 yards,4.110,-0.870
2,0:04,1,10,SFO 29,21,10,Colin Kaepernick kneels for -1 yards,0.870,0.190
Quarter,Time,Down,ToGo,Location,SFO,NOR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 35,21,10,"Thomas Morstead kicks off 73 yards, returned by Carlos Hyde for 30 yards (tackle by Josh Hill)",0.000,0.410
3,14:55,1,10,SFO 22,21,10,Frank Gore left tackle for 2 yards (tackle by Curtis Lofton),0.410,0.140
3,14:17,2,8,SFO 24,21,10,Colin Kaepernick pass incomplete short right intended for Bruce Miller,0.140,-0.560
3,14:12,3,8,SFO 24,21,10,Colin Kaepernick pass complete short left to Steve Johnson for 19 yards (tackle by Corey White),-0.560,1.800
3,13:32,1,10,SFO 43,21,10,Frank Gore left tackle for 1 yard (tackle by Junior Galette),1.800,1.390
3,12:52,2,9,SFO 44,21,10,Frank Gore left tackle for 6 yards (tackle by Parys Haralson),1.390,1.490
3,12:13,3,3,,21,10,Colin Kaepernick pass incomplete short right intended for Anquan Boldin,1.490,-0.060
3,12:09,4,3,,21,10,"Andy Lee punts 34 yards, fair catch by Brandin Cooks",-0.060,0.140
3,12:02,1,10,NOR 16,21,10,Mark Ingram right end for 4 yards (tackle by Chris Borland),-0.140,0.010
3,11:23,2,6,NOR 20,21,10,Travaris Cadet left guard for 8 yards (tackle by Ray McDonald),0.010,0.810
3,10:47,1,10,NOR 28,21,10,Mark Ingram right guard for 11 yards (tackle by Ahmad Brooks),0.810,1.530
3,10:05,1,10,NOR 39,21,10,Drew Brees pass incomplete short right intended for Ben Watson (defended by Aaron Lynch),1.530,0.990
3,9:58,2,10,NOR 39,21,10,Mark Ingram right tackle for 1 yard (tackle by Antoine Bethea),0.990,0.430
3,9:22,3,9,NOR 40,21,10,Drew Brees pass complete short right to Jimmy Graham for 7 yards (tackle by Perrish Cox),0.430,-0.260
3,8:38,4,2,NOR 47,21,10,"Thomas Morstead punts 53 yards, touchback",-0.260,-0.280
3,8:30,1,10,SFO 20,21,10,Colin Kaepernick sacked by Cameron Jordan for -9 yards,0.280,-1.440
3,7:44,2,19,SFO 11,21,10,Colin Kaepernick pass complete short left to Steve Johnson for 4 yards (tackle by Ramon Humber and Corey White),-1.440,-1.860
3,6:59,3,15,SFO 15,21,10,Colin Kaepernick pass incomplete deep middle intended for Anquan Boldin,-1.860,-2.440
3,6:52,4,15,SFO 15,21,10,"Andy Lee punts 39 yards, out of bounds. Penalty on Todd Davis: Offensive Holding, 10 yards",-2.440,-1.330
3,6:44,1,10,NOR 36,21,10,Mark Ingram right tackle for 4 yards (tackle by Aaron Lynch and Justin Smith),1.330,1.330
3,6:13,2,6,NOR 40,21,10,Drew Brees pass complete short left to Brandin Cooks for 5 yards (tackle by Chris Culliver),1.330,1.290
3,5:37,3,1,NOR 45,21,10,Drew Brees pass complete short right to Ben Watson for 13 yards (tackle by Antoine Bethea and Chris Borland). Penalty on Jimmie Ward: Illegal Block Above the Waist (Declined),1.290,2.790
3,5:18,1,10,SFO 42,21,10,Drew Brees pass incomplete short left intended for Mark Ingram,2.790,2.240
3,5:18,2,10,SFO 42,21,10,Mark Ingram right tackle for 7 yards (tackle by Jimmie Ward),2.240,2.480
3,4:43,3,3,SFO 35,21,10,Mark Ingram right guard for 9 yards (tackle by Eric Reid and Antoine Bethea),2.480,3.840
3,4:10,1,10,SFO 26,21,10,Mark Ingram left tackle for 11 yards (tackle by Antoine Bethea),3.840,4.580
3,3:42,1,10,SFO 15,21,10,Drew Brees pass incomplete short middle intended for Ben Watson (defended by Chris Culliver),4.580,3.950
3,3:37,2,10,SFO 15,21,10,Mark Ingram left guard for 4 yards (tackle by Tank Carradine),3.950,3.780
3,2:55,3,6,SFO 11,21,16,"Drew Brees pass complete short middle to Jimmy Graham for 11 yards, touchdown",3.780,7.000
3,2:55,,,SFO 2,21,17,Shayne Graham kicks extra point good,0.000,0.000
3,2:55,,,NOR 35,21,17,"Thomas Morstead kicks off 71 yards, returned by Carlos Hyde for 29 yards (tackle by Todd Davis)",0.000,-0.480
3,2:45,1,10,SFO 23,21,17,Frank Gore right guard for 3 yards (tackle by Curtis Lofton and Akiem Hicks),0.480,0.340
3,2:09,2,7,SFO 26,21,17,Colin Kaepernick pass complete short right to Frank Gore for 2 yards (tackle by Ramon Humber),0.340,-0.100
3,1:24,3,5,SFO 28,21,17,Colin Kaepernick pass incomplete short right intended for Anquan Boldin (defended by Keenan Lewis),-0.100,-1.500
3,1:20,4,5,SFO 28,21,17,"Andy Lee punts 52 yards, returned by Brandin Cooks for 4 yards (tackle by Kyle Nelson)",-1.500,-0.540
3,1:09,1,10,NOR 24,21,17,Drew Brees pass complete short middle to Mark Ingram for 3 yards (tackle by Chris Borland),0.540,0.400
3,0:36,2,7,NOR 27,21,17,Mark Ingram right tackle for 6 yards (tackle by Chris Borland),0.400,0.500
3,0:11,3,1,NOR 33,21,17,Mark Ingram left guard for no gain (tackle by Chris Borland and Quinton Dial),0.500,-1.180
Quarter,Time,Down,ToGo,Location,SFO,NOR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,1,NOR 33,21,17,Drew Brees right guard for 2 yards (tackle by Aaron Lynch),-1.180,1.270
4,14:18,1,10,NOR 35,21,17,Drew Brees pass incomplete deep right intended for Kenny Stills,1.270,0.720
4,14:12,2,10,NOR 35,21,17,Mark Ingram right tackle for no gain (tackle by Aaron Lynch and Chris Borland),0.720,0.040
4,13:31,3,10,NOR 35,21,17,Drew Brees pass complete short middle to Mark Ingram for 8 yards (tackle by Eric Reid),0.040,-0.520
4,12:27,4,2,NOR 43,21,17,"Thomas Morstead punts 47 yards, returned by Perrish Cox for 7 yards (tackle by Ramon Humber)",-0.520,0.060
4,12:18,1,10,SFO 17,21,17,Colin Kaepernick pass incomplete deep right intended for Michael Crabtree (defended by Patrick Robinson),-0.060,-0.580
4,12:12,2,10,SFO 17,21,17,Colin Kaepernick pass complete short left to Michael Crabtree for 6 yards (tackle by Ramon Humber),-0.580,-0.490
4,11:29,3,4,SFO 23,21,17,Colin Kaepernick pass complete short right to Anquan Boldin for 9 yards (tackle by Patrick Robinson),-0.490,1.070
4,10:48,1,10,SFO 32,21,17,Frank Gore right guard for 6 yards (tackle by Curtis Lofton and Kenny Vaccaro),1.070,1.340
4,10:06,2,4,SFO 38,21,17,Colin Kaepernick right end for 5 yards (tackle by Kenny Vaccaro),1.340,1.800
4,9:31,1,10,SFO 43,21,17,Frank Gore left tackle for 4 yards (tackle by Curtis Lofton),1.800,1.790
4,8:48,2,6,SFO 47,21,17,Frank Gore right guard for 2 yards (tackle by John Jenkins),1.790,1.350
4,8:04,3,4,SFO 49,21,17,Colin Kaepernick sacked by Parys Haralson for -6 yards,1.350,-0.520
4,7:23,4,10,SFO 43,21,17,"Andy Lee punts 57 yards, touchback",-0.520,-0.280
4,7:15,1,10,NOR 20,21,17,Mark Ingram right guard for 11 yards (tackle by Eric Reid and Antoine Bethea),0.280,1.000
4,6:39,1,10,NOR 31,21,17,Drew Brees pass complete short middle to Erik Lorig for 14 yards (tackle by Aaron Lynch and Michael Wilhoite),1.000,1.930
4,6:02,1,10,NOR 45,21,17,Travaris Cadet right tackle for 1 yard (tackle by Ray McDonald),1.930,1.520
4,5:18,2,9,NOR 46,21,17,Drew Brees pass incomplete short right intended for Mark Ingram,1.520,0.830
4,5:14,3,9,NOR 46,21,17,Drew Brees pass complete short middle to Jimmy Graham for 13 yards (tackle by Jimmie Ward),0.830,2.850
4,4:34,1,10,SFO 41,21,17,Drew Brees pass complete short middle to Mark Ingram for 8 yards (tackle by Chris Borland),2.850,3.390
4,3:58,2,2,SFO 33,21,17,Mark Ingram right tackle for -1 yards (tackle by Chris Borland),3.390,2.540
4,3:15,3,3,SFO 34,21,17,Drew Brees pass incomplete short middle intended for Brandin Cooks (defended by Michael Wilhoite),2.540,2.540
4,3:10,3,3,SFO 34,21,17,Timeout #1 by New Orleans Saints,2.540,1.090
4,3:10,4,3,SFO 34,21,17,Drew Brees pass complete short left to Marques Colston for 24 yards (tackle by Chris Culliver),1.090,4.910
4,2:28,1,10,SFO 10,21,17,Mark Ingram right guard for 6 yards (tackle by Eric Reid),4.910,5.340
4,2:00,2,4,SFO 4,21,17,Mark Ingram right guard for 2 yards (tackle by Aaron Lynch),5.340,5.340
4,1:55,2,4,SFO 4,21,17,Timeout #1 by San Francisco 49ers,5.340,4.950
4,1:55,3,2,SFO 2,21,23,"Drew Brees pass complete short right to Jimmy Graham for 2 yards, touchdown",4.950,7.000
4,1:55,,,SFO 2,21,24,Shayne Graham kicks extra point good,0.000,0.000
4,1:55,,,NOR 35,21,24,"Thomas Morstead kicks off 66 yards, returned by Carlos Hyde for 23 yards (tackle by Ronald Powell)",0.000,-0.410
4,1:46,1,10,SFO 22,21,24,Colin Kaepernick pass incomplete short middle intended for Anquan Boldin,0.410,-0.130
4,1:43,2,10,SFO 22,21,24,--,-0.130,-0.820
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the original play was overturned.",,
4,1:39,3,10,SFO 22,21,24,Colin Kaepernick pass incomplete short right intended for Michael Crabtree,-0.820,-1.900
4,1:34,4,10,SFO 22,21,24,Colin Kaepernick pass complete deep middle to Michael Crabtree for 51 yards (tackle by Corey White),-1.900,-1.900
4,1:05,4,10,SFO 22,21,24,Timeout #2 by New Orleans Saints,-1.900,3.780
4,1:05,1,10,NOR 27,21,24,Colin Kaepernick pass incomplete deep right intended for Michael Crabtree,3.780,3.230
4,1:00,2,10,NOR 27,21,24,Colin Kaepernick pass incomplete short left intended for Anquan Boldin,3.230,3.230
4,0:54,2,10,NOR 27,21,24,Timeout #2 by San Francisco 49ers,3.230,2.540
4,0:54,3,10,NOR 27,21,24,Colin Kaepernick pass incomplete deep right intended for Anquan Boldin,2.540,1.670
4,0:49,4,10,NOR 27,24,24,Phil Dawson 45 yard field goal good,1.670,3.000
4,0:49,,,SFO 35,24,24,"Phil Dawson kicks off 65 yards, touchback",0.000,-0.280
4,0:44,1,10,NOR 20,24,24,Drew Brees up the middle for 5 yards (tackle by Perrish Cox),0.280,0.410
4,0:28,2,5,NOR 25,24,24,Drew Brees pass complete short middle to Jimmy Graham for 15 yards (tackle by Antoine Bethea),0.410,0.410
4,0:20,2,5,NOR 25,24,24,Timeout #3 by New Orleans Saints,0.410,1.600
4,0:20,1,10,NOR 40,24,24,Drew Brees pass complete short right to Travaris Cadet for 13 yards (tackle by Michael Wilhoite),1.600,2.460
4,0:05,1,10,SFO 47,24,24,Drew Brees spiked the ball,2.460,1.910
4,0:04,2,10,SFO 47,24,24,"Drew Brees pass complete deep right to Jimmy Graham for 47 yards. Penalty on Jimmy Graham: Offensive Pass Interference, 10 yards (no play)",1.910,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,SFO,NOR,Detail,EPB,EPA
,,,,,,,"Saints won the coin toss, Saints to receive the overtime kickoff.",,
OT,15:00,,,SFO 35,24,24,"Phil Dawson kicks off 65 yards, touchback",0.000,0.280
OT,15:00,1,10,NOR 20,24,24,Drew Brees pass complete short right to Kenny Stills for 16 yards (tackle by Perrish Cox),0.280,1.330
OT,14:24,1,10,NOR 36,24,24,Mark Ingram left end for 2 yards (tackle by Justin Smith and Ahmad Brooks),1.330,1.060
OT,13:45,2,8,NOR 38,24,24,Drew Brees pass complete short right to Kenny Stills for 5 yards (tackle by Perrish Cox),1.060,1.030
OT,13:01,3,3,NOR 43,24,24,"Penalty on Aaron Lynch: Neutral Zone Infraction, 5 yards (no play)",1.030,2.130
OT,12:39,1,10,NOR 48,24,24,Drew Brees pass complete short right to Kenny Stills for 5 yards (tackle by Perrish Cox),2.130,2.260
OT,12:11,2,5,SFO 47,24,24,Mark Ingram right tackle for 4 yards (tackle by Chris Borland and Michael Wilhoite),2.260,2.080
OT,11:34,3,1,SFO 43,24,24,Drew Brees pass incomplete short left intended for Kenny Stills (defended by Eric Reid),2.080,2.080
OT,11:30,3,1,SFO 43,24,24,Timeout #1 by New Orleans Saints,2.080,0.400
OT,11:30,4,1,SFO 43,24,24,"Penalty on NOR: Delay of Game, 6 yards (no play)",0.400,0.000
OT,11:30,4,7,SFO 49,24,24,"Thomas Morstead punts 49 yards, touchback",0.000,-0.280
OT,11:19,1,10,SFO 20,24,24,Carlos Hyde left tackle for 15 yards (tackle by Rafael Bush),0.280,1.270
OT,10:36,1,10,SFO 35,24,24,Carlos Hyde left tackle for 9 yards (tackle by Ramon Humber and Patrick Robinson),1.270,1.940
OT,9:52,2,1,SFO 44,24,24,Carlos Hyde right guard for 3 yards (tackle by Cameron Jordan),1.940,2.060
OT,9:11,1,10,SFO 47,24,24,Frank Gore left guard for no gain (tackle by Brodrick Bunkley),2.060,1.520
OT,8:31,2,10,SFO 47,24,24,Colin Kaepernick pass incomplete deep left intended for Michael Crabtree,1.520,0.830
OT,8:26,3,10,SFO 47,24,24,Colin Kaepernick sacked by Ramon Humber for -7 yards,0.830,-0.720
OT,7:50,4,17,SFO 40,24,24,"Andy Lee punts 51 yards, fair catch by Brandin Cooks",-0.720,0.380
OT,7:43,1,10,NOR 9,24,24,Mark Ingram left guard for 4 yards (tackle by Michael Wilhoite),-0.380,-0.480
OT,7:02,2,6,NOR 13,24,24,Drew Brees pass incomplete short right intended for Brandin Cooks,-0.480,-0.950
OT,6:55,3,6,NOR 13,24,24,Drew Brees pass complete short middle to Jimmy Graham for 7 yards (tackle by Eric Reid),-0.950,0.280
OT,6:16,1,10,NOR 20,24,24,Drew Brees sacked by Quinton Dial for -5 yards,0.280,-1.070
OT,5:28,2,15,NOR 15,24,24,"Drew Brees sacked by Ahmad Brooks for -5 yards. Drew Brees fumbles (forced by Ahmad Brooks), recovered by Chris Borland at NOR-17 (tackle by Travaris Cadet)",-1.070,-4.440
,,,,,,,"Replay Assistant challenged the fumble ruling, and the play was upheld.",,
OT,5:18,1,10,NOR 17,27,24,Phil Dawson 35 yard field goal good,4.440,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
