Quarter,Time,Down,ToGo,Location,MIN,WAS,Detail,EPB,EPA
1,6:01,3,2,WAS 28,3,0,Rex Grossman pass incomplete deep right intended for Evan Royster,0.100,-1.500
1,5:54,4,2,WAS 28,3,0,"Saverio Rocca punts 40 yards, fair catch by Marcus Sherels",-1.500,-1.070
1,5:48,1,10,MIN 32,3,0,Christian Ponder pass complete short middle to Adrian Peterson for 9 yards (tackle by Josh Wilson and London Fletcher),1.070,1.740
,,,,,,,"WAS challenged the runner was down by contact ruling, and the play was upheld.",,
1,5:02,2,1,MIN 41,3,0,Christian Ponder left end for 8 yards (tackle by Josh Wilson),1.740,2.190
1,4:33,1,10,MIN 49,3,0,Christian Ponder pass incomplete short right intended for Percy Harvin (defended by DeAngelo Hall),2.190,1.650
1,4:30,2,10,MIN 49,3,0,Adrian Peterson right guard for 4 yards (tackle by Perry Riley),1.650,1.490
1,3:55,3,6,WAS 47,3,0,Percy Harvin right end for 2 yards (tackle by London Fletcher),1.490,0.270
1,3:18,4,4,WAS 45,3,0,"Chris Kluwe punts 37 yards, out of bounds. Penalty on WAS: Neutral Zone Infraction, 5 yards (no play)",0.270,2.920
1,3:09,1,10,WAS 40,3,0,Christian Ponder pass incomplete deep left intended for Greg Camarillo,2.920,2.370
1,3:02,2,10,WAS 40,3,0,Christian Ponder pass complete short left to Percy Harvin for 10 yards (tackle by O.J. Atogwe and Reed Doughty),2.370,3.580
1,2:22,1,10,WAS 30,3,0,"Christian Ponder left end for 2 yards (tackle by Reed Doughty and London Fletcher). Penalty on Reed Doughty: Unnecessary Roughness, 14 yards",3.580,4.650
1,1:56,1,10,WAS 14,3,0,Adrian Peterson left guard for 2 yards (tackle by London Fletcher),4.650,4.330
1,1:20,2,8,WAS 12,3,0,Adrian Peterson right guard for 2 yards (tackle by Stephen Bowen),4.330,3.820
1,0:42,3,6,WAS 10,3,0,Christian Ponder pass complete short left to Percy Harvin for 9 yards (tackle by Reed Doughty and Josh Wilson),3.820,6.970
1,0:05,1,1,WAS 1,3,0,Adrian Peterson left guard for no gain (tackle by London Fletcher and Rocky McIntosh),6.970,5.910
Quarter,Time,Down,ToGo,Location,MIN,WAS,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,1,WAS 1,9,0,"Adrian Peterson left guard for 1 yard, touchdown",5.910,7.000
2,,,,WAS 2,10,0,Ryan Longwell kicks extra point good,0.000,0.000
2,,,,MIN 35,10,0,Ryan Longwell kicks off 60 yards,0.000,1.600
2,14:56,1,10,WAS 40,10,0,Rex Grossman pass complete short middle to Jabar Gaffney for 11 yards (tackle by E.J. Henderson),1.600,2.320
2,14:25,1,10,MIN 49,10,0,Evan Royster right guard for 3 yards (tackle by E.J. Henderson),2.320,2.190
2,13:46,2,7,MIN 46,10,0,Evan Royster left guard for 11 yards (tackle by E.J. Henderson and Chad Greenway),2.190,3.250
2,13:04,1,10,MIN 35,10,0,Ryan Torain right guard for 2 yards (tackle by Kevin Williams and Chad Greenway),3.250,2.970
2,12:28,2,8,MIN 33,10,0,"Penalty on Will Montgomery: False Start, 5 yards (no play)",2.970,2.300
2,12:08,2,13,MIN 38,10,0,Rex Grossman pass complete short right to Darrel Young for 16 yards (tackle by Chad Greenway and Jamarca Sanford),2.300,4.110
2,11:35,1,10,MIN 22,10,0,Rex Grossman pass complete short right to Darrel Young for 17 yards (tackle by Chad Greenway and Mistral Raymond),4.110,6.060
2,10:49,1,5,MIN 5,10,6,"Rex Grossman pass complete short middle to Donte Stallworth for 5 yards, touchdown",6.060,7.000
2,,,,MIN 2,10,7,Graham Gano kicks extra point good,0.000,0.000
2,,,,WAS 35,10,7,"Graham Gano kicks off 66 yards, returned by Marcus Sherels for 24 yards (tackle by Reed Doughty)",0.000,0.480
2,10:39,1,10,MIN 23,10,7,Joe Webb for 16 yards (tackle by O.J. Atogwe),0.480,1.530
2,10:01,1,10,MIN 39,10,7,Adrian Peterson right end for 7 yards (tackle by London Fletcher),1.530,1.930
2,9:27,2,3,MIN 46,10,7,Christian Ponder pass complete short right to Kyle Rudolph for 6 yards (tackle by Ryan Kerrigan),1.930,2.390
2,8:52,1,10,WAS 48,10,7,"Christian Ponder pass complete short right to Devin Aromashodu for 13 yards (tackle by Reed Doughty). Devin Aromashodu fumbles (forced by Reed Doughty), ball out of bounds at WAS-35",2.390,3.250
2,8:26,1,10,WAS 35,10,7,"Adrian Peterson left guard for 20 yards (tackle by Josh Wilson). Penalty on Phil Loadholt: Offensive Holding, 10 yards (no play)",3.250,2.590
2,7:48,1,20,WAS 45,10,7,Christian Ponder up the middle for 3 yards (tackle by London Fletcher),2.590,1.760
2,7:07,2,17,WAS 42,10,7,Christian Ponder pass complete short left to Percy Harvin for 2 yards (tackle by Perry Riley),1.760,1.350
2,6:26,3,15,WAS 40,10,7,Christian Ponder pass complete short right to Greg Camarillo for 14 yards (tackle by O.J. Atogwe),1.350,1.890
2,5:40,,,,10,7,Timeout #1 by Minnesota Vikings,0.000,1.890
2,5:40,4,1,WAS 26,10,7,"Penalty on Adrian Peterson: False Start, 5 yards (no play)",1.890,1.340
2,5:40,4,6,WAS 31,10,7,Ryan Longwell 49 yard field goal no good,1.340,-1.530
2,5:36,1,10,WAS 39,10,7,Rex Grossman pass complete short left to Evan Royster for 6 yards (tackle by Chad Greenway and Brian Robison),1.530,1.800
2,4:59,2,4,WAS 45,10,7,Evan Royster left guard for 9 yards (tackle by E.J. Henderson and Mistral Raymond). Penalty on MIN: Neutral Zone Infraction (Declined),1.800,2.520
2,4:28,1,10,MIN 46,10,7,Ryan Torain left guard for 4 yards (tackle by E.J. Henderson and Chad Greenway),2.520,2.520
2,3:52,2,6,MIN 42,10,7,Rex Grossman sacked by Jared Allen for -10 yards,2.520,0.500
2,3:19,3,16,WAS 48,10,7,Rex Grossman pass complete short middle to Donte Stallworth for 19 yards (tackle by E.J. Henderson and Jamarca Sanford),0.500,3.380
2,2:35,1,10,MIN 33,10,7,Rex Grossman pass complete short right to Ryan Torain for 1 yard (tackle by Chad Greenway and Jared Allen),3.380,2.970
2,2:00,2,9,MIN 32,10,7,Rex Grossman pass complete deep middle to Terrence Austin for 23 yards (tackle by Jamarca Sanford),2.970,5.140
2,1:22,1,9,MIN 9,10,7,Evan Royster right guard for 1 yard (tackle by Jared Allen and E.J. Henderson),5.140,4.570
2,1:14,,,,10,7,Timeout #2 by Minnesota Vikings,0.000,4.570
2,1:14,2,8,MIN 8,10,7,Rex Grossman pass incomplete short right intended for Donte Stallworth,4.570,3.580
2,1:11,,,,10,7,Timeout #2 by Washington Redskins,0.000,3.580
2,1:11,3,8,MIN 8,10,7,Rex Grossman pass incomplete short middle intended for Santana Moss,3.580,2.950
2,1:07,4,8,MIN 8,10,10,Graham Gano 26 yard field goal good,2.950,3.000
2,,,,WAS 35,10,10,"Graham Gano kicks off 67 yards, returned by Percy Harvin for 23 yards (tackle by Anthony Armstrong)",0.000,0.340
2,0:57,1,10,MIN 21,10,10,"Adrian Peterson left guard for 12 yards (tackle by London Fletcher and O.J. Atogwe). Penalty on Brandon Fusco: Unnecessary Roughness, 15 yards",0.340,0.040
2,0:46,1,10,MIN 18,10,10,Toby Gerhart up the middle for 1 yard (tackle by London Fletcher and Perry Riley),0.040,-0.320
2,0:06,2,9,MIN 19,10,10,Toby Gerhart left guard for 3 yards (tackle by Stephen Bowen and O.J. Atogwe),-0.320,-0.660
Quarter,Time,Down,ToGo,Location,MIN,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,WAS 35,10,10,"Graham Gano kicks off 64 yards, returned by Percy Harvin for 24 yards (tackle by Rocky McIntosh). Penalty on Brandon Burton: Offensive Holding, 10 yards",0.000,-0.350
3,14:53,1,10,MIN 12,10,10,Adrian Peterson up the middle for 3 yards (tackle by Dejon Gomes),-0.350,-0.500
3,14:13,2,7,MIN 15,10,10,Christian Ponder sacked by Adam Carriker and Barry Cofield for -1 yards,-0.500,-1.190
3,13:36,3,8,MIN 14,10,10,Christian Ponder pass incomplete short middle intended for Toby Gerhart,-1.190,-2.470
3,13:31,4,8,MIN 14,10,10,"Chris Kluwe punts 40 yards, returned by Brandon Banks for 15 yards (tackle by Lorenzo Booker)",-2.470,-2.980
3,13:19,1,10,MIN 39,10,10,Evan Royster right end for 9 yards (tackle by E.J. Henderson),2.980,3.660
3,12:43,2,1,MIN 30,10,10,Evan Royster right guard for 2 yards (tackle by Letroy Guion),3.660,3.710
3,12:03,1,10,MIN 28,10,10,Evan Royster left tackle for 3 yards (tackle by Letroy Guion),3.710,3.570
3,11:26,2,7,MIN 25,10,10,Rex Grossman sacked by Kevin Williams for -10 yards,3.570,1.550
3,10:47,3,17,MIN 35,10,10,Rex Grossman pass incomplete short middle intended for Santana Moss (defended by Everson Griffen),1.550,0.970
3,10:47,4,17,MIN 35,10,13,Graham Gano 53 yard field goal good,0.970,3.000
3,,,,WAS 35,10,13,"Graham Gano kicks off 60 yards, returned by Marcus Sherels for 20 yards (tackle by Graham Gano)",0.000,0.610
3,10:33,1,10,MIN 25,10,13,"Toby Gerhart left guard for 67 yards (tackle by Josh Wilson). Toby Gerhart fumbles (forced by Josh Wilson), ball out of bounds at WAS-8",0.610,5.370
3,10:02,1,8,WAS 8,10,13,Lorenzo Booker left guard for -1 yards (tackle by London Fletcher),5.370,4.380
3,9:30,2,9,WAS 9,16,13,"Joe Webb right end for 9 yards, touchdown",4.380,7.000
3,,,,WAS 2,17,13,Ryan Longwell kicks extra point good,0.000,0.000
3,,,,MIN 35,17,13,"Ryan Longwell kicks off 51 yards, returned by Brandon Banks for 43 yards (tackle by Eric Frampton)",0.000,2.720
3,9:14,1,10,MIN 43,17,13,Evan Royster right end for 1 yard (tackle by Kevin Williams and Jared Allen),2.720,2.310
3,8:34,2,9,MIN 42,17,13,Rex Grossman pass incomplete short middle intended for Darrel Young,2.310,1.620
3,8:30,3,9,MIN 42,17,13,Rex Grossman pass complete deep middle to Jabar Gaffney for 20 yards (tackle by Mistral Raymond),1.620,4.110
3,7:53,1,10,MIN 22,17,13,Evan Royster left guard for 5 yards (tackle by E.J. Henderson),4.110,4.290
3,7:17,2,5,MIN 17,17,13,Rex Grossman pass complete short right to Jabar Gaffney for 6 yards (tackle by Benny Sapp and Chad Greenway),4.290,4.840
3,6:38,1,10,MIN 11,17,13,Rex Grossman pass complete short left to Jabar Gaffney for 7 yards (tackle by Jamarca Sanford),4.840,5.470
3,6:03,2,3,MIN 4,17,19,"Rex Grossman pass complete short middle to Jabar Gaffney for 4 yards, touchdown",5.470,7.000
3,,,,MIN 2,17,20,Graham Gano kicks extra point good,0.000,0.000
3,,,,WAS 35,17,20,"Graham Gano kicks off 62 yards, returned by Marcus Sherels for 24 yards (tackle by Mike Sellers)",0.000,0.740
3,5:51,1,10,MIN 27,17,20,Toby Gerhart left tackle for 8 yards (tackle by Reed Doughty and Brian Orakpo),0.740,1.280
3,5:19,2,2,MIN 35,17,20,Joe Webb right end for 1 yard (tackle by London Fletcher),1.280,0.700
3,4:49,3,1,MIN 36,17,20,Toby Gerhart up the middle for 14 yards (tackle by DeAngelo Hall),0.700,2.260
3,4:07,1,10,,17,20,Percy Harvin right end for 31 yards (tackle by DeAngelo Hall),2.260,4.310
3,3:32,1,10,WAS 19,17,20,Lorenzo Booker up the middle for 2 yards (tackle by Darrion Scott and Adam Carriker),4.310,4.030
3,2:48,2,8,WAS 17,23,20,"Joe Webb pass complete deep right to Kyle Rudolph for 17 yards, touchdown",4.030,7.000
3,,,,WAS 2,23,20,Ryan Longwell kicks extra point no good,0.000,-1.000
3,,,,MIN 35,23,20,"Ryan Longwell kicks off 56 yards, returned by Brandon Banks for 15 yards (tackle by Brandon Burton). Penalty on WAS: Offensive Holding, 10 yards",0.000,-0.280
3,2:31,1,10,WAS 14,23,20,Rex Grossman pass complete short right to Santana Moss for 11 yards (tackle by Benny Sapp),-0.280,0.610
3,1:54,1,10,WAS 25,23,20,Evan Royster right end for 28 yards (tackle by E.J. Henderson),0.610,2.460
3,1:06,1,10,MIN 47,23,20,"Ryan Torain right end for 1 yard (tackle by E.J. Henderson). Penalty on WAS: Offensive Holding, 10 yards",2.460,1.860
3,0:37,1,19,WAS 44,23,20,Rex Grossman pass incomplete short middle intended for Logan Paulsen (defended by Chad Greenway),1.860,0.700
3,0:33,2,19,WAS 44,23,20,Rex Grossman pass complete short right to Jabar Gaffney for 29 yards (tackle by Jamarca Sanford). Penalty on MIN: Defensive Offside (Declined),0.700,3.780
Quarter,Time,Down,ToGo,Location,MIN,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,MIN 27,23,20,Evan Royster left end for 16 yards (tackle by Benny Sapp),3.780,4.840
4,14:14,1,10,MIN 11,23,20,Evan Royster left end for 3 yards (tackle by Kevin Williams),4.840,4.700
4,13:31,2,7,MIN 8,23,20,Ryan Torain up the middle for 1 yard (tackle by E.J. Henderson and Brian Robison),4.700,3.980
4,12:49,3,6,MIN 7,23,20,Rex Grossman pass incomplete short right intended for Evan Royster,3.980,2.980
4,12:45,4,6,MIN 7,23,23,Graham Gano 25 yard field goal good,2.980,3.000
4,,,,WAS 35,23,23,"Graham Gano kicks off 67 yards, returned by Marcus Sherels for 40 yards (tackle by Graham Gano). Penalty on Kenny Onatolu: Offensive Holding (Offsetting), Penalty on Rocky McIntosh: Unnecessary Roughness (Offsetting)",0.000,0.810
4,12:31,1,10,MIN 28,23,23,Joe Webb pass incomplete short right intended for Ryan D'Imperio,0.810,0.260
4,12:25,2,10,MIN 28,23,23,Toby Gerhart up the middle for no gain (tackle by Adam Carriker),0.260,-0.430
4,11:55,3,10,MIN 28,23,23,Joe Webb pass complete deep middle to Percy Harvin for 36 yards (tackle by Josh Wilson),-0.430,3.180
4,11:15,1,10,WAS 36,23,23,Joe Webb pass complete deep middle to Devin Aromashodu for 23 yards (tackle by O.J. Atogwe),3.180,4.710
4,10:37,1,10,WAS 13,23,23,Joe Webb right end for 5 yards (tackle by Reed Doughty),4.710,4.960
4,10:13,2,5,WAS 8,29,23,"Joe Webb pass complete short right to Percy Harvin for 8 yards, touchdown",4.960,7.000
4,,,,WAS 2,30,23,Ryan Longwell kicks extra point good,0.000,0.000
4,,,,MIN 35,30,23,"Ryan Longwell kicks off 68 yards, returned by Brandon Banks for 22 yards (tackle by Eric Frampton)",0.000,0.150
4,9:59,1,10,WAS 19,30,23,Rex Grossman pass complete short middle to Logan Paulsen for 5 yards (tackle by E.J. Henderson),0.150,0.340
4,9:27,2,5,WAS 24,30,23,Evan Royster left guard for 8 yards (tackle by Jamarca Sanford and Mistral Raymond),0.340,1.070
4,8:49,1,10,WAS 32,30,23,Evan Royster up the middle for 9 yards (tackle by E.J. Henderson and Mistral Raymond),1.070,1.740
4,8:06,2,1,WAS 41,30,23,"Brandon Banks left end for 1 yard. Penalty on Darrel Young: Offensive Holding, 10 yards",1.740,0.530
4,7:42,2,10,WAS 32,30,23,Rex Grossman pass incomplete deep middle intended for Santana Moss is intercepted by Mistral Raymond at MIN-45 and returned for 31 yards (tackle by Santana Moss),0.530,-3.970
4,7:32,1,10,WAS 24,30,23,Toby Gerhart right end for 8 yards (tackle by Reed Doughty),3.970,4.650
4,6:50,2,2,WAS 16,30,23,Toby Gerhart left tackle for 5 yards (tackle by Brian Orakpo and London Fletcher),4.650,4.840
4,6:12,1,10,WAS 11,30,23,Joe Webb right end for 3 yards (tackle by Adam Carriker),4.840,4.700
4,5:30,2,7,WAS 8,30,23,Toby Gerhart up the middle for -2 yards (tackle by London Fletcher and Brian Orakpo),4.700,3.300
4,4:51,3,9,WAS 10,30,23,Percy Harvin left guard for 5 yards (tackle by Stephen Bowen),3.300,3.010
4,4:10,4,4,WAS 5,33,23,Ryan Longwell 23 yard field goal good,3.010,3.000
4,,,,MIN 35,33,23,"Ryan Longwell kicks off 65 yards, touchback",0.000,0.280
4,4:05,1,10,WAS 20,33,23,Rex Grossman pass complete short middle to Donte Stallworth for 8 yards (tackle by Chad Greenway and Marcus Sherels),0.280,0.810
4,3:42,2,2,WAS 28,33,23,Rex Grossman pass complete short middle to Terrence Austin for 7 yards (tackle by E.J. Henderson),0.810,1.270
4,3:23,1,10,WAS 35,33,23,Rex Grossman pass complete short left to Anthony Armstrong for 6 yards (tackle by Cedric Griffin and Chad Greenway),1.270,1.530
4,3:06,2,4,WAS 41,33,23,Rex Grossman pass complete short left to Evan Royster for 9 yards (tackle by Marcus Sherels and Chad Greenway),1.530,2.260
4,3:06,1,10,,33,23,Rex Grossman pass complete short middle to Terrence Austin for 9 yards (tackle by E.J. Henderson),2.260,2.930
4,2:28,2,1,MIN 41,33,23,Rex Grossman pass complete short middle to Santana Moss for 7 yards (tackle by E.J. Henderson and Chad Greenway),2.930,3.310
4,2:28,1,10,MIN 34,33,23,Rex Grossman spiked the ball,3.310,2.770
4,2:11,2,10,MIN 34,33,23,"Rex Grossman pass complete short right to Anthony Armstrong for 7 yards. Penalty on Rex Grossman: Illegal Motion, 5 yards (no play)",2.770,2.090
4,2:03,2,15,MIN 39,33,23,Rex Grossman pass complete short right to Ryan Torain for 3 yards (tackle by Benny Sapp),2.090,1.820
4,1:55,3,12,MIN 36,33,23,Rex Grossman pass complete short left to Santana Moss for 8 yards (tackle by Marcus Sherels),1.820,1.650
4,1:30,4,4,MIN 28,33,26,Graham Gano 47 yard field goal good,1.650,3.000
4,,,,WAS 35,33,26,"Graham Gano kicks off 55 yards, returned by Percy Harvin for 3 yards (tackle by Mike Sellers)",0.000,-0.320
4,1:20,1,10,MIN 13,33,26,Toby Gerhart right end for 4 yards (tackle by Brian Orakpo and London Fletcher),-0.320,-0.300
4,1:15,,,,33,26,Timeout #1 by Washington Redskins,0.000,-0.300
4,1:15,2,6,MIN 17,33,26,Toby Gerhart right tackle for 1 yard (tackle by Brian Orakpo and Reed Doughty),-0.300,-0.830
4,1:11,3,5,MIN 18,33,26,Joe Webb sacked by Perry Riley for -3 yards,-0.830,-2.440
4,1:08,,,,33,26,Timeout #2 by Washington Redskins,0.000,-2.440
4,1:08,4,8,MIN 15,33,26,"Chris Kluwe punts 49 yards, returned by Brandon Banks for no gain",-2.440,-1.330
4,0:55,1,10,WAS 36,33,26,Rex Grossman pass complete short middle to Donte Stallworth for 16 yards (tackle by Benny Sapp and Chad Greenway),1.330,2.390
4,0:35,1,10,MIN 48,33,26,"Penalty on Rex Grossman: Illegal Motion, 5 yards (no play)",2.390,2.060
4,0:00,1,15,WAS 47,33,26,Rex Grossman pass incomplete deep left intended for Jabar Gaffney,2.060,1.170
4,0:00,2,15,WAS 47,33,26,Rex Grossman pass complete short middle to Donte Stallworth for 11 yards (tackle by Cedric Griffin),1.170,1.950
4,0:00,3,4,MIN 42,33,26,Rex Grossman pass incomplete deep right intended for Jabar Gaffney (defended by Mistral Raymond),1.950,0.460
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
