Quarter,Time,Down,ToGo,Location,MIN,CHI,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Bears won the coin toss and deferred, Vikings to receive the opening kickoff.",,
1,15:00,,,CHI 35,0,0,"Robbie Gould kicks off 45 yards, returned by Rhett Ellison for 9 yards (tackle by Chris Conte)",0.000,-0.870
1,14:55,1,10,MIN 29,0,0,Teddy Bridgewater right guard for 1 yard (tackle by Jared Allen),0.870,0.460
1,14:17,2,9,MIN 30,0,0,Jerick McKinnon right guard for 6 yards (tackle by Jay Ratliff),0.460,0.560
1,13:31,3,3,MIN 36,0,0,"Teddy Bridgewater pass complete short right to Jerick McKinnon for no gain. Penalty on Willie Young: Defensive Offside, 5 yards (no play)",0.560,1.660
1,13:13,1,10,MIN 41,0,0,Jerick McKinnon left tackle for 23 yards (tackle by Chris Conte),1.660,3.180
1,12:47,1,10,CHI 36,0,0,Jerick McKinnon left guard for -3 yards (tackle by Lance Briggs),3.180,2.230
1,12:07,2,13,CHI 39,0,0,Teddy Bridgewater pass incomplete short right intended for Jerick McKinnon,2.230,1.550
1,12:02,3,13,CHI 39,0,0,Teddy Bridgewater pass complete short left to Jerick McKinnon for 7 yards (tackle by Jonathan Bostic),1.550,1.250
1,11:25,4,6,CHI 32,3,0,Blair Walsh 50 yard field goal good,1.250,3.000
1,11:25,,,MIN 35,3,0,"Blair Walsh kicks off 58 yards, returned by Senorise Perry for 17 yards (tackle by Audie Cole)",0.000,-0.540
1,11:15,1,10,CHI 24,3,0,Jay Cutler pass complete short left to Alshon Jeffery for 10 yards (tackle by Xavier Rhodes),0.540,1.200
1,10:41,1,10,CHI 34,3,0,Jay Cutler pass incomplete short left intended for Alshon Jeffery (defended by Everson Griffen),1.200,0.660
1,10:38,2,10,CHI 34,3,0,Jay Cutler pass complete short right to Brandon Marshall for 6 yards (tackle by Captain Munnerlyn),0.660,0.760
1,9:53,3,4,CHI 40,3,0,Jay Cutler pass complete short left to Dante Rosario for 7 yards (tackle by Robert Blanton),0.760,2.060
1,9:10,1,10,CHI 47,3,0,Matt Forte right tackle for 8 yards (tackle by Robert Blanton),2.060,2.600
1,8:26,2,2,MIN 45,3,0,"Matt Forte for 4 yards. Penalty on Martellus Bennett: Illegal Formation, 5 yards (no play)",2.600,1.920
1,8:00,2,7,,3,0,Jay Cutler pass incomplete deep left intended for Marquess Wilson (defended by Robert Blanton),1.920,1.220
1,7:55,3,7,,3,0,"Penalty on Kyle Long: False Start, 5 yards (no play)",1.220,0.560
1,7:55,3,12,CHI 45,3,0,Jay Cutler pass complete short middle to Matt Forte for 30 yards (tackle by Robert Blanton),0.560,3.910
1,7:22,1,10,MIN 25,3,0,"Jay Cutler pass incomplete short middle intended for Brandon Marshall. Penalty on Jay Cutler: Unsportsmanlike Conduct, 15 yards",3.910,1.340
,,,,,,,"MIN challenged the incomplete pass ruling, and the play was upheld.",,
1,7:17,2,25,MIN 40,3,0,Jay Cutler pass complete short left to Matt Forte for 4 yards (tackle by Chad Greenway),1.340,1.220
1,6:49,3,21,MIN 36,3,0,Jay Cutler pass complete short left to Alshon Jeffery for 7 yards (tackle by Sharrif Floyd),1.220,1.500
1,6:07,4,14,MIN 29,3,0,Robbie Gould 47 yard field goal no good,1.500,-1.400
1,6:02,1,10,MIN 37,3,0,Jerick McKinnon right guard for 3 yards (tackle by Shea McClellin),1.400,1.260
1,5:31,2,7,MIN 40,3,0,Teddy Bridgewater pass complete short right to Jerick McKinnon for 1 yard (tackle by Jared Allen),1.260,0.700
1,4:44,3,6,MIN 41,3,0,Teddy Bridgewater pass complete short middle to Chase Ford for 4 yards (tackle by Lance Briggs),0.700,-0.390
1,4:09,4,2,MIN 45,3,0,Andrew Sendejo left end for 48 yards (tackle by Christian Jones),-0.390,5.600
1,3:21,1,7,CHI 7,9,0,"Teddy Bridgewater pass complete short right to Rhett Ellison for 7 yards, touchdown",5.600,7.000
1,3:21,,,CHI 2,10,0,Blair Walsh kicks extra point good,0.000,0.000
1,3:21,,,MIN 35,10,0,"Blair Walsh kicks off 59 yards, returned by Chris Williams for 13 yards (tackle by Joe Banyard)",0.000,-0.150
1,3:10,1,10,CHI 19,10,0,Jay Cutler pass complete short right to Marquess Wilson for 5 yards (tackle by Captain Munnerlyn),0.150,0.340
1,2:29,2,5,CHI 24,10,0,Matt Forte right tackle for 1 yard (tackle by Corey Wootton),0.340,-0.290
1,1:48,3,4,CHI 25,10,0,Jay Cutler pass complete short right to Alshon Jeffery for 10 yards (tackle by Josh Robinson),-0.290,1.270
1,1:14,1,10,CHI 35,10,0,Jay Cutler pass incomplete deep right intended for Alshon Jeffery,1.270,0.720
1,1:08,2,10,CHI 35,10,0,Jay Cutler left end for 4 yards (tackle by Chad Greenway),0.720,0.560
1,0:25,3,6,CHI 39,10,0,Jay Cutler pass complete short right to Alshon Jeffery for 11 yards (tackle by Chad Greenway),0.560,2.260
Quarter,Time,Down,ToGo,Location,MIN,CHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,,10,0,Matt Forte left end for 5 yards (tackle by Xavier Rhodes),2.260,2.390
2,14:35,2,5,MIN 45,10,0,Jay Cutler pass complete short right to Brandon Marshall for 14 yards (tackle by Robert Blanton),2.390,3.510
2,13:58,1,10,MIN 31,10,0,Jay Cutler pass complete short middle to Matt Forte for 4 yards (tackle by Chad Greenway),3.510,3.510
2,13:15,2,6,MIN 27,10,6,"Jay Cutler pass complete deep right to Alshon Jeffery for 27 yards, touchdown. Penalty on Josh Robinson: Defensive Pass Interference (Declined)",3.510,7.000
2,13:15,,,MIN 2,10,7,Robbie Gould kicks extra point good,0.000,0.000
2,13:15,,,CHI 35,10,7,"Robbie Gould kicks off 66 yards, returned by Cordarrelle Patterson for 21 yards (tackle by Chris Conte)",0.000,-0.280
2,13:00,1,10,MIN 20,10,7,Cordarrelle Patterson right end for 3 yards (tackle by David Bass and Shea McClellin),0.280,0.140
2,12:24,2,7,MIN 23,10,7,Teddy Bridgewater right guard for 2 yards (tackle by Ego Ferguson),0.140,-0.300
2,11:39,3,5,MIN 25,10,7,Teddy Bridgewater pass incomplete short right intended for Matt Asiata,-0.300,-1.700
2,11:34,4,5,MIN 25,10,7,"Jeff Locke punts 35 yards, fair catch by Chris Williams",-1.700,-1.600
2,11:27,1,10,CHI 40,10,7,Jay Cutler pass complete short right to Martellus Bennett for 12 yards (tackle by Harrison Smith),1.600,2.390
2,10:54,1,10,MIN 48,10,7,Matt Forte right guard for 5 yards (tackle by Corey Wootton),2.390,2.520
2,10:11,2,5,MIN 43,10,7,Matt Forte left guard for -1 yards (tackle by Sharrif Floyd),2.520,1.690
2,9:30,3,6,MIN 44,10,7,Jay Cutler pass complete short right to Brandon Marshall for 8 yards (tackle by Josh Robinson),1.690,3.180
2,8:52,1,10,MIN 36,10,7,Jay Cutler pass complete short left to Alshon Jeffery for -1 yards (tackle by Anthony Barr),3.180,2.500
2,8:07,2,11,MIN 37,10,7,Jay Cutler pass complete short left to Matt Forte for 5 yards (tackle by Captain Munnerlyn and Chad Greenway),2.500,2.480
2,7:25,3,6,MIN 32,10,7,"Jay Cutler pass complete short left to Alshon Jeffery for 7 yards (tackle by Captain Munnerlyn). Penalty on Martellus Bennett: Offensive Pass Interference, 10 yards (no play)",2.480,1.160
2,7:02,3,16,MIN 42,10,7,Jay Cutler pass incomplete deep right intended for Alshon Jeffery,1.160,0.460
2,6:56,4,16,MIN 42,10,7,"Pat O'Donnell punts 26 yards, fair catch by Marcus Sherels. Penalty on Xavier Rhodes: Offensive Holding, 8 yards",0.460,0.380
2,6:48,1,10,MIN 8,10,7,Jerick McKinnon left end for -1 yards (tackle by D.J. Williams),-0.380,-0.850
2,6:11,2,11,MIN 7,10,7,Jerick McKinnon left guard for 3 yards (tackle by Jonathan Bostic),-0.850,-1.190
2,5:30,3,8,MIN 10,10,7,Teddy Bridgewater pass complete short middle to Matt Asiata for 5 yards (tackle by Jonathan Bostic),-1.190,-2.440
2,4:49,4,3,MIN 15,10,7,"Jeff Locke punts 54 yards, returned by Chris Williams for 16 yards (tackle by Andrew Sendejo). Penalty on Christian Jones: Illegal Block Above the Waist, 10 yards",-2.440,-0.740
2,4:36,1,10,CHI 27,10,7,Jay Cutler right tackle for 7 yards,0.740,1.140
2,3:59,2,3,CHI 34,10,7,Matt Forte right end for 9 yards (tackle by Chad Greenway),1.140,1.800
2,3:29,1,10,CHI 43,10,7,Jay Cutler pass complete short right to Brandon Marshall for 13 yards (tackle by Josh Robinson),1.800,2.650
2,2:58,1,10,MIN 44,10,13,"Jay Cutler pass complete deep right to Brandon Marshall for 44 yards, touchdown",2.650,7.000
2,2:58,,,MIN 2,10,14,Robbie Gould kicks extra point good,0.000,0.000
2,2:58,,,CHI 35,10,14,"Robbie Gould kicks off 43 yards, returned by Matt Asiata for 4 yards (tackle by Sherrick McManis)",0.000,-0.670
2,2:46,1,10,MIN 26,10,14,Teddy Bridgewater pass incomplete deep right intended for Jarius Wright,0.670,0.130
2,2:40,2,10,MIN 26,10,14,Jerick McKinnon left guard for 4 yards (tackle by Jared Allen),0.130,0.130
2,2:36,2,10,MIN 26,10,14,Timeout #1 by Chicago Bears,0.130,-0.030
2,2:36,3,6,MIN 30,10,14,Teddy Bridgewater pass complete short right to Charles Johnson for 17 yards (tackle by Chris Conte),-0.030,2.060
2,2:16,1,10,MIN 47,10,14,Teddy Bridgewater pass complete short right to Jerick McKinnon for -2 yards (tackle by Tim Jennings),2.060,1.250
2,2:00,2,12,MIN 45,10,14,Teddy Bridgewater sacked by Jared Allen for -6 yards,1.250,-0.230
2,1:21,3,18,MIN 39,10,14,Teddy Bridgewater pass complete short right to Matt Asiata for no gain,-0.230,-0.230
2,1:12,3,18,MIN 39,10,14,Timeout #2 by Chicago Bears,-0.230,-0.780
2,1:11,4,18,MIN 39,10,14,"Jeff Locke punts 43 yards, returned by Chris Williams for 8 yards (tackle by Audie Cole)",-0.780,-0.670
2,1:05,1,10,CHI 26,10,14,Matt Forte right tackle for 7 yards (tackle by Sharrif Floyd),0.670,1.070
