Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Miles Sanders,PHI,10,31,0,1,4,0.4,27,2.7,0,
Jalen Hurts,PHI,5,29,0,2,21,4.2,8,1.6,0,
Jordan Howard,PHI,4,19,0,1,5,1.3,14,3.5,0,
Carson Wentz,PHI,3,18,0,2,13,4.3,5,1.7,0,
Boston Scott,PHI,2,9,0,,5,2.5,4,2.0,0,
Jalen Reagor,PHI,1,11,0,1,11,11.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Aaron Jones,GNB,15,130,1,5,20,1.3,110,7.3,2,7.5
Jamaal Williams,GNB,5,26,0,1,11,2.2,15,3.0,0,
Aaron Rodgers,GNB,4,-3,0,0,-3,-0.8,0,0.0,0,
Marquez Valdes-Scantling,GNB,1,-4,0,,-4,-4.0,0,0.0,0,
