Quarter,Time,Down,ToGo,Location,PHI,GNB,Detail,EPB,EPA
3,15:00,,,PHI 35,3,14,"Jake Elliott kicks off 65 yards, returned by Tyler Ervin for 33 yards (tackle by K'Von Wallace)",0.000,1.140
3,14:52,1,10,GNB 33,3,14,Aaron Rodgers pass incomplete deep left intended for Marquez Valdes-Scantling,1.140,0.590
3,14:42,2,10,GNB 33,3,14,Aaron Jones right guard for 3 yards (tackle by Fletcher Cox),0.590,0.300
3,14:02,3,7,GNB 36,3,14,Aaron Rodgers pass incomplete short left intended for Robert Tonyan,0.300,-0.980
3,13:58,4,7,GNB 36,3,14,"JK Scott punts 54 yards, fair catch by Greg Ward at PHI-10",-0.980,0.380
3,13:49,1,10,PHI 10,3,14,Carson Wentz pass complete deep middle to Dallas Goedert for 41 yards (tackle by Kevin King),-0.380,2.320
3,13:02,1,10,GNB 49,3,14,Miles Sanders right end for -4 yards (tackle by Preston Smith),2.320,1.240
3,12:19,2,14,PHI 47,3,14,Carson Wentz pass incomplete short right intended for Zach Ertz,1.240,0.560
3,12:15,3,14,PHI 47,3,14,Carson Wentz pass incomplete deep left intended for John Hightower,0.560,-0.260
3,12:09,4,14,PHI 47,3,14,Cameron Johnston punts 52 yards downed by Michael Jacquet,-0.260,0.380
3,12:00,1,10,GNB 1,3,14,Aaron Rodgers pass complete deep right to Davante Adams for 42 yards (tackle by Avonte Maddox),-0.380,1.800
3,11:14,1,10,GNB 43,3,14,Aaron Jones left guard for 6 yards (tackle by K'Von Wallace),1.800,2.060
3,10:35,2,4,GNB 49,3,14,Aaron Rodgers pass complete short right to Aaron Jones for 1 yard (tackle by Raequan Williams),2.060,1.490
3,9:52,3,3,GNB 50,3,14,Aaron Rodgers pass complete deep right to Allen Lazard for 31 yards (tackle by Avonte Maddox),1.490,4.310
3,9:13,1,10,PHI 19,3,14,Aaron Jones left end for 7 yards (tackle by Duke Riley),4.310,4.920
3,8:30,2,3,PHI 12,3,14,Aaron Jones left end for 3 yards (tackle by Rodney McLeod),4.920,5.140
3,7:45,1,9,PHI 9,3,20,"Aaron Rodgers pass complete short left to Davante Adams for 9 yards, touchdown",5.140,7.000
3,7:39,,,PHI 15,3,20,Mason Crosby kicks extra point no good hit left upright,0.000,-1.000
3,7:39,,,GNB 35,3,20,"Mason Crosby kicks off 65 yards, touchback.",0.000,0.610
3,7:39,1,10,PHI 25,3,20,Miles Sanders up the middle for 5 yards (tackle by Preston Smith),0.610,0.740
3,7:19,2,5,PHI 30,3,20,Jalen Hurts left end for 1 yard (tackle by Adrian Amos),0.740,0.170
3,6:46,3,4,PHI 31,3,20,Jalen Hurts pass complete deep left to Jalen Reagor for 34 yards (tackle by Kevin King),0.170,3.250
3,6:13,1,10,GNB 35,3,20,Jalen Hurts sacked by Za'Darius Smith for -2 yards,3.250,2.430
3,5:35,2,12,GNB 37,3,20,"Boston Scott left tackle for 28 yards (tackle by Christian Kirksey). Penalty on Isaac Seumalo: Offensive Holding, 10 yards (no play)",2.430,1.080
3,5:04,2,22,GNB 47,3,20,Jalen Hurts right end for 3 yards (tackle by Christian Kirksey),1.080,0.830
3,4:21,3,19,GNB 44,3,20,Miles Sanders right guard for 3 yards (tackle by Jaire Alexander),0.830,0.530
3,3:42,4,16,GNB 41,3,20,"Cameron Johnston punts 35 yards, fair catch by Chandon Sullivan at GB-6",0.530,0.380
3,3:35,1,10,GNB 6,3,20,Jamaal Williams left guard for 18 yards (tackle by Jalen Mills),-0.380,0.540
3,2:55,1,10,GNB 24,3,20,Aaron Rodgers pass incomplete short right intended for Allen Lazard,0.540,0.000
3,2:50,2,10,GNB 24,3,20,Aaron Rodgers pass complete short left to Davante Adams for 13 yards (tackle by Darius Slay),0.000,1.400
3,2:08,,,,,,Timeout #1 by Green Bay Packers,,
3,2:08,1,10,GNB 37,3,20,Aaron Rodgers pass incomplete short right,1.400,0.860
3,1:59,2,10,GNB 37,3,20,Aaron Rodgers pass complete short left to Jamaal Williams for 5 yards (tackle by Marcus Epps),0.860,0.830
3,1:15,3,5,GNB 42,3,20,Aaron Rodgers pass complete short left to Davante Adams for 11 yards (tackle by Alex Singleton),0.830,2.460
3,0:32,1,10,PHI 47,3,20,Aaron Rodgers pass complete short right to Equanimeous St. Brown for 7 yards (tackle by Michael Jacquet and Nickell Robey-Coleman),2.460,2.860
Quarter,Time,Down,ToGo,Location,PHI,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,3,PHI 40,3,20,Aaron Jones left end for 3 yards (tackle by Michael Jacquet),2.860,3.120
4,14:21,1,10,PHI 37,3,20,Aaron Jones up the middle for 3 yards (tackle by Josh Sweat and Alex Singleton),3.120,2.980
4,13:36,2,7,PHI 34,3,20,Aaron Jones left tackle for 8 yards (tackle by Raequan Williams),2.980,3.840
4,12:54,1,10,PHI 26,3,20,Marquez Valdes-Scantling right tackle for -4 yards (tackle by Vinny Curry),3.840,2.760
4,12:11,2,14,PHI 30,3,20,Aaron Rodgers pass complete short right to Davante Adams for 8 yards,2.760,3.140
4,11:28,3,6,PHI 22,3,20,Aaron Rodgers pass incomplete deep right intended for Davante Adams (defended by Avonte Maddox),3.140,2.020
4,11:23,4,6,PHI 22,3,23,Mason Crosby 40 yard field goal good,2.020,3.000
4,11:19,,,GNB 35,3,23,"Mason Crosby kicks off 65 yards, returned by Boston Scott for 27 yards (tackle by Oren Burks)",0.000,0.740
4,11:13,1,10,PHI 27,3,23,Jalen Hurts right end for 10 yards (tackle by Christian Kirksey),0.740,1.400
4,10:42,1,10,PHI 37,3,23,Jalen Hurts left end for 13 yards (tackle by Christian Kirksey),1.400,2.260
4,10:09,1,10,PHI 50,3,23,Jalen Hurts pass incomplete short middle intended for Dallas Goedert,2.260,1.710
4,10:05,2,10,PHI 50,3,23,Jalen Hurts pass complete short left to Dallas Goedert for 6 yards (tackle by Adrian Amos),1.710,1.820
4,9:39,3,4,GNB 44,3,23,Jalen Hurts pass complete short right to Zach Ertz for 20 yards (tackle by Darnell Savage),1.820,3.970
4,9:11,1,10,GNB 24,3,23,Jalen Hurts right end for 2 yards (tackle by Rashan Gary),3.970,3.700
4,8:32,2,8,GNB 22,3,23,Jalen Hurts pass incomplete short right intended for Travis Fulgham (defended by Jaire Alexander),3.700,3.010
4,8:26,3,8,GNB 22,3,23,Jalen Hurts pass incomplete short left intended for Greg Ward,3.010,1.990
4,8:20,4,8,GNB 22,3,23,"Jalen Hurts pass complete short left to Alshon Jeffery for 13 yards. Penalty on Alshon Jeffery: Offensive Pass Interference, 10 yards (no play)",1.990,1.240
4,7:59,4,18,GNB 32,9,23,"Jalen Hurts pass complete deep right to Greg Ward for 32 yards, touchdown",1.240,7.000
4,7:52,,,GNB 15,10,23,Jake Elliott kicks extra point good,0.000,0.000
4,7:52,,,PHI 35,10,23,"Jake Elliott kicks off 65 yards, returned by Malik Taylor for 23 yards (tackle by Grayland Arnold and K'Von Wallace)",0.000,0.480
4,7:47,1,10,GNB 23,10,23,Aaron Rodgers pass complete short right to Robert Tonyan for 3 yards,0.480,0.340
4,7:02,2,7,GNB 26,10,23,"Penalty on Aaron Rodgers: Delay of Game, 5 yards (no play)",0.340,-0.340
4,7:02,2,12,GNB 21,10,23,Aaron Rodgers pass incomplete deep middle intended for Marquez Valdes-Scantling,-0.340,-1.020
4,6:55,3,12,GNB 21,10,23,Aaron Rodgers pass incomplete deep right,-1.020,-1.960
4,6:48,4,12,GNB 21,16,23,"JK Scott punts 52 yards, muffed catch by Jalen Reagor, recovered by Jalen Reagor at PHI-27, touchdown, returned by Jalen Reagor for 73 yards, touchdown",-1.960,-7.000
4,6:30,,,GNB 15,16,23,Jake Elliott kicks extra point no good wide right,0.000,-1.000
4,6:30,,,PHI 35,16,23,"Jake Elliott kicks off 65 yards, returned by Malik Taylor for 22 yards (tackle by Josh Sweat and Duke Riley)",0.000,0.410
4,6:22,1,10,GNB 22,16,23,Aaron Jones left end for 1 yard (tackle by Alex Singleton),0.410,0.000
4,5:45,2,9,GNB 23,16,23,Aaron Rodgers pass complete short right to Davante Adams for -1 yards (tackle by Rodney McLeod),0.000,-0.820
4,5:04,3,10,GNB 22,16,23,Aaron Rodgers pass incomplete deep right,-0.820,-1.900
4,4:57,4,10,GNB 22,16,23,"JK Scott punts 47 yards, fair catch by Jalen Reagor at PHI-31",-1.900,-1.000
4,4:49,1,10,PHI 31,16,23,Miles Sanders left guard for 5 yards (tackle by Christian Kirksey and Dean Lowry),1.000,1.140
4,4:21,2,5,PHI 36,16,23,Miles Sanders right guard for 5 yards (tackle by Kenny Clark and Dean Lowry),1.140,1.660
4,3:55,1,10,PHI 41,16,23,Jalen Hurts pass incomplete short right intended for Alshon Jeffery,1.660,1.120
4,3:50,2,10,PHI 41,16,23,Jalen Hurts sacked by and Za'Darius Smith for -3 yards and Preston Smith for -3 yards,1.120,0.040
4,3:08,3,13,PHI 38,16,23,Jalen Hurts pass incomplete short right intended for Zach Ertz (defended by Jaire Alexander),0.040,-0.850
4,3:03,4,13,PHI 38,16,23,Cameron Johnston punts 42 yards out of bounds,-0.850,-0.280
4,2:57,1,10,GNB 20,16,23,Aaron Jones up the middle for 3 yards (tackle by Nickell Robey-Coleman),0.280,0.140
4,2:51,,,,,,Timeout #1 by Philadelphia Eagles,,
4,2:51,2,7,GNB 23,16,29,"Aaron Jones up the middle for 77 yards, touchdown",0.140,7.000
4,2:36,,,PHI 15,16,30,Mason Crosby kicks extra point good,0.000,0.000
4,2:36,,,GNB 35,16,30,"Mason Crosby kicks off 66 yards, returned by Boston Scott for 46 yards (tackle by Ty Summers). Penalty on Will Redmond: Offside on Free Kick, 5 yards",0.000,2.260
4,2:29,1,10,PHI 50,16,30,Jalen Hurts pass complete short left to Greg Ward for 17 yards,2.260,3.380
4,2:23,1,10,GNB 33,16,30,Jalen Hurts sacked by Dean Lowry for no gain,3.380,2.840
4,2:01,2,10,GNB 33,16,30,Jalen Hurts pass incomplete deep left intended for Travis Fulgham,2.840,2.150
4,1:56,3,10,GNB 33,16,30,Jalen Hurts pass short right (defended by Preston Smith) intended for Greg Ward is intercepted by Darnell Savage at GB-30 and returned for 4 yards,2.150,-1.200
4,1:47,1,10,GNB 34,16,30,Jamaal Williams right guard for 1 yard (tackle by Alex Singleton),1.200,0.790
4,1:43,,,,,,Timeout #2 by Philadelphia Eagles,,
4,1:43,2,9,GNB 35,16,30,Jamaal Williams right guard for 5 yards (tackle by Raequan Williams and Rodney McLeod),0.790,0.760
4,1:38,,,,,,Timeout #3 by Philadelphia Eagles,,
4,1:38,3,4,GNB 40,16,30,Aaron Rodgers pass complete short right to Robert Tonyan for 5 yards (tackle by Alex Singleton),0.760,1.930
4,1:32,1,10,GNB 45,16,30,Aaron Rodgers kneels for -1 yards,1.930,1.250
4,0:55,2,11,GNB 44,16,30,Aaron Rodgers kneels for -1 yards,1.250,0.430
4,0:25,3,12,GNB 43,16,30,Aaron Rodgers kneels for -1 yards,0.430,-0.590
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
