Quarter,Time,Down,ToGo,Location,ARI,STL,Detail,EPB,EPA
2,14:41,2,15,STL 19,7,3,"Steven Jackson left tackle for 5 yards (tackle by Adrian Wilson). Steven Jackson fumbles (forced by Adrian Wilson), recovered by Alex Barron at STL-22",-0.740,-0.960
2,13:57,3,12,STL 22,7,3,Marc Bulger pass incomplete short right intended for Kevin Curtis (defended by Adrian Wilson),-0.960,-1.900
2,13:51,4,12,STL 22,7,3,"Matt Turk punts 38 yards, returned by Troy Walters for 11 yards (tackle by Raonall Smith)",-1.900,-2.320
2,13:40,1,10,STL 49,7,3,"Matt Leinart pass complete short left to Leonard Pope for 17 yards (tackle by Ronald Bartell). Penalty on Leonard Little: Roughing the Passer, 15 yards",2.320,4.440
2,13:12,1,10,STL 17,7,3,Edgerrin James left tackle for 11 yards (tackle by O.J. Atogwe),4.440,5.830
2,12:35,1,6,STL 6,7,3,"Edgerrin James right guard for 2 yards (tackle by Corey Chavous). Penalty on La'Roi Glover: Defensive Holding, 3 yards (no play)",5.830,6.510
2,12:35,1,3,STL 3,7,3,J.J. Arrington left guard for no gain (tackle by La'Roi Glover),6.510,5.530
2,11:31,2,3,STL 3,7,3,Matt Leinart pass incomplete short left intended for Anquan Boldin,5.530,4.720
2,11:27,3,3,STL 3,7,3,Marcel Shipp middle for 2 yards (tackle by Jimmy Kennedy),4.720,3.550
2,10:48,4,1,STL 1,7,3,Marcel Shipp right tackle for -1 yards (tackle by Claude Wroten),3.550,0.380
2,10:38,1,10,STL 2,7,3,"Penalty on Gabe Watson: Encroachment, 5 yards (no play)",-0.380,-0.190
2,10:38,1,5,STL 7,7,3,Steven Jackson left tackle for 6 yards (tackle by Orlando Huff),-0.190,-0.320
2,10:06,1,10,STL 13,7,3,Steven Jackson left guard for 1 yard (tackle by Adrian Wilson),-0.320,-0.680
2,9:27,2,9,STL 14,7,3,Marc Bulger pass complete short left to Steven Jackson for 3 yards (tackle by Orlando Huff),-0.680,-0.940
2,8:43,3,6,STL 17,7,3,Marc Bulger pass incomplete deep middle intended for Torry Holt,-0.940,-2.320
2,8:36,4,6,STL 17,7,3,Matt Turk punts 33 yards,-2.320,-2.260
2,8:27,1,10,,7,3,Edgerrin James middle for 3 yards (tackle by Jimmy Kennedy),2.260,2.120
2,7:49,2,7,STL 47,7,3,Matt Leinart pass complete short left to Leonard Pope for 3 yards (tackle by Fakhir Brown),2.120,1.820
2,7:10,3,4,STL 44,7,3,Matt Leinart pass complete short middle to Larry Fitzgerald for 4 yards (tackle by Ronald Bartell),1.820,2.920
2,6:26,1,10,STL 40,7,3,"Penalty on Fred Wakefield: False Start, 5 yards (no play)",2.920,2.590
2,6:02,1,15,STL 45,7,3,"Matt Leinart pass incomplete deep left intended for Anquan Boldin. Penalty on Fakhir Brown: Defensive Pass Interfere, 34 yards (no play)",2.590,4.840
2,5:53,1,10,STL 11,13,3,"Matt Leinart pass complete short middle to Larry Fitzgerald for 11 yards, touchdown",4.840,7.000
2,,,,STL 2,14,3,Neil Rackers kicks extra point good,0.000,0.000
2,,,,ARI 30,14,3,"Neil Rackers kicks off 71 yards, returned by Willie Ponder for 22 yards (tackle by Aaron Francisco)",0.000,0.340
2,5:42,1,10,STL 21,14,3,Steven Jackson left tackle for 3 yards (tackle by David Macklin),0.340,0.210
2,5:09,2,7,STL 24,14,3,"Steven Jackson right guard for no gain (tackle by Orlando Huff). Penalty on Mark Setterstrom: Face Mask (15 Yards), 12 yards",0.210,-2.470
2,4:55,3,19,STL 12,14,3,Marc Bulger pass complete short right to Isaac Bruce for 20 yards (tackle by Adrian Wilson),-2.470,1.070
2,4:02,1,10,STL 32,14,3,Marc Bulger pass complete short right to Steven Jackson for 9 yards (tackle by Orlando Huff),1.070,1.740
2,3:37,2,1,STL 41,14,3,Steven Jackson right tackle for no gain (tackle by Gerald Hayes),1.740,1.030
2,2:57,3,1,STL 41,14,3,Marc Bulger pass complete short left to Steven Jackson for 15 yards (tackle by David Macklin),1.030,2.650
2,2:25,1,10,ARI 44,14,3,Marc Bulger pass complete short left to Joe Klopfenstein for 9 yards (tackle by Karlos Dansby),2.650,3.330
2,2:01,2,1,ARI 35,14,3,Marc Bulger pass incomplete short right intended for Torry Holt is intercepted by Adrian Wilson at ARI-31 and returned for 35 yards,3.330,-3.310
2,1:51,1,10,STL 34,14,3,Matt Leinart pass incomplete short middle intended for Edgerrin James (defended by Will Witherspoon),3.310,2.770
2,1:46,2,10,STL 34,14,3,Matt Leinart pass complete deep right to Bryant Johnson for 22 yards (tackle by Ronald Bartell),2.770,4.780
2,1:14,1,10,STL 12,14,3,Edgerrin James right guard for -1 yards (tackle by Will Witherspoon and Brandon Green),4.780,3.940
2,0:38,2,11,STL 13,14,3,Matt Leinart pass complete short right to Larry Fitzgerald for 8 yards (tackle by Tye Hill),3.940,4.610
2,0:26,,,,14,3,Timeout #1 by Arizona Cardinals,0.000,4.610
2,0:26,3,3,STL 5,14,3,Matt Leinart pass incomplete short middle intended for Larry Fitzgerald (defended by Will Witherspoon),4.610,3.020
2,0:21,4,3,STL 5,17,3,Neil Rackers 23 yard field goal good,3.020,3.000
2,,,,ARI 30,17,3,"Neil Rackers kicks off 71 yards, touchback",0.000,0.280
2,0:18,1,10,STL 20,17,3,Marc Bulger pass complete short left to Steven Jackson for 16 yards (tackle by David Macklin),0.280,1.330
2,0:10,1,10,STL 36,17,3,Marc Bulger pass complete short left to Kevin Curtis for 16 yards (tackle by David Macklin),1.330,2.390
2,0:04,,,,17,3,Timeout #1 by St. Louis Rams,0.000,2.390
2,0:04,1,10,ARI 48,17,3,Marc Bulger pass incomplete deep left intended for Torry Holt (defended by Robert Griffith),2.390,1.850
Quarter,Time,Down,ToGo,Location,ARI,STL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 30,17,3,"Neil Rackers kicks off 71 yards, returned by Willie Ponder for 39 yards (tackle by Neil Rackers)",0.000,1.470
3,14:53,1,10,STL 38,17,3,Steven Jackson right end for 7 yards (tackle by Robert Griffith),1.470,1.870
3,14:20,2,3,STL 45,17,3,Steven Jackson right guard for 19 yards (tackle by Adrian Wilson),1.870,3.180
3,13:52,1,10,ARI 36,17,3,"Marc Bulger pass complete deep right to Torry Holt for 21 yards (tackle by Adrian Wilson). Penalty on Richie Incognito: Unnecessary Roughness, 15 yards",3.180,3.580
3,13:24,1,10,ARI 30,17,3,Stephen Davis right tackle for 7 yards (tackle by Gerald Hayes),3.580,3.980
3,12:48,2,3,ARI 23,17,3,Marc Bulger pass complete short left to Joe Klopfenstein for 8 yards (tackle by Karlos Dansby),3.980,4.580
3,12:20,1,10,ARI 15,17,9,"Marc Bulger pass complete short middle to Torry Holt for 15 yards, touchdown",4.580,7.000
3,,,,ARI 2,17,10,Jeff Wilkins kicks extra point good,0.000,0.000
3,,,,STL 30,17,10,"Jeff Wilkins kicks off 68 yards, returned by J.J. Arrington for 32 yards (tackle by Jerome Carter)",0.000,1.200
3,12:05,1,10,ARI 34,17,10,Edgerrin James right guard for no gain (tackle by Fakhir Brown),1.200,0.660
3,11:29,2,10,ARI 34,17,10,Matt Leinart sacked by La'Roi Glover for -7 yards,0.660,-0.960
3,10:51,3,17,ARI 27,17,10,Matt Leinart pass complete short left to Obafemi Ayanbadejo for 13 yards (tackle by Leonard Little),-0.960,-0.720
3,10:17,4,4,ARI 40,17,10,"Scott Player punts 41 yards. Penalty on J.J. Arrington: Chop Block, 15 yards",-0.720,-1.200
3,10:09,1,10,STL 34,17,10,Marc Bulger pass complete short left to Steven Jackson for no gain,1.200,0.660
3,9:31,2,10,STL 34,17,10,Steven Jackson left tackle for 2 yards (tackle by Gabe Watson),0.660,0.230
3,8:58,3,8,STL 36,17,10,Marc Bulger pass complete short left to Shaun McDonald for 8 yards (tackle by David Macklin),0.230,1.860
3,8:18,1,10,STL 44,17,10,Steven Jackson middle for 9 yards (tackle by Aaron Francisco),1.860,2.530
3,7:44,2,1,ARI 47,17,10,Steven Jackson right tackle for 2 yards (tackle by Calvin Pace),2.530,2.590
3,7:05,1,10,ARI 45,17,10,Marc Bulger pass incomplete short right intended for Torry Holt,2.590,2.040
3,6:58,2,10,ARI 45,17,10,Marc Bulger pass complete short right to Steven Jackson for 6 yards (tackle by Adrian Wilson),2.040,2.150
3,6:27,3,4,ARI 39,17,10,Marc Bulger pass incomplete short left intended for Isaac Bruce (defended by Chris Cooper),2.150,0.660
3,6:20,4,4,ARI 39,17,10,"Matt Turk punts 27 yards, fair catch by Troy Walters",0.660,0.350
3,6:13,1,10,ARI 12,17,10,Edgerrin James left tackle for 3 yards (tackle by Corey Chavous and Jimmy Kennedy),-0.350,-0.500
3,5:37,2,7,ARI 15,17,10,Matt Leinart pass incomplete short left intended for Anquan Boldin,-0.500,-1.070
3,5:33,3,7,ARI 15,17,10,Matt Leinart pass complete short left to Obafemi Ayanbadejo for 27 yards (tackle by O.J. Atogwe),-1.070,1.730
3,5:09,1,10,ARI 42,17,10,Edgerrin James left end for 6 yards (tackle by Will Witherspoon),1.730,2.000
3,4:30,2,4,ARI 48,17,10,Matt Leinart pass complete short left to Anquan Boldin for 12 yards (tackle by Fakhir Brown),2.000,2.920
3,3:56,1,10,STL 40,17,10,"Edgerrin James left tackle for 2 yards (tackle by Brandon Chillar). Penalty on La'Roi Glover: Defensive Holding, 5 yards",2.920,3.380
3,3:36,1,10,STL 33,17,10,Matt Leinart pass incomplete deep left intended for Anquan Boldin (defended by Fakhir Brown),3.380,2.840
3,3:31,2,10,STL 33,17,10,Edgerrin James middle for 5 yards (tackle by Leonard Little),2.840,2.810
3,2:49,3,5,STL 28,17,10,"Penalty on Reggie Wells: False Start, 5 yards (no play)",2.810,2.150
3,2:26,,,,17,10,Timeout #1 by Arizona Cardinals,0.000,2.150
3,2:26,3,10,STL 33,17,10,"Matt Leinart pass incomplete deep left intended for Anquan Boldin. Penalty on Corey Chavous: Defensive Pass Interfere, 27 yards (no play)",2.150,5.830
3,2:20,1,6,STL 6,17,10,Matt Leinart pass incomplete short left intended for Anquan Boldin,5.830,4.950
3,2:15,2,6,STL 6,23,10,"Marcel Shipp left guard for 6 yards, touchdown",4.950,7.000
3,,,,STL 2,24,10,Neil Rackers kicks extra point good,0.000,0.000
3,,,,ARI 30,24,10,"Neil Rackers kicks off 73 yards, returned by Willie Ponder for 30 yards (tackle by Monty Beisel)",0.000,0.740
3,2:04,1,10,STL 27,24,10,Marc Bulger pass complete deep middle to Torry Holt for 22 yards (tackle by Robert Griffith),0.740,2.190
3,1:34,1,10,STL 49,24,10,Steven Jackson left tackle for 5 yards (tackle by Gerald Hayes),2.190,2.320
3,0:59,2,5,ARI 46,24,10,"Marc Bulger pass complete short right to Torry Holt for 15 yards (tackle by Adrian Wilson). Penalty on Chike Okeafor: Roughing the Passer, 15 yards",2.320,4.510
3,0:33,1,10,ARI 16,24,10,Marc Bulger pass incomplete short middle intended for Isaac Bruce,4.510,3.900
3,0:26,2,10,ARI 16,24,10,Steven Jackson middle for 2 yards (tackle by Darnell Dockett),3.900,3.370
Quarter,Time,Down,ToGo,Location,ARI,STL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,8,ARI 14,24,10,Marc Bulger sacked by Antonio Smith and Chike Okeafor for -4 yards,3.370,2.250
4,14:37,4,12,ARI 18,24,13,Jeff Wilkins 37 yard field goal good,2.250,3.000
4,,,,STL 30,24,13,"Jeff Wilkins kicks off 65 yards, returned by J.J. Arrington for 8 yards (tackle by Raonall Smith)",0.000,-0.320
4,14:23,1,10,ARI 13,24,13,Edgerrin James left end for 8 yards (tackle by Fakhir Brown),-0.320,0.350
4,13:59,2,2,ARI 21,24,13,Edgerrin James left tackle for 1 yard (tackle by Leonard Little),0.350,-0.350
4,13:41,3,1,ARI 22,24,13,"Penalty on Leonard Pope: False Start, 5 yards (no play)",-0.350,-0.940
4,13:19,3,6,ARI 17,24,13,Matt Leinart pass complete deep left to Bryant Johnson for 16 yards (tackle by Fakhir Brown),-0.940,1.140
4,12:47,1,10,ARI 33,24,13,Edgerrin James left guard for 2 yards (tackle by Brandon Chillar),1.140,0.860
4,12:08,2,8,ARI 35,24,13,Matt Leinart pass incomplete short left intended for Anquan Boldin (defended by Fakhir Brown),0.860,0.170
4,12:02,3,8,ARI 35,24,13,Matt Leinart pass incomplete short left intended for Bryant Johnson. Penalty on ARI: Illegal Formation (Declined),0.170,-1.040
4,11:55,4,8,ARI 35,24,13,"Scott Player punts 56 yards, returned by Shaun McDonald for -3 yards, lateral to Willie Ponder for 15 yards (tackle by Hanik Milligan)",-1.040,-0.340
4,11:40,1,10,STL 21,24,13,"Marc Bulger pass incomplete deep right intended for Torry Holt. Penalty on Antrel Rolle: Defensive Pass Interfere, 17 yards (no play)",0.340,1.470
4,11:35,1,10,STL 38,24,13,Steven Jackson middle for 5 yards (tackle by Karlos Dansby),1.470,1.600
4,11:07,2,5,STL 43,24,13,Marc Bulger pass complete deep right to Isaac Bruce for 25 yards (tackle by Antrel Rolle),1.600,3.450
4,10:46,1,10,ARI 32,24,13,Marc Bulger pass incomplete short left intended for Steven Jackson is intercepted by David Macklin at ARI-25 and returned for 56 yards,3.450,-4.310
4,10:27,1,10,STL 19,24,13,Edgerrin James right tackle for 6 yards (tackle by La'Roi Glover),4.310,4.720
4,9:53,2,4,STL 13,24,13,Edgerrin James right tackle for 1 yard (tackle by Jimmy Kennedy),4.720,4.190
4,9:13,3,3,STL 12,24,13,"Matt Leinart pass incomplete deep middle intended for Larry Fitzgerald is intercepted by Ronald Bartell at STL--5 and returned for 35 yards. Penalty on Leonard Little: Defensive Offside, 5 yards (no play)",4.190,5.600
4,8:59,1,7,STL 7,24,13,J.J. Arrington right end for -2 yards (tackle by Leonard Little),5.600,4.380
4,8:20,2,9,STL 9,30,13,"Marcel Shipp left guard for 9 yards, touchdown",4.380,7.000
4,,,,STL 2,31,13,Neil Rackers kicks extra point good,0.000,0.000
4,,,,ARI 30,31,13,"Neil Rackers kicks off 70 yards, returned by Willie Ponder for 28 yards (tackle by Darryl Blackstock)",0.000,0.810
4,8:08,1,10,STL 28,31,13,Marc Bulger sacked by Chris Cooper for -9 yards,0.810,-1.010
4,7:47,2,19,STL 19,31,13,"Marc Bulger pass complete short middle to Isaac Bruce for 7 yards (tackle by Karlos Dansby). Penalty on Chike Okeafor: Roughing the Passer, 15 yards",-1.010,1.660
4,7:23,1,10,STL 41,31,13,Marc Bulger pass incomplete short right intended for Joe Klopfenstein,1.660,1.120
4,7:15,2,10,STL 41,31,13,Marc Bulger pass complete short middle to Steven Jackson for 3 yards (tackle by Gerald Hayes),1.120,0.830
4,6:48,3,7,STL 44,31,13,Marc Bulger pass incomplete short left intended for Steven Jackson,0.830,-0.460
4,6:41,4,7,STL 44,31,13,Marc Bulger sacked by Chike Okeafor for -8 yards,-0.460,-3.180
4,6:35,1,10,STL 36,31,13,Edgerrin James right tackle for 5 yards (tackle by O.J. Atogwe),3.180,3.310
4,5:56,2,5,STL 31,31,13,Edgerrin James left tackle for 3 yards (tackle by Will Witherspoon),3.310,3.010
4,5:47,,,,31,13,Timeout #1 by St. Louis Rams,0.000,3.010
4,5:47,3,2,STL 28,31,13,Edgerrin James middle for 9 yards (tackle by Corey Chavous),3.010,4.310
4,5:09,1,10,STL 19,31,13,Edgerrin James middle for 5 yards (tackle by Jason Fisk),4.310,4.530
4,4:27,2,5,STL 14,31,13,Edgerrin James right guard for 6 yards (tackle by Will Witherspoon),4.530,5.370
4,3:45,1,8,STL 8,31,13,Edgerrin James left guard for 3 yards (tackle by Brandon Chillar),5.370,5.150
4,3:02,2,5,STL 5,31,13,J.J. Arrington middle for 2 yards (tackle by O.J. Atogwe),5.150,4.720
4,2:19,3,3,STL 3,31,13,J.J. Arrington left tackle for 1 yard (tackle by Leonard Little),4.720,3.250
4,2:00,4,2,STL 2,34,13,Neil Rackers 20 yard field goal good,3.250,3.000
4,,,,ARI 30,34,13,"Neil Rackers kicks off 72 yards, returned by Willie Ponder for 40 yards (tackle by Eric Green)",0.000,1.470
4,1:49,1,10,STL 38,34,13,"Marc Bulger pass incomplete short right intended for Isaac Bruce (defended by Chris Cooper). Penalty on Antonio Smith: Roughing the Passer, 15 yards",1.470,2.460
4,1:45,1,10,ARI 47,34,13,Marc Bulger pass complete short left to Steven Jackson for 9 yards (tackle by Calvin Pace),2.460,3.130
4,1:19,2,1,ARI 38,34,13,Marc Bulger pass complete deep left to Isaac Bruce for 22 yards (tackle by Aaron Francisco),3.130,4.510
4,1:14,1,10,ARI 16,34,13,Marc Bulger pass complete short right to Joe Klopfenstein for 7 yards (tackle by Adrian Wilson),4.510,5.160
4,1:07,2,3,ARI 9,34,13,Marc Bulger pass incomplete short left intended for Isaac Bruce (defended by David Macklin),5.160,4.390
4,1:02,3,3,ARI 9,34,13,Marc Bulger pass incomplete short right intended for Torry Holt,4.390,2.930
4,0:58,4,3,ARI 9,34,13,"Penalty on Shaun McDonald: False Start, 5 yards (no play)",2.930,2.510
4,0:58,4,8,ARI 14,34,13,Marc Bulger pass complete short right to Torry Holt for 13 yards (tackle by Antrel Rolle),2.510,6.970
4,0:52,,,,34,13,Timeout #2 by St. Louis Rams,0.000,6.970
4,0:52,1,1,ARI 1,34,13,Steven Jackson left tackle for no gain (tackle by Jonathan Lewis),6.970,5.910
4,0:45,,,,34,13,Timeout #3 by St. Louis Rams,0.000,5.910
4,0:45,2,1,ARI 1,34,13,Marc Bulger pass incomplete short middle intended for Torry Holt (defended by Antrel Rolle). Penalty on Antrel Rolle: Face Mask (15 Yards) (no play),5.910,6.970
4,0:42,1,1,ARI 1,34,13,Marc Bulger pass incomplete short left intended for Torry Holt,6.970,5.910
4,0:38,2,1,ARI 1,34,19,"Marc Bulger pass complete short right to Isaac Bruce for 1 yard, touchdown",5.910,7.000
4,,,,ARI 2,34,20,Jeff Wilkins kicks extra point good,0.000,0.000
4,,,,STL 30,34,20,Jeff Wilkins kicks onside 24 yards (onside kick successful),0.000,2.520
4,0:32,1,10,ARI 46,34,20,Marc Bulger pass complete short middle to Steven Jackson for 8 yards (tackle by Antrel Rolle),2.520,3.060
4,0:09,2,2,ARI 38,34,20,Marc Bulger spiked the ball,3.060,2.350
4,0:09,3,2,ARI 38,34,20,Marc Bulger pass incomplete deep right intended for Isaac Bruce is intercepted by Gerald Hayes,2.350,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
