Quarter,Time,Down,ToGo,Location,MIN,GNB,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,1,MIN 9,0,14,Aaron Rodgers pass complete short right to Aaron Jones for 7 yards (tackle by Anthony Barr),5.420,6.740
2,14:20,1,2,MIN 2,0,20,"Aaron Jones right guard for 2 yards, touchdown",6.740,7.000
2,14:16,,,MIN 15,0,21,Mason Crosby kicks extra point good,0.000,0.000
2,14:16,,,GNB 35,0,21,"Mason Crosby kicks off 65 yards, touchback.",0.000,0.610
2,14:16,1,10,MIN 25,0,21,Kirk Cousins pass incomplete short right intended for C.J. Ham (defended by Jaire Alexander),0.610,0.060
2,14:12,2,10,MIN 25,6,21,"Dalvin Cook left tackle for 75 yards, touchdown",0.060,7.000
2,14:00,,,GNB 15,7,21,Dan Bailey kicks extra point good,0.000,0.000
2,14:00,,,MIN 35,7,21,"Dan Bailey kicks off 65 yards, touchback.",0.000,0.610
2,14:00,1,10,GNB 25,7,21,Jamaal Williams left end for 10 yards (tackle by Anthony Harris),0.610,1.270
2,13:31,1,10,GNB 35,7,21,"Aaron Rodgers pass incomplete deep middle intended for Davante Adams. Penalty on Xavier Rhodes: Defensive Pass Interference, 25 yards (no play)",1.270,2.920
2,13:24,1,10,MIN 40,7,21,Jamaal Williams left end for 4 yards (tackle by Eric Kendricks),2.920,2.910
2,12:48,2,6,MIN 36,7,21,"Aaron Rodgers pass complete short right to Geronimo Allison for 8 yards (tackle by Harrison Smith and Xavier Rhodes). Geronimo Allison fumbles (forced by Harrison Smith), recovered by Harrison Smith at MIN-28 (tackle by Davante Adams)",2.910,-0.810
2,12:36,1,10,MIN 28,7,21,Kirk Cousins pass incomplete short right intended for C.J. Ham,0.810,0.260
2,12:32,2,10,MIN 28,7,21,Dalvin Cook right guard for 2 yards (tackle by Za'Darius Smith),0.260,-0.160
2,11:52,3,8,MIN 30,7,21,Kirk Cousins pass incomplete deep right intended for Adam Thielen,-0.160,-1.370
2,11:47,4,8,MIN 30,7,21,"Britton Colquitt punts 40 yards, returned by Trevor Davis for no gain (tackle by Ameer Abdullah)",-1.370,-0.940
2,11:39,1,10,GNB 30,7,21,Aaron Jones left guard for 5 yards (tackle by Danielle Hunter and Linval Joseph),0.940,1.070
2,10:57,2,5,GNB 35,7,21,Aaron Jones right end for 4 yards (tackle by Danielle Hunter),1.070,0.890
2,10:14,3,1,GNB 39,7,21,Aaron Jones right end for no gain (tackle by Jaleel Johnson),0.890,-0.780
2,9:36,4,1,GNB 39,7,21,"JK Scott punts 40 yards, muffed catch by Chad Beebe",-0.780,-0.340
2,9:28,1,10,MIN 21,7,21,Dalvin Cook left tackle for 5 yards (tackle by Blake Martinez),0.340,0.480
2,8:46,2,5,MIN 26,7,21,Dalvin Cook right end for 3 yards (tackle by Za'Darius Smith),0.480,0.170
2,8:08,3,2,MIN 29,7,21,Kirk Cousins pass incomplete short middle intended for Stefon Diggs,0.170,-1.440
2,8:04,4,2,MIN 29,7,21,"Britton Colquitt punts 48 yards, fair catch by Trevor Davis at GB-23",-1.440,-0.480
2,7:57,1,10,GNB 23,7,21,Aaron Jones right tackle for 6 yards (tackle by Eric Kendricks),0.480,0.740
2,7:16,2,4,GNB 29,7,21,Aaron Rodgers pass incomplete deep right intended for Marcedes Lewis,0.740,0.040
2,7:08,3,4,GNB 29,7,21,Aaron Rodgers pass complete short middle to Davante Adams for 6 yards (tackle by Anthony Harris),0.040,1.270
2,6:30,1,10,GNB 35,7,21,"Penalty on Davante Adams: False Start, 5 yards (no play)",1.270,0.940
2,6:07,1,15,GNB 30,7,21,Aaron Rodgers pass incomplete deep left intended for Davante Adams (defended by Harrison Smith),0.940,0.050
2,5:59,2,15,GNB 30,7,21,Aaron Rodgers pass complete short right to Marquez Valdes-Scantling for -3 yards (tackle by Harrison Smith),0.050,-1.020
2,5:12,3,18,GNB 27,7,21,Aaron Rodgers pass incomplete short right intended for Jimmy Graham,-1.020,-1.570
2,5:06,4,18,GNB 27,7,21,"JK Scott punts 43 yards, returned by Chad Beebe for 10 yards (tackle by Danny Vitale)",-1.570,-1.600
2,4:56,1,10,MIN 40,7,21,Kirk Cousins pass complete short left to Kyle Rudolph for 4 yards (tackle by B.J. Goodson),1.600,1.590
2,4:15,2,6,MIN 44,7,21,Kirk Cousins pass incomplete short left,1.590,0.890
2,4:11,3,6,MIN 44,7,21,Kirk Cousins pass short middle (defended by Darnell Savage) intended for Stefon Diggs is intercepted by Preston Smith at GB-48 and returned for 5 yards,0.890,-2.460
2,4:04,1,10,MIN 47,7,21,Aaron Rodgers pass complete short left to Geronimo Allison for 5 yards (tackle by Anthony Barr),2.460,2.590
2,3:24,2,5,MIN 42,7,21,Aaron Jones left guard for 8 yards (tackle by Anthony Harris),2.590,3.310
2,2:47,1,10,MIN 34,7,21,Aaron Jones left tackle for 4 yards (tackle by Linval Joseph and Anthony Barr),3.310,3.310
2,2:08,2,6,MIN 30,7,21,Aaron Jones up the middle for 5 yards (tackle by Eric Kendricks),3.310,3.270
2,2:00,3,1,MIN 25,7,21,Aaron Rodgers pass complete short right to Geronimo Allison for no gain (tackle by Harrison Smith and Jayron Kearse),3.270,1.950
2,1:37,4,1,MIN 25,7,21,Jamaal Williams left tackle for -2 yards (tackle by Linval Joseph),1.950,-0.740
2,1:33,1,10,MIN 27,7,21,"Dalvin Cook right end for 4 yards (tackle by Blake Martinez). Penalty on Kenny Clark: Defensive Holding, 5 yards",0.740,1.330
2,1:28,1,10,MIN 36,7,21,Kirk Cousins pass complete short middle to Chad Beebe for 61 yards (tackle by Darnell Savage). Penalty on Adam Thielen: Unnecessary Roughness (Offsetting),1.330,6.510
2,1:12,1,3,GNB 3,7,21,"Kirk Cousins pass complete short middle to Stefon Diggs for 3 yards. Penalty on Dalvin Cook: Offensive Pass Interference, 10 yards (no play)",6.510,4.530
2,1:08,1,13,GNB 13,7,21,Dalvin Cook right end for no gain (tackle by Adrian Amos),4.530,3.720
2,1:03,2,13,GNB 13,7,21,Kirk Cousins pass incomplete short middle intended for Stefon Diggs (defended by Jaire Alexander),3.720,3.060
2,0:59,,,,,,Timeout #1 by Minnesota Vikings,,
2,0:59,3,13,GNB 13,7,21,Kirk Cousins pass incomplete short middle intended for Kyle Rudolph,3.060,2.570
2,0:55,4,13,GNB 13,10,21,Dan Bailey 31 yard field goal good,2.570,3.000
2,0:51,,,MIN 35,10,21,"Dan Bailey kicks off 65 yards, touchback.",0.000,0.610
2,0:51,1,10,GNB 25,10,21,Aaron Rodgers pass incomplete short left,0.610,0.060
2,0:45,2,10,GNB 25,10,21,Aaron Rodgers pass complete short left to Jamaal Williams for -6 yards (tackle by Hercules Mata'afa),0.060,-1.510
2,0:36,,,,,,Timeout #2 by Minnesota Vikings,,
2,0:36,3,16,GNB 19,10,21,Aaron Rodgers pass incomplete deep right,-1.510,-2.140
2,0:30,4,16,GNB 19,10,21,JK Scott punts 44 yards out of bounds,-2.140,-1.400
2,0:23,1,10,MIN 37,10,21,"Kirk Cousins pass complete short left to Stefon Diggs for 15 yards (tackle by Darnell Savage and Rashan Gary). Penalty on Stefon Diggs: Offensive Pass Interference, 10 yards (no play)",1.400,0.740
2,0:15,1,20,MIN 27,10,21,Ameer Abdullah right tackle for 2 yards (tackle by Za'Darius Smith and Kenny Clark),0.740,-0.220
Quarter,Time,Down,ToGo,Location,MIN,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 35,10,21,"Mason Crosby kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,MIN 25,10,21,Dalvin Cook right end for -2 yards (tackle by Dean Lowry),0.610,-0.210
3,14:31,2,12,MIN 23,10,21,Kirk Cousins pass incomplete short right,-0.210,-0.890
3,14:24,3,12,MIN 23,10,21,Kirk Cousins pass complete short right to Dalvin Cook for 11 yards (tackle by Preston Smith),-0.890,-1.110
3,13:56,4,1,MIN 34,10,21,"Britton Colquitt punts 41 yards, fair catch by Trevor Davis at GB-25",-1.110,-0.610
3,13:49,1,10,GNB 25,10,21,Aaron Jones left end for 9 yards (tackle by Danielle Hunter),0.610,1.280
3,13:06,2,1,GNB 34,10,21,Aaron Jones left end for -1 yards (tackle by Eric Wilson),1.280,0.430
3,12:22,,,,,,Timeout #1 by Green Bay Packers,,
3,12:22,3,2,GNB 33,10,21,Aaron Rodgers pass complete short middle to Davante Adams for 12 yards (tackle by Anthony Harris),0.430,1.930
3,11:55,1,10,GNB 45,10,21,"Penalty on GNB: Offensive Too Many Men on Field, 5 yards (no play)",1.930,1.600
3,11:35,1,15,GNB 40,10,21,Jamaal Williams right end for 3 yards (tackle by Eric Kendricks),1.600,1.110
3,10:56,2,12,GNB 43,10,21,Aaron Rodgers pass complete short right to Jamaal Williams for 4 yards (tackle by Trae Waynes),1.110,0.960
3,10:17,3,8,GNB 47,10,21,"Aaron Rodgers aborted snap, recovered by Hercules Mata'afa at GB-42 (tackle by Corey Linsley)",0.960,-2.790
3,10:07,1,10,GNB 42,10,21,"Kirk Cousins pass incomplete deep middle intended for Adam Thielen (defended by Darnell Savage). Penalty on Adam Thielen: Offensive Pass Interference, 10 yards (no play)",2.790,2.130
3,9:59,1,20,MIN 48,10,21,Kirk Cousins pass incomplete deep left,2.130,0.890
3,9:52,2,20,MIN 48,10,21,Dalvin Cook left guard for 7 yards (tackle by Blake Martinez),0.890,1.160
3,9:19,3,13,GNB 45,16,21,"Kirk Cousins pass complete deep middle to Stefon Diggs for 45 yards, touchdown. Penalty on Stefon Diggs: Unsportsmanlike Conduct, 15 yards",1.160,7.000
3,9:12,,,GNB 30,16,21,Dan Bailey kicks extra point blocked by Tony Brown,0.000,-1.000
3,9:12,,,MIN 35,16,21,"Dan Bailey kicks off 65 yards, touchback.",0.000,0.610
3,9:12,1,10,GNB 25,16,21,Aaron Jones up the middle for 11 yards (tackle by Eric Wilson),0.610,1.330
3,8:45,1,10,GNB 36,16,21,Aaron Jones right end for 9 yards (tackle by Danielle Hunter),1.330,2.010
3,8:00,2,1,GNB 45,16,21,Jamaal Williams right guard for 2 yards (tackle by Trae Waynes),2.010,2.060
3,7:17,1,10,GNB 47,10,21,Jamaal Williams left end for 3 yards (tackle by Everson Griffen and Eric Kendricks),2.060,1.920
3,6:33,2,7,GNB 50,16,21,Aaron Rodgers pass incomplete short left intended for Davante Adams,1.920,1.220
3,6:26,3,7,GNB 50,16,21,Aaron Rodgers sacked by Danielle Hunter for -10 yards,1.220,-0.720
3,5:41,4,17,GNB 40,16,21,"JK Scott punts 48 yards, fair catch by Chad Beebe at MIN-12",-0.720,0.350
3,5:34,1,10,MIN 12,16,21,Kirk Cousins pass incomplete short right intended for Irv Smith Jr. (defended by Dean Lowry),-0.350,-0.780
3,5:30,2,10,MIN 12,16,21,Kirk Cousins pass complete short right to Adam Thielen for 6 yards (tackle by Darnell Savage),-0.780,-0.720
3,4:49,3,4,MIN 18,16,21,Kirk Cousins pass complete deep right to Adam Thielen for 30 yards (tackle by Jaire Alexander),-0.720,2.130
3,4:12,1,10,MIN 48,16,21,Dalvin Cook right tackle for 3 yards (tackle by Blake Martinez),2.130,1.990
3,3:33,2,7,GNB 49,16,21,Dalvin Cook left guard for 9 yards (tackle by Preston Smith),1.990,2.920
3,2:54,1,10,GNB 40,16,21,Kirk Cousins pass complete short right to Irv Smith Jr. for -1 yards (tackle by Adrian Amos),2.920,2.240
3,2:10,2,11,GNB 41,16,21,"Kirk Cousins pass complete short left to Adam Thielen for 9 yards (tackle by Jaire Alexander). Penalty on Garrett Bradbury: Offensive Holding, 10 yards (no play)",2.240,0.890
3,1:44,2,21,MIN 49,16,21,Kirk Cousins pass incomplete short right,0.890,0.230
3,1:37,3,21,MIN 49,16,21,Kirk Cousins pass complete short middle to Adam Thielen for 6 yards (tackle by Kevin King),0.230,0.270
3,1:00,4,15,GNB 45,16,21,Britton Colquitt punts 44 yards downed by Kris Boyd. Penalty on Trevor Davis: Unnecessary Roughness (Declined),0.270,0.380
3,0:51,1,10,GNB 1,16,21,Aaron Rodgers pass complete short right to Aaron Jones for 15 yards (tackle by Harrison Smith),-0.380,-0.140
3,0:10,1,10,GNB 16,16,21,Aaron Rodgers pass incomplete short right intended for Aaron Jones,-0.140,-0.660
3,0:04,2,10,GNB 16,16,21,Aaron Jones right tackle for 4 yards (tackle by Everson Griffen),-0.660,-0.820
Quarter,Time,Down,ToGo,Location,MIN,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,6,GNB 20,16,21,Aaron Rodgers pass incomplete deep left intended for Marquez Valdes-Scantling (defended by Jayron Kearse),-0.820,-2.030
4,14:52,4,6,GNB 20,16,21,"JK Scott punts 47 yards, muffed catch by Chad Beebe, recovered by Chad Beebe at MIN-33, returned by Chad Beebe for no gain (tackle by Ty Summers). Penalty on Kris Boyd: Offensive Holding, 10 yards",-2.030,-0.480
4,14:40,1,10,MIN 23,16,21,Dalvin Cook up the middle for 8 yards (tackle by Blake Martinez),0.480,1.010
4,14:04,2,2,MIN 31,16,21,Dalvin Cook left end for 5 yards (tackle by B.J. Goodson),1.010,1.330
4,13:30,1,10,MIN 36,16,21,"Alexander Mattison up the middle for 2 yards (tackle by Blake Martinez and Kenny Clark). Penalty on Garrett Bradbury: Offensive Holding, 10 yards (no play)",1.330,0.670
4,13:13,1,20,MIN 26,16,21,Kirk Cousins pass complete short left to Kyle Rudolph for no gain (tackle by Blake Martinez),0.670,-0.560
4,12:32,2,20,MIN 26,16,21,Kirk Cousins pass complete short left to Dalvin Cook for 13 yards (tackle by Darnell Savage),-0.560,0.500
4,12:02,3,7,MIN 39,16,21,Kirk Cousins pass incomplete deep right intended for Stefon Diggs,0.500,-0.780
4,11:55,4,7,MIN 39,16,21,"Britton Colquitt punts 39 yards, fair catch by Trevor Davis at GB-22",-0.780,-0.410
4,11:48,1,10,GNB 22,16,21,Aaron Rodgers pass incomplete short right intended for Jamaal Williams,0.410,-0.130
4,11:44,2,10,GNB 22,16,21,"Aaron Rodgers pass complete short left to Jimmy Graham for 6 yards (tackle by Anthony Harris). Penalty on Jimmy Graham: Offensive Pass Interference, 10 yards (no play)",-0.130,-1.510
4,11:23,2,20,GNB 12,16,21,Aaron Rodgers sacked by Linval Joseph for -8 yards,-1.510,-3.530
4,10:36,3,28,GNB 4,16,21,Aaron Rodgers pass complete short middle to Jake Kumerow for 12 yards (tackle by Xavier Rhodes). Penalty on Geronimo Allison: Offensive Holding (Declined),-3.530,-2.390
4,10:21,4,16,GNB 16,16,21,"JK Scott punts 59 yards, returned by Chad Beebe for 15 yards (tackle by Adrian Amos)",-2.390,-1.600
4,10:08,1,10,MIN 40,16,21,Dalvin Cook left end for 5 yards (tackle by Darnell Savage),1.600,1.730
4,9:29,2,5,MIN 45,16,21,Alexander Mattison right tackle for 10 yards (tackle by Blake Martinez),1.730,2.590
4,8:53,1,10,GNB 45,16,21,Alexander Mattison right tackle for 1 yard (tackle by Tyler Lancaster),2.590,2.180
4,8:19,2,9,GNB 44,16,21,Kirk Cousins left end for 6 yards (tackle by Blake Martinez),2.180,2.280
4,7:31,3,3,GNB 38,16,21,Kirk Cousins pass complete short middle to Kyle Rudolph for 5 yards (tackle by Blake Martinez),2.280,3.380
4,7:11,1,10,GNB 33,16,21,Dalvin Cook up the middle for 8 yards (tackle by Kyler Fackrell and Dean Lowry),3.380,3.920
4,6:36,2,2,GNB 25,16,21,Dalvin Cook up the middle for 3 yards (tackle by Dean Lowry),3.920,4.110
4,5:59,1,10,GNB 22,16,21,Alexander Mattison left end for 14 yards (tackle by Darnell Savage),4.110,5.370
4,5:17,1,8,GNB 8,16,21,Kirk Cousins pass short right intended for Stefon Diggs is intercepted by Kevin King at GB-0 and returned for no gain,5.370,-0.280
4,5:10,1,10,GNB 20,16,21,Aaron Rodgers pass incomplete deep right intended for Marquez Valdes-Scantling (defended by Trae Waynes),0.280,-0.270
4,5:03,2,10,GNB 20,16,21,Aaron Rodgers pass incomplete deep right intended for Aaron Jones (defended by Eric Kendricks),-0.270,-0.960
4,4:57,3,10,GNB 20,16,21,Aaron Rodgers pass complete short left to Marquez Valdes-Scantling for 8 yards (tackle by Jayron Kearse),-0.960,-1.500
4,4:14,4,2,GNB 28,16,21,"JK Scott punts 48 yards, fair catch by Chad Beebe at MIN-24",-1.500,-0.540
4,4:06,1,10,MIN 24,16,21,Dalvin Cook left end for 3 yards (tackle by B.J. Goodson and Montravius Adams),0.540,0.400
4,3:36,2,7,MIN 27,16,21,Kirk Cousins pass incomplete deep right intended for Adam Thielen,0.400,-0.300
4,3:29,3,7,MIN 27,16,21,Kirk Cousins pass incomplete short middle intended for Adam Thielen,-0.300,-1.570
4,3:24,4,7,MIN 27,16,21,"Britton Colquitt punts 52 yards, returned by Trevor Davis for no gain (tackle by Kris Boyd). Penalty on Kris Boyd: Unnecessary Roughness (Offsetting)",-1.570,-0.340
4,3:14,1,10,GNB 21,16,21,Aaron Jones left guard for 2 yards (tackle by Eric Kendricks),0.340,0.070
4,2:27,2,8,GNB 23,16,21,Aaron Jones right end for 13 yards (tackle by Anthony Harris and Harrison Smith),0.070,1.330
4,2:19,,,,,,Timeout #1 by Minnesota Vikings,,
4,2:19,1,10,GNB 36,16,21,Aaron Jones right end for 4 yards (tackle by Danielle Hunter),1.330,1.330
4,2:00,2,6,GNB 40,16,21,Aaron Rodgers pass complete short middle to Davante Adams for 7 yards (tackle by Anthony Harris),1.330,2.060
4,1:53,,,,,,Timeout #2 by Minnesota Vikings,,
4,1:53,1,10,GNB 47,16,21,Aaron Jones up the middle for 2 yards (tackle by Eric Wilson and Anthony Harris),2.060,1.790
4,1:47,,,,,,Timeout #3 by Minnesota Vikings,,
4,1:47,2,8,GNB 49,16,21,Jamaal Williams right guard for 1 yard (tackle by Eric Kendricks),1.790,1.220
4,1:02,3,7,GNB 50,16,21,Jamaal Williams left end for 3 yards (tackle by Linval Joseph),1.220,0.130
4,0:14,4,4,MIN 47,16,21,"Penalty on GNB: Delay of Game, 5 yards (no play)",0.130,-0.190
4,0:13,4,9,GNB 48,16,21,"JK Scott punts 52 yards, touchback.",-0.190,-0.280
4,0:06,1,10,MIN 20,16,21,"Kirk Cousins pass complete short right to Adam Thielen for 13 yards, lateral to Tramon Williams for 4 yards, lateral to Stefon Diggs for 4 yards. Stefon Diggs fumbles (forced by Tramon Williams), recovered by Tramon Williams at MIN-37 (tackle by Garrett Bradbury)",0.280,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
