Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Damien Harris,NWE,17,100,0,2,82,4.8,18,1.1,0,
Rex Burkhead,NWE,11,45,0,1,36,3.3,9,0.8,0,
James White,NWE,3,21,0,2,16,5.3,5,1.7,0,
Jarrett Stidham,NWE,2,3,0,1,3,1.5,0,0.0,0,
Brian Hoyer,NWE,1,8,0,1,2,2.0,6,6.0,1,1.0
Isaiah Zuber,NWE,1,8,0,1,8,8.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Clyde Edwards-Helaire,KAN,16,64,0,3,44,2.8,20,1.3,2,8.0
Patrick Mahomes,KAN,8,28,0,1,28,3.5,0,0.0,0,
Darrel Williams,KAN,1,2,0,1,2,2.0,0,0.0,0,
