Quarter,Time,Down,ToGo,Location,TAM,NOR,Detail,EPB,EPA
1,1:58,,,TAM 35,14,10,"Chandler Catanzaro kicks off 63 yards, returned by Tommylee Lewis for no gain (tackle by Jack Cichy)",0.000,0.670
1,1:53,1,10,NOR 26,14,10,Drew Brees pass complete short left to Ted Ginn for 9 yards (tackle by Vernon Hargreaves),0.670,1.350
1,1:15,2,1,NOR 35,14,10,Mike Gillislee left tackle for 2 yards (tackle by Adarius Taylor),1.350,1.400
1,0:41,1,10,NOR 37,14,10,Drew Brees pass complete short left to Michael Thomas for 35 yards (tackle by Carlton Davis),1.400,3.710
Quarter,Time,Down,ToGo,Location,TAM,NOR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,TAM 28,14,16,"Drew Brees pass complete deep right to Ted Ginn for 28 yards, touchdown",3.710,7.000
2,14:54,,,TAM 15,14,17,Wil Lutz kicks extra point good,0.000,0.000
2,14:54,,,NOR 35,14,17,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
2,14:54,1,10,TAM 25,14,17,"Ryan Fitzpatrick pass complete short middle to Chris Godwin for 16 yards (tackle by Alex Anzalone). Chris Godwin fumbles (forced by Alex Anzalone), recovered by Chris Godwin at TB-41",0.610,1.660
2,14:13,1,10,TAM 41,14,17,Peyton Barber left tackle for 6 yards (tackle by Patrick Robinson),1.660,1.930
2,13:38,2,4,TAM 47,14,17,Peyton Barber right tackle for no gain (tackle by Alex Okafor),1.930,1.220
2,13:02,3,4,TAM 47,14,17,Ryan Fitzpatrick pass complete deep right to O.J. Howard for 35 yards (tackle by Vonn Bell),1.220,4.370
2,12:51,1,10,NOR 18,14,17,Ryan Fitzpatrick right tackle for 5 yards (tackle by Demario Davis),4.370,4.610
2,12:13,2,5,NOR 13,14,17,Peyton Barber left end for -2 yards (tackle by Demario Davis),4.610,3.460
2,11:30,3,7,NOR 15,14,17,Ryan Fitzpatrick pass incomplete short right intended for Adam Humphries. Penalty on Patrick Robinson: Defensive Holding (Offsetting) (no play),3.460,3.460
2,11:22,3,7,NOR 15,14,17,Ryan Fitzpatrick pass incomplete short left intended for Cameron Brate. Penalty on Cameron Brate: Offensive Pass Interference (Declined),3.460,2.440
2,11:17,4,7,NOR 15,17,17,Chandler Catanzaro 33 yard field goal good,2.440,3.000
2,11:12,,,TAM 35,17,17,"Chandler Catanzaro kicks off 65 yards, touchback.",0.000,0.610
2,11:12,1,10,NOR 25,17,17,Drew Brees pass incomplete short right intended for Zach Line,0.610,0.060
2,11:09,2,10,NOR 25,17,17,Drew Brees pass complete short left to Michael Thomas for 6 yards (tackle by Ryan Smith),0.060,0.170
2,10:29,3,4,NOR 31,17,17,Drew Brees sacked by Vinny Curry for -7 yards,0.170,-1.770
2,9:51,4,11,NOR 24,17,17,"Thomas Morstead punts 56 yards, returned by DeSean Jackson for 2 yards (tackle by Chris Banjo)",-1.770,-0.410
2,9:42,1,10,TAM 22,17,17,Peyton Barber right guard for 8 yards (tackle by Kurt Coleman),0.410,0.950
2,9:01,2,2,TAM 30,17,17,Ryan Fitzpatrick pass incomplete short left intended for Adam Humphries (defended by Marcus Davenport),0.950,0.230
2,8:57,3,2,TAM 30,17,17,Ryan Fitzpatrick pass complete short right to Mike Evans for 12 yards (tackle by Demario Davis),0.230,1.730
2,8:30,1,10,TAM 42,17,17,Ryan Fitzpatrick pass complete deep right to O.J. Howard for 19 yards (tackle by Vonn Bell),1.730,2.980
2,7:54,1,10,NOR 39,17,17,Ryan Fitzpatrick pass complete short middle to Mike Evans for 15 yards (tackle by Alex Anzalone),2.980,3.970
2,7:15,1,10,NOR 24,17,17,Ryan Fitzpatrick right end for 5 yards (tackle by Cameron Jordan),3.970,4.120
2,6:35,2,5,NOR 19,17,17,"Peyton Barber right guard for 1 yard (tackle by Demario Davis and A.J. Klein). Penalty on Tyeler Davison: Defensive Holding, 5 yards",4.120,4.710
2,6:17,1,10,NOR 13,17,17,Ryan Fitzpatrick pass complete short left to Jacquizz Rodgers for 2 yards (tackle by Sheldon Rankins and Manti Te'o),4.710,4.390
2,5:33,,,,,,Timeout #1 by Tampa Bay Buccaneers,,
2,5:33,2,8,NOR 11,17,17,Ryan Fitzpatrick up the middle for 2 yards (tackle by Marcus Williams),4.390,3.880
2,4:47,3,6,NOR 9,23,17,"Ryan Fitzpatrick pass complete short right to Chris Godwin for 9 yards, touchdown",3.880,7.000
2,4:42,,,NOR 15,24,17,Chandler Catanzaro kicks extra point good,0.000,0.000
2,4:42,,,TAM 35,24,17,"Chandler Catanzaro kicks off 67 yards, returned by Tommylee Lewis for no gain (tackle by Jack Cichy). Penalty on Jack Cichy: Low Block, 15 yards",0.000,1.070
2,4:38,1,10,NOR 32,30,17,"Mike Gillislee left end for 2 yards (tackle by Vernon Hargreaves). Mike Gillislee fumbles (forced by Vernon Hargreaves), recovered by Justin Evans at NO-34 and returned for 34 yards, touchdown",1.070,-7.000
2,4:27,,,TAM 35,31,17,"Chandler Catanzaro kicks off 65 yards, touchback.",0.000,0.610
2,4:27,1,10,NOR 25,31,17,Drew Brees pass complete short right to Michael Thomas for 5 yards (tackle by M.J. Stewart),0.610,0.740
2,3:32,2,5,NOR 30,31,17,Drew Brees pass complete deep right to Alvin Kamara for 18 yards (tackle by Justin Evans),0.740,2.130
2,3:04,1,10,NOR 48,31,17,Drew Brees pass complete short left to Michael Thomas for 6 yards (tackle by Lavonte David),2.130,2.390
2,2:22,2,4,TAM 46,31,17,Alvin Kamara left guard for 8 yards (tackle by Lavonte David),2.390,3.050
2,2:00,1,10,TAM 38,31,17,Drew Brees pass incomplete short left intended for Alvin Kamara (defended by Ryan Smith),3.050,2.510
2,1:55,2,10,TAM 38,31,17,Drew Brees pass complete short left to Alvin Kamara for 23 yards (tackle by Justin Evans),2.510,4.580
2,1:47,,,,,,Timeout #2 by Tampa Bay Buccaneers,,
2,1:47,1,10,TAM 15,31,17,Alvin Kamara left tackle for no gain (tackle by Lavonte David),4.580,3.950
2,1:10,2,10,TAM 15,31,17,Drew Brees pass complete short right to Alvin Kamara for 9 yards (tackle by Lavonte David and Vernon Hargreaves),3.950,4.900
2,0:59,,,,,,Timeout #1 by New Orleans Saints,,
2,0:59,3,1,TAM 6,31,23,"Drew Brees pass complete short middle to Michael Thomas for 6 yards, touchdown",4.900,7.000
2,0:55,,,TAM 15,31,24,Wil Lutz kicks extra point good,0.000,0.000
2,0:55,,,NOR 35,31,24,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
2,0:55,1,10,TAM 25,31,24,"Ryan Fitzpatrick pass complete short left to Adam Humphries for 65 yards (tackle by Alex Anzalone). Penalty on Donovan Smith: Illegal Block Above the Waist, 10 yards (no play)",0.610,-0.410
2,0:44,1,20,TAM 15,31,24,Jacquizz Rodgers right guard for 3 yards (tackle by Demario Davis),-0.410,-0.980
2,0:39,,,,,,Timeout #2 by New Orleans Saints,,
2,0:39,2,17,TAM 18,31,24,Ryan Fitzpatrick kneels for -1 yards,-0.980,-1.930
Quarter,Time,Down,ToGo,Location,TAM,NOR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 35,31,24,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,TAM 25,31,24,Ryan Fitzpatrick pass complete short left to Mike Evans for 10 yards (tackle by Marcus Williams),0.610,1.270
3,14:23,1,10,TAM 35,31,24,Peyton Barber left tackle for 1 yard (tackle by Ken Crawley and Kurt Coleman),1.270,0.860
3,13:36,2,9,TAM 36,31,24,Ryan Fitzpatrick pass complete short left to DeSean Jackson for 10 yards (tackle by Ken Crawley),0.860,1.990
3,13:15,1,10,TAM 46,31,24,Ryan Fitzpatrick pass complete short left to Adam Humphries for 3 yards (tackle by Patrick Robinson),1.990,1.860
3,12:43,2,7,TAM 49,31,24,"Ryan Fitzpatrick pass incomplete short right intended for Adam Humphries. Penalty on David Onyemata: Roughing the Passer, 15 yards (no play)",1.860,3.180
3,12:40,1,10,NOR 36,31,24,"Ryan Fitzpatrick pass complete deep middle to Mike Evans for 32 yards (tackle by Marshon Lattimore). Penalty on Marcus Davenport: Roughing the Passer, 2 yards",3.180,6.740
3,12:19,1,2,NOR 2,31,24,Peyton Barber left guard for -1 yards (tackle by Tyeler Davison and Alex Anzalone),6.740,5.530
3,11:38,2,3,NOR 3,31,24,Ryan Fitzpatrick pass incomplete short left intended for Alan Cross,5.530,4.720
3,11:31,3,3,NOR 3,31,24,"Ryan Fitzpatrick pass incomplete short left intended for Freddie Martino. Penalty on Ryan Jensen: Unnecessary Roughness, 15 yards",4.720,2.250
3,11:29,4,18,NOR 18,34,24,Chandler Catanzaro 36 yard field goal good,2.250,3.000
3,11:24,,,TAM 35,34,24,"Chandler Catanzaro kicks off 65 yards, touchback.",0.000,0.610
3,11:24,1,10,NOR 25,34,24,Alvin Kamara left guard for -1 yards (tackle by Gerald McCoy),0.610,-0.070
3,10:45,2,11,NOR 24,34,24,Drew Brees pass complete short right to Alvin Kamara for -1 yards (tackle by Kwon Alexander),-0.070,-0.890
3,9:56,,,,,,Timeout #1 by New Orleans Saints,,
3,9:56,3,12,NOR 23,34,24,Drew Brees pass complete short right to Austin Carr for 11 yards (tackle by Carlton Davis and Lavonte David),-0.890,-1.110
3,9:21,4,1,NOR 34,34,24,"Thomas Morstead punts 42 yards, returned by Adam Humphries for 1 yard (tackle by Justin Hardee)",-1.110,-0.610
3,9:13,1,10,TAM 25,34,24,Peyton Barber right end for 4 yards (tackle by Manti Te'o),0.610,0.600
3,8:33,2,6,TAM 29,34,24,Ryan Fitzpatrick right tackle for 5 yards (tackle by Demario Davis),0.600,0.560
3,7:48,3,1,TAM 34,34,24,Ryan Fitzpatrick pass incomplete deep right intended for Chris Godwin,0.560,-1.110
3,7:42,4,1,TAM 34,34,24,"Bryan Anger punts 42 yards, returned by Tommylee Lewis for no gain (tackle by Ryan Smith). Penalty on Craig Robertson: Offensive Holding, 10 yards",-1.110,0.280
3,7:34,1,10,NOR 14,34,24,Drew Brees pass complete short left to Michael Thomas for 11 yards (tackle by Vernon Hargreaves),-0.280,0.610
3,6:58,1,10,NOR 25,34,24,"Penalty on Larry Warford: False Start, 5 yards (no play)",0.610,0.280
3,6:37,1,15,NOR 20,34,24,Drew Brees pass complete short left to Alvin Kamara for 7 yards (tackle by Ryan Smith),0.280,0.330
3,6:04,2,8,NOR 27,34,24,Drew Brees pass incomplete short left intended for Michael Thomas,0.330,-0.360
3,5:57,3,8,NOR 27,34,24,Drew Brees pass complete short left to Michael Thomas for 5 yards (tackle by Justin Evans),-0.360,-1.240
3,5:18,4,3,NOR 32,34,24,"Thomas Morstead punts 58 yards, returned by Adam Humphries for 16 yards (tackle by Chris Banjo)",-1.240,-0.670
3,5:08,1,10,TAM 26,34,24,Ryan Fitzpatrick pass complete short left to Adam Humphries for 20 yards (tackle by Marcus Williams),0.670,1.990
3,4:35,1,10,TAM 46,34,24,Jacquizz Rodgers left guard for -2 yards (tackle by Tyeler Davison),1.990,1.180
3,3:51,2,12,TAM 44,34,24,Ryan Fitzpatrick right guard for 6 yards (tackle by Sheldon Rankins),1.180,1.290
3,3:06,3,6,TAM 50,40,24,"Ryan Fitzpatrick pass complete deep right to Mike Evans for 50 yards, touchdown",1.290,7.000
3,2:58,,,NOR 15,41,24,Chandler Catanzaro kicks extra point good,0.000,0.000
3,2:58,,,TAM 35,41,24,"Chandler Catanzaro kicks off 65 yards, touchback.",0.000,0.610
3,2:58,1,10,NOR 25,41,24,"Alvin Kamara left guard for no gain (tackle by Jason Pierre-Paul). Penalty on Ryan Ramczyk: Offensive Holding, 10 yards (no play)",0.610,-0.410
3,2:36,1,20,NOR 15,41,24,Drew Brees pass complete short right to Alvin Kamara for 8 yards (tackle by Kwon Alexander and Lavonte David),-0.410,-0.210
3,2:00,2,12,NOR 23,41,24,Drew Brees pass complete short right to Josh Hill for 15 yards (tackle by Chris Conte),-0.210,1.470
3,1:21,1,10,NOR 38,41,24,Drew Brees pass complete short right to Michael Thomas for 6 yards (tackle by Lavonte David),1.470,1.730
3,0:39,2,4,NOR 44,41,24,"Drew Brees pass complete short middle to Michael Thomas for 19 yards (tackle by Kwon Alexander). Michael Thomas fumbles (forced by Kwon Alexander), recovered by Ryan Smith at TB-32 and returned for 3 yards (tackle by Max Unger)",1.730,-1.270
3,0:26,1,10,TAM 35,41,24,Peyton Barber right end for 2 yards (tackle by Marcus Davenport and Demario Davis),1.270,0.990
Quarter,Time,Down,ToGo,Location,TAM,NOR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,8,TAM 37,41,24,Ryan Fitzpatrick pass complete short left to Adam Humphries for 4 yards (tackle by Manti Te'o),0.990,0.830
4,14:18,3,4,TAM 41,41,24,Ryan Fitzpatrick pass complete short right to Mike Evans for 7 yards (tackle by Ken Crawley),0.830,2.130
4,13:39,1,10,TAM 48,41,24,Ryan Fitzpatrick pass incomplete short right intended for Adam Humphries (defended by Marshon Lattimore),2.130,1.580
4,13:30,2,10,TAM 48,41,24,Shaun Wilson left guard for 6 yards (tackle by Demario Davis and Kurt Coleman),1.580,1.680
4,12:49,3,4,NOR 46,41,24,"Penalty on Demar Dotson: False Start, 5 yards (no play)",1.680,1.020
4,12:30,3,9,TAM 49,41,24,"Ryan Fitzpatrick pass incomplete short left intended for DeSean Jackson. Penalty on Ken Crawley: Defensive Pass Interference, 15 yards (no play)",1.020,3.180
4,12:24,1,10,NOR 36,47,24,"Ryan Fitzpatrick pass complete deep middle to DeSean Jackson for 36 yards, touchdown. Penalty on David Onyemata: Roughing the Passer, 15 yards",3.180,7.000
4,12:19,,,NOR 15,47,24,Chandler Catanzaro kicks extra point good,0.000,0.000
4,12:19,,,TAM 50,48,24,"Chandler Catanzaro kicks off 50 yards, touchback.",0.000,0.610
4,12:19,1,10,NOR 25,48,24,Drew Brees pass complete short left to Austin Carr for 9 yards (tackle by Vernon Hargreaves),0.610,1.280
4,11:50,2,1,NOR 34,48,24,Drew Brees pass complete short right to Ben Watson for 6 yards (tackle by Chris Conte and Kwon Alexander),1.280,1.600
4,11:20,1,10,NOR 40,48,24,Drew Brees pass complete deep right to Ben Watson for 21 yards (tackle by Chris Conte),1.600,2.980
4,10:54,1,10,TAM 39,48,24,"Drew Brees pass incomplete deep left intended for Alvin Kamara. Penalty on Justin Evans: Unnecessary Roughness, 15 yards (no play)",2.980,3.970
4,10:49,1,10,TAM 24,48,24,"Drew Brees pass incomplete short middle intended for Alvin Kamara. Penalty on Kwon Alexander: Defensive Pass Interference, 5 yards (no play)",3.970,4.310
4,10:45,1,10,TAM 19,48,24,Drew Brees pass complete short middle to Alvin Kamara for 6 yards (tackle by Kwon Alexander and Justin Evans),4.310,4.720
4,10:09,2,4,TAM 13,48,24,Drew Brees pass incomplete short left intended for Ted Ginn,4.720,3.960
4,10:02,3,4,TAM 13,48,24,Drew Brees pass incomplete short middle intended for Alvin Kamara (defended by Vernon Hargreaves),3.960,2.640
4,9:58,4,4,TAM 13,48,24,Drew Brees pass complete short right to Ben Watson for 6 yards (tackle by M.J. Stewart),2.640,5.600
4,9:25,1,7,TAM 7,48,24,Drew Brees pass incomplete short right,5.600,4.760
4,9:19,2,7,TAM 7,48,24,Drew Brees pass complete short middle to Michael Thomas for 6 yards (tackle by M.J. Stewart),4.760,5.170
4,8:57,3,1,TAM 1,48,30,"Alvin Kamara left end for 1 yard, touchdown",5.170,7.000
4,8:54,,,TAM 2,48,32,"Two Point Attempt: Alvin Kamara rushes, conversion succeeds.",0.000,1.000
4,8:54,,,NOR 35,48,32,"Wil Lutz kicks off 44 yards, returned by Adam Humphries for no gain (tackle by Justin Hardee)",0.000,0.610
4,8:51,1,10,TAM 25,48,32,Peyton Barber right guard for 4 yards (tackle by Sheldon Rankins and Vonn Bell),0.610,0.600
4,8:07,2,6,TAM 29,48,32,Peyton Barber left guard for 3 yards (tackle by Cameron Jordan),0.600,0.300
4,7:22,3,3,TAM 32,48,32,Ryan Fitzpatrick pass complete deep right to DeSean Jackson for 35 yards (tackle by Ken Crawley),0.300,3.380
4,6:36,1,10,NOR 33,48,32,Peyton Barber right guard for 1 yard (tackle by Tyeler Davison and Cameron Jordan),3.380,2.970
4,5:51,2,9,NOR 32,48,32,Peyton Barber left end for 5 yards (tackle by Alex Okafor),2.970,2.940
4,5:04,,,,,,Timeout #1 by Tampa Bay Buccaneers,,
4,5:04,3,4,NOR 27,48,32,Peyton Barber left end for 1 yard (tackle by Marcus Williams and Cameron Jordan),2.940,1.840
4,4:57,,,,,,Timeout #2 by New Orleans Saints,,
4,4:57,4,3,NOR 26,48,32,Chandler Catanzaro 44 yard field goal no good,1.840,-1.200
4,4:52,1,10,NOR 34,48,32,Drew Brees pass complete short middle to Michael Thomas for 13 yards (tackle by Chris Conte),1.200,2.060
4,4:26,1,10,NOR 47,48,32,Drew Brees pass complete deep left to Ted Ginn for 16 yards (tackle by Ryan Smith),2.060,3.120
4,4:22,1,10,TAM 37,48,32,Drew Brees pass complete deep middle to Michael Thomas for 21 yards (tackle by Justin Evans),3.120,4.510
4,4:00,1,10,TAM 16,48,32,Drew Brees pass complete short right to Michael Thomas for 9 yards (tackle by M.J. Stewart),4.510,5.540
4,3:35,2,1,TAM 7,48,38,"Drew Brees pass complete short right to Alvin Kamara for 7 yards, touchdown. Penalty on Jason Pierre-Paul: Defensive Offside (Declined)",5.540,7.000
4,3:31,,,TAM 2,48,40,"Two Point Attempt: Drew Brees pass complete to Ted Ginn, conversion succeeds",0.000,1.000
4,3:31,,,NOR 35,48,40,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
4,3:31,1,10,TAM 25,48,40,Peyton Barber left tackle for -4 yards (tackle by A.J. Klein). Penalty on Demar Dotson: Offensive Holding (Declined),0.610,-0.480
4,3:27,2,14,TAM 21,48,40,Peyton Barber left guard for 3 yards (tackle by Manti Te'o),-0.480,-0.760
4,2:42,3,11,TAM 24,48,40,Ryan Fitzpatrick left end for 12 yards (tackle by Alex Anzalone),-0.760,1.330
4,2:00,1,10,TAM 36,48,40,Ryan Fitzpatrick kneels for -1 yards,1.330,0.660
4,1:18,2,11,TAM 35,48,40,Ryan Fitzpatrick kneels for no gain,0.660,-0.030
4,0:37,3,11,TAM 35,48,40,Ryan Fitzpatrick kneels for -1 yards,-0.030,-1.110
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
