Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Michael Schofield,G,71,100%,0,0%,2,6%
Russell Okung,T,71,100%,0,0%,2,6%
Dan Feeney,G,71,100%,0,0%,2,6%
Sam Tevi,T,71,100%,0,0%,2,6%
Philip Rivers,QB,71,100%,0,0%,0,0%
Mike Pouncey,C,71,100%,0,0%,0,0%
Keenan Allen,WR,67,94%,0,0%,0,0%
Mike Williams,WR,61,86%,0,0%,0,0%
Tyrell Williams,WR,49,69%,0,0%,0,0%
Antonio Gates,TE,44,62%,0,0%,0,0%
Melvin Gordon,RB,35,49%,0,0%,0,0%
Austin Ekeler,RB,25,35%,0,0%,19,56%
Virgil Green,TE,21,30%,0,0%,2,6%
Travis Benjamin,WR,21,30%,0,0%,0,0%
Hunter Henry,TE,14,20%,0,0%,0,0%
Justin Jackson,RB,13,18%,0,0%,12,35%
Trenton Scott,G,3,4%,0,0%,2,6%
Melvin Ingram,DE,1,1%,74,89%,0,0%
Geremy Davis,WR,1,1%,0,0%,24,71%
Rayshawn Jenkins,FS,0,0%,83,100%,17,50%
Derwin James,FS,0,0%,83,100%,7,21%
Michael Davis,CB,0,0%,82,99%,14,41%
Casey Hayward,CB,0,0%,82,99%,0,0%
Joey Bosa,DE,0,0%,69,83%,0,0%
Jahleel Addae,SS,0,0%,67,81%,12,35%
Adrian Phillips,SS,0,0%,60,72%,1,3%
Brandon Mebane,NT,0,0%,54,65%,0,0%
Desmond King,CB,0,0%,51,61%,19,56%
Damion Square,NT,0,0%,42,51%,7,21%
Kyle Emanuel,LB,0,0%,37,45%,24,71%
Justin Jones,DT,0,0%,34,41%,1,3%
Uchenna Nwosu,LB,0,0%,28,34%,27,79%
Isaac Rochell,DE,0,0%,27,33%,9,26%
Darius Philon,DT,0,0%,21,25%,7,21%
Hayes Pullard,LB,0,0%,18,22%,15,44%
Brandon Facyson,CB,0,0%,0,0%,26,76%
Derek Watt,FB,0,0%,0,0%,26,76%
Nick Dzubnar,LB,0,0%,0,0%,25,74%
Kyle Wilson,LB,0,0%,0,0%,18,53%
Jeff Richards,CB,0,0%,0,0%,17,50%
Scott Quessenberry,C,0,0%,0,0%,10,29%
Donnie Jones,P,0,0%,0,0%,8,24%
Mike Windt,LS,0,0%,0,0%,8,24%
Michael Badgley,K,0,0%,0,0%,4,12%
Nick Rose,K,0,0%,0,0%,3,9%
