Quarter,Time,Down,ToGo,Location,MIA,SFO,Detail,EPB,EPA
1,6:46,1,10,SFO 40,7,0,Tim Rattay sacked by Derrick Pope for -1 yards. Penalty on Fred Beasley: Offensive Holding (Declined),1.600,0.920
1,6:23,2,11,SFO 39,7,0,Maurice Hicks left tackle for 5 yards (tackle by Morlon Greenwood),0.920,0.890
1,5:44,3,6,SFO 44,7,0,Tim Rattay pass complete to Eric Johnson for 9 yards (tackle by Will Poole),0.890,2.460
1,5:44,1,10,MIA 47,7,0,"Penalty on Scott Gragg: False Start, 5 yards (no play)",2.460,2.130
1,4:48,1,15,SFO 48,7,0,Fred Beasley up the middle for 2 yards (tackle by Jeff Zgonina),2.130,1.510
1,4:10,2,13,SFO 50,7,0,Tim Rattay pass incomplete intended for Maurice Hicks (defended by Eddie Moore),1.510,0.830
1,4:04,3,13,SFO 50,7,0,Tim Rattay up the middle for 9 yards (tackle by Morlon Greenwood and Reggie Howard),0.830,0.530
1,3:26,4,4,MIA 41,7,0,"Andy Lee punts 31 yards, fair catch by Wes Welker",0.530,0.380
1,3:18,1,10,MIA 10,7,0,Travis Minor left guard for 5 yards (tackle by Anthony Adams),-0.380,-0.350
1,2:45,2,5,MIA 15,7,0,"A.J. Feeley pass incomplete intended for Rob Konrad. Penalty on Anthony Adams: Roughing the Passer, 15 yards (no play)",-0.350,0.940
1,2:38,1,10,MIA 30,7,0,A.J. Feeley pass complete to Randy McMichael for 13 yards (tackle by Jeff Ulbrich),0.940,1.800
1,1:53,1,10,MIA 43,7,0,A.J. Feeley up the middle for 1 yard (tackle by Jamie Winborn),1.800,1.390
1,1:13,,,,7,0,Timeout #1 by San Francisco 49ers,0.000,1.390
1,1:13,2,9,MIA 44,7,0,A.J. Feeley pass complete to Chris Chambers for 8 yards (tackle by Dwaine Carpenter),1.390,1.750
1,0:59,3,1,SFO 48,7,0,Travis Minor right guard for no gain (tackle by Derek Smith),1.750,0.070
1,0:09,4,1,SFO 48,7,0,"Penalty on Matt Turk: Delay of Game, 5 yards (no play)",0.070,-0.260
1,0:04,4,6,MIA 47,7,0,"Matt Turk punts 53 yards, touchback",-0.260,-0.280
Quarter,Time,Down,ToGo,Location,MIA,SFO,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,SFO 20,7,0,"Tim Rattay pass incomplete intended for Cedrick Wilson. Penalty on Jason Taylor: Face Mask (15 Yards), 15 yards (no play)",0.280,1.270
2,14:54,1,10,SFO 35,7,0,Tim Rattay pass complete to Eric Johnson for 9 yards (tackle by Derrick Pope),1.270,1.940
2,14:20,2,1,SFO 44,7,0,Kevan Barlow right guard for 1 yard (tackle by Dario Romero),1.940,1.930
2,13:39,1,10,SFO 45,7,0,Maurice Hicks right end for 1 yard (tackle by Jay Williams and Sammy Knight),1.930,1.520
2,13:01,2,9,SFO 46,7,0,Tim Rattay pass complete to Maurice Hicks for 19 yards (tackle by Yeremiah Bell),1.520,3.250
2,12:15,1,10,MIA 35,7,0,Kevan Barlow right guard for 3 yards (tackle by Dario Romero),3.250,3.110
2,11:34,2,7,MIA 32,7,0,Tim Rattay sacked by Jason Taylor for -4 yards,3.110,1.880
2,10:57,3,11,MIA 36,7,0,Tim Rattay pass incomplete intended for Terry Jackson (defended by Jason Taylor),1.880,0.880
2,10:52,4,11,MIA 36,7,0,Andy Lee punts 25 yards,0.880,0.370
2,10:39,1,10,MIA 11,7,0,Travis Minor left guard for 1 yard (tackle by Tony Parrish),-0.370,-0.710
2,10:08,2,9,MIA 12,7,0,Travis Minor right tackle for no gain (tackle by Bryant Young and Jeff Ulbrich),-0.710,-1.300
2,9:31,3,9,MIA 12,7,0,A.J. Feeley pass incomplete intended for Derrius Thompson,-1.300,-2.490
2,9:25,4,9,MIA 12,7,0,"Matt Turk punts 39 yards, fair catch by Arnaz Battle",-2.490,-2.190
2,9:16,1,10,SFO 49,7,0,Tim Rattay pass complete to Kevan Barlow for no gain,2.190,1.650
2,8:34,2,10,SFO 49,7,0,Kevan Barlow right guard for 3 yards (tackle by Morlon Greenwood and Bryan Robinson),1.650,1.360
2,7:57,3,7,MIA 48,7,0,Tim Rattay pass complete to Cedrick Wilson for 12 yards (tackle by Arturo Freeman),1.360,3.180
2,7:20,1,10,MIA 36,7,0,Maurice Hicks right guard for 9 yards (tackle by Patrick Surtain),3.180,3.850
2,6:41,2,1,MIA 27,7,0,Tim Rattay pass complete to Eric Johnson for 4 yards (tackle by Morlon Greenwood),3.850,4.040
2,5:54,1,10,MIA 23,7,0,Tim Rattay pass incomplete intended for Eric Johnson,4.040,3.500
2,5:49,2,10,MIA 23,7,0,Maurice Hicks up the middle for 3 yards (tackle by Sammy Knight),3.500,3.200
2,5:07,3,7,MIA 20,7,0,Tim Rattay pass complete to Cedrick Wilson for 13 yards (tackle by Will Poole),3.200,5.600
2,4:22,1,7,MIA 7,7,0,Kevan Barlow up the middle for 5 yards (tackle by Jay Williams),5.600,5.720
2,3:50,2,2,MIA 2,7,0,Kevan Barlow up the middle for 1 yard (tackle by Derrick Pope),5.720,5.170
2,3:10,3,1,MIA 1,7,0,Tim Rattay pass incomplete intended for Aaron Walker,5.170,3.550
2,3:05,4,1,MIA 1,7,3,Todd Peterson 19 yard field goal good,3.550,3.000
2,,,,SFO 30,7,3,Todd Peterson kicks off 63 yards,0.000,1.600
2,3:01,1,10,MIA 40,7,3,A.J. Feeley pass complete to Travis Minor for 3 yards (tackle by Jamie Winborn),1.600,1.460
2,2:38,2,7,MIA 43,7,3,Travis Minor up the middle for -3 yards (tackle by John Engelberger and Derek Smith),1.460,0.370
2,2:30,,,,7,3,Timeout #2 by San Francisco 49ers,0.000,0.370
2,2:30,3,10,MIA 40,7,3,A.J. Feeley pass incomplete intended for Derrius Thompson is intercepted by Mike Adams at SFO-45,0.370,-1.930
2,2:21,1,10,SFO 45,7,3,Tim Rattay pass complete to Kevan Barlow for -1 yards (tackle by Morlon Greenwood),1.930,1.250
2,2:11,,,,7,3,Timeout #3 by San Francisco 49ers,0.000,1.250
2,2:11,2,11,SFO 44,7,3,Tim Rattay pass complete to Cedrick Wilson for 9 yards (tackle by Bryan Robinson),1.250,1.750
2,2:00,3,2,MIA 47,7,3,Maurice Hicks up the middle for no gain (tackle by Will Poole and Jason Taylor),1.750,0.130
2,1:51,,,,7,3,Timeout #1 by Miami Dolphins,0.000,0.130
2,1:51,4,2,MIA 47,7,3,"Andy Lee punts 32 yards, fair catch by Wes Welker",0.130,0.220
2,1:44,1,10,MIA 15,7,3,Travis Minor up the middle for 1 yard (tackle by Jamie Winborn),-0.220,-0.580
2,1:08,2,9,MIA 16,7,3,Travis Minor up the middle for 10 yards (tackle by Tony Parrish and Derek Smith),-0.580,0.670
2,0:37,1,10,MIA 26,7,3,Travis Minor up the middle for no gain (tackle by Mike Adams),0.670,0.130
Quarter,Time,Down,ToGo,Location,MIA,SFO,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SFO 30,7,3,"Todd Peterson kicks off 62 yards, returned by Wes Welker for 22 yards (tackle by Saleem Rasheed)",0.000,0.940
3,14:54,1,10,MIA 30,7,3,A.J. Feeley pass incomplete intended for Marty Booker,0.940,0.390
3,14:48,2,10,MIA 30,7,3,A.J. Feeley pass complete to Chris Chambers for 11 yards (tackle by Dwaine Carpenter),0.390,1.660
3,14:26,1,10,MIA 41,7,3,Travis Minor up the middle for 1 yard (tackle by Anthony Adams),1.660,1.260
3,13:49,2,9,MIA 42,7,3,A.J. Feeley sacked by Derek Smith for -8 yards,1.260,-0.490
3,13:17,3,17,MIA 34,7,3,A.J. Feeley pass complete to Travis Minor for 12 yards (tackle by Jeff Ulbrich),-0.490,-0.320
3,12:53,4,5,MIA 46,7,3,"Matt Turk punts 34 yards, returned by Arnaz Battle for 5 yards (tackle by Brendon Ayanbadejo)",-0.320,-0.610
3,12:44,1,10,SFO 25,7,3,Kevan Barlow up the middle for no gain (tackle by Bryan Robinson),0.610,0.060
3,12:11,2,10,SFO 25,7,3,Tim Rattay pass complete to Arnaz Battle for 6 yards (tackle by Will Poole),0.060,0.170
3,11:35,3,4,SFO 31,7,3,Tim Rattay pass complete to Cedrick Wilson for 3 yards (tackle by Sam Madison),0.170,-1.110
3,10:53,4,1,SFO 34,7,3,"Andy Lee punts 44 yards, returned by Wes Welker for 4 yards (tackle by Terry Jackson)",-1.110,-0.670
3,10:41,1,10,MIA 26,7,3,A.J. Feeley pass complete to Chris Chambers for 11 yards (tackle by Jeff Ulbrich),0.670,1.400
3,10:03,1,10,MIA 37,7,3,A.J. Feeley pass complete to Marty Booker for 8 yards (tackle by Dwaine Carpenter),1.400,1.940
3,9:30,2,2,MIA 45,7,3,Travis Minor left tackle for 7 yards (tackle by Tony Parrish and Derek Smith),1.940,2.390
3,9:00,1,10,SFO 48,7,3,A.J. Feeley pass complete to Marty Booker for 6 yards (tackle by Shawntae Spencer),2.390,2.660
3,8:39,2,4,SFO 42,7,3,A.J. Feeley pass incomplete intended for Randy McMichael (defended by Jamie Winborn),2.660,1.950
3,8:22,3,4,SFO 42,7,3,A.J. Feeley pass complete to Derrius Thompson for 7 yards (tackle by Dwaine Carpenter),1.950,3.250
3,7:50,1,10,SFO 35,7,3,Travis Minor up the middle for no gain (tackle by Anthony Adams),3.250,2.700
3,7:14,2,10,SFO 35,7,3,A.J. Feeley pass incomplete intended for Randy McMichael (defended by Ronnie Heard),2.700,2.010
3,7:10,3,10,SFO 35,7,3,A.J. Feeley pass incomplete intended for Travis Minor (defended by Jeff Ulbrich). Penalty on Seth McKinney: Ineligible Downfield Pass (Declined),2.010,0.970
3,7:05,4,10,SFO 35,7,3,Matt Turk punts 34 yards,0.970,0.380
3,6:55,1,10,SFO 1,7,3,Tim Rattay pass incomplete intended for Fred Beasley,-0.380,-0.780
3,6:51,2,10,SFO 1,7,3,Maurice Hicks up the middle for 6 yards (tackle by David Bowens),-0.780,-0.720
3,6:15,3,4,SFO 7,7,3,Tim Rattay pass incomplete intended for Fred Beasley,-0.720,-2.490
3,6:09,4,4,SFO 7,7,3,"Andy Lee punts 41 yards, returned by Wes Welker for 35 yards (tackle by Andy Lee)",-2.490,-4.710
3,5:53,1,10,SFO 13,7,3,A.J. Feeley pass complete to Jamar Martin for 2 yards (tackle by Jamie Winborn),4.710,4.390
3,5:11,2,8,SFO 11,7,3,A.J. Feeley pass incomplete intended for Randy McMichael,4.390,3.450
3,5:05,,,,7,3,Timeout #1 by Miami Dolphins,0.000,3.450
3,5:05,3,8,SFO 11,7,3,A.J. Feeley pass complete to Derrius Thompson for 7 yards (tackle by Derek Smith),3.450,3.040
3,4:34,4,1,SFO 4,7,3,Olindo Mare 22 yard field goal no good,3.040,-0.280
3,4:23,1,10,SFO 20,7,3,Tim Rattay pass complete to Brandon Lloyd for 8 yards (tackle by Derrick Pope),0.280,0.810
3,4:02,2,2,SFO 28,7,3,Maurice Hicks left tackle for 6 yards (tackle by Dario Romero),0.810,1.200
3,3:21,1,10,SFO 34,7,3,Tim Rattay pass incomplete intended for Brandon Lloyd (defended by Will Poole),1.200,0.660
3,3:16,2,10,SFO 34,7,3,Maurice Hicks right guard for 6 yards (tackle by Morlon Greenwood),0.660,0.760
3,2:40,3,4,SFO 40,7,3,Tim Rattay pass incomplete intended for Rashaun Woods (defended by Yeremiah Bell),0.760,-0.720
3,2:34,4,4,SFO 40,7,3,Andy Lee punts 33 yards,-0.720,-0.740
3,2:26,1,10,MIA 27,7,3,Travis Minor left tackle for no gain (tackle by Anthony Adams),0.740,0.200
3,1:51,2,10,MIA 27,7,3,A.J. Feeley pass complete to Marty Booker for 6 yards (tackle by Shawntae Spencer),0.200,0.300
3,1:16,3,4,MIA 33,7,3,A.J. Feeley pass complete to Derrius Thompson for 5 yards (tackle by Mike Adams),0.300,1.470
3,0:29,1,10,MIA 38,7,3,Travis Minor up the middle for 4 yards (tackle by Derek Smith and Bryant Young),1.470,1.460
Quarter,Time,Down,ToGo,Location,MIA,SFO,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,6,MIA 42,7,3,"A.J. Feeley pass incomplete intended for Marty Booker. Penalty on Dwaine Carpenter: Defensive Pass Interference, 7 yards (no play)",1.460,2.190
4,14:57,1,10,MIA 49,7,9,"A.J. Feeley for no gain. A.J. Feeley fumbles, recovered by Derek Smith at MIA-46 and returned for 46 yards, touchdown",2.190,-7.000
,,,,,,,"MIA challenged the ruling, and the play was upheld.",,
4,,,,MIA 2,7,10,Todd Peterson kicks extra point good,0.000,0.000
4,,,,SFO 30,7,10,"Todd Peterson kicks off 46 yards, returned by Wes Welker for 9 yards (tackle by Brandon T. Moore)",0.000,1.140
4,14:40,1,10,MIA 33,7,10,Travis Minor right end for 12 yards (tackle by Dwaine Carpenter),1.140,1.930
4,14:04,1,10,MIA 45,7,10,A.J. Feeley pass incomplete intended for Travis Minor,1.930,1.380
4,13:59,2,10,MIA 45,7,10,A.J. Feeley pass incomplete intended for Chris Chambers (defended by Jamie Winborn),1.380,0.700
4,13:53,3,10,MIA 45,7,10,A.J. Feeley pass complete to Chris Chambers for 9 yards (tackle by Joselio Hanson),0.700,0.200
4,13:30,4,1,SFO 46,7,10,"Matt Turk punts 33 yards, fair catch by Arnaz Battle",0.200,0.320
4,13:22,1,10,SFO 13,7,10,Maurice Hicks right guard for 1 yard (tackle by Jay Williams and Sammy Knight),-0.320,-0.680
4,12:46,2,9,SFO 14,7,10,"Maurice Hicks up the middle for no gain (tackle by David Bowens). Maurice Hicks fumbles (forced by David Bowens), recovered by Patrick Surtain at SFO-21 (tackle by Brandon Lloyd)",-0.680,-4.170
4,12:38,1,10,SFO 21,7,10,Travis Minor up the middle for 2 yards (tackle by Derek Smith),4.170,3.900
4,12:03,2,8,SFO 19,7,10,"A.J. Feeley pass incomplete intended for Randy McMichael. Penalty on Ronnie Heard: Defensive Pass Interference, 18 yards (no play)",3.900,6.970
4,11:56,1,1,SFO 1,7,10,"Travis Minor up the middle for -98 yards (tackle by Bryant Young and Tony Parrish). Penalty on Damion McIntosh: Illegal Formation, 5 yards (no play)",6.970,5.830
4,11:56,1,6,SFO 6,7,10,A.J. Feeley pass incomplete intended for Randy McMichael,5.830,4.950
4,11:56,2,6,SFO 6,7,10,Travis Minor right tackle for -4 yards (tackle by Bryant Young),4.950,3.130
4,11:56,3,10,SFO 10,7,10,"Penalty on John St. Clair: False Start, 5 yards (no play)",3.130,2.930
4,11:56,3,15,SFO 15,13,10,"A.J. Feeley pass complete to Randy McMichael for 15 yards, touchdown",2.930,7.000
4,,,,SFO 2,14,10,Olindo Mare kicks extra point good,0.000,0.000
4,,,,MIA 30,14,10,"Olindo Mare kicks off 63 yards, returned by Maurice Hicks for 24 yards (tackle by Arturo Freeman)",0.000,1.000
4,10:29,1,10,SFO 31,14,10,Tim Rattay pass complete to Eric Johnson for 7 yards (tackle by Sammy Knight),1.000,1.410
4,9:50,2,3,SFO 38,14,10,Tim Rattay pass incomplete intended for Brandon Lloyd,1.410,0.700
4,9:47,3,3,SFO 38,14,10,Tim Rattay pass complete to Terry Jackson for 6 yards (tackle by Morlon Greenwood),0.700,1.860
4,9:10,1,10,SFO 44,14,10,Tim Rattay pass incomplete intended for Fred Beasley (defended by Jeff Zgonina),1.860,1.320
4,9:06,2,10,SFO 44,14,10,"Tim Rattay sacked by David Bowens for -10 yards. Tim Rattay fumbles (forced by David Bowens), recovered by Maurice Hicks at SFO-34",1.320,-0.690
4,8:17,3,20,SFO 34,14,10,"Tim Rattay sacked by Jay Williams for -3 yards. Tim Rattay fumbles (forced by Jay Williams), recovered by Jason Taylor at SFO-35 and returned for 1 yards (tackle by Scott Gragg)",-0.690,-3.310
4,8:02,1,10,SFO 34,14,10,Travis Minor left end for 2 yards (tackle by Shawntae Spencer and John Engelberger),3.310,3.040
4,7:30,2,8,SFO 32,14,10,A.J. Feeley pass incomplete intended for Marty Booker,3.040,2.350
4,7:27,3,8,SFO 32,14,10,A.J. Feeley pass incomplete intended for Chris Chambers,2.350,1.240
4,7:21,4,8,SFO 32,17,10,Olindo Mare 50 yard field goal good,1.240,3.000
4,,,,MIA 30,17,10,"Olindo Mare kicks off 59 yards, returned by Maurice Hicks for 21 yards (tackle by Jimmy Wyrick)",0.000,1.070
4,7:11,1,10,SFO 32,17,10,Tim Rattay pass incomplete intended for Eric Johnson,1.070,0.530
4,7:07,2,10,SFO 32,17,10,Tim Rattay sacked by Dario Romero for -7 yards,0.530,-1.090
4,6:39,,,,17,10,Timeout #3 by Miami Dolphins,0.000,-1.090
4,6:39,3,17,SFO 25,17,10,Tim Rattay pass incomplete intended for Eric Johnson,-1.090,-1.700
4,6:35,4,17,SFO 25,17,10,"Andy Lee punts 45 yards, returned by Wes Welker for 7 yards (tackle by Terry Jackson). Penalty on Reggie Howard: Illegal Block Above the Waist, 10 yards",-1.700,-0.740
4,6:23,1,10,MIA 27,17,10,A.J. Feeley for 2 yards (tackle by John Engelberger),0.740,0.470
4,5:56,2,8,MIA 29,17,10,Travis Minor up the middle for 4 yards (tackle by Ronnie Heard),0.470,0.300
4,5:20,3,4,MIA 33,17,10,A.J. Feeley pass incomplete intended for Chris Chambers,0.300,-1.180
4,5:15,4,4,MIA 33,17,10,"Matt Turk punts 44 yards, returned by Arnaz Battle for no gain. Penalty on Brandon T. Moore: Running Into the Kicker, 5 yards (no play)",-1.180,1.470
4,5:07,1,10,MIA 38,17,10,Travis Minor up the middle for 1 yard (tackle by Brandon T. Moore),1.470,1.060
4,4:27,2,9,MIA 39,17,10,Travis Minor up the middle for -2 yards (tackle by Bryant Young),1.060,0.100
4,3:45,3,11,MIA 37,17,10,A.J. Feeley pass incomplete intended for Marty Booker (defended by Joselio Hanson),0.100,-0.910
4,3:39,4,11,MIA 37,17,10,"Matt Turk punts 59 yards, returned by Arnaz Battle for 6 yards (tackle by Brendon Ayanbadejo)",-0.910,0.380
4,3:26,1,10,SFO 10,17,10,Tim Rattay sacked by Jeff Zgonina for -5 yards,-0.380,-1.150
4,3:17,,,,17,10,Timeout #1 by San Francisco 49ers,0.000,-1.150
4,3:17,2,15,SFO 5,23,10,"Tim Rattay sacked by Jason Taylor for -4 yards. Tim Rattay fumbles (forced by Jason Taylor), recovered by Derrick Pope at SFO-1 and returned for 1 yards, touchdown",-1.150,-7.000
,,,,,,,"SFO challenged the ruling, and the play was upheld.",,
4,,,,SFO 2,24,10,Olindo Mare kicks extra point good,0.000,0.000
4,,,,MIA 30,24,10,"Olindo Mare kicks off 70 yards, returned by Maurice Hicks for 31 yards (tackle by Bryan Gilmore)",0.000,1.000
4,3:01,1,10,SFO 31,24,10,Tim Rattay pass complete to Eric Johnson for 13 yards (tackle by Will Poole),1.000,1.860
4,2:38,1,10,SFO 44,24,10,Tim Rattay pass complete to Brandon Lloyd for 7 yards (tackle by Sammy Knight),1.860,2.260
4,2:14,2,3,MIA 49,24,10,Tim Rattay pass complete to Eric Johnson for 6 yards (tackle by Will Poole),2.260,2.720
4,2:00,1,10,MIA 43,24,10,Tim Rattay pass incomplete intended for Maurice Hicks (defended by Jason Taylor),2.720,2.180
4,1:56,2,10,MIA 43,24,10,Maurice Hicks up the middle for 6 yards (tackle by David Bowens),2.180,2.280
4,1:56,3,4,MIA 37,24,10,Tim Rattay pass complete to Cedrick Wilson for 22 yards (tackle by Morlon Greenwood),2.280,4.580
4,1:10,1,10,MIA 15,24,10,Tim Rattay pass incomplete intended for Maurice Hicks (defended by David Bowens),4.580,3.950
4,1:03,2,10,MIA 15,24,10,Tim Rattay pass complete to Maurice Hicks for 14 yards (tackle by Jason Taylor),3.950,6.970
4,0:49,,,,24,10,Timeout #3 by San Francisco 49ers,0.000,6.970
4,0:49,1,1,MIA 1,24,16,"Maurice Hicks right guard for 1 yard, touchdown",6.970,7.000
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
4,,,,MIA 2,24,17,Todd Peterson kicks extra point good,0.000,0.000
4,,,,SFO 30,24,17,"Todd Peterson kicks onside 15 yards, recovered by Patrick Surtain",0.000,2.590
4,0:36,1,10,SFO 45,24,17,A.J. Feeley kneels for -1 yards,2.590,1.910
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
