Quarter,Time,Down,ToGo,Location,NWE,SEA,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Patriots won the coin toss and deferred, Seahawks to receive the opening kickoff.",,
1,15:00,,,NWE 35,0,0,"Jake Bailey kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,SEA 25,0,0,Russell Wilson pass complete short middle to Will Dissly for 9 yards (tackle by Adrian Phillips and Ja'Whaun Bentley),0.610,1.280
1,14:32,2,1,SEA 34,0,0,Chris Carson right guard for 4 yards (tackle by Ja'Whaun Bentley and Adrian Phillips),1.280,1.470
1,13:48,1,10,SEA 38,6,0,"Russell Wilson pass short left intended for Greg Olsen is intercepted by Devin McCourty at SEA-43 and returned for 43 yards, touchdown",1.470,-7.000
1,13:39,,,SEA 15,7,0,Nick Folk kicks extra point good,0.000,0.000
1,13:39,,,NWE 35,7,0,"Jake Bailey kicks off 64 yards, returned by Travis Homer for 24 yards (tackle by Brandon Copeland)",0.000,0.610
1,13:30,1,10,SEA 25,7,0,Chris Carson left guard for 7 yards (tackle by Jason McCourty),0.610,1.010
1,13:00,2,3,SEA 32,7,0,Chris Carson right guard for 5 yards (tackle by Brandon Copeland and Byron Cowart),1.010,1.400
1,12:20,1,10,SEA 37,7,0,Russell Wilson pass complete short left to Carlos Hyde for 6 yards (tackle by Jonathan Jones),1.400,1.670
1,11:46,2,4,SEA 43,7,0,Russell Wilson up the middle for 6 yards (tackle by Adrian Phillips),1.670,2.190
1,10:59,1,10,SEA 49,7,0,Carlos Hyde right guard for 2 yards (tackle by Byron Cowart),2.190,1.920
1,10:18,2,8,NWE 49,7,0,Russell Wilson pass complete short middle to Tyler Lockett for 9 yards (tackle by Adam Butler),1.920,2.920
1,9:53,1,10,NWE 40,7,0,"Chris Carson right end for 8 yards (tackle by Adrian Phillips). Penalty on Tyler Lockett: Illegal Blindside Block, 15 yards (no play)",2.920,1.930
1,9:27,1,25,SEA 45,7,0,Russell Wilson pass complete short left to Tyler Lockett for 16 yards (tackle by Jason McCourty),1.930,2.510
1,8:51,2,9,NWE 39,7,0,Russell Wilson right end for 21 yards (tackle by Jonathan Jones),2.510,4.370
1,8:03,1,10,NWE 18,7,0,Russell Wilson pass complete short left to David Moore for 6 yards (tackle by John Simon),4.370,4.810
1,7:35,2,4,NWE 12,7,0,Chris Carson right tackle for 3 yards (tackle by Lawrence Guy),4.810,4.740
1,6:48,,,,,,Timeout #1 by Seattle Seahawks,,
1,6:48,3,1,NWE 9,7,0,Chris Carson left guard for 5 yards (tackle by John Simon),4.740,6.280
1,6:10,1,4,NWE 4,7,0,Chris Carson left guard for no gain (tackle by Brandon Copeland),6.280,5.340
1,5:33,2,4,NWE 4,7,6,"Russell Wilson pass complete short middle to Tyler Lockett for 4 yards, touchdown",5.340,7.000
1,5:27,,,NWE 15,7,7,Jason Myers kicks extra point good,0.000,0.000
1,5:27,,,SEA 35,7,7,"Jason Myers kicks off 67 yards, returned by Kyle Dugger for 30 yards (tackle by Tre Flowers and Nick Bellore)",0.000,0.810
1,5:21,1,10,NWE 28,7,7,Sony Michel left tackle for 3 yards (tackle by Bruce Irvin),0.810,0.670
1,4:45,2,7,NWE 31,7,7,Cam Newton pass complete short left to Damiere Byrd for 15 yards (tackle by Quinton Dunbar),0.670,1.990
1,4:20,1,10,NWE 46,7,7,Sony Michel left tackle for 3 yards (tackle by Jarran Reed and Bobby Wagner),1.990,1.860
1,3:35,2,7,NWE 49,7,7,Cam Newton pass incomplete short right,1.860,1.160
1,3:26,3,7,NWE 49,7,7,Cam Newton pass complete short left to Damiere Byrd for 14 yards (tackle by Quinton Dunbar),1.160,3.120
1,2:48,1,10,SEA 37,7,7,Sony Michel left guard for 5 yards (tackle by Bobby Wagner),3.120,3.250
1,2:15,2,5,SEA 32,7,7,Sony Michel right guard for 1 yard (tackle by K.J. Wright),3.250,2.680
1,1:37,3,4,SEA 31,7,7,Rex Burkhead left guard for 1 yard (tackle by Jarran Reed),2.680,1.480
1,0:54,4,3,SEA 30,7,7,"Cam Newton pass complete short middle to N'Keal Harry for 13 yards (tackle by Quandre Diggs). Penalty on Quandre Diggs: Disqualification, 9 yards",1.480,5.370
1,0:37,1,8,SEA 8,7,7,Sony Michel right tackle for 2 yards (tackle by K.J. Wright and Bryan Mone),5.370,4.950
Quarter,Time,Down,ToGo,Location,NWE,SEA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,6,SEA 6,7,7,Cam Newton right end for 5 yards (tackle by Lano Hill and Jamal Adams),4.950,5.170
2,14:02,3,1,SEA 1,13,7,"Cam Newton left guard for 1 yard, touchdown",5.170,7.000
2,13:59,,,SEA 15,14,7,Nick Folk kicks extra point good,0.000,0.000
2,13:59,,,NWE 35,14,7,"Jake Bailey kicks off 66 yards, returned by Travis Homer for 44 yards (tackle by Jake Bailey)",0.000,1.800
2,13:53,1,10,SEA 43,14,7,Russell Wilson pass complete short right to Carlos Hyde for 9 yards (tackle by Kyle Dugger),1.800,2.470
2,13:18,2,1,NWE 48,14,7,Carlos Hyde left guard for 1 yard (tackle by John Simon and Kyle Dugger),2.470,2.460
2,12:41,1,10,NWE 47,14,7,"Penalty on Brandon Shell: False Start, 4 yards (no play)",2.460,2.190
2,12:21,1,14,SEA 49,14,7,Russell Wilson pass complete short middle to D.K. Metcalf for 7 yards (tackle by Adam Butler and Ja'Whaun Bentley),2.190,2.320
2,11:40,2,7,NWE 44,14,7,"Penalty on Freddie Swain: False Start, 5 yards (no play)",2.320,1.640
2,11:26,2,12,NWE 49,14,7,Carlos Hyde left end for 9 yards (tackle by Jonathan Jones),1.640,2.150
2,10:50,3,3,NWE 40,14,7,Russell Wilson sacked by and Derek Rivers for -2 yards and Chase Winovich for -2 yards,2.150,0.460
2,10:14,4,5,NWE 42,14,7,"Michael Dickson punts 33 yards, fair catch by Damiere Byrd at NE-9",0.460,0.380
2,10:09,1,10,NWE 9,14,7,Sony Michel left end for 1 yard (tackle by Marquise Blair),-0.380,-0.710
2,9:44,2,9,NWE 10,14,7,Cam Newton pass incomplete short left intended for Damiere Byrd (defended by Quinton Dunbar),-0.710,-1.300
2,9:40,3,9,NWE 10,14,7,Cam Newton right guard for 8 yards (tackle by Bobby Wagner),-1.300,-2.240
2,8:58,4,1,NWE 18,14,7,Jake Bailey punts 57 yards downed by Justin Bethel,-2.240,-0.610
2,8:48,1,10,SEA 25,14,7,Russell Wilson pass complete short right to Tyler Lockett for 7 yards (tackle by J.C. Jackson),0.610,1.010
2,8:20,2,3,SEA 32,14,7,Russell Wilson pass complete short left to D.K. Metcalf for 12 yards (tackle by Stephon Gilmore),1.010,1.860
2,7:49,1,10,SEA 44,14,7,Chris Carson up the middle for 2 yards (tackle by John Simon),1.860,1.590
2,7:06,2,8,SEA 46,14,13,"Russell Wilson pass complete deep right to D.K. Metcalf for 54 yards, touchdown, touchdown",1.590,7.000
2,6:57,,,NWE 15,14,14,Jason Myers kicks extra point good,0.000,0.000
2,6:57,,,SEA 35,14,14,"Jason Myers kicks off 67 yards, returned by J.J. Taylor for 24 yards (tackle by Nick Bellore)",0.000,0.410
2,6:53,1,10,NWE 22,14,14,Cam Newton pass incomplete deep middle intended for Damiere Byrd,0.410,-0.130
2,6:48,2,10,NWE 22,14,14,Cam Newton pass complete short left to Julian Edelman for 8 yards (tackle by Quinton Dunbar),-0.130,0.230
2,6:09,3,2,NWE 30,14,14,Cam Newton pass complete short right to Rex Burkhead for 19 yards (tackle by Lano Hill),0.230,2.190
2,5:39,1,10,NWE 49,14,14,Cam Newton pass complete short right to Rex Burkhead for 18 yards (tackle by Bobby Wagner),2.190,3.380
2,5:12,1,10,SEA 33,14,14,Cam Newton pass incomplete short right intended for Rex Burkhead,3.380,2.840
2,5:06,2,10,SEA 33,14,14,Rex Burkhead right guard for 2 yards (tackle by Benson Mayowa),2.840,2.410
2,4:25,3,8,SEA 31,14,14,Cam Newton pass complete short middle to Rex Burkhead for -2 yards (tackle by Ugo Amadi),2.410,1.150
2,3:49,4,10,SEA 33,14,14,Nick Folk 51 yard field goal no good,1.150,-1.660
2,3:44,1,10,SEA 41,14,14,Russell Wilson pass complete short left to Chris Carson for 9 yards (tackle by Kyle Dugger),1.660,2.340
2,3:17,2,1,SEA 50,14,14,Chris Carson left end for no gain (tackle by Stephon Gilmore and Brandon Copeland),2.340,1.620
2,2:31,3,1,SEA 50,14,14,Russell Wilson pass complete short right to David Moore for 4 yards (tackle by Jonathan Jones),1.620,2.520
2,2:00,1,10,NWE 46,14,14,"Penalty on Greg Olsen: False Start, 5 yards (no play)",2.520,2.190
2,2:00,1,15,SEA 49,14,14,Russell Wilson pass incomplete short left intended for D.K. Metcalf,2.190,1.300
2,1:56,2,15,SEA 49,14,14,"Russell Wilson right end for 1 yard Russell Wilson pass complete to Jacob Hollister for 12 yards (tackle by Stephon Gilmore). Penalty on Russell Wilson: Illegal Forward Pass, 5 yards",1.300,0.100
2,1:43,3,19,SEA 45,14,14,"Russell Wilson pass incomplete deep middle intended for Tyler Lockett. Penalty on Jonathan Jones: Defensive Holding, 5 yards (no play)",0.100,2.260
2,1:38,1,10,SEA 50,14,14,"Travis Homer left end for 5 yards (tackle by Devin McCourty). Penalty on D.K. Metcalf: Offensive Holding, 10 yards",2.260,1.930
2,1:31,1,15,SEA 45,14,14,Russell Wilson sacked by Shilique Calhoun for -11 yards,1.930,-0.450
2,0:44,2,26,SEA 34,14,14,Travis Homer right guard for 10 yards (tackle by Kyle Dugger and Derek Rivers),-0.450,0.230
2,0:33,,,,,,Timeout #2 by Seattle Seahawks,,
2,0:33,3,16,SEA 44,14,14,Russell Wilson pass incomplete short left intended for D.K. Metcalf,0.230,-0.460
2,0:28,4,16,SEA 44,14,14,Michael Dickson punts 54 yards downed by Nick Bellore,-0.460,0.380
2,0:18,1,10,NWE 2,14,14,Cam Newton up the middle for 1 yard (tackle by Jarran Reed),-0.380,-0.710
2,0:15,,,,,,Timeout #3 by Seattle Seahawks,,
2,0:15,2,9,NWE 3,14,14,Cam Newton kneels for -1 yards,-0.710,-1.420
Quarter,Time,Down,ToGo,Location,NWE,SEA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SEA 35,14,14,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,NWE 25,14,14,Cam Newton pass incomplete short left intended for Sony Michel (defended by L.J. Collier),0.610,0.060
3,14:55,2,10,NWE 25,14,14,Cam Newton pass incomplete short left intended for N'Keal Harry,0.060,-0.620
3,14:51,3,10,NWE 25,14,14,Cam Newton pass complete short middle to Julian Edelman for 16 yards (tackle by Ugo Amadi),-0.620,1.660
3,14:05,1,10,NWE 41,14,14,Sony Michel left end for 4 yards (tackle by Lano Hill),1.660,1.660
3,13:28,2,6,NWE 45,14,14,Cam Newton pass incomplete short right intended for Julian Edelman,1.660,0.960
3,13:23,3,6,NWE 45,14,14,Cam Newton pass complete short right to Jakobi Meyers for 7 yards (tackle by Ugo Amadi),0.960,2.390
3,12:45,1,10,SEA 48,14,14,Cam Newton pass complete deep right to Julian Edelman for 26 yards (tackle by Jamal Adams),2.390,4.110
3,12:18,1,10,SEA 22,14,14,Rex Burkhead left tackle for 3 yards (tackle by Bobby Wagner),4.110,3.970
3,11:59,2,7,SEA 19,14,14,Cam Newton pass complete short left to Rex Burkhead for 12 yards (tackle by Ugo Amadi),3.970,5.600
3,11:36,1,7,SEA 7,14,14,Rex Burkhead left guard for no gain (tackle by Anthony Rush),5.600,4.760
3,11:00,2,7,SEA 7,14,14,Cam Newton pass incomplete short middle intended for Julian Edelman,4.760,3.810
3,10:57,3,7,SEA 7,14,14,Cam Newton sacked by Jamal Adams for no gain,3.810,2.970
3,10:16,4,7,SEA 7,17,14,Nick Folk 25 yard field goal good,2.970,3.000
3,10:12,,,NWE 35,17,14,"Jake Bailey kicks off 65 yards, touchback.",0.000,0.610
3,10:12,1,10,SEA 25,17,14,Russell Wilson pass complete short left to Chris Carson for 9 yards (tackle by Adrian Phillips),0.610,1.280
3,9:30,2,1,SEA 34,17,14,Russell Wilson up the middle for 3 yards (tackle by Chase Winovich),1.280,1.400
3,8:52,1,10,SEA 37,17,14,Chris Carson right guard for 5 yards (tackle by Chase Winovich and John Simon),1.400,1.530
3,8:17,2,5,SEA 42,17,14,Chris Carson left end for 13 yards (tackle by Jonathan Jones),1.530,2.590
3,7:55,1,10,NWE 45,17,14,Carlos Hyde right guard for 7 yards (tackle by Terrence Brooks),2.590,2.990
3,7:12,2,3,NWE 38,17,20,"Russell Wilson pass complete deep left to David Moore for 38 yards, touchdown, touchdown",2.990,7.000
3,7:04,,,NWE 15,17,21,Jason Myers kicks extra point good,0.000,0.000
3,7:04,,,SEA 35,17,21,"Jason Myers kicks off 66 yards, returned by J.J. Taylor for 17 yards (tackle by Cody Barton)",0.000,-0.140
3,7:00,1,10,NWE 16,17,21,J.J. Taylor right guard for -1 yards (tackle by Poona Ford),-0.140,-0.780
3,6:25,2,11,NWE 15,17,21,Cam Newton pass complete short middle to Julian Edelman for 17 yards (tackle by Jamal Adams),-0.780,1.070
3,6:00,1,10,NWE 32,17,21,Cam Newton pass complete short left to N'Keal Harry for 4 yards (tackle by Bobby Wagner and Tre Flowers),1.070,1.070
3,5:21,2,6,NWE 36,17,21,Cam Newton pass complete short left to Damiere Byrd for 9 yards (tackle by Ugo Amadi),1.070,1.930
3,4:59,1,10,NWE 45,17,21,Cam Newton pass complete short right to N'Keal Harry for 2 yards (tackle by Ugo Amadi),1.930,1.650
3,4:36,2,8,NWE 47,17,21,Cam Newton pass short left intended for Damiere Byrd is intercepted by Quinton Dunbar at SEA-48 and returned for no gain,1.650,-2.130
3,4:30,1,10,SEA 48,17,21,Chris Carson up the middle for 3 yards (tackle by Nick Thurman),2.130,1.990
3,3:51,2,7,NWE 49,17,21,Russell Wilson pass complete short right to Tyler Lockett for 14 yards (tackle by Ja'Whaun Bentley),1.990,3.250
3,3:15,1,10,NWE 35,17,21,Chris Carson left tackle for 6 yards (tackle by John Simon),3.250,3.510
3,2:43,2,4,NWE 29,17,21,Russell Wilson right end for 8 yards (tackle by Jonathan Jones),3.510,4.170
3,2:07,1,10,NWE 21,17,27,"Russell Wilson pass complete short left to Freddie Swain for 21 yards, touchdown, touchdown",4.170,7.000
3,2:00,,,NWE 15,17,28,Jason Myers kicks extra point good,0.000,0.000
3,2:00,,,SEA 35,17,28,"Jason Myers kicks off 70 yards, returned by J.J. Taylor for 28 yards (tackle by Nick Bellore)",0.000,0.480
3,1:55,1,10,NWE 23,17,28,Cam Newton pass complete deep middle to Julian Edelman for 49 yards (tackle by Jamal Adams),0.480,3.710
3,1:20,1,10,SEA 28,17,28,Cam Newton pass complete short middle to Ryan Izzo for 16 yards (tackle by Jamal Adams and Lano Hill),3.710,4.780
3,0:56,1,10,SEA 12,17,28,Cam Newton up the middle for 6 yards (tackle by Benson Mayowa),4.780,5.210
3,0:37,2,4,SEA 6,17,28,Cam Newton pass complete short left to N'Keal Harry for 3 yards (tackle by Jamal Adams and Bobby Wagner),5.210,5.060
Quarter,Time,Down,ToGo,Location,NWE,SEA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,1,SEA 3,17,28,Cam Newton right guard for 2 yards (tackle by Anthony Rush and Bobby Wagner),5.060,6.970
4,14:18,1,1,SEA 1,23,28,"Cam Newton pass complete short right to Jakob Johnson for 1 yard, touchdown",6.970,7.000
4,14:14,,,SEA 2,23,28,"Two Point Attempt: Cam Newton rushes, conversion fails.",1.000,-1.000
4,14:14,,,NWE 35,23,28,"Jake Bailey kicks off 65 yards, touchback.",0.000,0.610
4,14:14,1,10,SEA 25,23,28,"Russell Wilson pass complete short right to Greg Olsen for 5 yards (tackle by Kyle Dugger). Penalty on Damien Lewis: Offensive Holding, 10 yards (no play)",0.610,-0.410
4,13:49,1,20,SEA 15,23,28,Chris Carson up the middle for 2 yards (tackle by Lawrence Guy and Adrian Phillips),-0.410,-1.150
4,13:04,2,18,SEA 17,23,28,Russell Wilson pass incomplete short right. Penalty on Jordan Simmons: Ineligible Downfield Pass (Declined),-1.150,-1.930
4,12:57,3,18,SEA 17,23,28,Travis Homer right guard for 6 yards (tackle by Kyle Dugger),-1.930,-1.830
4,12:21,4,12,SEA 23,23,28,"Michael Dickson punts 63 yards, returned by Damiere Byrd for no gain (tackle by Nick Bellore). Penalty on J.C. Jackson: Offensive Holding, 7 yards",-1.830,0.380
4,12:11,1,10,NWE 7,23,28,Cam Newton pass incomplete short middle intended for N'Keal Harry,-0.380,-0.780
