Quarter,Time,Tm,Detail,MIN,CAR
1.0,10:27,Panthers,Sam Franklin 99 yard interception return (Eddy Pineiro kick),0,7
2.0,14:56,Panthers,Eddy Pineiro 26 yard field goal,0,10
,9:43,Vikings,Justin Jefferson 4 yard pass from Kirk Cousins (Greg Joseph kick),7,10
,0:00,Panthers,Eddy Pineiro 56 yard field goal,7,13
3.0,3:58,Vikings,D.J. Wonnum 51 yard fumble return (Greg Joseph kick),14,13
,0:00,Vikings,Justin Jefferson 30 yard pass from Kirk Cousins (Greg Joseph kick),21,13
