Quarter,Time,Down,ToGo,Location,GNB,MIN,Detail,EPB,EPA
3,14:13,2,8,GNB 20,0,17,Aaron Rodgers pass complete short left to AJ Dillon for 7 yards (tackle by Chandon Sullivan and Camryn Bynum),-0.130,-0.020
3,13:46,3,1,GNB 27,0,17,AJ Dillon left tackle for 3 yards (tackle by Cameron Dantzler),-0.020,0.940
3,13:08,1,10,GNB 30,0,17,AJ Dillon left end for 14 yards (tackle by Harrison Smith and Danielle Hunter),0.940,1.860
3,12:21,1,10,GNB 44,0,17,"Aaron Rodgers sacked by Jordan Hicks for -11 yards. Aaron Rodgers fumbles (forced by Jordan Hicks), recovered by Dalvin Tomlinson at GB-33 (tackle by Royce Newman)",1.860,-3.380
3,12:06,1,10,GNB 33,0,17,Dalvin Cook left end for no gain (tackle by Dean Lowry),3.380,2.840
3,11:24,2,10,GNB 33,0,17,Kirk Cousins pass complete short left to Justin Jefferson for 5 yards (tackle by Jaire Alexander),2.840,2.810
3,10:46,3,5,GNB 28,0,17,"Kirk Cousins pass incomplete intended for Justin Jefferson. Penalty on Justin Jefferson: Offensive Pass Interference, 10 yards (accepted) (no play)",2.810,1.490
3,10:39,3,15,GNB 38,0,17,Kirk Cousins pass complete short right to Justin Jefferson for no gain (tackle by Rasul Douglas),1.490,0.720
3,9:51,4,15,GNB 38,0,20,Greg Joseph 56 yard field goal good,0.720,3.000
3,9:46,,,MIN 35,0,20,"Greg Joseph kicks off 65 yards, touchback.",0.000,0.610
3,9:46,1,10,GNB 25,0,20,AJ Dillon right tackle for 4 yards (tackle by Jordan Hicks),0.610,0.600
3,9:06,2,6,GNB 29,0,20,Aaron Jones left tackle for 29 yards (tackle by D.J. Wonnum),0.600,2.790
3,8:19,1,10,MIN 42,0,20,Aaron Rodgers pass complete short left to Sammy Watkins for 9 yards (tackle by Harrison Smith),2.790,3.460
3,7:38,2,1,MIN 33,0,20,AJ Dillon left end for 11 yards (tackle by Jordan Hicks),3.460,4.110
3,6:53,1,10,MIN 22,0,20,Romeo Doubs left end for 11 yards (tackle by Chandon Sullivan),4.110,4.840
3,6:10,1,10,MIN 11,0,20,Aaron Rodgers pass complete short left to Romeo Doubs for 9 yards (tackle by Akayleb Evans),4.840,5.850
3,5:21,2,1,MIN 2,6,20,"AJ Dillon left guard for 2 yards, touchdown",5.850,7.000
3,5:16,,,MIN 15,7,20,Mason Crosby kicks extra point good,0.000,0.000
3,5:16,,,GNB 35,7,20,"Mason Crosby kicks off 65 yards, touchback.",0.000,0.610
3,5:16,1,10,MIN 25,7,20,Kirk Cousins pass complete short right to Johnny Mundt for no gain (tackle by Rasul Douglas),0.610,0.060
3,4:43,2,10,MIN 25,7,20,"Penalty on Rashan Gary: Neutral Zone Infraction, 5 yards (accepted) (no play)",0.060,0.740
3,4:24,2,5,MIN 30,7,20,Dalvin Cook right end for 7 yards (tackle by Rashan Gary),0.740,1.400
3,3:47,1,10,MIN 37,7,20,Dalvin Cook right guard for -1 yards (tackle by Kenny Clark and Rashan Gary),1.400,0.720
3,2:56,2,11,MIN 36,7,20,"Penalty on MIN: Delay of Game, 5 yards (accepted) (no play)",0.720,0.050
3,2:45,2,16,MIN 31,7,20,Kirk Cousins pass complete short left to Dalvin Cook for 10 yards (tackle by Quay Walker),0.050,0.700
3,2:07,3,6,MIN 41,7,20,Kirk Cousins pass complete short right to K.J. Osborn for 4 yards (tackle by Keisean Nixon),0.700,-0.390
3,1:21,4,2,MIN 45,7,20,"Ryan Wright punts 38 yards, fair catch by Amari Rodgers at GB-17",-0.390,0.060
3,1:13,1,10,GNB 17,7,20,Aaron Rodgers pass complete short right to AJ Dillon for 9 yards (tackle by Patrick Peterson and Camryn Bynum),-0.060,0.680
3,0:33,2,2,GNB 26,7,20,Aaron Jones for 5 yards (tackle by Jordan Hicks and Eric Kendricks),0.680,1.000
Quarter,Time,Down,ToGo,Location,GNB,MIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,GNB 31,7,20,Aaron Rodgers sacked by Danielle Hunter for -9 yards,1.000,-0.760
4,14:15,2,19,GNB 22,7,20,Aaron Rodgers pass complete deep right to Romeo Doubs for 23 yards (tackle by Camryn Bynum),-0.760,1.930
4,13:34,1,10,GNB 45,7,20,Aaron Rodgers pass complete short right to Romeo Doubs for 3 yards (tackle by Harrison Smith),1.930,1.790
4,12:54,2,7,GNB 48,7,20,Aaron Rodgers pass incomplete short right,1.790,1.090
4,12:49,3,7,GNB 48,7,20,Aaron Rodgers sacked by D.J. Wonnum for -5 yards,1.090,-0.520
4,12:06,4,12,GNB 43,7,20,"Penalty on De'Vondre Campbell: False Start, 5 yards (accepted) (no play)",-0.520,-0.850
4,11:57,4,17,GNB 38,7,20,"Pat O'Donnell punts 46 yards, fair catch by Jalen Reagor at MIN-16",-0.850,0.140
4,11:52,1,10,MIN 16,7,20,Kirk Cousins pass complete deep middle to Adam Thielen for 22 yards (tackle by Eric Stokes),-0.140,1.470
4,11:14,1,10,MIN 38,7,20,Kirk Cousins pass incomplete short middle intended for Dalvin Cook,1.470,0.920
4,11:09,2,10,MIN 38,7,20,Dalvin Cook for 3 yards (tackle by Rashan Gary and Jarran Reed),0.920,0.630
4,10:41,3,7,MIN 41,7,20,Kirk Cousins pass complete deep right to Justin Jefferson for 21 yards (tackle by Darnell Savage),0.630,3.050
4,10:11,1,10,GNB 38,7,20,Dalvin Cook right end for 4 yards (tackle by Kingsley Enagbare),3.050,3.050
4,9:31,2,6,GNB 34,7,20,Kirk Cousins pass complete short right to Adam Thielen for 7 yards (tackle by Eric Stokes),3.050,3.780
4,8:52,1,10,GNB 27,7,20,Alexander Mattison right tackle for 7 yards (tackle by De'Vondre Campbell),3.780,4.180
4,8:19,2,3,GNB 20,7,20,Alexander Mattison up the middle for 10 yards (tackle by De'Vondre Campbell and Eric Stokes),4.180,4.910
4,7:45,1,10,GNB 10,7,20,Alexander Mattison left tackle for no gain (tackle by Jarran Reed),4.910,4.190
4,7:03,2,10,GNB 10,7,20,Kirk Cousins pass incomplete short left intended for Justin Jefferson,4.190,3.130
4,6:58,3,10,GNB 10,7,20,Kirk Cousins pass incomplete short left intended for K.J. Osborn,3.130,2.760
4,6:52,4,10,GNB 10,7,23,Greg Joseph 29 yard field goal good,2.760,3.000
4,6:48,,,MIN 35,7,23,"Greg Joseph kicks off 65 yards, touchback.",0.000,0.610
4,6:48,1,10,GNB 25,7,23,Aaron Rodgers pass complete short right to Aaron Jones for 5 yards (tackle by Eric Kendricks and Chandon Sullivan),0.610,0.740
4,6:17,2,5,GNB 30,7,23,Aaron Rodgers pass complete short middle to Randall Cobb for 8 yards (tackle by Jordan Hicks and Chandon Sullivan),0.740,1.470
4,5:52,1,10,GNB 38,7,23,Aaron Rodgers pass complete short right to Robert Tonyan for 8 yards (tackle by Harrison Smith),1.470,2.000
4,5:09,2,2,GNB 46,7,23,Aaron Rodgers pass complete short left to Sammy Watkins for 5 yards (tackle by Cameron Dantzler),2.000,2.320
4,4:37,1,10,MIN 49,7,23,Aaron Rodgers pass incomplete short left,2.320,1.780
4,4:30,2,10,MIN 49,7,23,Aaron Rodgers pass complete short middle to Robert Tonyan for 5 yards (tackle by Cameron Dantzler),1.780,1.750
4,4:04,3,5,MIN 44,7,23,"Aaron Rodgers pass complete short right to Juwann Winfree for 17 yards (tackle by Patrick Peterson). Penalty on Danielle Hunter: Defensive Offside, 5 yards (declined)",1.750,3.780
4,4:01,1,10,MIN 27,7,23,Aaron Rodgers pass incomplete short right intended for Aaron Jones,3.780,3.230
4,3:57,2,10,MIN 27,7,23,Aaron Rodgers pass complete short left to Christian Watson for 9 yards (tackle by Cameron Dantzler),3.230,3.840
4,3:52,3,1,MIN 18,7,23,Aaron Rodgers pass incomplete short right intended for Christian Watson,3.840,2.400
4,3:45,4,1,MIN 18,7,23,"Aaron Rodgers pass incomplete deep middle intended for Robert Tonyan (defended by Eric Kendricks). Penalty on Yosuah Nijman: Illegal Use of Hands / Offense, 5 yards (declined)",2.400,-0.040
4,3:45,1,10,MIN 18,7,23,Dalvin Cook left end for 16 yards (tackle by De'Vondre Campbell and Adrian Amos),0.040,1.200
4,3:37,,,,,,Timeout #1 by Green Bay Packers,,
4,3:37,1,10,MIN 34,7,23,Dalvin Cook left end for 6 yards (tackle by Preston Smith and Kenny Clark),1.200,1.470
4,3:32,,,,,,Timeout #2 by Green Bay Packers,,
4,3:32,2,4,MIN 40,7,23,Dalvin Cook up the middle for 3 yards (tackle by Kenny Clark and De'Vondre Campbell),1.470,1.160
4,3:28,,,,,,Timeout #3 by Green Bay Packers,,
4,3:28,3,1,MIN 43,7,23,Alexander Mattison left guard for 6 yards (tackle by Isaiah McDuffie),1.160,2.190
4,2:43,1,10,MIN 49,7,23,Alexander Mattison right guard for -1 yards (tackle by Jarran Reed and Preston Smith),2.190,1.510
4,2:00,2,11,MIN 48,7,23,Dalvin Cook left end for -2 yards (tackle by De'Vondre Campbell and Jaire Alexander),1.510,0.560
4,1:15,,,,,,Timeout #1 by Minnesota Vikings,,
4,1:15,3,13,MIN 46,7,23,Dalvin Cook left end for 6 yards (tackle by Jaire Alexander),0.560,0.070
4,1:08,4,7,GNB 48,7,23,"Ryan Wright punts 40 yards, fair catch by Amari Rodgers at GB-8",0.070,0.380
4,1:02,1,10,GNB 8,7,23,Jordan Love pass complete short middle to AJ Dillon for 12 yards (tackle by Eric Kendricks and Camryn Bynum),-0.380,0.280
4,0:39,1,10,GNB 20,7,23,Jordan Love pass complete short middle to Josiah Deguara for 15 yards (tackle by Harrison Smith),0.280,1.270
4,0:19,1,10,GNB 35,7,23,Jordan Love pass complete short middle to Josiah Deguara for 13 yards (tackle by Eric Kendricks),1.270,2.260
4,0:03,1,10,GNB 50,7,23,Jordan Love spiked the ball,2.260,1.580
4,0:01,2,10,GNB 48,7,23,Jordan Love pass complete short right to Christian Watson for 25 yards (tackle by Jordan Hicks and Patrick Peterson),1.580,3.780
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
