Quarter,Time,Down,ToGo,Location,NYG,CAR,Detail,EPB,EPA
1,0:40,1,10,NYG 38,0,7,David Wilson up the middle for 7 yards (tackle by Kawann Short),1.470,1.870
1,0:08,2,3,NYG 45,0,7,David Wilson right tackle for no gain (tackle by Robert Lester and Greg Hardy),1.870,1.160
Quarter,Time,Down,ToGo,Location,NYG,CAR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,3,NYG 45,0,7,Eli Manning sacked by Kawann Short for -5 yards. Penalty on Will Beatty: Offensive Holding (Declined),1.160,-0.720
2,14:48,4,8,NYG 40,0,7,"Steve Weatherford punts 47 yards, fair catch by Ted Ginn",-0.720,0.320
2,14:40,1,10,CAR 13,0,7,DeAngelo Williams left end for no gain (tackle by Mathias Kiwanuka),-0.320,-0.770
2,14:01,2,10,CAR 13,0,7,Cam Newton pass incomplete short right intended for Brandon LaFell is intercepted by Aaron Ross at CAR-26 and returned for 9 yards (tackle by Brandon LaFell),-0.770,-4.440
2,13:54,1,10,CAR 17,0,7,"David Wilson left end for 17 yards. Penalty on Will Beatty: Offensive Holding, 10 yards (no play)",4.440,3.780
2,13:46,1,20,CAR 27,0,7,Eli Manning sacked by Greg Hardy for -7 yards,3.780,1.600
2,13:05,2,27,CAR 34,0,7,Eli Manning pass complete short right to Victor Cruz for 7 yards (tackle by Captain Munnerlyn),1.600,1.880
2,12:21,3,20,CAR 27,0,7,Eli Manning pass complete short middle to Victor Cruz for 7 yards (tackle by Luke Kuechly),1.880,2.120
2,11:42,4,13,CAR 20,0,7,Josh Brown 38 yard field goal no good,2.120,-0.810
2,11:38,1,10,CAR 28,0,7,DeAngelo Williams right tackle for 2 yards (tackle by Keith Rivers),0.810,0.530
2,11:03,2,8,CAR 30,0,7,Cam Newton pass incomplete deep right intended for Greg Olsen,0.530,-0.160
2,10:57,3,8,CAR 30,0,7,Cam Newton pass complete short right to Steve Smith for 15 yards (tackle by Antrel Rolle),-0.160,1.930
2,10:18,1,10,CAR 45,0,7,Cam Newton pass complete short right to Brandon LaFell for 17 yards (tackle by Ryan Mundy and Mark Herzlich),1.930,3.050
2,9:39,1,10,NYG 38,0,7,DeAngelo Williams up the middle for no gain (tackle by Spencer Paysinger),3.050,2.510
2,9:01,2,10,NYG 38,0,7,Cam Newton pass complete short left to Steve Smith for 13 yards (tackle by Mark Herzlich),2.510,2.510
2,8:24,2,10,NYG 38,0,7,Timeout #1 by Carolina Panthers,2.510,3.910
2,8:24,1,10,NYG 25,0,7,DeAngelo Williams up the middle for 5 yards (tackle by Mark Herzlich and Linval Joseph),3.910,4.040
2,7:39,2,5,NYG 20,0,7,"Cam Newton right end for 2 yards (tackle by Spencer Paysinger). Penalty on Travelle Wharton: Personal Foul, 15 yards (no play)",4.040,2.010
2,7:02,2,20,NYG 35,0,7,Cam Newton pass incomplete deep right intended for Ted Ginn (defended by Aaron Ross),2.010,1.350
2,6:55,3,20,NYG 35,0,7,Cam Newton pass incomplete short middle intended for Brandon LaFell,1.350,0.970
2,6:48,4,20,NYG 35,0,10,Graham Gano 53 yard field goal good,0.970,3.000
2,6:48,,,CAR 35,0,10,"Graham Gano kicks off 65 yards, touchback",0.000,-0.280
2,6:44,1,10,NYG 20,0,10,Eli Manning pass incomplete short left intended for Victor Cruz,0.280,-0.270
2,6:40,2,10,NYG 20,0,10,Brandon Jacobs right guard for no gain (tackle by Charles Johnson and Luke Kuechly),-0.270,-0.960
2,5:59,3,10,NYG 20,0,10,Eli Manning pass complete short left to Victor Cruz for 11 yards (tackle by Drayton Florence and Luke Kuechly),-0.960,1.000
2,5:24,1,10,NYG 31,0,10,Eli Manning pass incomplete deep right intended for Victor Cruz (defended by Captain Munnerlyn),1.000,0.460
2,5:15,2,10,NYG 31,0,10,David Wilson up the middle for -5 yards (tackle by Thomas Davis),0.460,-0.890
2,4:28,3,15,NYG 26,0,10,Eli Manning pass complete short right to Bear Pascoe for 2 yards (tackle by Melvin White),-0.890,-1.500
2,3:53,4,13,NYG 28,0,10,"Steve Weatherford punts 37 yards, out of bounds",-1.500,-1.270
2,3:45,1,10,CAR 35,0,10,Cam Newton pass incomplete short right intended for Steve Smith (defended by Keith Rivers),1.270,0.720
2,3:42,2,10,CAR 35,0,10,Cam Newton pass complete short right to Greg Olsen for 9 yards (tackle by Keith Rivers and Ryan Mundy),0.720,1.220
2,3:02,3,1,CAR 44,0,10,Mike Tolbert right guard for 3 yards (tackle by Keith Rivers and Spencer Paysinger),1.220,2.060
2,2:24,1,10,CAR 47,0,10,Cam Newton pass incomplete deep left intended for Steve Smith (defended by Prince Amukamara),2.060,1.520
2,2:17,2,10,CAR 47,0,10,Mike Tolbert up the middle for -1 yards (tackle by Linval Joseph),1.520,0.700
2,2:00,3,11,CAR 46,0,10,Cam Newton pass complete short left to Ted Ginn for 11 yards (tackle by Prince Amukamara),0.700,2.720
2,1:39,1,10,NYG 43,0,10,"Cam Newton pass complete short right to Greg Olsen for 8 yards. Penalty on CAR: Illegal Shift, 5 yards (no play)",2.720,2.390
2,1:35,1,15,NYG 48,0,10,"Penalty on Justin Tuck: Neutral Zone Infraction, 5 yards (no play)",2.390,2.720
2,1:35,1,10,NYG 43,0,10,Cam Newton pass incomplete short right intended for Greg Olsen,2.720,2.180
2,1:31,2,10,NYG 43,0,10,Cam Newton pass complete short right to Ted Ginn for 13 yards,2.180,3.580
2,1:25,1,10,NYG 30,0,10,Mike Tolbert right tackle for 2 yards (tackle by Spencer Paysinger),3.580,3.300
2,0:57,2,8,NYG 28,0,10,Cam Newton pass complete short right to Greg Olsen for 14 yards (tackle by Ryan Mundy),3.300,3.300
2,0:49,2,8,NYG 28,0,10,Timeout #2 by Carolina Panthers,3.300,4.650
2,0:49,1,10,NYG 14,0,10,Cam Newton up the middle for -2 yards (tackle by Jason Pierre-Paul),4.650,3.720
2,0:24,2,12,NYG 16,0,10,Cam Newton pass incomplete deep middle intended for Greg Olsen,3.720,3.720
2,0:19,2,12,NYG 16,0,10,Timeout #3 by Carolina Panthers,3.720,3.000
2,0:19,3,12,NYG 16,0,16,"Cam Newton pass complete deep left to Brandon LaFell for 16 yards, touchdown",3.000,7.000
2,0:19,,,NYG 2,0,17,Graham Gano kicks extra point good,0.000,0.000
2,0:19,,,CAR 35,0,17,"Graham Gano kicks off 65 yards, touchback",0.000,-0.280
2,0:12,1,10,NYG 20,0,17,Da'Rel Scott up the middle for 5 yards (tackle by Greg Hardy),0.280,0.410
Quarter,Time,Down,ToGo,Location,NYG,CAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 35,0,17,"Josh Brown kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,CAR 20,0,17,DeAngelo Williams up the middle for 2 yards (tackle by Linval Joseph),0.280,0.000
3,14:26,2,8,CAR 22,0,17,DeAngelo Williams left guard for 8 yards (tackle by Ryan Mundy),0.000,0.940
3,13:41,1,10,CAR 30,0,17,DeAngelo Williams left end for 27 yards (tackle by Prince Amukamara),0.940,2.720
3,12:52,1,10,NYG 43,0,17,Ted Ginn left end for 11 yards (tackle by Prince Amukamara),2.720,3.450
3,12:12,1,10,NYG 32,0,17,Cam Newton pass complete short left to Steve Smith for 12 yards (tackle by Mark Herzlich and Prince Amukamara),3.450,4.240
3,11:43,1,10,NYG 20,0,23,"Cam Newton pass complete deep right to Brandon LaFell for 20 yards, touchdown",4.240,7.000
3,11:43,,,NYG 2,0,24,Graham Gano kicks extra point good,0.000,0.000
3,11:43,,,CAR 35,0,24,"Graham Gano kicks off 65 yards, touchback",0.000,-0.280
3,11:35,1,10,NYG 20,0,24,Eli Manning pass incomplete short left intended for Bear Pascoe,0.280,-0.270
3,11:30,2,10,NYG 20,0,24,Brandon Jacobs left end for 2 yards (tackle by Drayton Florence),-0.270,-0.690
3,11:00,3,8,NYG 22,0,24,"Eli Manning pass incomplete short right intended for Victor Cruz is intercepted by Melvin White at NYG-29 and returned for 2 yards (tackle by Victor Cruz). Penalty on Greg Hardy: Illegal Block Above the Waist, 10 yards",-0.690,-3.050
3,10:50,1,10,NYG 38,0,24,DeAngelo Williams right guard for 8 yards (tackle by Shaun Rogers),3.050,3.590
3,10:07,2,2,NYG 30,0,24,Richie Brockel up the middle for 1 yard (tackle by Mathias Kiwanuka),3.590,3.010
3,9:25,3,1,NYG 29,0,24,Cam Newton right guard for 4 yards (tackle by Mike Patterson),3.010,3.910
3,8:48,1,10,NYG 25,0,24,DeAngelo Williams left tackle for 8 yards (tackle by Ryan Mundy and Keith Rivers). Penalty on Shaun Rogers: Defensive Offside (Declined),3.910,4.550
3,8:26,2,2,NYG 17,0,24,DeAngelo Williams left end for 13 yards (tackle by Mark Herzlich),4.550,6.280
3,7:48,1,4,NYG 4,0,24,Mike Tolbert up the middle for 1 yard (tackle by Jason Pierre-Paul),6.280,5.530
3,7:04,2,3,NYG 3,0,30,"Cam Newton up the middle for 3 yards, touchdown",5.530,7.000
3,7:04,,,NYG 2,0,31,Graham Gano kicks extra point good,0.000,0.000
3,7:04,,,CAR 35,0,31,"Graham Gano kicks off 65 yards, touchback",0.000,-0.280
3,6:58,1,10,NYG 20,0,31,David Wilson right end for 1 yard (tackle by Charles Johnson),0.280,-0.130
3,6:17,2,9,NYG 21,0,31,Eli Manning pass complete short middle to Brandon Myers for 20 yards (tackle by Robert Lester and Luke Kuechly),-0.130,1.660
3,5:40,1,10,NYG 41,0,31,David Wilson left guard for 11 yards (tackle by Robert Lester),1.660,2.390
3,5:03,1,10,CAR 48,0,31,Eli Manning pass incomplete deep left intended for Rueben Randle,2.390,1.850
3,4:59,2,10,CAR 48,0,31,"David Wilson up the middle for 14 yards (tackle by Captain Munnerlyn and Robert Lester). Penalty on David Baas: Offensive Holding, 10 yards (no play)",1.850,0.500
3,4:27,2,20,NYG 42,0,31,Eli Manning pass complete short right to Da'Rel Scott for 8 yards (tackle by Thomas Davis and Mario Addison),0.500,0.890
3,3:41,3,12,,0,31,Eli Manning pass complete short right to Rueben Randle for 16 yards (tackle by Captain Munnerlyn),0.890,3.310
3,3:07,1,10,CAR 34,0,31,David Wilson left tackle for -1 yards (tackle by Chase Blackburn and Kawann Short),3.310,2.640
3,2:27,2,11,CAR 35,0,31,Eli Manning pass incomplete deep right intended for Brandon Myers,2.640,1.950
3,2:20,3,11,CAR 35,0,31,Eli Manning sacked by Charles Johnson for -9 yards,1.950,0.330
3,1:45,4,20,CAR 44,0,31,"Steve Weatherford punts 31 yards, fair catch by Ted Ginn",0.330,0.320
3,1:37,1,10,CAR 13,0,31,DeAngelo Williams right end for 2 yards (tackle by Spencer Paysinger),-0.320,-0.570
3,0:55,2,8,CAR 15,0,31,DeAngelo Williams up the middle for -1 yards (tackle by Linval Joseph),-0.570,-1.300
3,0:31,3,9,CAR 14,0,31,Cam Newton pass complete short left to Domenik Hixon for 8 yards (tackle by Prince Amukamara),-1.300,-1.900
Quarter,Time,Down,ToGo,Location,NYG,CAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,1,CAR 22,0,31,"Brad Nortman punts 66 yards, returned by Rueben Randle for 15 yards (tackle by Chase Blackburn). Penalty on Damontre Moore: Defensive Offside, 5 yards (no play)",-1.900,0.740
4,14:44,1,10,CAR 27,0,31,Cam Newton pass complete deep left to Greg Olsen for 24 yards,0.740,2.320
4,14:23,1,10,NYG 49,0,31,DeAngelo Williams right tackle for 2 yards (tackle by Ryan Mundy),2.320,2.050
4,13:37,2,8,NYG 47,0,37,"Cam Newton pass complete deep middle to Ted Ginn for 47 yards, touchdown",2.050,7.000
4,13:37,,,NYG 2,0,38,Graham Gano kicks extra point good,0.000,0.000
4,13:37,,,CAR 35,0,38,"Graham Gano kicks off 74 yards, returned by David Wilson for 24 yards (tackle by Richie Brockel)",0.000,0.220
4,13:24,1,10,NYG 15,0,38,Eli Manning pass complete short middle to Brandon Myers for 6 yards (tackle by Thomas Davis and Luke Kuechly),-0.220,0.210
4,12:51,2,4,NYG 21,0,38,David Wilson up the middle for 12 yards (tackle by Mario Addison),0.210,1.140
4,12:21,1,10,NYG 33,0,38,Eli Manning pass complete deep right to Rueben Randle for 24 yards (tackle by Michael Mitchell),1.140,2.720
4,11:52,1,10,CAR 43,0,38,"Eli Manning pass complete short right to Louis Murphy for 8 yards (tackle by Melvin White). Louis Murphy fumbles (forced by Melvin White), recovered by Robert Lester at CAR-30 (tackle by Brandon Myers)",2.720,-0.940
4,11:38,1,10,CAR 30,0,38,DeAngelo Williams up the middle for 5 yards (tackle by Linval Joseph and Damontre Moore),0.940,1.070
4,11:00,2,5,CAR 35,0,38,DeAngelo Williams up the middle for 1 yard (tackle by Mike Patterson),1.070,0.500
4,10:16,3,4,CAR 36,0,38,DeAngelo Williams up the middle for 4 yards (tackle by Ryan Mundy and Damontre Moore),0.500,1.600
4,9:24,1,10,CAR 40,0,38,DeAngelo Williams right end for 3 yards (tackle by Jason Pierre-Paul),1.600,1.460
4,8:45,2,7,CAR 43,0,38,DeAngelo Williams left end for 14 yards (tackle by Linval Joseph and Prince Amukamara),1.460,2.720
4,7:54,1,10,NYG 43,0,38,Mike Tolbert up the middle for 4 yards (tackle by Jacquian Williams and Mike Patterson),2.720,2.720
4,7:08,2,6,NYG 39,0,38,Mike Tolbert left tackle for 6 yards (tackle by Mark Herzlich),2.720,3.380
4,6:22,1,10,NYG 33,0,38,Mike Tolbert up the middle for no gain (tackle by Cullen Jenkins and Keith Rivers),3.380,2.840
4,5:37,2,10,NYG 33,0,38,DeAngelo Williams right end for 7 yards (tackle by Ryan Mundy),2.840,3.070
4,4:48,3,3,NYG 26,0,38,DeAngelo Williams left tackle for -5 yards (tackle by Keith Rivers),3.070,1.320
4,4:02,4,8,NYG 31,0,38,Mike Tolbert up the middle for 1 yard (tackle by Mathias Kiwanuka),1.320,-0.940
4,3:55,1,10,NYG 30,0,38,David Wilson up the middle for 18 yards (tackle by Robert Lester),0.940,2.130
4,3:32,1,10,NYG 48,0,38,Eli Manning pass incomplete deep left intended for Victor Cruz,2.130,1.580
4,3:27,2,10,NYG 48,0,38,Eli Manning pass incomplete deep middle intended for Victor Cruz,1.580,0.890
4,3:21,3,10,NYG 48,0,38,Eli Manning pass incomplete short right intended for Hakeem Nicks,0.890,-0.190
4,3:14,4,10,NYG 48,0,38,Eli Manning pass incomplete deep left intended for Brandon Myers,-0.190,-2.390
4,3:09,1,10,NYG 48,0,38,Armond Smith right guard for 1 yard (tackle by Linval Joseph),2.390,1.980
4,2:24,2,9,NYG 47,0,38,Armond Smith left tackle for 3 yards (tackle by Mark Herzlich),1.980,1.690
4,1:59,3,6,NYG 44,0,38,Armond Smith right end for -4 yards (tackle by Justin Tuck),1.690,1.690
4,1:52,3,6,NYG 44,0,38,Timeout #1 by New York Giants,1.690,0.070
4,1:52,4,10,NYG 48,0,38,"Brad Nortman punts 48 yards, touchback",0.070,-0.280
4,1:43,1,10,NYG 20,0,38,Curtis Painter pass complete short right to Da'Rel Scott for 9 yards (tackle by A.J. Klein and Jordan Senn),0.280,0.950
4,1:20,2,1,NYG 29,0,38,Curtis Painter pass complete short right to Brandon Myers for 7 yards (tackle by Michael Mitchell),0.950,1.330
4,1:01,1,10,NYG 36,0,38,"Curtis Painter pass incomplete deep left intended for Rueben Randle. Penalty on Drayton Florence: Defensive Pass Interference, 2 yards (no play)",1.330,1.470
4,0:56,1,10,NYG 38,0,38,Curtis Painter pass incomplete deep left intended for Rueben Randle,1.470,0.920
4,0:52,2,10,NYG 38,0,38,Curtis Painter pass incomplete deep left intended for Brandon Myers is intercepted by Robert Lester at CAR-45 and returned for 5 yards,0.920,-2.260
4,0:45,1,10,,0,38,Derek Anderson kneels for no gain,2.260,1.710
4,0:13,2,10,,0,38,Derek Anderson kneels for -1 yards,1.710,0.890
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
