Quarter,Time,Down,ToGo,Location,MIN,GNB,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Vikings won the coin toss, Vikings to receive the opening kickoff.",,
1,15:00,,,GNB 30,0,0,"Dave Rayner kicks off 69 yards, returned by Bethel Johnson for 23 yards (tackle by Noah Herron)",0.000,0.540
1,14:56,1,10,MIN 24,0,0,Chester Taylor right tackle for 6 yards (tackle by Brady Poppinga and Cullen Jenkins),0.540,0.810
1,14:19,2,4,MIN 30,0,0,Chester Taylor left end for no gain (tackle by Ryan Pickett),0.810,0.100
1,13:38,3,4,MIN 30,0,0,Tarvaris Jackson pass complete short right to Troy Williamson for 1 yard (tackle by Nick Collins),0.100,-1.310
1,13:02,4,3,MIN 31,0,0,Chris Kluwe punts 33 yards,-1.310,-1.330
1,12:51,1,10,GNB 36,0,0,Brett Favre pass complete short right to Donald Driver for 6 yards (tackle by Antoine Winfield),1.330,1.600
1,12:07,2,4,GNB 42,0,0,Brett Favre pass incomplete deep right intended for Greg Jennings,1.600,0.890
1,12:02,3,4,GNB 42,0,0,Brett Favre pass complete short middle to Bubba Franks for 19 yards (tackle by Dwight Smith and Darren Sharper),0.890,2.980
1,11:26,1,10,MIN 39,0,0,"Brett Favre pass incomplete short middle intended for Bubba Franks (defended by Dwight Smith). Penalty on Pat Williams: Defensive Offside, 5 yards (no play)",2.980,3.710
1,11:22,1,5,MIN 34,0,0,Brett Favre pass complete short right to Donald Driver for 13 yards (tackle by Napoleon Harris and Dwight Smith),3.710,4.170
1,10:36,1,10,MIN 21,0,0,Ahman Green left end for 13 yards (tackle by Pat Williams),4.170,5.370
1,9:50,1,8,MIN 8,0,0,Brett Favre sacked by Ben Leber for -12 yards,5.370,3.000
1,9:20,2,20,MIN 20,0,0,Brett Favre pass incomplete short left intended for Donald Driver (defended by Ray Edwards),3.000,2.340
1,9:17,3,20,MIN 20,0,0,Brett Favre pass incomplete short right intended for Ahman Green,2.340,2.120
1,9:12,4,20,MIN 20,0,3,Dave Rayner 38 yard field goal good,2.120,3.000
1,,,,GNB 30,0,3,"Dave Rayner kicks off 60 yards, returned by Bethel Johnson for 31 yards (tackle by Jarrett Bush)",0.000,1.660
1,9:03,1,10,MIN 41,0,3,Tarvaris Jackson pass complete short right to Bethel Johnson for 4 yards (tackle by Nick Collins),1.660,1.660
1,8:24,2,6,MIN 45,0,3,Chester Taylor left end for no gain (tackle by Nick Barnett),1.660,0.960
1,7:41,3,6,MIN 45,0,3,Tarvaris Jackson sacked by Aaron Kampman for -6 yards,0.960,-0.780
1,7:15,4,12,MIN 39,0,3,"Chris Kluwe punts 35 yards, returned by Charles Woodson for 3 yards (tackle by Will Hunter)",-0.780,-0.870
1,7:08,1,10,GNB 29,0,3,Ahman Green left guard for 1 yard (tackle by Pat Williams),0.870,0.460
1,6:27,2,9,GNB 30,0,3,Brett Favre pass complete short middle to Donald Driver for 19 yards (tackle by Dwight Smith and Kevin Williams),0.460,2.190
1,5:45,1,10,GNB 49,0,3,Carlyle Holiday pass incomplete deep left intended for Greg Jennings,2.190,1.650
1,5:37,2,10,GNB 49,0,3,Brett Favre pass incomplete deep right intended for Donald Driver,1.650,0.960
1,5:33,3,10,GNB 49,0,3,Brett Favre pass complete short right to Ruvell Martin for 20 yards (tackle by Dwight Smith),0.960,3.510
1,5:03,1,10,MIN 31,0,3,"Ahman Green right tackle for 1 yard (tackle by E.J. Henderson). Penalty on MIN: Defensive 12 On-field, 5 yards (no play)",3.510,4.240
1,4:48,1,5,MIN 26,0,3,Ahman Green middle for 6 yards (tackle by Dwight Smith and Kevin Williams),4.240,4.240
1,4:18,1,10,MIN 20,0,3,Ahman Green right tackle for no gain (tackle by E.J. Henderson and Ben Leber),4.240,3.690
1,3:39,2,10,MIN 20,0,3,Brett Favre pass incomplete short right intended for Donald Driver (defended by Antoine Winfield),3.690,3.010
1,3:36,3,10,MIN 20,0,3,Brett Favre pass incomplete short right intended for Bubba Franks (defended by Dwight Smith),3.010,2.120
1,3:30,4,10,MIN 20,0,3,"Dave Rayner 38 yard field goal no good, blocked by Ray Edwards, recovered by Darren Sharper and returned for 1 yard",2.120,-0.870
1,3:24,1,10,MIN 29,0,3,Tarvaris Jackson pass incomplete deep middle intended for Troy Williamson,0.870,0.330
1,3:18,2,10,MIN 29,0,3,Chester Taylor left tackle for 11 yards (tackle by Marquand Manuel),0.330,1.600
1,2:48,1,10,MIN 40,0,3,Chester Taylor left end for 2 yards (tackle by Colin Cole and A.J. Hawk),1.600,1.320
1,2:11,2,8,MIN 42,0,3,Tarvaris Jackson pass incomplete short right intended for Jim Kleinsasser,1.320,0.630
1,2:06,3,8,MIN 42,0,3,"Tarvaris Jackson pass complete short middle to Travis Taylor for 11 yards (tackle by Nick Collins). Penalty on Travis Taylor: Illegal Shift, 5 yards (no play)",0.630,-0.030
1,1:44,3,13,MIN 37,0,3,Tarvaris Jackson pass complete short middle to Chester Taylor for 9 yards (tackle by Al Harris),-0.030,-0.320
1,1:11,4,4,MIN 46,0,3,"Chris Kluwe punts 42 yards, returned by Charles Woodson for 15 yards (tackle by Charles Gordon)",-0.320,-0.740
1,1:05,1,10,GNB 27,0,3,Ahman Green left guard for 1 yard (tackle by Ben Leber),0.740,0.330
1,0:27,2,9,GNB 28,0,3,"Brett Favre pass complete short middle to Donald Driver for 7 yards (tackle by Ben Leber). Penalty on Ben Leber: Defensive Holding, 5 yards (no play)",0.330,1.140
Quarter,Time,Down,ToGo,Location,MIN,GNB,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
