#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,12:51,GNB 36,9,3:42,44,Field Goal
2,1,7:08,GNB 29,10,3:44,51,Blocked FG
3,1,1:05,GNB 27,12,4:41,57,Missed FG
4,2,9:15,GNB 10,3,1:43,9,Punt
5,2,5:06,GNB 18,8,3:20,34,Punt
6,2,1:14,MIN 45,5,1:14,19,Field Goal
7,3,15:00,GNB 6,6,2:34,12,Punt
8,3,9:07,GNB 40,3,1:03,-1,Punt
9,3,5:19,GNB 40,1,0:09,0,Interception
10,3,5:10,GNB 27,1,0:13,0,Interception
11,3,3:50,GNB 10,6,3:35,17,Punt
12,4,13:23,GNB 42,9,4:51,55,Fumble
13,4,4:47,GNB 33,7,3:13,41,Field Goal
14,4,0:37,MIN 36,1,0:37,-1,End of Game
