Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Brian Robinson Jr.,WAS,22,58,0,2,34,1.5,24,1.1,1,22.0
Antonio Gibson,WAS,5,10,0,0,2,0.4,8,1.6,0,
Jonathan Williams,WAS,3,13,0,0,6,2.0,7,2.3,0,
Taylor Heinicke,WAS,2,-4,0,0,-4,-2.0,0,0.0,0,
Curtis Samuel,WAS,1,2,0,0,1,1.0,1,1.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Christian McCaffrey,SFO,15,46,1,4,27,1.8,19,1.3,0,
Tyrion Davis-Price,SFO,9,30,0,1,14,1.6,16,1.8,0,
Ray-Ray McCloud,SFO,1,71,1,1,71,71.0,0,0.0,0,
Brock Purdy,SFO,1,6,0,0,5,5.0,1,1.0,0,
