Quarter,Time,Down,ToGo,Location,IND,DEN,Detail,EPB,EPA
2,10:24,2,10,IND 27,3,0,Steve Beuerlein pass complete to Reuben Droughns for 8 yards (tackle by Marcus Washington),3.230,3.640
2,9:40,3,2,IND 19,3,0,Clinton Portis left end for 6 yards (tackle by David Macklin),3.640,4.710
2,9:13,1,10,IND 13,3,0,Clinton Portis left tackle for 1 yard (tackle by Rob Morris),4.710,4.220
2,8:34,2,9,IND 12,3,6,"Steve Beuerlein pass complete to Rod Smith for 12 yards, touchdown",4.220,7.000
2,8:34,,,IND 12,3,6,Jason Elam kicks extra point no good,0.000,-1.000
2,8:34,,,DEN 30,3,6,"Micah Knorr kicks off 68 yards, returned by Troy Walters for 25 yards (tackle by Keith Burns)",0.000,0.740
2,8:21,1,10,IND 27,3,6,Edgerrin James left end for -1 yards (tackle by Kavika Pittman),0.740,0.060
2,7:45,2,11,IND 26,3,6,Peyton Manning pass complete to Edgerrin James for 10 yards (tackle by John Mobley and Chester McGlockton),0.060,0.700
2,7:10,3,1,IND 36,3,6,Edgerrin James right guard for 1 yard (tackle by John Mobley),0.700,1.400
2,6:33,1,10,IND 37,3,6,Peyton Manning pass complete to Qadry Ismail for 24 yards (tackle by Deltha O'Neal),1.400,2.980
2,5:52,1,10,DEN 39,3,6,"Peyton Manning sacked by Lional Dalton for -9 yards. Peyton Manning fumbles, recovered by Peyton Manning at DEN-48",2.980,1.230
2,5:21,2,19,DEN 48,3,6,Peyton Manning pass complete to Reggie Wayne for 5 yards (tackle by Ian Gold),1.230,1.220
2,4:38,3,14,DEN 43,3,6,Peyton Manning pass incomplete intended for Marvin Harrison,1.220,0.400
2,4:33,4,14,DEN 43,3,6,Hunter Smith punts 40 yards,0.400,0.380
2,4:19,1,10,DEN 4,3,6,Clinton Portis left tackle for 1 yard (tackle by Larry Tripplett),-0.380,-0.710
2,3:43,2,9,DEN 5,3,6,Steve Beuerlein pass complete to Dwayne Carswell for 7 yards (tackle by Jason Doering),-0.710,-0.480
2,2:56,3,2,DEN 12,3,6,"Steve Beuerlein pass incomplete intended for Ed McCaffrey. Penalty on David Macklin: Defensive Pass Interference, 6 yards (no play)",-0.480,0.040
2,2:52,1,10,DEN 18,3,6,Steve Beuerlein pass complete to Dwayne Carswell for 5 yards (tackle by Mike Peterson),0.040,0.280
2,2:14,2,5,DEN 23,3,6,"Clinton Portis for 5 yards (tackle by Marcus Washington). Clinton Portis fumbles (forced by Marcus Washington), recovered by Clinton Portis at DEN-28",0.280,0.810
2,2:00,1,10,DEN 28,3,6,Clinton Portis left tackle for 3 yards (tackle by Larry Tripplett),0.810,0.670
2,1:22,2,7,DEN 31,3,6,"Steve Beuerlein pass complete to Jeb Putzier for 32 yards (tackle by Idrees Bashir). Penalty on Matt Lepsis: Offensive Holding, 10 yards (no play)",0.670,-0.680
2,1:13,2,17,DEN 21,3,6,Clinton Portis right guard for 4 yards (tackle by David Thornton and Mike Peterson),-0.680,-0.820
2,1:01,2,17,DEN 21,,,Timeout #1 by Indianapolis Colts,-0.680,-0.820
2,1:01,3,13,DEN 25,3,6,"Steve Beuerlein pass complete to Ashley Lelie for 13 yards (tackle by Nick Harper). Penalty on Ashley Lelie: Offensive Pass Interference, 10 yards (no play)",-0.820,-2.640
2,0:55,3,23,DEN 15,3,6,Steve Beuerlein pass complete to Rod Smith for 10 yards (tackle by David Thornton),-2.640,-1.700
2,0:48,3,23,DEN 15,,,Timeout #2 by Indianapolis Colts,-2.640,-1.700
2,0:48,4,13,DEN 25,3,6,"Micah Knorr punts 39 yards, muffed catch by Troy Walters, recovered by Ian Gold and returned for no gain",-1.700,3.640
2,0:34,1,10,IND 29,3,6,Steve Beuerlein pass incomplete intended for Ed McCaffrey,3.640,3.100
2,0:30,2,10,IND 29,3,6,Steve Beuerlein pass incomplete intended for Clinton Portis,3.100,2.410
2,0:26,3,10,IND 29,3,6,Steve Beuerlein sacked by Rob Morris for -6 yards,2.410,0.970
2,0:09,3,10,IND 29,,,Timeout #3 by Indianapolis Colts,2.410,0.970
2,0:09,4,16,IND 35,3,6,Olandis Gary left tackle for 8 yards (tackle by Mike Peterson),0.970,-0.740
2,0:02,1,10,IND 27,3,6,Peyton Manning kneels for -1 yards,0.740,0.060
Quarter,Time,Down,ToGo,Location,IND,DEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 30,3,6,"Mike Vanderjagt kicks off 58 yards, returned by Reuben Droughns for 21 yards (tackle by David Gibson)",0.000,1.140
3,14:55,1,10,DEN 33,3,6,"Clinton Portis left end for 6 yards (tackle by Rob Morris). Penalty on Ed McCaffrey: Offensive Holding, 10 yards",1.140,0.870
3,14:26,1,14,DEN 29,3,6,Mike Anderson right tackle for 5 yards (tackle by Rob Morris),0.870,0.730
3,13:48,2,9,DEN 34,3,6,Steve Beuerlein pass complete to Ed McCaffrey for 25 yards (tackle by Walt Harris). Penalty on Dwight Freeney: Defensive Offside (Declined),0.730,2.850
3,13:24,1,10,IND 41,3,6,Steve Beuerlein pass complete to Scottie Montgomery for 21 yards (tackle by Mike Peterson),2.850,4.240
3,12:42,1,10,IND 20,3,6,Reuben Droughns left end for 9 yards (tackle by Jason Doering),4.240,5.260
3,11:59,2,1,IND 11,3,12,"Clinton Portis left tackle for 11 yards, touchdown",5.260,7.000
3,11:59,,,IND 11,3,13,"Jason Elam kicks extra point good. Penalty on Patrick Hape: False Start, 5 yards (no play)",0.000,0.000
3,11:59,,,IND 11,3,13,Jason Elam kicks extra point good,0.000,0.000
3,11:59,,,DEN 30,3,13,"Micah Knorr kicks off 64 yards, returned by Troy Walters for 24 yards (tackle by Willie Middlebrooks). Penalty on Donnel Thompson: Offensive Holding, 10 yards",0.000,0.280
3,11:48,1,10,IND 20,3,13,Peyton Manning pass incomplete intended for Joe Davenport,0.280,-0.270
3,11:43,2,10,IND 20,3,13,Edgerrin James right tackle for 2 yards (tackle by John Mobley),-0.270,-0.690
3,11:04,3,8,IND 22,3,13,Peyton Manning pass complete to Marvin Harrison for 12 yards (tackle by Tyrone Poole),-0.690,1.200
3,10:22,1,10,IND 34,3,13,Edgerrin James middle for 12 yards (tackle by Ian Gold),1.200,1.990
3,9:45,1,10,IND 46,3,13,Peyton Manning pass complete to Joe Davenport for 9 yards (tackle by Kenoy Kennedy),1.990,2.670
3,9:17,2,1,DEN 45,3,13,Edgerrin James left guard for no gain (tackle by Monsanto Pope),2.670,1.950
3,8:42,3,1,DEN 45,3,13,Edgerrin James left guard for 2 yards (tackle by Reggie Hayward),1.950,2.720
3,8:06,1,10,DEN 43,3,13,Peyton Manning pass incomplete intended for Marcus Pollard,2.720,2.180
3,8:00,2,10,DEN 43,3,13,Peyton Manning pass incomplete intended for Qadry Ismail,2.180,1.490
3,7:53,3,10,DEN 43,3,13,Peyton Manning pass complete to Marvin Harrison for 21 yards (tackle by Kenoy Kennedy),1.490,4.110
3,7:11,1,10,DEN 22,3,13,Edgerrin James right guard for 8 yards (tackle by Kenoy Kennedy),4.110,4.850
3,6:24,2,2,DEN 14,3,13,Peyton Manning pass complete to Marvin Harrison for 3 yards (tackle by Deltha O'Neal),4.850,4.840
3,5:34,1,10,DEN 11,3,13,Edgerrin James middle for -1 yards (tackle by Trevor Pryce),4.840,3.980
3,4:54,2,11,DEN 12,3,13,Peyton Manning pass complete to Marvin Harrison for 6 yards (tackle by Ian Gold),3.980,4.210
3,4:09,3,5,DEN 6,3,13,Edgerrin James left guard for 5 yards (tackle by Chester McGlockton),4.210,6.970
3,3:26,1,1,DEN 1,9,13,"James Mungro left guard for 1 yard, touchdown",6.970,7.000
,,,,,,,"IND challenged the ruling, and the original play was overturned.",,
3,3:26,,,DEN 1,10,13,Mike Vanderjagt kicks extra point good,0.000,0.000
3,3:26,,,IND 30,10,13,"Mike Vanderjagt kicks off 64 yards, returned by Reuben Droughns for 53 yards (tackle by Nick Harper)",0.000,2.850
3,2:39,1,10,IND 41,10,13,Steve Beuerlein pass incomplete intended for Rod Smith is intercepted by Mike Peterson at IND-28 and returned for 53 yards,2.850,-4.310
3,2:23,1,10,DEN 19,10,13,Peyton Manning pass complete to Qadry Ismail for 11 yards,4.310,5.370
3,1:52,1,8,DEN 8,10,13,"Edgerrin James left end for 3 yards (tackle by Denard Walker). Penalty on Denard Walker: Face Mask (5 Yards), 3 yards",5.370,6.740
3,1:26,1,2,DEN 2,10,13,Peyton Manning pass incomplete intended for Jim Finn,6.740,5.720
3,1:19,2,2,DEN 2,16,13,"Edgerrin James left tackle for 2 yards, touchdown",5.720,7.000
3,1:19,,,DEN 2,17,13,Mike Vanderjagt kicks extra point good,0.000,0.000
3,1:19,,,IND 30,17,13,"Mike Vanderjagt kicks off 40 yards, returned by Dwayne Carswell for 14 yards (tackle by Jim Finn)",0.000,1.860
3,1:09,1,10,DEN 44,17,13,Mike Anderson middle for 3 yards (tackle by Marcus Washington),1.860,1.720
3,0:33,2,7,DEN 47,17,13,Steve Beuerlein pass incomplete intended for Rod Smith,1.720,1.030
3,0:29,3,7,DEN 47,17,13,Steve Beuerlein pass complete to Rod Smith for 2 yards (tackle by Jason Doering),1.030,-0.130
Quarter,Time,Down,ToGo,Location,IND,DEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,5,DEN 49,17,13,"Micah Knorr punts 34 yards, fair catch by Troy Walters",-0.130,0.060
4,14:52,1,10,IND 17,17,13,Edgerrin James left end for no gain (tackle by John Mobley),-0.060,-0.580
4,14:12,2,10,IND 17,17,13,Peyton Manning pass complete to Marvin Harrison for 8 yards (tackle by Tyrone Poole),-0.580,-0.240
4,13:28,3,2,IND 25,17,13,"Edgerrin James left guard for 2 yards (tackle by Al Wilson). Edgerrin James fumbles (forced by Al Wilson), recovered by Adam Meadows at IND-30",-0.240,0.940
4,12:44,1,10,IND 30,17,13,Edgerrin James middle for no gain (tackle by Kenoy Kennedy),0.940,0.390
4,12:00,2,10,IND 30,17,13,Peyton Manning middle for 7 yards (tackle by Al Wilson),0.390,0.630
4,11:11,3,3,IND 37,17,13,Peyton Manning pass incomplete intended for Marcus Pollard (defended by Kenoy Kennedy),0.630,-0.910
4,11:08,4,3,IND 37,17,13,"Hunter Smith punts 36 yards, returned by Deltha O'Neal for 53 yards (tackle by Hunter Smith)",-0.910,-4.240
4,10:51,1,10,IND 20,17,13,Clinton Portis left guard for 9 yards (tackle by Mike Peterson),4.240,5.260
4,10:15,2,1,IND 11,17,13,Clinton Portis right tackle for 2 yards (tackle by Rob Morris),5.260,5.140
4,9:33,1,9,IND 9,17,19,"Clinton Portis right tackle for 9 yards, touchdown",5.140,7.000
4,9:33,,,IND 9,17,20,Jason Elam kicks extra point good,0.000,0.000
4,9:33,,,DEN 30,17,20,"Micah Knorr kicks off 59 yards, returned by Troy Walters for 22 yards (tackle by Donnie Spragan). Penalty on Sam Sword: Offensive Holding, 10 yards",0.000,0.480
4,9:21,1,10,IND 23,17,20,Peyton Manning pass complete to Joe Davenport for 3 yards (tackle by John Mobley),0.480,0.340
4,8:41,2,7,IND 26,17,20,Peyton Manning left guard for 4 yards (tackle by Kavika Pittman),0.340,0.170
4,7:57,3,3,IND 30,17,20,Peyton Manning pass complete to Troy Walters for 8 yards (tackle by Ian Gold),0.170,1.470
4,7:17,1,10,IND 38,17,20,Edgerrin James right guard for 18 yards (tackle by Deltha O'Neal and Olandis Gary),1.470,2.650
4,6:32,1,10,DEN 44,17,20,Edgerrin James right tackle for no gain (tackle by Lional Dalton and Montae Reagor),2.650,2.110
4,5:53,2,10,DEN 44,17,20,Peyton Manning pass complete to Edgerrin James for -4 yards (tackle by John Mobley),2.110,0.890
4,5:06,3,14,DEN 48,17,20,Peyton Manning pass incomplete intended for Troy Walters is intercepted by Deltha O'Neal at DEN-18,0.890,-0.040
4,4:56,1,10,DEN 18,17,20,"Penalty on Steve Beuerlein: False Start, 5 yards (no play)",0.040,-0.450
4,4:56,1,15,DEN 13,17,20,Steve Beuerlein pass incomplete intended for Dwayne Carswell,-0.450,-1.140
4,4:51,2,15,DEN 13,17,20,Steve Beuerlein pass complete to Rod Smith for 3 yards (tackle by Rob Morris),-1.140,-1.500
4,4:06,3,12,DEN 16,17,20,"Steve Beuerlein pass complete to Ashley Lelie for 7 yards (tackle by David Macklin). Penalty on Dwight Freeney: Defensive Offside, 5 yards (no play)",-1.500,-0.790
4,4:00,3,7,DEN 21,17,20,Steve Beuerlein pass complete to Ashley Lelie for 23 yards (tackle by David Macklin),-0.790,1.860
4,3:17,1,10,DEN 44,17,20,"Penalty on Dwayne Carswell: False Start, 5 yards (no play)",1.860,1.530
4,3:13,1,15,DEN 39,17,20,Clinton Portis right tackle for 4 yards (tackle by Larry Tripplett and Chad Bratzke),1.530,1.180
4,3:01,1,15,DEN 39,,,Timeout #1 by Indianapolis Colts,1.530,1.180
4,3:01,2,11,DEN 43,17,20,Steve Beuerlein sacked by Rob Morris for -7 yards,1.180,-0.430
4,2:56,2,11,DEN 43,,,Timeout #2 by Indianapolis Colts,1.180,-0.430
4,2:56,3,18,DEN 36,17,20,Steve Beuerlein pass complete to Rod Smith for 19 yards (tackle by Idrees Bashir),-0.430,2.590
4,2:08,1,10,IND 45,17,20,Clinton Portis right tackle for 4 yards (tackle by Chad Bratzke),2.590,2.580
4,2:00,2,6,IND 41,17,20,Clinton Portis right guard for 1 yard (tackle by Mike Peterson),2.580,2.010
4,1:55,2,6,IND 41,,,Timeout #3 by Indianapolis Colts,2.580,2.580
4,1:55,2,6,IND 41,,,Timeout #1 by Denver Broncos,2.580,2.010
4,1:55,3,5,IND 40,17,20,Steve Beuerlein pass incomplete intended for Ed McCaffrey,2.010,0.590
4,1:51,4,5,IND 40,17,20,"Micah Knorr punts 40 yards, touchback",0.590,-0.280
4,1:40,1,10,IND 20,17,20,Peyton Manning pass complete to Reggie Wayne for 2 yards (tackle by Kenoy Kennedy),0.280,0.000
4,1:17,2,8,IND 22,17,20,Peyton Manning pass complete to Marvin Harrison for 9 yards (tackle by Deltha O'Neal),0.000,1.000
4,1:10,1,10,IND 31,17,20,Peyton Manning right end for 3 yards (tackle by Monsanto Pope),1.000,0.870
4,1:03,2,7,IND 34,17,20,Peyton Manning middle for 9 yards (tackle by Tyrone Poole),0.870,1.800
4,0:44,1,10,IND 43,17,20,"Penalty on DEN: Defensive 12 On-field (Declined), Penalty on Trevor Pryce: Defensive Offside, 5 yards (no play)",1.800,2.530
4,0:44,1,5,IND 48,17,20,Peyton Manning pass incomplete intended for Marcus Pollard,2.530,1.930
4,0:40,2,5,IND 48,17,20,Peyton Manning pass incomplete intended for Qadry Ismail (defended by Denard Walker),1.930,1.220
4,0:34,3,5,IND 48,17,20,Peyton Manning pass incomplete intended for Marvin Harrison,1.220,-0.190
4,0:29,4,5,IND 48,17,20,Peyton Manning pass complete to Qadry Ismail for 16 yards (tackle by Denard Walker),-0.190,3.180
4,0:12,1,10,DEN 36,17,20,Peyton Manning pass incomplete,3.180,2.640
4,0:12,2,10,DEN 36,17,20,Peyton Manning pass incomplete intended for Marvin Harrison,2.640,1.950
4,0:08,2,10,DEN 36,,,Timeout #2 by Denver Broncos,2.640,1.950
4,0:08,3,10,DEN 36,20,20,Mike Vanderjagt 54 yard field goal good,1.950,3.000
4,0:08,,,IND 30,20,20,"Mike Vanderjagt kicks off 43 yards, returned by Montae Reagor for 25 yards (tackle by Nick Harper)",0.000,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,IND,DEN,Detail,EPB,EPA
,,,,,,,"Colts won the coin toss, Colts to receive the overtime kickoff.",,
OT,15:00,,,DEN 30,20,20,"Micah Knorr kicks off 66 yards, returned by Troy Walters for 28 yards (tackle by Bertrand Berry)",0.000,1.070
OT,14:56,1,10,IND 32,20,20,James Mungro right tackle for 5 yards (tackle by Reggie Hayward),1.070,1.200
OT,14:09,2,5,IND 37,20,20,James Mungro right guard for 4 yards (tackle by Reggie Hayward),1.200,1.030
OT,13:23,3,1,IND 41,20,20,James Mungro middle for 8 yards (tackle by Trevor Pryce),1.030,2.190
OT,12:36,1,10,IND 49,20,20,James Mungro left end for -1 yards (tackle by Tyrone Poole),2.190,1.510
OT,11:56,2,11,IND 48,20,20,Peyton Manning pass complete to Joe Davenport for 7 yards (tackle by Ian Gold and Al Wilson),1.510,1.750
OT,11:10,3,4,DEN 45,20,20,Peyton Manning pass complete to Marvin Harrison for 7 yards (tackle by Kenoy Kennedy),1.750,3.050
OT,10:43,1,10,DEN 38,20,20,James Mungro left end for 3 yards (tackle by Denard Walker),3.050,2.910
OT,10:14,2,7,DEN 35,20,20,Peyton Manning pass incomplete intended for Marvin Harrison (defended by Tyrone Poole),2.910,2.210
OT,10:07,3,7,DEN 35,20,20,James Mungro right tackle for 2 yards (tackle by Monsanto Pope),2.210,1.170
OT,9:29,3,7,DEN 35,,,Timeout #1 by Indianapolis Colts,2.210,1.170
OT,9:29,4,5,DEN 33,23,20,Mike Vanderjagt 51 yard field goal good,1.170,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
